cell_id,Numida meleagris,Numida meleagris sabyi,Numida meleagris galeatus,Numida meleagris meleagris/somaliensis,Numida meleagris reichenowi,Numida meleagris [mitratus Group]
8228b7fffffffff,18.0,0.0,0.0,0.0,0.0,0.0
8228c7fffffffff,6.0,0.0,0.0,0.0,0.0,0.0
8228d7fffffffff,1.0,0.0,0.0,0.0,0.0,0.0
822987fffffffff,1.0,0.0,0.0,0.0,0.0,0.0
8229a7fffffffff,12.0,0.0,0.0,0.0,0.0,0.0
8229affffffffff,11.0,0.0,0.0,0.0,0.0,0.0
8229b7fffffffff,3.0,0.0,0.0,0.0,0.0,0.0
822a07fffffffff,6.0,0.0,0.0,0.0,0.0,0.0
822a17fffffffff,47.0,0.0,0.0,0.0,0.0,0.0
822a37fffffffff,11.0,0.0,0.0,0.0,0.0,0.0
822a87fffffffff,2.0,0.0,0.0,0.0,0.0,0.0
822a8ffffffffff,9.0,0.0,0.0,0.0,0.0,0.0
822a97fffffffff,2.0,0.0,0.0,0.0,0.0,0.0
822aa7fffffffff,5.0,0.0,0.0,0.0,0.0,0.0
822aaffffffffff,17.0,0.0,0.0,0.0,0.0,0.0
822ab7fffffffff,2.0,0.0,0.0,0.0,0.0,0.0
822af7fffffffff,6.0,0.0,0.0,0.0,0.0,0.0
822b0ffffffffff,1.0,0.0,0.0,0.0,0.0,0.0
822b1ffffffffff,1.0,0.0,0.0,0.0,0.0,0.0
822b87fffffffff,4.0,0.0,0.0,0.0,0.0,0.0
822b8ffffffffff,11.0,0.0,0.0,0.0,0.0,0.0
822b9ffffffffff,8.0,0.0,0.0,0.0,0.0,0.0
822baffffffffff,2.0,0.0,0.0,0.0,0.0,0.0
822c97fffffffff,1.0,0.0,0.0,0.0,0.0,0.0
822d17fffffffff,1.0,0.0,0.0,0.0,0.0,0.0
82351ffffffffff,7.0,0.0,0.0,0.0,0.0,0.0
823867fffffffff,1.0,0.0,0.0,0.0,0.0,0.0
82386ffffffffff,4.0,0.0,0.0,4.0,0.0,0.0
823907fffffffff,2.0,0.0,0.0,0.0,0.0,0.0
823917fffffffff,7.0,2.0,0.0,0.0,0.0,0.0
82391ffffffffff,3.0,0.0,0.0,0.0,0.0,0.0
823927fffffffff,6.0,0.0,0.0,0.0,0.0,0.0
8239affffffffff,1.0,0.0,0.0,0.0,0.0,0.0
8242dffffffffff,2.0,0.0,0.0,0.0,0.0,0.0
8243affffffffff,3.0,0.0,0.0,0.0,0.0,0.0
824417fffffffff,4.0,0.0,0.0,0.0,0.0,0.0
82441ffffffffff,91.0,0.0,0.0,0.0,0.0,0.0
824437fffffffff,2.0,0.0,0.0,0.0,0.0,0.0
824447fffffffff,6.0,0.0,0.0,0.0,0.0,0.0
824457fffffffff,6.0,0.0,0.0,0.0,0.0,0.0
82446ffffffffff,29.0,0.0,0.0,0.0,0.0,0.0
8244a7fffffffff,16.0,1.0,0.0,0.0,0.0,0.0
8244affffffffff,13.0,0.0,0.0,0.0,0.0,0.0
8244c7fffffffff,2.0,0.0,0.0,0.0,0.0,0.0
8244cffffffffff,6.0,0.0,0.0,0.0,0.0,0.0
8244dffffffffff,5.0,0.0,0.0,0.0,0.0,0.0
8244e7fffffffff,164.0,0.0,0.0,0.0,0.0,0.0
8244effffffffff,3.0,0.0,0.0,0.0,0.0,0.0
8244f7fffffffff,24.0,0.0,0.0,0.0,0.0,0.0
824527fffffffff,3.0,0.0,0.0,0.0,0.0,0.0
824537fffffffff,5.0,0.0,0.0,0.0,0.0,0.0
82458ffffffffff,14.0,0.0,0.0,0.0,0.0,0.0
824597fffffffff,35.0,0.0,0.0,0.0,0.0,0.0
82459ffffffffff,1.0,0.0,0.0,0.0,0.0,0.0
8245b7fffffffff,2.0,0.0,0.0,0.0,0.0,0.0
82485ffffffffff,6.0,0.0,0.0,0.0,0.0,0.0
82488ffffffffff,2.0,0.0,0.0,0.0,0.0,0.0
824897fffffffff,2.0,0.0,0.0,0.0,0.0,0.0
82489ffffffffff,5.0,0.0,0.0,0.0,0.0,0.0
8248b7fffffffff,6.0,0.0,0.0,0.0,0.0,0.0
8248dffffffffff,2.0,0.0,0.0,0.0,0.0,0.0
8248effffffffff,5.0,0.0,0.0,0.0,0.0,0.0
8249affffffffff,5.0,0.0,0.0,0.0,0.0,0.0
824c8ffffffffff,7.0,0.0,0.0,0.0,0.0,0.0
824c9ffffffffff,6.0,0.0,0.0,0.0,0.0,0.0
824cc7fffffffff,246.0,0.0,0.0,0.0,0.0,0.0
824cd7fffffffff,1.0,0.0,0.0,0.0,0.0,0.0
824ceffffffffff,166.0,0.0,0.0,0.0,0.0,0.0
824cf7fffffffff,1.0,0.0,0.0,0.0,0.0,0.0
82521ffffffffff,5.0,0.0,0.0,0.0,0.0,0.0
825497fffffffff,4.0,0.0,0.0,0.0,0.0,0.0
8254effffffffff,4.0,0.0,0.0,0.0,0.0,0.0
8254f7fffffffff,6.0,0.0,0.0,0.0,0.0,0.0
825d17fffffffff,9.0,0.0,0.0,0.0,0.0,0.0
825e77fffffffff,2.0,0.0,0.0,0.0,0.0,0.0
825f5ffffffffff,2.0,0.0,0.0,0.0,0.0,0.0
826017fffffffff,2.0,0.0,0.0,0.0,0.0,0.0
8264a7fffffffff,2.0,0.0,0.0,0.0,0.0,0.0
826527fffffffff,6.0,0.0,0.0,0.0,0.0,0.0
82658ffffffffff,2.0,0.0,0.0,0.0,0.0,0.0
82661ffffffffff,3.0,0.0,0.0,0.0,0.0,0.0
82662ffffffffff,7.0,0.0,0.0,0.0,0.0,0.0
8266b7fffffffff,2.0,0.0,0.0,0.0,0.0,0.0
8266c7fffffffff,24.0,0.0,0.0,0.0,0.0,0.0
8266e7fffffffff,7.0,0.0,0.0,0.0,0.0,0.0
8266f7fffffffff,5.0,0.0,0.0,0.0,0.0,0.0
826727fffffffff,2.0,0.0,0.0,0.0,0.0,0.0
827a47fffffffff,10.0,0.0,0.0,5.0,0.0,0.0
827a5ffffffffff,3.0,0.0,0.0,0.0,0.0,0.0
827a6ffffffffff,31.0,0.0,0.0,0.0,21.0,0.0
827adffffffffff,3.0,0.0,0.0,0.0,0.0,0.0
827b4ffffffffff,2.0,0.0,0.0,0.0,0.0,0.0
827b5ffffffffff,1.0,0.0,0.0,0.0,0.0,0.0
828b87fffffffff,4.0,0.0,0.0,0.0,0.0,0.0
829457fffffffff,2.0,0.0,0.0,0.0,0.0,0.0
8294effffffffff,1.0,0.0,0.0,0.0,0.0,0.0
829627fffffffff,3.0,0.0,0.0,0.0,0.0,0.0
829637fffffffff,5.0,0.0,0.0,0.0,0.0,0.0
829697fffffffff,12.0,0.0,0.0,0.0,8.0,0.0
829717fffffffff,7.0,0.0,0.0,0.0,0.0,7.0
82972ffffffffff,3.0,0.0,0.0,0.0,0.0,3.0
829747fffffffff,1.0,0.0,0.0,0.0,0.0,0.0
82975ffffffffff,15.0,0.0,0.0,0.0,0.0,2.0
829787fffffffff,4.0,0.0,0.0,0.0,0.0,4.0
829c07fffffffff,2.0,0.0,0.0,0.0,0.0,0.0
829c27fffffffff,41.0,0.0,0.0,0.0,0.0,0.0
829d77fffffffff,2.0,0.0,0.0,0.0,0.0,0.0
82a607fffffffff,1.0,0.0,0.0,0.0,0.0,0.0
82a847fffffffff,1.0,0.0,0.0,0.0,0.0,0.0
82a8a7fffffffff,2.0,0.0,0.0,0.0,0.0,0.0
82a8d7fffffffff,5.0,0.0,0.0,0.0,0.0,0.0
82a92ffffffffff,2.0,0.0,0.0,0.0,0.0,0.0
82a957fffffffff,4.0,0.0,0.0,0.0,0.0,0.0
82ac87fffffffff,1.0,0.0,0.0,0.0,0.0,0.0
82ad37fffffffff,11.0,0.0,0.0,0.0,0.0,7.0
82b2c7fffffffff,1.0,0.0,0.0,0.0,0.0,0.0
82b2e7fffffffff,2.0,0.0,0.0,0.0,0.0,0.0
82b347fffffffff,2.0,0.0,0.0,0.0,0.0,0.0
82b89ffffffffff,1.0,0.0,0.0,0.0,0.0,0.0
82bb0ffffffffff,2.0,0.0,0.0,0.0,0.0,0.0
82bb2ffffffffff,2.0,0.0,0.0,0.0,0.0,0.0
82bb57fffffffff,34.0,0.0,0.0,0.0,0.0,0.0
82bc6ffffffffff,26.0,0.0,0.0,0.0,0.0,4.0
82bcc7fffffffff,3.0,0.0,0.0,0.0,0.0,2.0
82bcd7fffffffff,10.0,0.0,0.0,0.0,0.0,10.0
82bcdffffffffff,3.0,0.0,0.0,0.0,0.0,2.0
82bceffffffffff,4.0,0.0,0.0,0.0,0.0,2.0
82bcf7fffffffff,4.0,0.0,0.0,0.0,0.0,1.0
82be0ffffffffff,4.0,0.0,0.0,0.0,0.0,0.0
82be1ffffffffff,2.0,0.0,0.0,0.0,0.0,0.0
82be47fffffffff,4.0,0.0,0.0,0.0,0.0,0.0
82be57fffffffff,1.0,0.0,0.0,0.0,0.0,0.0
82be67fffffffff,6.0,0.0,0.0,0.0,0.0,0.0
82be77fffffffff,2.0,0.0,0.0,0.0,0.0,0.0
82be8ffffffffff,5.0,0.0,0.0,0.0,0.0,0.0
82becffffffffff,4.0,0.0,0.0,0.0,0.0,0.0
82bf4ffffffffff,4.0,0.0,0.0,0.0,0.0,0.0
82c2c7fffffffff,1.0,0.0,0.0,0.0,0.0,0.0
82c2d7fffffffff,2.0,0.0,0.0,0.0,0.0,0.0
82c2e7fffffffff,2.0,0.0,0.0,0.0,0.0,0.0
82c997fffffffff,4.0,0.0,0.0,0.0,0.0,0.0
82ceaffffffffff,6.0,0.0,0.0,0.0,0.0,0.0
82da97fffffffff,18.0,0.0,0.0,0.0,0.0,0.0
82daaffffffffff,4.0,0.0,0.0,0.0,0.0,0.0
82dab7fffffffff,2.0,0.0,0.0,0.0,0.0,0.0
