cell_id,Corypha somalica,Corypha somalica ashi,Corypha somalica somalica/rochei
8252dffffffffff,3.0,0.0,0.0
826397fffffffff,1.0,0.0,0.0
827a9ffffffffff,2.0,0.0,0.0
