cell_id,Cardinalis cardinalis,Cardinalis cardinalis [cardinalis Group],Cardinalis cardinalis carneus
8326d6fffffffff,12.0,0.0,0.0
8326d9fffffffff,2.0,2.0,0.0
8326defffffffff,3.0,0.0,0.0
8326e2fffffffff,10.0,0.0,0.0
8326e4fffffffff,2.0,0.0,0.0
8326e5fffffffff,44.0,0.0,0.0
8326e8fffffffff,2.0,0.0,0.0
8326ecfffffffff,5.0,0.0,0.0
8326edfffffffff,9.0,0.0,0.0
8326f0fffffffff,2.0,0.0,0.0
8326f1fffffffff,1.0,0.0,0.0
8326f2fffffffff,74.0,0.0,0.0
8326f6fffffffff,3.0,0.0,0.0
832702fffffffff,17.0,1.0,0.0
832709fffffffff,2.0,0.0,0.0
83270dfffffffff,2.0,0.0,0.0
83270efffffffff,6.0,0.0,0.0
832719fffffffff,2.0,0.0,0.0
83271afffffffff,1.0,0.0,0.0
83271cfffffffff,21.0,0.0,0.0
832740fffffffff,6.0,0.0,0.0
832741fffffffff,70.0,0.0,0.0
832742fffffffff,2.0,0.0,0.0
832744fffffffff,3.0,0.0,0.0
832745fffffffff,8.0,0.0,0.0
832748fffffffff,1148.0,0.0,0.0
832749fffffffff,303.0,2.0,0.0
83274afffffffff,65.0,0.0,0.0
83274bfffffffff,95.0,0.0,0.0
83274cfffffffff,75.0,0.0,0.0
83274dfffffffff,391.0,0.0,0.0
83274efffffffff,98.0,0.0,0.0
832751fffffffff,3.0,1.0,0.0
832752fffffffff,1.0,0.0,0.0
832754fffffffff,4.0,0.0,0.0
832756fffffffff,3.0,0.0,0.0
832758fffffffff,39.0,0.0,0.0
832759fffffffff,25.0,1.0,0.0
83275afffffffff,4.0,0.0,0.0
83275bfffffffff,4.0,0.0,0.0
83275cfffffffff,4.0,0.0,0.0
83275dfffffffff,11.0,0.0,0.0
832763fffffffff,9.0,2.0,0.0
832766fffffffff,2.0,0.0,0.0
832769fffffffff,17.0,17.0,0.0
83276afffffffff,4.0,0.0,0.0
83276bfffffffff,61.0,0.0,0.0
83276cfffffffff,2.0,0.0,0.0
83276dfffffffff,283.0,283.0,0.0
83276efffffffff,2.0,0.0,0.0
832770fffffffff,14.0,0.0,0.0
832771fffffffff,54.0,0.0,0.0
832772fffffffff,2.0,0.0,0.0
832773fffffffff,2.0,0.0,0.0
832774fffffffff,2.0,0.0,0.0
832775fffffffff,7.0,0.0,0.0
83278cfffffffff,1.0,0.0,0.0
8327abfffffffff,2.0,0.0,0.0
83289bfffffffff,2.0,0.0,0.0
832984fffffffff,1.0,0.0,0.0
8329a0fffffffff,2.0,0.0,0.0
8329a4fffffffff,11.0,0.0,0.0
8329a5fffffffff,6.0,0.0,0.0
8329b0fffffffff,128.0,0.0,0.0
8329b2fffffffff,2.0,0.0,0.0
8329b4fffffffff,2.0,0.0,0.0
8329b5fffffffff,12.0,0.0,0.0
8329b6fffffffff,4.0,0.0,0.0
832a06fffffffff,12.0,0.0,0.0
832a10fffffffff,186.0,39.0,0.0
832a12fffffffff,6330.0,14.0,0.0
832a13fffffffff,6437.0,11.0,0.0
832a14fffffffff,40.0,19.0,0.0
832a15fffffffff,26.0,13.0,0.0
832a16fffffffff,53.0,0.0,0.0
832a30fffffffff,51.0,2.0,0.0
832a31fffffffff,116.0,0.0,0.0
832a32fffffffff,39.0,1.0,0.0
832a33fffffffff,31.0,2.0,0.0
832a34fffffffff,39.0,3.0,0.0
832a36fffffffff,25.0,4.0,0.0
832a80fffffffff,9.0,9.0,0.0
832a81fffffffff,7.0,4.0,0.0
832a84fffffffff,3.0,0.0,0.0
832a85fffffffff,3.0,0.0,0.0
832a88fffffffff,2.0,2.0,0.0
832a89fffffffff,5.0,0.0,0.0
832a8bfffffffff,7.0,0.0,0.0
832a8cfffffffff,2.0,0.0,0.0
832a90fffffffff,1.0,0.0,0.0
832a91fffffffff,1.0,0.0,0.0
832a94fffffffff,5.0,0.0,0.0
832a95fffffffff,2.0,0.0,0.0
832a9cfffffffff,2.0,0.0,0.0
832aa0fffffffff,3.0,2.0,0.0
832aa1fffffffff,20.0,0.0,0.0
832aa2fffffffff,26.0,0.0,0.0
832aa3fffffffff,3.0,0.0,0.0
832aa4fffffffff,13.0,2.0,0.0
832aa5fffffffff,1.0,0.0,0.0
832aa6fffffffff,32.0,32.0,0.0
832aa8fffffffff,477.0,31.0,0.0
832aa9fffffffff,33.0,4.0,0.0
832aaafffffffff,64.0,8.0,0.0
832aabfffffffff,5.0,0.0,0.0
832aacfffffffff,9043.0,12.0,0.0
832aadfffffffff,107.0,71.0,0.0
832aaefffffffff,107.0,2.0,0.0
832ab0fffffffff,179.0,159.0,0.0
832ab1fffffffff,8.0,0.0,0.0
832ab2fffffffff,1988.0,788.0,0.0
832ab4fffffffff,1386.0,1345.0,0.0
832ab5fffffffff,553.0,514.0,0.0
832ab6fffffffff,71.0,36.0,0.0
832ad1fffffffff,1.0,0.0,0.0
832ad6fffffffff,2.0,0.0,0.0
832af6fffffffff,16.0,0.0,0.0
832b00fffffffff,8.0,0.0,0.0
832b01fffffffff,25.0,0.0,0.0
832b02fffffffff,5.0,0.0,0.0
832b03fffffffff,5.0,0.0,0.0
832b0afffffffff,6.0,0.0,0.0
832b0cfffffffff,5.0,0.0,0.0
832b0efffffffff,3.0,0.0,0.0
832b10fffffffff,6.0,0.0,0.0
832b12fffffffff,71.0,0.0,0.0
832b14fffffffff,1.0,0.0,0.0
832b16fffffffff,54.0,0.0,0.0
832b18fffffffff,9.0,0.0,0.0
832b19fffffffff,4.0,0.0,0.0
832b1afffffffff,30.0,0.0,0.0
832b23fffffffff,21.0,0.0,0.0
832b24fffffffff,18.0,0.0,0.0
832b2cfffffffff,4.0,0.0,0.0
832b2efffffffff,3.0,0.0,0.0
832b30fffffffff,21.0,0.0,0.0
832b31fffffffff,32.0,0.0,0.0
832b33fffffffff,12.0,0.0,0.0
832b81fffffffff,24.0,24.0,0.0
832b83fffffffff,89.0,43.0,0.0
832b88fffffffff,41.0,3.0,0.0
832b89fffffffff,353.0,0.0,0.0
832b8afffffffff,2.0,0.0,0.0
832b8bfffffffff,30.0,0.0,0.0
832b8cfffffffff,47.0,3.0,0.0
832b8dfffffffff,52.0,0.0,0.0
832b8efffffffff,252.0,81.0,0.0
832b90fffffffff,126.0,0.0,0.0
832b93fffffffff,22.0,0.0,0.0
832b94fffffffff,6.0,0.0,0.0
832b96fffffffff,2.0,0.0,0.0
832b98fffffffff,540.0,491.0,0.0
832b99fffffffff,104.0,98.0,0.0
832b9afffffffff,36.0,34.0,0.0
832b9bfffffffff,721.0,649.0,0.0
832b9cfffffffff,32.0,2.0,0.0
832b9dfffffffff,1937.0,1542.0,0.0
832b9efffffffff,3.0,1.0,0.0
832ba0fffffffff,85.0,1.0,0.0
832ba5fffffffff,438.0,0.0,0.0
832ba8fffffffff,178.0,159.0,0.0
832ba9fffffffff,18.0,0.0,0.0
832baafffffffff,99.0,1.0,0.0
832babfffffffff,24.0,8.0,0.0
832bacfffffffff,7.0,0.0,0.0
832bb2fffffffff,12.0,0.0,0.0
832bb3fffffffff,60.0,0.0,0.0
834412fffffffff,8.0,3.0,0.0
834413fffffffff,4.0,2.0,0.0
834416fffffffff,4.0,0.0,0.0
83441afffffffff,69.0,50.0,0.0
83441efffffffff,3.0,3.0,0.0
834440fffffffff,3.0,0.0,0.0
834441fffffffff,1.0,0.0,0.0
834442fffffffff,5.0,0.0,0.0
834443fffffffff,2.0,0.0,0.0
834444fffffffff,1.0,0.0,0.0
834445fffffffff,9.0,0.0,0.0
834446fffffffff,5.0,0.0,0.0
834448fffffffff,2.0,0.0,0.0
834449fffffffff,3.0,0.0,0.0
83444bfffffffff,5.0,0.0,0.0
83444cfffffffff,11.0,0.0,0.0
834450fffffffff,1.0,0.0,0.0
834459fffffffff,2.0,0.0,0.0
83445cfffffffff,1.0,0.0,0.0
83445dfffffffff,2.0,0.0,0.0
834468fffffffff,1.0,0.0,0.0
83446afffffffff,1.0,0.0,0.0
83446cfffffffff,12.0,0.0,0.0
83446dfffffffff,1.0,1.0,0.0
83446efffffffff,2.0,0.0,0.0
8344a1fffffffff,24.0,16.0,0.0
8344a5fffffffff,11.0,5.0,0.0
8344a8fffffffff,5.0,4.0,0.0
8344a9fffffffff,21.0,19.0,0.0
8344abfffffffff,2.0,1.0,0.0
8344acfffffffff,2.0,0.0,0.0
8344adfffffffff,2.0,2.0,0.0
8344c0fffffffff,1.0,0.0,0.0
8344c1fffffffff,5.0,1.0,0.0
8344c2fffffffff,2.0,0.0,0.0
8344c8fffffffff,4.0,0.0,0.0
8344c9fffffffff,3.0,0.0,0.0
8344cafffffffff,4.0,2.0,0.0
8344cbfffffffff,2.0,0.0,0.0
8344ccfffffffff,1.0,0.0,0.0
8344cdfffffffff,4.0,0.0,0.0
8344d0fffffffff,7.0,0.0,0.0
8344d5fffffffff,4.0,2.0,0.0
8344d8fffffffff,1.0,0.0,0.0
8344ddfffffffff,6.0,2.0,0.0
8344defffffffff,1.0,0.0,0.0
8344e0fffffffff,2.0,0.0,0.0
8344e4fffffffff,2.0,0.0,0.0
8344e9fffffffff,2.0,0.0,0.0
8344eefffffffff,10.0,0.0,0.0
8344f0fffffffff,254.0,253.0,0.0
8344f4fffffffff,21.0,6.0,0.0
8344f5fffffffff,2.0,2.0,0.0
8344f6fffffffff,3.0,1.0,0.0
834508fffffffff,26.0,26.0,0.0
834509fffffffff,159.0,159.0,0.0
83450afffffffff,5.0,5.0,0.0
83450bfffffffff,90.0,90.0,0.0
83450dfffffffff,8.0,8.0,0.0
834510fffffffff,1.0,0.0,0.0
83452afffffffff,6.0,0.0,0.0
83452efffffffff,20.0,0.0,0.0
834572fffffffff,224.0,224.0,0.0
83464efffffffff,3.0,3.0,0.0
834805fffffffff,2.0,0.0,0.0
834823fffffffff,4.0,0.0,0.0
83482efffffffff,5.0,0.0,0.0
834854fffffffff,2.0,0.0,0.0
834855fffffffff,1.0,0.0,0.0
83485afffffffff,2.0,0.0,0.0
83485bfffffffff,5.0,0.0,0.0
834880fffffffff,7.0,0.0,0.0
834882fffffffff,1.0,0.0,0.0
834883fffffffff,2.0,0.0,0.0
834886fffffffff,5.0,0.0,0.0
83488bfffffffff,3.0,0.0,0.0
834890fffffffff,13.0,2.0,0.0
834892fffffffff,2.0,0.0,0.0
834895fffffffff,6.0,0.0,0.0
834899fffffffff,4.0,0.0,0.0
83489afffffffff,1.0,0.0,0.0
83489bfffffffff,2.0,0.0,0.0
83489dfffffffff,2.0,0.0,0.0
83489efffffffff,5.0,2.0,0.0
8348a2fffffffff,7.0,7.0,0.0
8348abfffffffff,7.0,2.0,0.0
8348b1fffffffff,28.0,23.0,0.0
8348b3fffffffff,15.0,5.0,0.0
8348c0fffffffff,17.0,0.0,0.0
8348c1fffffffff,5.0,0.0,0.0
8348c3fffffffff,2.0,0.0,0.0
8348c5fffffffff,19.0,4.0,0.0
8348c6fffffffff,37.0,0.0,0.0
8348cdfffffffff,111.0,0.0,0.0
8348d3fffffffff,8.0,0.0,0.0
8348d4fffffffff,3.0,0.0,0.0
8348d8fffffffff,16.0,0.0,0.0
8348defffffffff,34.0,0.0,0.0
8348e5fffffffff,3.0,0.0,0.0
8348e8fffffffff,561.0,201.0,0.0
8348e9fffffffff,3.0,3.0,0.0
8348eafffffffff,9.0,0.0,0.0
8348ebfffffffff,21.0,0.0,0.0
8348ecfffffffff,9.0,4.0,0.0
8348edfffffffff,15.0,15.0,0.0
8348eefffffffff,20.0,4.0,0.0
8348f0fffffffff,16.0,0.0,0.0
8348f2fffffffff,2.0,0.0,0.0
834990fffffffff,3.0,3.0,0.0
834994fffffffff,6.0,0.0,0.0
834995fffffffff,79.0,12.0,0.0
834996fffffffff,22.0,0.0,0.0
8349a2fffffffff,3.0,0.0,3.0
8349b3fffffffff,5.0,0.0,0.0
835d10fffffffff,9.0,0.0,0.0
835d11fffffffff,2.0,0.0,0.0
835d16fffffffff,1.0,0.0,0.0
836d04fffffffff,1.0,0.0,0.0
836d15fffffffff,4.0,0.0,4.0
836d30fffffffff,2.0,2.0,0.0
836d31fffffffff,17.0,0.0,0.0
836d32fffffffff,4.0,0.0,0.0
836d34fffffffff,2.0,2.0,0.0
