cell_id,Embernagra platensis,Embernagra platensis olivascens,Embernagra platensis platensis
84a882bffffffff,2.0,0.0,0.0
84a882dffffffff,6.0,0.0,0.0
84a8857ffffffff,2.0,0.0,0.0
84a885bffffffff,2.0,0.0,0.0
84a8863ffffffff,2.0,0.0,0.0
84a88e9ffffffff,4.0,0.0,0.0
84a88ebffffffff,4.0,0.0,0.0
84a8a11ffffffff,2.0,0.0,0.0
84a8a13ffffffff,152.0,0.0,4.0
84a8a17ffffffff,5.0,0.0,0.0
84a8a31ffffffff,4.0,0.0,0.0
84a8a33ffffffff,2.0,0.0,0.0
84a8a3bffffffff,5.0,0.0,0.0
84a8a85ffffffff,5.0,0.0,0.0
84a8a8bffffffff,2.0,0.0,0.0
84a8a8dffffffff,2.0,0.0,0.0
84a8a91ffffffff,3.0,0.0,0.0
84a8a93ffffffff,7.0,0.0,0.0
84a8a97ffffffff,90.0,0.0,7.0
84a8aa5ffffffff,4.0,0.0,0.0
84a8aa7ffffffff,1.0,0.0,0.0
84a8aadffffffff,40.0,0.0,0.0
84a8ab1ffffffff,2.0,0.0,0.0
84a8abdffffffff,2.0,0.0,0.0
84a8ac1ffffffff,3.0,0.0,0.0
84a8ac3ffffffff,2.0,0.0,0.0
84a8ac5ffffffff,10.0,0.0,0.0
84a8ac9ffffffff,15.0,0.0,0.0
84a8acbffffffff,50.0,0.0,0.0
84a8acdffffffff,10.0,0.0,0.0
84a8ad5ffffffff,4.0,0.0,0.0
84a8ae1ffffffff,3.0,0.0,0.0
84a8ae5ffffffff,9.0,0.0,0.0
84a8ae9ffffffff,1.0,0.0,0.0
84a9011ffffffff,10.0,0.0,0.0
84a9017ffffffff,53.0,0.0,0.0
84a9031ffffffff,13.0,0.0,0.0
84a9033ffffffff,4.0,0.0,0.0
84a9039ffffffff,2.0,0.0,0.0
84a903bffffffff,8.0,0.0,0.0
84a9051ffffffff,72.0,0.0,7.0
84a9057ffffffff,10.0,0.0,0.0
84a9059ffffffff,2.0,0.0,0.0
84a908bffffffff,3.0,0.0,0.0
84a9091ffffffff,8.0,0.0,0.0
84a9095ffffffff,39.0,0.0,0.0
84a909dffffffff,9.0,0.0,0.0
84a90a1ffffffff,2.0,0.0,0.0
84a90a5ffffffff,12.0,0.0,0.0
84a90a7ffffffff,4.0,0.0,0.0
84a90a9ffffffff,8.0,0.0,0.0
84a90adffffffff,7.0,0.0,1.0
84a90b3ffffffff,2.0,0.0,0.0
84a90bbffffffff,8.0,0.0,0.0
84a90c1ffffffff,6.0,0.0,0.0
84a90c5ffffffff,2.0,0.0,0.0
84a90cbffffffff,2.0,0.0,0.0
84a90cdffffffff,5.0,0.0,0.0
84a90d1ffffffff,1.0,0.0,0.0
84a90dbffffffff,8.0,0.0,0.0
84a90e1ffffffff,3.0,0.0,0.0
84a90e5ffffffff,139.0,0.0,18.0
84a90e7ffffffff,3.0,0.0,0.0
84a90e9ffffffff,5.0,0.0,0.0
84a90ebffffffff,3.0,0.0,0.0
84a9181ffffffff,27.0,0.0,0.0
84a9187ffffffff,2.0,0.0,0.0
84a918bffffffff,8.0,0.0,0.0
84a9191ffffffff,161.0,0.0,8.0
84a9195ffffffff,6.0,0.0,0.0
84a9197ffffffff,2.0,0.0,0.0
84a9199ffffffff,6.0,0.0,0.0
84a919bffffffff,13.0,0.0,0.0
84a91b1ffffffff,8.0,0.0,0.0
84a91bbffffffff,3.0,0.0,0.0
84a91d1ffffffff,22.0,0.0,0.0
84a91d3ffffffff,3.0,0.0,0.0
84a91d5ffffffff,21.0,0.0,0.0
84a91d9ffffffff,26.0,0.0,0.0
84a91dbffffffff,47.0,0.0,2.0
84a91ddffffffff,11.0,0.0,0.0
84a9213ffffffff,103.0,0.0,0.0
84a9217ffffffff,41.0,0.0,0.0
84a9219ffffffff,3.0,0.0,0.0
84a921bffffffff,14.0,0.0,0.0
84a9289ffffffff,5.0,0.0,0.0
84a9291ffffffff,20.0,0.0,0.0
84a9293ffffffff,17.0,0.0,0.0
84a92bdffffffff,6.0,0.0,0.0
84a92c3ffffffff,20.0,0.0,0.0
84a92c5ffffffff,7.0,0.0,0.0
84a92c9ffffffff,1.0,0.0,0.0
84a92cbffffffff,215.0,0.0,0.0
84a92cdffffffff,7.0,0.0,0.0
84a92d1ffffffff,18.0,0.0,0.0
84a92d5ffffffff,1.0,0.0,1.0
84a92d7ffffffff,44.0,0.0,1.0
84a92d9ffffffff,45.0,0.0,5.0
84a92ddffffffff,8.0,0.0,0.0
84a92e1ffffffff,87.0,0.0,1.0
84a92e3ffffffff,4.0,0.0,0.0
84a92e7ffffffff,2.0,0.0,0.0
84a92e9ffffffff,124.0,0.0,8.0
84a92ebffffffff,28.0,0.0,0.0
84a92edffffffff,2.0,0.0,0.0
84a9401ffffffff,3.0,0.0,0.0
84a9403ffffffff,2.0,0.0,0.0
84a9405ffffffff,19.0,0.0,0.0
84a9407ffffffff,6.0,0.0,0.0
84a9409ffffffff,2.0,0.0,0.0
84a940dffffffff,43.0,0.0,0.0
84a9411ffffffff,29.0,0.0,0.0
84a9413ffffffff,92.0,0.0,0.0
84a9417ffffffff,46.0,0.0,0.0
84a9419ffffffff,12.0,0.0,0.0
84a941bffffffff,99.0,0.0,0.0
84a9425ffffffff,60.0,0.0,0.0
84a9427ffffffff,2.0,0.0,0.0
84a9429ffffffff,117.0,0.0,0.0
84a942bffffffff,2.0,0.0,0.0
84a942dffffffff,7.0,0.0,0.0
84a9431ffffffff,6.0,0.0,0.0
84a9433ffffffff,8.0,0.0,0.0
84a9439ffffffff,16.0,0.0,0.0
84a943dffffffff,21.0,0.0,0.0
84a9441ffffffff,305.0,0.0,0.0
84a9443ffffffff,12.0,0.0,0.0
84a9445ffffffff,210.0,0.0,0.0
84a9447ffffffff,84.0,0.0,0.0
84a9449ffffffff,36.0,0.0,0.0
84a944bffffffff,53.0,0.0,0.0
84a944dffffffff,18.0,0.0,0.0
84a9451ffffffff,8.0,0.0,0.0
84a9453ffffffff,35.0,0.0,0.0
84a9457ffffffff,67.0,0.0,0.0
84a945bffffffff,24.0,0.0,0.0
84a9461ffffffff,149.0,0.0,0.0
84a9463ffffffff,18.0,0.0,0.0
84a9465ffffffff,493.0,0.0,0.0
84a9467ffffffff,14.0,0.0,0.0
84a9469ffffffff,7.0,0.0,0.0
84a946bffffffff,76.0,0.0,0.0
84a946dffffffff,10.0,0.0,0.0
84a94a3ffffffff,2.0,0.0,0.0
84a94a9ffffffff,32.0,0.0,0.0
84a94c1ffffffff,11.0,0.0,0.0
84a94c3ffffffff,6.0,0.0,0.0
84a94c5ffffffff,8.0,0.0,0.0
84a94c7ffffffff,5.0,0.0,0.0
84a94cbffffffff,13.0,0.0,0.0
84a94cdffffffff,2.0,0.0,0.0
84a94ddffffffff,2.0,0.0,0.0
84a94e1ffffffff,3.0,0.0,0.0
84a94e3ffffffff,10.0,0.0,0.0
84a94e5ffffffff,176.0,0.0,0.0
84a94e7ffffffff,79.0,0.0,0.0
84a94e9ffffffff,5.0,0.0,0.0
84a94ebffffffff,2.0,0.0,0.0
84a94edffffffff,24.0,0.0,0.0
84a9501ffffffff,28.0,0.0,0.0
84a9507ffffffff,1.0,0.0,0.0
84a9509ffffffff,8.0,0.0,0.0
84a950bffffffff,3.0,0.0,0.0
84a950dffffffff,2.0,0.0,0.0
84a9521ffffffff,16.0,0.0,13.0
84a9523ffffffff,1.0,0.0,1.0
84a9525ffffffff,2.0,0.0,1.0
84a9527ffffffff,32.0,0.0,0.0
84a9531ffffffff,5.0,0.0,0.0
84a9543ffffffff,2.0,0.0,0.0
84a9545ffffffff,4.0,0.0,0.0
84a9547ffffffff,7.0,0.0,0.0
84a9549ffffffff,1.0,0.0,0.0
84a9551ffffffff,5.0,0.0,0.0
84a9557ffffffff,3.0,0.0,0.0
84a9559ffffffff,5.0,0.0,0.0
84a955bffffffff,33.0,0.0,0.0
84a9567ffffffff,2.0,0.0,0.0
84a9587ffffffff,2.0,0.0,0.0
84a9595ffffffff,23.0,0.0,0.0
84a9599ffffffff,13.0,0.0,1.0
84a959bffffffff,2.0,0.0,0.0
84a95abffffffff,12.0,0.0,0.0
84a95b3ffffffff,2.0,0.0,0.0
84a95c3ffffffff,2.0,0.0,0.0
84a95c5ffffffff,18.0,0.0,0.0
84a95d1ffffffff,150.0,0.0,2.0
84a95d3ffffffff,5.0,0.0,0.0
84a95d7ffffffff,1.0,0.0,0.0
84a95d9ffffffff,27.0,0.0,2.0
84a95dbffffffff,172.0,0.0,0.0
84a95edffffffff,13.0,0.0,0.0
84a9601ffffffff,11.0,0.0,0.0
84a9603ffffffff,3.0,0.0,0.0
84a9605ffffffff,14.0,0.0,0.0
84a9607ffffffff,10.0,0.0,0.0
84a960bffffffff,3.0,0.0,0.0
84a9611ffffffff,37.0,0.0,0.0
84a9613ffffffff,40.0,0.0,0.0
84a9617ffffffff,4.0,0.0,0.0
84a9619ffffffff,9.0,0.0,0.0
84a961dffffffff,4.0,0.0,0.0
84a9621ffffffff,45.0,0.0,0.0
84a9623ffffffff,273.0,0.0,0.0
84a9625ffffffff,114.0,0.0,0.0
84a9627ffffffff,326.0,0.0,0.0
84a9629ffffffff,10.0,0.0,0.0
84a962bffffffff,65.0,0.0,0.0
84a962dffffffff,37.0,0.0,0.0
84a9631ffffffff,21.0,0.0,0.0
84a9633ffffffff,7.0,0.0,0.0
84a9637ffffffff,21.0,0.0,0.0
84a9639ffffffff,4.0,0.0,0.0
84a963bffffffff,2.0,0.0,0.0
84a963dffffffff,39.0,0.0,0.0
84a9645ffffffff,20.0,0.0,0.0
84a9649ffffffff,9.0,0.0,0.0
84a964bffffffff,4.0,0.0,0.0
84a964dffffffff,3.0,0.0,0.0
84a9653ffffffff,3.0,0.0,0.0
84a9657ffffffff,4.0,0.0,0.0
84a9659ffffffff,4.0,0.0,0.0
84a965bffffffff,2.0,0.0,0.0
84a9661ffffffff,16.0,0.0,0.0
84a9663ffffffff,3.0,0.0,0.0
84a9667ffffffff,2.0,0.0,0.0
84a9669ffffffff,2.0,0.0,0.0
84a9681ffffffff,4.0,0.0,0.0
84a9685ffffffff,30.0,0.0,0.0
84a9687ffffffff,2.0,0.0,0.0
84a968bffffffff,6.0,0.0,0.0
84a968dffffffff,2.0,0.0,0.0
84a9695ffffffff,1.0,0.0,0.0
84a9699ffffffff,2.0,0.0,0.0
84a96a1ffffffff,6.0,0.0,0.0
84a96a3ffffffff,2.0,0.0,0.0
84a96a5ffffffff,105.0,0.0,0.0
84a96a7ffffffff,82.0,0.0,0.0
84a96a9ffffffff,16.0,0.0,0.0
84a96abffffffff,14.0,0.0,0.0
84a96adffffffff,418.0,0.0,0.0
84a96b9ffffffff,2.0,0.0,0.0
84a96c1ffffffff,5.0,0.0,0.0
84a96c5ffffffff,23.0,0.0,0.0
84a96c7ffffffff,7.0,0.0,0.0
84a96cdffffffff,2.0,0.0,0.0
84a96d3ffffffff,2.0,0.0,0.0
84a96d7ffffffff,2.0,0.0,0.0
84a96e1ffffffff,13.0,0.0,0.0
84a96e3ffffffff,12.0,0.0,0.0
84a96e5ffffffff,15.0,0.0,0.0
84a96e7ffffffff,188.0,0.0,0.0
84a96e9ffffffff,25.0,0.0,0.0
84a96ebffffffff,5.0,0.0,0.0
84a9711ffffffff,28.0,0.0,0.0
84a9713ffffffff,1.0,0.0,0.0
84a9717ffffffff,78.0,0.0,0.0
84a9719ffffffff,15.0,0.0,0.0
84a971bffffffff,3.0,0.0,0.0
84a9723ffffffff,3.0,0.0,0.0
84a9733ffffffff,7.0,0.0,0.0
84a973bffffffff,2.0,0.0,0.0
84a9741ffffffff,4.0,0.0,0.0
84a9745ffffffff,5.0,0.0,0.0
84a974bffffffff,2.0,0.0,0.0
84a974dffffffff,34.0,0.0,0.0
84a9753ffffffff,6.0,0.0,0.0
84a9755ffffffff,15.0,0.0,0.0
84a9761ffffffff,6.0,0.0,0.0
84a9765ffffffff,13.0,0.0,0.0
84a976dffffffff,3.0,0.0,0.0
84b2091ffffffff,4.0,0.0,0.0
84b2095ffffffff,5.0,0.0,0.0
84b2099ffffffff,1.0,0.0,0.0
84b20b3ffffffff,5.0,0.0,0.0
84b20b7ffffffff,7.0,0.0,0.0
84b20d7ffffffff,2.0,0.0,0.0
84b20d9ffffffff,1.0,0.0,0.0
84b2297ffffffff,6.0,0.0,0.0
84b22b1ffffffff,2.0,0.0,0.0
84b22b3ffffffff,1.0,0.0,0.0
84b22b7ffffffff,1.0,0.0,0.0
84b22dbffffffff,1.0,0.0,0.0
84b2401ffffffff,16.0,0.0,0.0
84b2405ffffffff,6.0,0.0,0.0
84b2407ffffffff,9.0,0.0,0.0
84b2409ffffffff,4.0,0.0,0.0
84b240bffffffff,3.0,0.0,0.0
84b2411ffffffff,5.0,0.0,0.0
84b2413ffffffff,481.0,0.0,0.0
84b2417ffffffff,7.0,0.0,0.0
84b2419ffffffff,25.0,0.0,0.0
84b241dffffffff,7.0,0.0,0.0
84b2423ffffffff,12.0,0.0,0.0
84b2425ffffffff,2.0,0.0,0.0
84b242bffffffff,36.0,0.0,0.0
84b2431ffffffff,16.0,0.0,0.0
84b2433ffffffff,5.0,0.0,0.0
84b2435ffffffff,130.0,0.0,0.0
84b2437ffffffff,10.0,0.0,0.0
84b2439ffffffff,6.0,0.0,0.0
84b243bffffffff,13.0,0.0,0.0
84b243dffffffff,69.0,0.0,0.0
84b2441ffffffff,10.0,0.0,0.0
84b2445ffffffff,1.0,0.0,0.0
84b244dffffffff,9.0,0.0,0.0
84b2453ffffffff,23.0,0.0,0.0
84b2457ffffffff,24.0,0.0,0.0
84b245bffffffff,5.0,0.0,0.0
84b245dffffffff,2.0,0.0,0.0
84b2461ffffffff,3.0,0.0,0.0
84b2463ffffffff,46.0,0.0,0.0
84b2469ffffffff,6.0,0.0,0.0
84b246bffffffff,8.0,0.0,0.0
84b246dffffffff,3.0,0.0,0.0
84b2481ffffffff,6.0,0.0,0.0
84b2485ffffffff,8.0,0.0,0.0
84b2487ffffffff,1.0,0.0,0.0
84b24a1ffffffff,6.0,0.0,0.0
84b24a3ffffffff,15.0,0.0,0.0
84b24a5ffffffff,10.0,0.0,0.0
84b24a7ffffffff,3.0,0.0,0.0
84b24a9ffffffff,33.0,0.0,0.0
84b24abffffffff,2.0,0.0,0.0
84b24adffffffff,69.0,0.0,0.0
84b24b1ffffffff,6.0,0.0,0.0
84b24bdffffffff,2.0,0.0,0.0
84b24c1ffffffff,19.0,0.0,0.0
84b24c5ffffffff,33.0,0.0,0.0
84b24c7ffffffff,3.0,0.0,0.0
84b24cdffffffff,91.0,0.0,0.0
84b24d1ffffffff,11.0,0.0,0.0
84b24d3ffffffff,1.0,0.0,0.0
84b24d7ffffffff,3.0,0.0,0.0
84b24dbffffffff,5.0,0.0,0.0
84b24e3ffffffff,16.0,0.0,0.0
84b24e5ffffffff,75.0,0.0,0.0
84b24e9ffffffff,3.0,0.0,0.0
84b24ebffffffff,12.0,0.0,0.0
84b24edffffffff,7.0,0.0,0.0
84b250dffffffff,4.0,0.0,0.0
84b251bffffffff,5.0,0.0,0.0
84b2525ffffffff,60.0,0.0,0.0
84b2527ffffffff,1.0,0.0,0.0
84b2533ffffffff,3.0,0.0,0.0
84b2543ffffffff,3.0,0.0,0.0
84b2549ffffffff,2.0,0.0,0.0
84b2553ffffffff,4.0,0.0,0.0
84b2557ffffffff,5.0,0.0,0.0
84b2563ffffffff,1.0,0.0,0.0
84b256dffffffff,1.0,0.0,0.0
84b2581ffffffff,25.0,0.0,0.0
84b2583ffffffff,94.0,7.0,0.0
84b2585ffffffff,12.0,0.0,0.0
84b2587ffffffff,20.0,0.0,0.0
84b2589ffffffff,125.0,0.0,0.0
84b258bffffffff,37.0,0.0,0.0
84b258dffffffff,21.0,0.0,0.0
84b2591ffffffff,138.0,9.0,0.0
84b2593ffffffff,13.0,4.0,0.0
84b2595ffffffff,63.0,0.0,0.0
84b2597ffffffff,3.0,0.0,0.0
84b2599ffffffff,7.0,0.0,0.0
84b259bffffffff,43.0,0.0,0.0
84b259dffffffff,41.0,4.0,0.0
84b25a1ffffffff,27.0,0.0,0.0
84b25a9ffffffff,9.0,0.0,0.0
84b25abffffffff,18.0,0.0,0.0
84b25b1ffffffff,15.0,0.0,0.0
84b25b5ffffffff,1.0,0.0,0.0
84b25b9ffffffff,117.0,21.0,1.0
84b25bbffffffff,7.0,0.0,0.0
84b25bdffffffff,19.0,0.0,0.0
84b25c1ffffffff,25.0,0.0,0.0
84b25c3ffffffff,23.0,0.0,0.0
84b25c7ffffffff,25.0,0.0,0.0
84b25c9ffffffff,18.0,0.0,0.0
84b25cbffffffff,192.0,6.0,0.0
84b25cdffffffff,78.0,0.0,0.0
84b25d1ffffffff,52.0,0.0,0.0
84b25d3ffffffff,18.0,0.0,0.0
84b25d5ffffffff,93.0,2.0,0.0
84b25d7ffffffff,24.0,0.0,0.0
84b25d9ffffffff,105.0,0.0,0.0
84b25dbffffffff,5.0,0.0,0.0
84b25ddffffffff,33.0,0.0,0.0
84b25e1ffffffff,40.0,0.0,0.0
84b25e3ffffffff,47.0,0.0,0.0
84b25e5ffffffff,2.0,0.0,0.0
84b25e7ffffffff,10.0,0.0,0.0
84b25ebffffffff,12.0,0.0,0.0
84b2601ffffffff,4.0,0.0,0.0
84b2603ffffffff,1.0,0.0,0.0
84b2605ffffffff,2.0,0.0,0.0
84b2611ffffffff,16.0,0.0,0.0
84b2619ffffffff,1.0,0.0,0.0
84b2625ffffffff,1.0,0.0,0.0
84b2627ffffffff,9.0,0.0,0.0
84b262bffffffff,12.0,0.0,0.0
84b262dffffffff,96.0,0.0,0.0
84b2631ffffffff,1.0,0.0,0.0
84b2633ffffffff,6.0,0.0,0.0
84b2635ffffffff,3.0,0.0,0.0
84b2639ffffffff,1.0,0.0,0.0
84b263bffffffff,2.0,0.0,0.0
84b263dffffffff,15.0,0.0,0.0
84b2655ffffffff,2.0,0.0,0.0
84b2657ffffffff,1.0,0.0,0.0
84b265dffffffff,1.0,0.0,0.0
84b2661ffffffff,4.0,0.0,0.0
84b2665ffffffff,6.0,0.0,0.0
84b2667ffffffff,23.0,0.0,0.0
84b266bffffffff,1.0,0.0,0.0
84b2683ffffffff,5.0,0.0,0.0
84b2689ffffffff,17.0,0.0,0.0
84b268bffffffff,68.0,0.0,0.0
84b268dffffffff,5.0,0.0,0.0
84b2691ffffffff,30.0,0.0,0.0
84b2693ffffffff,38.0,0.0,0.0
84b2695ffffffff,11.0,0.0,0.0
84b2697ffffffff,1.0,0.0,0.0
84b2699ffffffff,11.0,0.0,0.0
84b269bffffffff,2.0,0.0,0.0
84b269dffffffff,32.0,0.0,0.0
84b26a5ffffffff,8.0,0.0,0.0
84b26adffffffff,5.0,0.0,0.0
84b26cbffffffff,2.0,0.0,0.0
84b26d1ffffffff,2.0,0.0,0.0
84b26d3ffffffff,2.0,0.0,0.0
84b26d5ffffffff,6.0,0.0,0.0
84b26d7ffffffff,62.0,0.0,0.0
84b26ddffffffff,2.0,0.0,0.0
84b26e5ffffffff,2.0,0.0,0.0
84b26e7ffffffff,16.0,0.0,0.0
84b26edffffffff,11.0,0.0,0.0
84b2701ffffffff,13.0,0.0,0.0
84b2703ffffffff,9.0,0.0,0.0
84b2709ffffffff,31.0,0.0,0.0
84b270bffffffff,21.0,0.0,0.0
84b270dffffffff,12.0,0.0,0.0
84b2715ffffffff,4.0,0.0,0.0
84b2717ffffffff,2.0,0.0,0.0
84b2719ffffffff,2.0,0.0,0.0
84b271bffffffff,1.0,0.0,0.0
84b271dffffffff,5.0,0.0,0.0
84b2721ffffffff,1.0,0.0,0.0
84b2723ffffffff,4.0,0.0,0.0
84b2725ffffffff,4.0,0.0,0.0
84b272bffffffff,3.0,0.0,0.0
84b2739ffffffff,2.0,0.0,0.0
84b2741ffffffff,2.0,0.0,0.0
84b2743ffffffff,10.0,0.0,0.0
84b2747ffffffff,4.0,0.0,0.0
84b2749ffffffff,5.0,0.0,0.0
84b274bffffffff,24.0,0.0,0.0
84b2753ffffffff,8.0,0.0,0.0
84b2755ffffffff,2.0,2.0,0.0
84b2757ffffffff,8.0,0.0,0.0
84b275bffffffff,100.0,0.0,0.0
84b275dffffffff,14.0,0.0,0.0
84b2767ffffffff,1.0,0.0,0.0
84b276dffffffff,2.0,0.0,0.0
84b2cd1ffffffff,1.0,0.0,0.0
84b2cddffffffff,1.0,0.0,0.0
84b2e1bffffffff,2.0,0.0,0.0
84b2e57ffffffff,2.0,0.0,0.0
84b2e85ffffffff,128.0,0.0,0.0
84b2e8dffffffff,13.0,0.0,0.0
84b2e91ffffffff,1.0,0.0,0.0
84b2e99ffffffff,14.0,0.0,0.0
84b2ea3ffffffff,1.0,0.0,0.0
84b2ea9ffffffff,9.0,0.0,0.0
84b2eabffffffff,1.0,0.0,0.0
84b2eadffffffff,1.0,0.0,0.0
84b2eb3ffffffff,3.0,0.0,0.0
84b2eb7ffffffff,13.0,0.0,0.0
84b2ec1ffffffff,9.0,0.0,0.0
84b2ec5ffffffff,52.0,0.0,0.0
84b2ec7ffffffff,143.0,0.0,0.0
84b2ec9ffffffff,1.0,0.0,0.0
84b2ecbffffffff,4.0,0.0,0.0
84b2ecdffffffff,9.0,0.0,0.0
84b2ed7ffffffff,18.0,0.0,0.0
84b2ed9ffffffff,5.0,0.0,0.0
84b2ee1ffffffff,10.0,0.0,0.0
84b2ee3ffffffff,6.0,0.0,0.0
84b2ee7ffffffff,5.0,0.0,0.0
84b2eebffffffff,116.0,0.0,0.0
84b2eedffffffff,23.0,0.0,0.0
84b32c9ffffffff,4.0,0.0,0.0
84b32d9ffffffff,2.0,0.0,0.0
84b32dbffffffff,2.0,0.0,0.0
84b3405ffffffff,3.0,2.0,0.0
84b340dffffffff,2.0,0.0,0.0
84b3421ffffffff,19.0,1.0,0.0
84b3423ffffffff,25.0,0.0,0.0
84b3425ffffffff,2.0,0.0,0.0
84b3427ffffffff,7.0,0.0,0.0
84b3429ffffffff,22.0,0.0,0.0
84b342bffffffff,7.0,3.0,0.0
84b3435ffffffff,5.0,0.0,0.0
84b3439ffffffff,3.0,0.0,0.0
84b343dffffffff,2.0,0.0,0.0
84b3441ffffffff,4.0,0.0,0.0
84b3445ffffffff,4.0,0.0,0.0
84b3463ffffffff,4.0,0.0,0.0
84b3467ffffffff,11.0,0.0,0.0
84b346dffffffff,15.0,0.0,0.0
84b3499ffffffff,2.0,0.0,0.0
84b34b1ffffffff,22.0,0.0,0.0
84b34b3ffffffff,2.0,0.0,0.0
84b34b9ffffffff,6.0,0.0,0.0
84b34bbffffffff,1.0,0.0,0.0
84b34bdffffffff,11.0,0.0,0.0
84b34dbffffffff,4.0,0.0,0.0
84b3511ffffffff,41.0,3.0,0.0
84b3513ffffffff,110.0,10.0,0.0
84b3515ffffffff,7.0,5.0,0.0
84b3519ffffffff,125.0,21.0,0.0
84b351bffffffff,9.0,0.0,0.0
84b353bffffffff,3.0,2.0,0.0
84b354bffffffff,1.0,0.0,0.0
84b3551ffffffff,10.0,0.0,0.0
84b3553ffffffff,45.0,1.0,0.0
84b355dffffffff,2.0,0.0,0.0
84b3583ffffffff,4.0,0.0,0.0
84b3585ffffffff,12.0,0.0,0.0
84b3589ffffffff,97.0,1.0,0.0
84b358dffffffff,9.0,0.0,0.0
84b3595ffffffff,2.0,0.0,0.0
84b35a1ffffffff,12.0,1.0,0.0
84b35a3ffffffff,9.0,0.0,0.0
84b35a5ffffffff,10.0,2.0,0.0
84b35a7ffffffff,42.0,8.0,0.0
84b35abffffffff,6.0,1.0,0.0
84b35adffffffff,67.0,14.0,0.0
84b35b3ffffffff,1.0,0.0,0.0
84b35b5ffffffff,6.0,2.0,0.0
84b35b9ffffffff,5.0,0.0,0.0
