cell_id,Artamus cinereus,Artamus cinereus normani/inkermani,Artamus cinereus [cinereus Group]
839404fffffffff,1.0,0.0,0.0
839418fffffffff,4.0,0.0,0.0
83941bfffffffff,16.0,0.0,0.0
839423fffffffff,4.0,0.0,0.0
839428fffffffff,1.0,0.0,0.0
83942cfffffffff,41.0,0.0,0.0
83942dfffffffff,24.0,0.0,0.0
839451fffffffff,82.0,0.0,0.0
839453fffffffff,14.0,0.0,3.0
839459fffffffff,4.0,0.0,0.0
83945afffffffff,176.0,0.0,45.0
83945bfffffffff,4.0,0.0,0.0
83945cfffffffff,16.0,0.0,0.0
83945efffffffff,109.0,0.0,17.0
839480fffffffff,310.0,0.0,42.0
839481fffffffff,422.0,0.0,146.0
839482fffffffff,22.0,0.0,8.0
839483fffffffff,10.0,0.0,3.0
839485fffffffff,16.0,0.0,0.0
839489fffffffff,13.0,0.0,2.0
83948cfffffffff,19.0,0.0,2.0
83948dfffffffff,10.0,0.0,0.0
83948efffffffff,17.0,0.0,2.0
839491fffffffff,2.0,0.0,0.0
839492fffffffff,3.0,0.0,0.0
839493fffffffff,1.0,0.0,0.0
839496fffffffff,2.0,0.0,1.0
8394a8fffffffff,2.0,0.0,0.0
8394aafffffffff,19.0,0.0,1.0
8394abfffffffff,3.0,0.0,1.0
8394aefffffffff,7.0,0.0,0.0
8394c1fffffffff,17.0,0.0,0.0
8394c3fffffffff,2.0,0.0,2.0
8394c4fffffffff,42.0,0.0,1.0
8394c5fffffffff,1.0,0.0,0.0
8394c6fffffffff,20.0,0.0,0.0
8394c9fffffffff,32.0,0.0,7.0
8394ccfffffffff,9.0,0.0,2.0
8394cdfffffffff,2.0,0.0,2.0
8394d0fffffffff,1.0,0.0,0.0
8394d4fffffffff,2.0,0.0,0.0
8394d5fffffffff,26.0,0.0,4.0
8394d6fffffffff,2.0,0.0,0.0
8394defffffffff,1.0,0.0,0.0
8394e2fffffffff,44.0,0.0,10.0
8394e3fffffffff,81.0,0.0,8.0
8394e8fffffffff,139.0,0.0,32.0
8394e9fffffffff,11.0,0.0,6.0
8394eafffffffff,8.0,0.0,0.0
8394ebfffffffff,14.0,0.0,4.0
8394edfffffffff,387.0,0.0,93.0
8394eefffffffff,211.0,0.0,44.0
8394f0fffffffff,18.0,0.0,0.0
8394f1fffffffff,1.0,0.0,0.0
8394f2fffffffff,38.0,0.0,0.0
8394f3fffffffff,1.0,0.0,0.0
8394f4fffffffff,13.0,0.0,0.0
8394f5fffffffff,9.0,0.0,0.0
8394f6fffffffff,95.0,0.0,9.0
839c01fffffffff,12.0,7.0,0.0
839c05fffffffff,70.0,15.0,0.0
839c0cfffffffff,2.0,0.0,0.0
839c0efffffffff,35.0,3.0,0.0
839c20fffffffff,2.0,0.0,0.0
839c21fffffffff,3.0,0.0,0.0
839c23fffffffff,20.0,2.0,0.0
839c25fffffffff,63.0,1.0,0.0
839c2cfffffffff,81.0,7.0,0.0
839c2dfffffffff,146.0,19.0,0.0
839c2efffffffff,4.0,1.0,0.0
839c41fffffffff,29.0,0.0,4.0
839c43fffffffff,6.0,0.0,0.0
839c44fffffffff,5.0,0.0,0.0
839c45fffffffff,2.0,0.0,0.0
839c49fffffffff,27.0,0.0,9.0
839c4afffffffff,5.0,0.0,0.0
839c4bfffffffff,7.0,0.0,1.0
839c4cfffffffff,1.0,0.0,1.0
839c4dfffffffff,2.0,0.0,0.0
839c5afffffffff,9.0,0.0,0.0
839c5bfffffffff,2.0,0.0,0.0
839c60fffffffff,75.0,0.0,26.0
839c62fffffffff,8.0,0.0,8.0
839c64fffffffff,52.0,0.0,17.0
839c65fffffffff,11.0,0.0,6.0
839c66fffffffff,24.0,0.0,9.0
839c68fffffffff,6.0,0.0,0.0
839c69fffffffff,16.0,0.0,0.0
839c6afffffffff,9.0,0.0,0.0
839c6cfffffffff,15.0,0.0,0.0
839c6dfffffffff,12.0,0.0,2.0
839c6efffffffff,2.0,0.0,0.0
839c74fffffffff,116.0,0.0,1.0
839c75fffffffff,17.0,0.0,2.0
839d09fffffffff,4.0,0.0,0.0
839d0afffffffff,3.0,0.0,0.0
839d0bfffffffff,132.0,0.0,0.0
839d0dfffffffff,1.0,1.0,0.0
839d0efffffffff,2.0,0.0,0.0
839d21fffffffff,78.0,7.0,0.0
839d25fffffffff,6.0,0.0,0.0
839d28fffffffff,31.0,25.0,0.0
839d2afffffffff,3.0,0.0,0.0
839d2bfffffffff,2.0,0.0,0.0
839d2cfffffffff,8.0,2.0,0.0
839d2dfffffffff,5.0,0.0,0.0
839d2efffffffff,4.0,0.0,0.0
839d40fffffffff,21.0,0.0,5.0
839d41fffffffff,9.0,0.0,0.0
839d42fffffffff,3.0,0.0,0.0
839d43fffffffff,22.0,0.0,10.0
839d44fffffffff,219.0,0.0,48.0
839d45fffffffff,19.0,0.0,0.0
839d46fffffffff,107.0,0.0,21.0
839d48fffffffff,9.0,0.0,2.0
839d49fffffffff,2.0,0.0,0.0
839d4afffffffff,246.0,0.0,53.0
839d4cfffffffff,33.0,0.0,2.0
839d4dfffffffff,4.0,0.0,0.0
839d4efffffffff,8.0,0.0,8.0
839d50fffffffff,4.0,0.0,0.0
839d52fffffffff,1.0,0.0,0.0
839d53fffffffff,6.0,0.0,0.0
839d54fffffffff,2.0,0.0,1.0
839d55fffffffff,44.0,0.0,19.0
839d56fffffffff,5.0,0.0,0.0
839d58fffffffff,2.0,0.0,0.0
839d59fffffffff,12.0,0.0,4.0
839d5afffffffff,8.0,0.0,1.0
839d5cfffffffff,10.0,0.0,1.0
839d5dfffffffff,68.0,0.0,7.0
839d60fffffffff,21.0,0.0,6.0
839d61fffffffff,7.0,0.0,0.0
839d62fffffffff,53.0,0.0,0.0
839d63fffffffff,14.0,0.0,4.0
839d64fffffffff,6.0,0.0,0.0
839d65fffffffff,33.0,0.0,3.0
839d66fffffffff,1.0,0.0,0.0
839d68fffffffff,23.0,0.0,7.0
839d6afffffffff,35.0,0.0,9.0
839d6bfffffffff,23.0,0.0,0.0
839d6dfffffffff,38.0,0.0,0.0
839d6efffffffff,6.0,1.0,0.0
839d70fffffffff,11.0,0.0,1.0
839d71fffffffff,30.0,0.0,3.0
839d73fffffffff,6.0,0.0,0.0
839d74fffffffff,2.0,0.0,0.0
839d75fffffffff,14.0,0.0,0.0
83a610fffffffff,8.0,0.0,0.0
83a611fffffffff,5.0,0.0,0.0
83a612fffffffff,61.0,0.0,0.0
83a615fffffffff,4.0,0.0,0.0
83a616fffffffff,2.0,0.0,0.0
83a622fffffffff,6.0,0.0,0.0
83a626fffffffff,16.0,0.0,0.0
83a630fffffffff,4.0,0.0,0.0
83a631fffffffff,8.0,0.0,0.0
83a635fffffffff,3.0,0.0,0.0
83a6a4fffffffff,4.0,0.0,0.0
83a6a5fffffffff,2.0,0.0,0.0
83a6a6fffffffff,78.0,0.0,0.0
83a700fffffffff,4.0,0.0,0.0
83a702fffffffff,31.0,0.0,0.0
83a703fffffffff,13.0,0.0,0.0
83a704fffffffff,9.0,0.0,0.0
83a706fffffffff,16.0,0.0,0.0
83a710fffffffff,11.0,0.0,2.0
83a711fffffffff,4.0,0.0,2.0
83a712fffffffff,81.0,0.0,4.0
83a714fffffffff,30.0,0.0,6.0
83a715fffffffff,5.0,0.0,0.0
83a716fffffffff,69.0,0.0,19.0
83a718fffffffff,3.0,0.0,0.0
83a719fffffffff,2.0,0.0,0.0
83a71bfffffffff,15.0,0.0,0.0
83a71cfffffffff,5.0,0.0,0.0
83a71dfffffffff,9.0,0.0,0.0
83a71efffffffff,18.0,0.0,0.0
83a722fffffffff,15.0,0.0,0.0
83a726fffffffff,61.0,0.0,0.0
83a730fffffffff,94.0,0.0,7.0
83a731fffffffff,2.0,0.0,0.0
83a732fffffffff,15.0,0.0,2.0
83a733fffffffff,30.0,0.0,3.0
83a734fffffffff,28.0,0.0,0.0
83a735fffffffff,43.0,0.0,0.0
83a736fffffffff,21.0,0.0,1.0
83a781fffffffff,2.0,0.0,0.0
83a782fffffffff,24.0,0.0,1.0
83a783fffffffff,23.0,0.0,0.0
83a786fffffffff,25.0,0.0,0.0
83a788fffffffff,23.0,0.0,0.0
83a78afffffffff,4.0,0.0,0.0
83a78bfffffffff,14.0,0.0,0.0
83a78efffffffff,15.0,0.0,0.0
83a791fffffffff,4.0,0.0,0.0
83a793fffffffff,2.0,0.0,0.0
83a796fffffffff,1.0,0.0,1.0
83a798fffffffff,1.0,0.0,0.0
83a799fffffffff,8.0,0.0,0.0
83a79afffffffff,27.0,0.0,2.0
83a79bfffffffff,8.0,0.0,0.0
83a79cfffffffff,5.0,0.0,0.0
83a79dfffffffff,32.0,0.0,0.0
83a7a0fffffffff,2.0,0.0,2.0
83a7a1fffffffff,5.0,0.0,0.0
83a7a4fffffffff,8.0,0.0,4.0
83a7a5fffffffff,2.0,0.0,0.0
83a7a6fffffffff,6.0,0.0,0.0
83a7a9fffffffff,2.0,0.0,0.0
83a7abfffffffff,8.0,0.0,0.0
83a7adfffffffff,1.0,0.0,0.0
83a7b4fffffffff,8.0,0.0,0.0
83b804fffffffff,12.0,0.0,0.0
83b809fffffffff,3.0,0.0,0.0
83b812fffffffff,29.0,0.0,8.0
83b816fffffffff,4.0,0.0,0.0
83b822fffffffff,5.0,0.0,0.0
83b823fffffffff,39.0,0.0,0.0
83b828fffffffff,1.0,0.0,0.0
83b829fffffffff,3.0,0.0,0.0
83b82efffffffff,11.0,0.0,0.0
83b836fffffffff,1.0,0.0,0.0
83b841fffffffff,13.0,0.0,1.0
83b842fffffffff,2.0,0.0,0.0
83b849fffffffff,6.0,0.0,0.0
83b84bfffffffff,12.0,0.0,1.0
83b850fffffffff,9.0,0.0,2.0
83b856fffffffff,18.0,0.0,7.0
83b859fffffffff,32.0,0.0,12.0
83b861fffffffff,2.0,0.0,0.0
83b868fffffffff,2.0,0.0,0.0
83b869fffffffff,16.0,0.0,4.0
83b86afffffffff,2.0,0.0,0.0
83b86cfffffffff,2.0,0.0,0.0
83b86dfffffffff,14.0,0.0,0.0
83b870fffffffff,2.0,0.0,0.0
83b872fffffffff,3.0,0.0,0.0
83b876fffffffff,13.0,0.0,0.0
83b880fffffffff,166.0,0.0,13.0
83b881fffffffff,27.0,0.0,0.0
83b883fffffffff,5.0,0.0,5.0
83b884fffffffff,201.0,0.0,30.0
83b885fffffffff,212.0,0.0,41.0
83b886fffffffff,4.0,0.0,2.0
83b888fffffffff,16.0,0.0,4.0
83b88cfffffffff,1.0,0.0,1.0
83b88efffffffff,1.0,0.0,0.0
83b892fffffffff,7.0,0.0,5.0
83b895fffffffff,1.0,0.0,0.0
83b89afffffffff,68.0,0.0,15.0
83b89cfffffffff,11.0,0.0,0.0
83b89efffffffff,8.0,0.0,0.0
83b8a0fffffffff,22.0,0.0,1.0
83b8a1fffffffff,29.0,0.0,6.0
83b8a2fffffffff,49.0,0.0,6.0
83b8a3fffffffff,2.0,0.0,0.0
83b8a4fffffffff,6.0,0.0,0.0
83b8a5fffffffff,2.0,0.0,0.0
83b8a6fffffffff,4.0,0.0,0.0
83b8a8fffffffff,20.0,0.0,3.0
83b8a9fffffffff,121.0,0.0,19.0
83b8aafffffffff,13.0,0.0,0.0
83b8abfffffffff,17.0,0.0,1.0
83b8acfffffffff,13.0,0.0,0.0
83b8aefffffffff,40.0,0.0,4.0
83b8b2fffffffff,9.0,0.0,0.0
83b8b3fffffffff,3.0,0.0,0.0
83b8b6fffffffff,4.0,0.0,0.0
83b8c2fffffffff,7.0,0.0,5.0
83b912fffffffff,26.0,0.0,2.0
83b913fffffffff,3.0,0.0,3.0
83b916fffffffff,10.0,0.0,0.0
83b980fffffffff,32.0,0.0,4.0
83b981fffffffff,11.0,0.0,0.0
83b982fffffffff,18.0,0.0,0.0
83b983fffffffff,3.0,0.0,0.0
83b984fffffffff,9.0,0.0,0.0
83b985fffffffff,145.0,0.0,10.0
83b986fffffffff,117.0,0.0,40.0
83b988fffffffff,43.0,0.0,6.0
83b989fffffffff,37.0,0.0,0.0
83b98afffffffff,8.0,0.0,0.0
83b98bfffffffff,4.0,0.0,2.0
83b98dfffffffff,9.0,0.0,0.0
83b98efffffffff,3.0,0.0,0.0
83b990fffffffff,41.0,0.0,0.0
83b991fffffffff,16.0,0.0,1.0
83b993fffffffff,22.0,0.0,0.0
83b994fffffffff,9.0,0.0,0.0
83b995fffffffff,43.0,0.0,0.0
83b996fffffffff,4.0,0.0,0.0
83b998fffffffff,2.0,0.0,0.0
83b99afffffffff,1.0,0.0,0.0
83b99cfffffffff,53.0,0.0,8.0
83b99efffffffff,35.0,0.0,0.0
83b9a0fffffffff,7.0,0.0,0.0
83b9a1fffffffff,40.0,0.0,1.0
83b9a2fffffffff,1.0,0.0,0.0
83b9a3fffffffff,27.0,0.0,0.0
83b9a4fffffffff,5.0,0.0,1.0
83b9a5fffffffff,12.0,0.0,2.0
83b9a6fffffffff,29.0,0.0,3.0
83b9a8fffffffff,4.0,0.0,0.0
83b9a9fffffffff,19.0,0.0,0.0
83b9aafffffffff,28.0,0.0,0.0
83b9abfffffffff,22.0,0.0,12.0
83b9acfffffffff,30.0,0.0,2.0
83b9adfffffffff,75.0,0.0,0.0
83b9aefffffffff,5.0,0.0,0.0
83b9b0fffffffff,28.0,0.0,2.0
83b9b2fffffffff,310.0,0.0,27.0
83b9b3fffffffff,275.0,0.0,40.0
83b9b4fffffffff,64.0,0.0,2.0
83b9b5fffffffff,123.0,0.0,6.0
83b9b6fffffffff,15.0,0.0,0.0
83be40fffffffff,22.0,0.0,4.0
83be41fffffffff,3.0,0.0,0.0
83be42fffffffff,72.0,0.0,0.0
83be43fffffffff,227.0,0.0,47.0
83be48fffffffff,2.0,0.0,0.0
83be4afffffffff,81.0,0.0,12.0
83be4bfffffffff,15.0,0.0,2.0
83be4cfffffffff,1.0,0.0,0.0
83be4efffffffff,72.0,0.0,16.0
83be50fffffffff,12.0,0.0,0.0
83be51fffffffff,2.0,0.0,0.0
83be53fffffffff,5.0,0.0,0.0
83be55fffffffff,4.0,0.0,0.0
83be58fffffffff,4.0,0.0,0.0
83be59fffffffff,1.0,0.0,0.0
83be5afffffffff,2.0,0.0,0.0
83be5bfffffffff,16.0,0.0,0.0
83be5cfffffffff,4.0,0.0,0.0
83be5dfffffffff,61.0,0.0,11.0
83be5efffffffff,3.0,0.0,0.0
83be6afffffffff,3.0,0.0,0.0
83bec0fffffffff,6.0,0.0,0.0
83bec1fffffffff,27.0,0.0,0.0
83bec3fffffffff,2.0,0.0,0.0
83bec4fffffffff,3.0,0.0,0.0
83bec5fffffffff,7.0,0.0,0.0
83bec6fffffffff,4.0,0.0,0.0
83bec8fffffffff,129.0,0.0,4.0
83bec9fffffffff,20.0,0.0,6.0
83becafffffffff,23.0,0.0,4.0
83becbfffffffff,9.0,0.0,3.0
83beccfffffffff,85.0,0.0,4.0
83becdfffffffff,32.0,0.0,2.0
83becefffffffff,541.0,0.0,48.0
83bed2fffffffff,16.0,0.0,0.0
83bed3fffffffff,4.0,0.0,0.0
83bed4fffffffff,3.0,0.0,0.0
83bed8fffffffff,6.0,0.0,0.0
83bedbfffffffff,7.0,0.0,2.0
83beddfffffffff,5.0,0.0,0.0
83bedefffffffff,4.0,0.0,0.0
83bee1fffffffff,40.0,0.0,0.0
83bee2fffffffff,1.0,0.0,0.0
83bee3fffffffff,7.0,0.0,0.0
83bee8fffffffff,20.0,0.0,1.0
83bee9fffffffff,2.0,0.0,0.0
83beeafffffffff,53.0,0.0,0.0
83beebfffffffff,22.0,0.0,5.0
83beecfffffffff,2.0,0.0,0.0
83beeefffffffff,19.0,0.0,0.0
83bef0fffffffff,4.0,0.0,0.0
83bef1fffffffff,5.0,0.0,0.0
83bef2fffffffff,2.0,0.0,0.0
83bef3fffffffff,6.0,0.0,0.0
83bef6fffffffff,2.0,0.0,0.0
83c982fffffffff,10.0,0.0,0.0
83c986fffffffff,23.0,0.0,5.0
83c990fffffffff,79.0,0.0,2.0
83c991fffffffff,30.0,0.0,0.0
83c992fffffffff,46.0,0.0,0.0
83c993fffffffff,118.0,0.0,0.0
83c994fffffffff,9.0,0.0,0.0
83c995fffffffff,34.0,0.0,5.0
83c996fffffffff,20.0,0.0,2.0
83c99cfffffffff,5.0,0.0,0.0
83c99efffffffff,3.0,0.0,0.0
83c9b0fffffffff,4.0,0.0,0.0
83c9b1fffffffff,2.0,0.0,0.0
83c9b2fffffffff,11.0,0.0,2.0
83c9b3fffffffff,104.0,0.0,18.0
