cell_id,Sittasomus griseicapillus,Sittasomus griseicapillus [griseus Group],Sittasomus griseicapillus aequatorialis,Sittasomus griseicapillus [griseicapillus Group],Sittasomus griseicapillus reiseri,Sittasomus griseicapillus sylviellus/olivaceus
846d617ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
846d64bffffffff,15.0,0.0,0.0,0.0,0.0,0.0
846d651ffffffff,685.0,0.0,0.0,0.0,0.0,0.0
846d653ffffffff,337.0,0.0,0.0,0.0,0.0,0.0
846d655ffffffff,65.0,0.0,0.0,0.0,0.0,0.0
846d657ffffffff,9.0,0.0,0.0,0.0,0.0,0.0
846d65bffffffff,6.0,0.0,0.0,0.0,0.0,0.0
846d65dffffffff,2.0,0.0,0.0,0.0,0.0,0.0
846d681ffffffff,251.0,0.0,0.0,0.0,0.0,0.0
846d683ffffffff,65.0,0.0,0.0,0.0,0.0,0.0
846d685ffffffff,77.0,0.0,0.0,0.0,0.0,0.0
846d687ffffffff,14.0,0.0,0.0,0.0,0.0,0.0
846d689ffffffff,5.0,0.0,0.0,0.0,0.0,0.0
846d68bffffffff,93.0,0.0,0.0,0.0,0.0,0.0
846d68dffffffff,83.0,0.0,0.0,0.0,0.0,0.0
846d691ffffffff,601.0,0.0,0.0,0.0,0.0,0.0
846d693ffffffff,281.0,0.0,0.0,0.0,0.0,0.0
846d695ffffffff,59.0,0.0,0.0,0.0,0.0,0.0
846d697ffffffff,451.0,0.0,0.0,0.0,0.0,0.0
846d699ffffffff,1.0,0.0,0.0,0.0,0.0,0.0
846d69bffffffff,631.0,0.0,0.0,0.0,0.0,0.0
846d69dffffffff,2462.0,0.0,0.0,0.0,0.0,0.0
846d6abffffffff,2.0,0.0,0.0,0.0,0.0,0.0
846d6b1ffffffff,10.0,0.0,0.0,0.0,0.0,0.0
846d6b9ffffffff,25.0,0.0,0.0,0.0,0.0,0.0
846d6bbffffffff,2004.0,0.0,0.0,0.0,0.0,0.0
846d6bdffffffff,36.0,0.0,0.0,0.0,0.0,0.0
846d6d1ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
846d6d5ffffffff,4.0,0.0,0.0,0.0,0.0,0.0
846d6d7ffffffff,5.0,0.0,0.0,0.0,0.0,0.0
846d6e9ffffffff,6.0,0.0,0.0,0.0,0.0,0.0
846d741ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
846d745ffffffff,28.0,0.0,0.0,0.0,0.0,0.0
8480007ffffffff,4.0,0.0,0.0,0.0,2.0,0.0
8480053ffffffff,4.0,0.0,0.0,0.0,0.0,0.0
8480055ffffffff,4.0,0.0,0.0,0.0,4.0,0.0
8480061ffffffff,8.0,0.0,0.0,0.0,0.0,0.0
8480101ffffffff,4.0,0.0,0.0,0.0,0.0,0.0
8480105ffffffff,8.0,0.0,0.0,0.0,0.0,0.0
8480109ffffffff,7.0,0.0,0.0,0.0,2.0,0.0
848011bffffffff,4.0,0.0,0.0,0.0,0.0,0.0
8480141ffffffff,4.0,0.0,0.0,0.0,0.0,0.0
8480155ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
8480157ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
848016bffffffff,3.0,0.0,0.0,0.0,0.0,0.0
848016dffffffff,3.0,0.0,0.0,0.0,3.0,0.0
84802cdffffffff,2.0,0.0,0.0,0.0,0.0,0.0
8480301ffffffff,3.0,0.0,0.0,0.0,0.0,0.0
8480305ffffffff,7.0,0.0,0.0,0.0,7.0,0.0
8480309ffffffff,17.0,0.0,0.0,0.0,3.0,0.0
848030dffffffff,17.0,0.0,0.0,0.0,5.0,0.0
848032dffffffff,2.0,0.0,0.0,0.0,0.0,0.0
8480359ffffffff,4.0,0.0,0.0,0.0,0.0,0.0
8480363ffffffff,106.0,0.0,0.0,0.0,38.0,0.0
8480469ffffffff,5.0,0.0,0.0,0.0,0.0,0.0
8481005ffffffff,9.0,0.0,0.0,0.0,3.0,0.0
8481007ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
8481023ffffffff,6.0,0.0,0.0,0.0,0.0,6.0
8481029ffffffff,129.0,0.0,0.0,0.0,21.0,27.0
8481049ffffffff,3.0,0.0,0.0,0.0,3.0,0.0
8481063ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
8481099ffffffff,4.0,0.0,0.0,0.0,0.0,0.0
8481105ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
848112dffffffff,5.0,0.0,0.0,0.0,0.0,2.0
8481141ffffffff,1.0,0.0,0.0,0.0,0.0,0.0
8481149ffffffff,6.0,0.0,0.0,0.0,0.0,0.0
848114bffffffff,2.0,0.0,0.0,0.0,0.0,0.0
8481163ffffffff,13.0,0.0,0.0,0.0,1.0,1.0
8481167ffffffff,6.0,0.0,0.0,0.0,0.0,2.0
8481189ffffffff,1.0,0.0,0.0,0.0,0.0,0.0
8481193ffffffff,4.0,0.0,0.0,0.0,0.0,0.0
84811a1ffffffff,4.0,0.0,0.0,0.0,4.0,0.0
84811e9ffffffff,3.0,0.0,0.0,0.0,0.0,0.0
8481211ffffffff,38.0,0.0,0.0,0.0,0.0,0.0
848121dffffffff,1.0,0.0,0.0,0.0,0.0,0.0
848123bffffffff,12.0,0.0,0.0,0.0,12.0,0.0
8481245ffffffff,19.0,0.0,0.0,0.0,0.0,0.0
848124bffffffff,41.0,0.0,0.0,0.0,0.0,0.0
848124dffffffff,17.0,0.0,0.0,0.0,0.0,0.0
84812bdffffffff,5.0,0.0,0.0,0.0,3.0,0.0
84812d1ffffffff,7.0,0.0,0.0,0.0,3.0,0.0
84812d7ffffffff,4.0,0.0,0.0,0.0,1.0,0.0
8481303ffffffff,30.0,0.0,0.0,0.0,0.0,0.0
8481307ffffffff,18.0,0.0,0.0,0.0,0.0,0.0
8481321ffffffff,23.0,0.0,0.0,0.0,0.0,2.0
8481323ffffffff,1.0,0.0,0.0,0.0,0.0,0.0
8481327ffffffff,21.0,0.0,0.0,0.0,0.0,0.0
8481329ffffffff,2.0,0.0,0.0,0.0,0.0,2.0
848132dffffffff,3.0,0.0,0.0,0.0,0.0,0.0
8481331ffffffff,3.0,0.0,0.0,0.0,0.0,0.0
8481335ffffffff,4.0,0.0,0.0,0.0,0.0,0.0
8481337ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
8481339ffffffff,95.0,0.0,0.0,0.0,1.0,7.0
848133dffffffff,12.0,0.0,0.0,0.0,0.0,3.0
8481343ffffffff,6.0,0.0,0.0,0.0,0.0,0.0
848134dffffffff,2.0,0.0,0.0,0.0,0.0,0.0
8481363ffffffff,30.0,0.0,0.0,0.0,1.0,0.0
8481403ffffffff,4.0,0.0,0.0,0.0,0.0,0.0
8481431ffffffff,1.0,0.0,0.0,0.0,0.0,0.0
8481439ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
848145dffffffff,16.0,0.0,0.0,0.0,11.0,0.0
8481469ffffffff,1.0,0.0,0.0,0.0,0.0,0.0
848146bffffffff,6.0,0.0,0.0,0.0,2.0,0.0
84814a9ffffffff,11.0,0.0,0.0,0.0,0.0,0.0
84814adffffffff,16.0,0.0,0.0,0.0,0.0,0.0
84814e3ffffffff,7.0,0.0,0.0,0.0,0.0,0.0
84814e7ffffffff,17.0,0.0,0.0,0.0,0.0,0.0
8481507ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
8481513ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
84815c9ffffffff,6.0,0.0,0.0,0.0,0.0,0.0
84815d3ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
84815d7ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
84815d9ffffffff,8.0,0.0,0.0,0.0,0.0,0.0
84815e9ffffffff,3.0,0.0,0.0,0.0,2.0,0.0
848162bffffffff,4.0,0.0,0.0,0.0,2.0,0.0
8481635ffffffff,7.0,0.0,0.0,0.0,7.0,0.0
8481711ffffffff,117.0,0.0,0.0,0.0,74.0,0.0
8481713ffffffff,61.0,0.0,0.0,0.0,52.0,0.0
8481715ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
848173dffffffff,2.0,0.0,0.0,0.0,0.0,0.0
8481801ffffffff,6.0,0.0,0.0,0.0,0.0,0.0
848180bffffffff,33.0,0.0,0.0,0.0,7.0,0.0
848181dffffffff,11.0,0.0,0.0,0.0,0.0,0.0
8481833ffffffff,8.0,0.0,0.0,0.0,0.0,0.0
8481839ffffffff,35.0,0.0,0.0,0.0,2.0,0.0
8481851ffffffff,40.0,0.0,0.0,0.0,13.0,0.0
8481853ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
8481855ffffffff,1.0,0.0,0.0,0.0,0.0,0.0
8481857ffffffff,320.0,0.0,0.0,0.0,28.0,0.0
8481859ffffffff,8.0,0.0,0.0,0.0,2.0,0.0
848185dffffffff,17.0,0.0,0.0,0.0,1.0,0.0
8481881ffffffff,6.0,0.0,0.0,0.0,0.0,0.0
8481885ffffffff,4.0,0.0,0.0,0.0,0.0,0.0
84818dbffffffff,10.0,0.0,0.0,0.0,0.0,0.0
84818e1ffffffff,11.0,0.0,0.0,0.0,1.0,0.0
8481999ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
84819d1ffffffff,4.0,0.0,0.0,0.0,0.0,0.0
84819d3ffffffff,11.0,0.0,0.0,0.0,0.0,0.0
84819d9ffffffff,8.0,0.0,0.0,0.0,0.0,0.0
84819dbffffffff,5.0,0.0,0.0,0.0,0.0,0.0
848a003ffffffff,11.0,0.0,0.0,3.0,0.0,0.0
848a00bffffffff,9.0,0.0,0.0,2.0,0.0,0.0
848a01dffffffff,21.0,0.0,0.0,0.0,0.0,0.0
848a051ffffffff,8.0,0.0,0.0,0.0,0.0,0.0
848a053ffffffff,1.0,0.0,0.0,1.0,0.0,0.0
848a059ffffffff,24.0,0.0,0.0,0.0,0.0,0.0
848a05bffffffff,24.0,0.0,0.0,2.0,0.0,0.0
848a05dffffffff,6.0,0.0,0.0,1.0,0.0,0.0
848a069ffffffff,15.0,0.0,0.0,0.0,0.0,0.0
848a109ffffffff,38.0,0.0,0.0,0.0,0.0,0.0
848a155ffffffff,44.0,0.0,0.0,4.0,0.0,0.0
848a157ffffffff,10.0,0.0,0.0,3.0,0.0,0.0
848a1a7ffffffff,35.0,0.0,0.0,3.0,0.0,0.0
848a1abffffffff,2.0,0.0,0.0,0.0,0.0,0.0
848a217ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
848a233ffffffff,1.0,0.0,0.0,0.0,0.0,0.0
848a23bffffffff,4.0,0.0,0.0,1.0,0.0,0.0
848a249ffffffff,8.0,0.0,0.0,0.0,0.0,0.0
848a2cdffffffff,2.0,0.0,0.0,0.0,0.0,0.0
848a313ffffffff,7.0,0.0,0.0,0.0,0.0,0.0
848a317ffffffff,20.0,0.0,0.0,0.0,0.0,0.0
848a337ffffffff,15.0,0.0,0.0,2.0,0.0,0.0
848a33bffffffff,6.0,0.0,0.0,0.0,0.0,0.0
848a459ffffffff,21.0,0.0,0.0,3.0,0.0,0.0
848a45bffffffff,25.0,0.0,0.0,1.0,0.0,0.0
848a525ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
848a565ffffffff,7.0,0.0,0.0,3.0,0.0,0.0
848a68bffffffff,1.0,0.0,0.0,0.0,0.0,0.0
848a699ffffffff,30.0,0.0,0.0,0.0,0.0,0.0
848a6d1ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
848a6d3ffffffff,13.0,0.0,0.0,1.0,0.0,0.0
848a6d7ffffffff,23.0,0.0,0.0,12.0,0.0,0.0
848a6d9ffffffff,63.0,0.0,0.0,9.0,0.0,0.0
848a6dbffffffff,46.0,0.0,0.0,5.0,0.0,0.0
848a6e5ffffffff,1.0,0.0,0.0,0.0,0.0,0.0
848a809ffffffff,18.0,0.0,0.0,0.0,0.0,0.0
848a81bffffffff,13.0,0.0,0.0,1.0,0.0,0.0
848a827ffffffff,9.0,0.0,0.0,0.0,0.0,0.0
848a9cdffffffff,27.0,0.0,0.0,0.0,0.0,0.0
848aa87ffffffff,5.0,0.0,0.0,0.0,0.0,0.0
848aa8bffffffff,9.0,0.0,0.0,0.0,0.0,0.0
848aa93ffffffff,7.0,0.0,0.0,0.0,0.0,0.0
848aa9dffffffff,18.0,0.0,0.0,1.0,0.0,0.0
848aaa3ffffffff,17.0,0.0,0.0,0.0,0.0,0.0
848aaa5ffffffff,21.0,0.0,0.0,0.0,0.0,0.0
848aaadffffffff,24.0,0.0,0.0,1.0,0.0,0.0
848aab9ffffffff,3.0,0.0,0.0,1.0,0.0,0.0
848aacbffffffff,2.0,0.0,0.0,0.0,0.0,0.0
848aaddffffffff,4.0,0.0,0.0,0.0,0.0,0.0
848ad13ffffffff,5.0,0.0,0.0,0.0,0.0,0.0
848ad8dffffffff,1.0,0.0,0.0,0.0,0.0,0.0
848adbbffffffff,6.0,0.0,0.0,0.0,0.0,0.0
848adc5ffffffff,1.0,0.0,0.0,0.0,0.0,0.0
848af09ffffffff,63.0,0.0,0.0,11.0,0.0,0.0
848af0bffffffff,2.0,0.0,0.0,2.0,0.0,0.0
848af0dffffffff,1.0,0.0,0.0,1.0,0.0,0.0
848af11ffffffff,6.0,0.0,0.0,6.0,0.0,0.0
848af29ffffffff,54.0,0.0,0.0,7.0,0.0,0.0
848af2dffffffff,15.0,0.0,0.0,1.0,0.0,0.0
848af41ffffffff,50.0,0.0,0.0,3.0,0.0,0.0
848af45ffffffff,46.0,0.0,0.0,14.0,0.0,0.0
848af47ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
848af4dffffffff,6.0,0.0,0.0,0.0,0.0,0.0
848af61ffffffff,146.0,0.0,0.0,45.0,0.0,0.0
848af63ffffffff,187.0,0.0,0.0,24.0,0.0,0.0
848af67ffffffff,164.0,0.0,0.0,0.0,0.0,0.0
848af69ffffffff,5.0,0.0,0.0,0.0,0.0,0.0
848af6bffffffff,26.0,0.0,0.0,1.0,0.0,0.0
848b001ffffffff,1.0,0.0,0.0,0.0,0.0,0.0
848b08bffffffff,3.0,0.0,0.0,0.0,0.0,0.0
848b0c1ffffffff,7.0,0.0,0.0,0.0,0.0,0.0
848b0c3ffffffff,1.0,0.0,0.0,0.0,0.0,0.0
848b0c9ffffffff,51.0,0.0,0.0,0.0,0.0,0.0
848b0d3ffffffff,3.0,0.0,0.0,0.0,0.0,0.0
848b0dbffffffff,3.0,0.0,0.0,0.0,0.0,0.0
848b10dffffffff,4.0,0.0,0.0,0.0,0.0,0.0
848b119ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
848b11bffffffff,4.0,0.0,0.0,0.0,0.0,0.0
848b201ffffffff,10.0,0.0,0.0,0.0,0.0,0.0
848b203ffffffff,1.0,0.0,0.0,0.0,0.0,0.0
848b205ffffffff,25.0,0.0,0.0,0.0,0.0,0.0
848b207ffffffff,4.0,0.0,0.0,0.0,0.0,0.0
848b211ffffffff,8.0,0.0,0.0,0.0,0.0,0.0
848b213ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
848b221ffffffff,1.0,0.0,0.0,0.0,0.0,0.0
848b223ffffffff,1.0,0.0,0.0,0.0,0.0,0.0
848b229ffffffff,94.0,0.0,0.0,0.0,0.0,0.0
848b22bffffffff,2.0,0.0,0.0,0.0,0.0,0.0
848b22dffffffff,71.0,0.0,0.0,0.0,0.0,0.0
848b23dffffffff,1.0,0.0,0.0,0.0,0.0,0.0
848b247ffffffff,4.0,0.0,0.0,0.0,0.0,0.0
848b261ffffffff,6.0,0.0,0.0,0.0,0.0,0.0
848b269ffffffff,12.0,0.0,0.0,0.0,0.0,0.0
848b26bffffffff,2.0,0.0,0.0,0.0,0.0,0.0
848b2a5ffffffff,19.0,0.0,0.0,0.0,0.0,0.0
848b2a7ffffffff,5.0,0.0,0.0,0.0,0.0,0.0
848b2c3ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
848b2c5ffffffff,45.0,0.0,0.0,0.0,0.0,0.0
848b2cdffffffff,22.0,0.0,0.0,0.0,0.0,0.0
848b2d9ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
848b2dbffffffff,9.0,0.0,0.0,0.0,0.0,0.0
848b315ffffffff,41.0,0.0,0.0,0.0,0.0,0.0
848b363ffffffff,9.0,0.0,0.0,0.0,0.0,0.0
848b369ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
848b401ffffffff,24.0,0.0,0.0,0.0,0.0,0.0
848b40bffffffff,38.0,0.0,0.0,0.0,0.0,0.0
848b40dffffffff,51.0,0.0,0.0,7.0,0.0,0.0
848b429ffffffff,8.0,0.0,0.0,0.0,0.0,0.0
848b445ffffffff,11.0,0.0,0.0,3.0,0.0,0.0
848b447ffffffff,5.0,0.0,0.0,0.0,0.0,0.0
848b449ffffffff,8.0,0.0,0.0,0.0,0.0,0.0
848b44bffffffff,131.0,0.0,0.0,51.0,0.0,0.0
848b44dffffffff,52.0,0.0,0.0,7.0,0.0,0.0
848b459ffffffff,14.0,0.0,0.0,4.0,0.0,0.0
848b463ffffffff,4.0,0.0,0.0,0.0,0.0,0.0
848b469ffffffff,44.0,0.0,0.0,0.0,0.0,0.0
848b46bffffffff,24.0,0.0,0.0,0.0,0.0,0.0
848b493ffffffff,4.0,0.0,0.0,2.0,0.0,0.0
848b4e5ffffffff,25.0,0.0,0.0,4.0,0.0,0.0
848b511ffffffff,14.0,0.0,0.0,0.0,0.0,0.0
848b513ffffffff,16.0,0.0,0.0,2.0,0.0,0.0
848b529ffffffff,16.0,0.0,0.0,0.0,0.0,0.0
848b53dffffffff,1.0,0.0,0.0,0.0,0.0,0.0
848b563ffffffff,5.0,0.0,0.0,0.0,0.0,0.0
848b567ffffffff,6.0,0.0,0.0,0.0,0.0,0.0
848b5c3ffffffff,1.0,0.0,0.0,0.0,0.0,0.0
848b5cdffffffff,61.0,0.0,0.0,5.0,0.0,0.0
848b5e9ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
848b617ffffffff,48.0,0.0,0.0,6.0,0.0,0.0
848b623ffffffff,5.0,0.0,0.0,4.0,0.0,0.0
848b627ffffffff,26.0,0.0,0.0,0.0,0.0,0.0
848b631ffffffff,3.0,0.0,0.0,0.0,0.0,0.0
848b633ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
848b635ffffffff,8.0,0.0,0.0,4.0,0.0,0.0
848b637ffffffff,179.0,0.0,0.0,20.0,0.0,0.0
848b63bffffffff,116.0,0.0,0.0,8.0,0.0,0.0
848b63dffffffff,1.0,0.0,0.0,0.0,0.0,0.0
848b683ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
848b68bffffffff,2.0,0.0,0.0,0.0,0.0,0.0
848b693ffffffff,26.0,0.0,0.0,0.0,0.0,0.0
848b695ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
848b69bffffffff,6.0,0.0,0.0,0.0,0.0,0.0
848b6bbffffffff,4.0,0.0,0.0,0.0,0.0,0.0
848b6c5ffffffff,8.0,0.0,0.0,0.0,0.0,0.0
848b6cdffffffff,5.0,0.0,0.0,0.0,0.0,0.0
848b6e5ffffffff,22.0,0.0,0.0,2.0,0.0,0.0
848b6e7ffffffff,13.0,0.0,0.0,4.0,0.0,0.0
848b6edffffffff,61.0,0.0,0.0,0.0,0.0,0.0
848b713ffffffff,433.0,0.0,0.0,17.0,0.0,0.0
848b717ffffffff,11.0,0.0,0.0,0.0,0.0,0.0
848b71bffffffff,28.0,0.0,0.0,8.0,0.0,0.0
848b747ffffffff,6.0,0.0,0.0,0.0,0.0,0.0
848b74bffffffff,5.0,0.0,0.0,0.0,0.0,0.0
848b751ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
848b759ffffffff,7.0,0.0,0.0,0.0,0.0,0.0
848b75bffffffff,23.0,0.0,0.0,0.0,0.0,0.0
848b75dffffffff,55.0,0.0,0.0,0.0,0.0,0.0
848b761ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
848b763ffffffff,1.0,0.0,0.0,0.0,0.0,0.0
848b835ffffffff,1.0,0.0,0.0,0.0,0.0,0.0
848b839ffffffff,4.0,0.0,0.0,0.0,0.0,0.0
848b849ffffffff,22.0,0.0,0.0,0.0,0.0,0.0
848b881ffffffff,3.0,0.0,0.0,0.0,0.0,0.0
848b885ffffffff,1.0,0.0,0.0,0.0,0.0,0.0
848b96dffffffff,1.0,0.0,0.0,0.0,0.0,0.0
848b999ffffffff,4.0,0.0,0.0,0.0,0.0,0.0
848b99dffffffff,23.0,0.0,0.0,0.0,0.0,0.0
848b9d1ffffffff,5.0,0.0,0.0,0.0,0.0,0.0
848b9d5ffffffff,145.0,0.0,0.0,33.0,0.0,0.0
848b9d7ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
848ba09ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
848ba55ffffffff,7.0,0.0,0.0,0.0,0.0,0.0
848ba63ffffffff,5.0,0.0,0.0,0.0,0.0,0.0
848ba65ffffffff,5.0,0.0,0.0,0.0,0.0,0.0
848ba6dffffffff,2.0,0.0,0.0,0.0,0.0,0.0
848bb53ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
848bb59ffffffff,160.0,0.0,0.0,19.0,0.0,0.0
848e641ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
848e643ffffffff,18.0,0.0,0.0,0.0,0.0,0.0
848e649ffffffff,7.0,0.0,0.0,0.0,0.0,0.0
848e64bffffffff,45.0,0.0,0.0,0.0,0.0,0.0
848e651ffffffff,8.0,0.0,0.0,0.0,0.0,0.0
848e659ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
848e65bffffffff,2.0,0.0,0.0,0.0,0.0,0.0
848e6c9ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
848e6cbffffffff,2.0,0.0,0.0,0.0,0.0,0.0
848f08bffffffff,1.0,0.0,0.0,0.0,0.0,0.0
848f093ffffffff,1.0,0.0,0.0,0.0,0.0,0.0
848f099ffffffff,59.0,0.0,6.0,0.0,0.0,0.0
848f0d1ffffffff,89.0,0.0,37.0,0.0,0.0,0.0
848f0d3ffffffff,240.0,0.0,56.0,0.0,0.0,0.0
848f0d5ffffffff,17.0,0.0,9.0,0.0,0.0,0.0
848f0d7ffffffff,5.0,0.0,0.0,0.0,0.0,0.0
848f0d9ffffffff,1.0,0.0,0.0,0.0,0.0,0.0
848f0dbffffffff,205.0,0.0,29.0,0.0,0.0,0.0
848f0ddffffffff,4.0,0.0,2.0,0.0,0.0,0.0
848f285ffffffff,8.0,0.0,8.0,0.0,0.0,0.0
848f289ffffffff,5.0,0.0,3.0,0.0,0.0,0.0
848f28dffffffff,35.0,0.0,3.0,0.0,0.0,0.0
848f291ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
848f295ffffffff,25.0,0.0,2.0,0.0,0.0,0.0
848f2a1ffffffff,1.0,0.0,0.0,0.0,0.0,0.0
848f2a9ffffffff,265.0,0.0,51.0,0.0,0.0,0.0
848f2abffffffff,37.0,0.0,7.0,0.0,0.0,0.0
848f2b3ffffffff,1.0,0.0,0.0,0.0,0.0,0.0
848f2b9ffffffff,37.0,0.0,10.0,0.0,0.0,0.0
848f2bbffffffff,31.0,0.0,2.0,0.0,0.0,0.0
848f2bdffffffff,131.0,0.0,5.0,0.0,0.0,0.0
848f2c3ffffffff,14.0,0.0,3.0,0.0,0.0,0.0
848f2cdffffffff,168.0,0.0,10.0,0.0,0.0,0.0
848f2e3ffffffff,12.0,0.0,0.0,0.0,0.0,0.0
848f2e7ffffffff,14.0,0.0,1.0,0.0,0.0,0.0
848f2ebffffffff,3.0,0.0,0.0,0.0,0.0,0.0
848f401ffffffff,54.0,0.0,0.0,12.0,0.0,0.0
848f407ffffffff,16.0,0.0,0.0,2.0,0.0,0.0
848f40dffffffff,9.0,0.0,0.0,0.0,0.0,0.0
848f421ffffffff,36.0,0.0,0.0,0.0,0.0,0.0
848f429ffffffff,7.0,0.0,0.0,0.0,0.0,0.0
848f435ffffffff,4.0,0.0,0.0,0.0,0.0,0.0
848f439ffffffff,26.0,0.0,0.0,4.0,0.0,0.0
848f44bffffffff,4.0,0.0,0.0,0.0,0.0,0.0
848f455ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
848f461ffffffff,101.0,0.0,0.0,17.0,0.0,0.0
848f463ffffffff,355.0,0.0,0.0,72.0,0.0,0.0
848f465ffffffff,43.0,0.0,0.0,9.0,0.0,0.0
848f467ffffffff,17.0,0.0,0.0,3.0,0.0,0.0
848f46bffffffff,5.0,0.0,0.0,0.0,0.0,0.0
848f46dffffffff,1.0,0.0,0.0,0.0,0.0,0.0
848f485ffffffff,12.0,0.0,0.0,0.0,0.0,0.0
848f487ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
848f489ffffffff,25.0,0.0,0.0,0.0,0.0,0.0
848f48dffffffff,14.0,0.0,0.0,0.0,0.0,0.0
848f4a5ffffffff,22.0,0.0,0.0,0.0,0.0,0.0
848f4a7ffffffff,3.0,0.0,0.0,0.0,0.0,0.0
848f4adffffffff,64.0,0.0,0.0,0.0,0.0,0.0
848f4b3ffffffff,12.0,0.0,0.0,0.0,0.0,0.0
848f4c1ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
848f4c7ffffffff,48.0,0.0,0.0,5.0,0.0,0.0
848f4e5ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
848f541ffffffff,4.0,0.0,0.0,0.0,0.0,0.0
848f549ffffffff,36.0,0.0,0.0,0.0,0.0,0.0
848f54bffffffff,3.0,0.0,0.0,0.0,0.0,0.0
848f54dffffffff,12.0,0.0,0.0,0.0,0.0,0.0
848f553ffffffff,2.0,0.0,0.0,2.0,0.0,0.0
848f559ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
848f5d3ffffffff,26.0,0.0,0.0,0.0,0.0,0.0
848f5d7ffffffff,4.0,0.0,0.0,0.0,0.0,0.0
848f5d9ffffffff,1.0,0.0,0.0,0.0,0.0,0.0
848f5ddffffffff,3.0,0.0,0.0,0.0,0.0,0.0
848f613ffffffff,15.0,0.0,0.0,0.0,0.0,0.0
848f61bffffffff,33.0,0.0,0.0,0.0,0.0,0.0
848f625ffffffff,2.0,0.0,0.0,2.0,0.0,0.0
848f655ffffffff,5.0,0.0,0.0,0.0,0.0,0.0
848f681ffffffff,1.0,0.0,0.0,0.0,0.0,0.0
848f6b5ffffffff,8.0,0.0,0.0,0.0,0.0,0.0
848f6bbffffffff,2.0,0.0,0.0,0.0,0.0,0.0
848f6e9ffffffff,10.0,0.0,0.0,0.0,0.0,0.0
848f705ffffffff,27.0,0.0,0.0,4.0,0.0,0.0
848f70dffffffff,6.0,0.0,0.0,0.0,0.0,0.0
848f71bffffffff,2.0,0.0,0.0,2.0,0.0,0.0
848f721ffffffff,48.0,0.0,0.0,4.0,0.0,0.0
848f727ffffffff,21.0,0.0,0.0,4.0,0.0,0.0
848f729ffffffff,431.0,0.0,0.0,67.0,0.0,0.0
848f72bffffffff,124.0,0.0,0.0,25.0,0.0,0.0
848f72dffffffff,2.0,0.0,0.0,0.0,0.0,0.0
848f731ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
848f733ffffffff,79.0,0.0,0.0,11.0,0.0,0.0
848f737ffffffff,32.0,0.0,0.0,1.0,0.0,0.0
848f745ffffffff,31.0,0.0,0.0,2.0,0.0,0.0
848f74bffffffff,2.0,0.0,0.0,0.0,0.0,0.0
848f74dffffffff,27.0,0.0,0.0,6.0,0.0,0.0
848f763ffffffff,54.0,0.0,0.0,7.0,0.0,0.0
848f76bffffffff,58.0,0.0,0.0,0.0,0.0,0.0
84a5969ffffffff,8.0,0.0,0.0,0.0,2.0,0.0
84a8001ffffffff,15.0,0.0,0.0,0.0,0.0,0.0
84a8009ffffffff,5.0,0.0,0.0,0.0,0.0,0.0
