cell_id,Pheugopedius sclateri,Pheugopedius sclateri columbianus,Pheugopedius sclateri paucimaculatus,Pheugopedius sclateri sclateri
82660ffffffffff,33.0,3.0,0.0,0.0
82661ffffffffff,874.0,71.0,0.0,0.0
8266e7fffffffff,1499.0,216.0,0.0,0.0
8266f7fffffffff,73.0,15.0,0.0,0.0
828f0ffffffffff,702.0,0.0,81.0,0.0
828f2ffffffffff,943.0,0.0,82.0,0.0
828f47fffffffff,1.0,0.0,0.0,0.0
828f57fffffffff,896.0,0.0,0.0,277.0
828f77fffffffff,132.0,0.0,0.0,41.0
