cell_id,Milvus milvus,Milvus milvus milvus,Milvus milvus fasciicauda
8439207ffffffff,2.0,0.0,0.0
843920bffffffff,1.0,0.0,0.0
8439211ffffffff,2.0,0.0,0.0
8439215ffffffff,4.0,0.0,0.0
8439219ffffffff,1.0,0.0,0.0
843921dffffffff,6.0,0.0,0.0
8439221ffffffff,1.0,0.0,0.0
8439223ffffffff,3.0,0.0,0.0
8439227ffffffff,2.0,0.0,0.0
8439231ffffffff,2.0,0.0,0.0
8439235ffffffff,2.0,0.0,0.0
8439237ffffffff,5.0,0.0,0.0
8439239ffffffff,5.0,0.0,0.0
843923bffffffff,2.0,0.0,0.0
843923dffffffff,31.0,0.0,0.0
8439253ffffffff,18.0,0.0,0.0
8439257ffffffff,4.0,0.0,0.0
843925bffffffff,2.0,0.0,0.0
8439285ffffffff,21.0,0.0,0.0
8439287ffffffff,2.0,0.0,0.0
843928bffffffff,9.0,0.0,0.0
843928dffffffff,7.0,0.0,0.0
8439295ffffffff,2.0,0.0,0.0
8439297ffffffff,2.0,0.0,0.0
8439299ffffffff,1.0,1.0,0.0
843929dffffffff,27.0,7.0,0.0
84392a1ffffffff,2.0,0.0,0.0
84392a3ffffffff,3.0,3.0,0.0
84392a5ffffffff,1.0,1.0,0.0
84392a7ffffffff,12.0,0.0,0.0
84392a9ffffffff,18.0,0.0,0.0
84392adffffffff,19.0,9.0,0.0
84392b5ffffffff,1.0,0.0,0.0
84392b7ffffffff,4.0,0.0,0.0
84392c9ffffffff,2.0,0.0,0.0
84392d5ffffffff,3.0,3.0,0.0
84392e1ffffffff,2.0,0.0,0.0
84392e5ffffffff,2.0,0.0,0.0
84392e7ffffffff,4.0,0.0,0.0
843931bffffffff,2.0,0.0,0.0
8439333ffffffff,10.0,0.0,0.0
8439337ffffffff,4.0,0.0,0.0
8439423ffffffff,6.0,2.0,0.0
8439427ffffffff,6.0,0.0,0.0
8439433ffffffff,2.0,0.0,0.0
8439435ffffffff,2.0,2.0,0.0
843944dffffffff,12.0,2.0,0.0
8439459ffffffff,7.0,7.0,0.0
8439469ffffffff,2.0,2.0,0.0
8439541ffffffff,2.0,0.0,0.0
8439547ffffffff,2.0,0.0,0.0
8439549ffffffff,2.0,0.0,0.0
8439561ffffffff,6.0,0.0,0.0
8439567ffffffff,6.0,0.0,0.0
84395c1ffffffff,1.0,0.0,0.0
84395c9ffffffff,3.0,0.0,0.0
8439623ffffffff,2.0,0.0,0.0
8439689ffffffff,2.0,0.0,0.0
84396c3ffffffff,2.0,0.0,0.0
8439701ffffffff,7.0,7.0,0.0
8439703ffffffff,3.0,3.0,0.0
8439705ffffffff,3.0,3.0,0.0
8439711ffffffff,52.0,52.0,0.0
8439713ffffffff,14.0,11.0,0.0
8439719ffffffff,2.0,0.0,0.0
843971bffffffff,22.0,20.0,0.0
843971dffffffff,2.0,0.0,0.0
8439721ffffffff,43.0,2.0,0.0
8439723ffffffff,3.0,0.0,0.0
8439727ffffffff,2.0,0.0,0.0
8439729ffffffff,24.0,6.0,0.0
843972bffffffff,4.0,0.0,0.0
8439731ffffffff,2.0,0.0,0.0
8439739ffffffff,14.0,0.0,0.0
843973dffffffff,4.0,0.0,0.0
8439741ffffffff,4.0,4.0,0.0
8439743ffffffff,3.0,3.0,0.0
8439745ffffffff,3.0,3.0,0.0
8439747ffffffff,2.0,2.0,0.0
8439749ffffffff,84.0,84.0,0.0
843974bffffffff,27.0,25.0,0.0
843974dffffffff,6.0,4.0,0.0
843975dffffffff,9.0,9.0,0.0
8439765ffffffff,2.0,2.0,0.0
8439769ffffffff,15.0,15.0,0.0
843976dffffffff,1.0,1.0,0.0
843f295ffffffff,8.0,0.0,0.0
843f2c3ffffffff,8.0,0.0,0.0
843f723ffffffff,27.0,4.0,0.0
843f72dffffffff,3.0,0.0,0.0
843f767ffffffff,1.0,0.0,0.0
