cell_id,Milvus milvus,Milvus milvus milvus,Milvus milvus fasciicauda
8407457ffffffff,2.0,2.0,0.0
84089a1ffffffff,1.0,0.0,0.0
84089d7ffffffff,2.0,0.0,0.0
8408a35ffffffff,2.0,0.0,0.0
8409829ffffffff,1.0,0.0,0.0
840991bffffffff,3.0,2.0,0.0
84182c3ffffffff,8.0,0.0,0.0
8418491ffffffff,2.0,0.0,0.0
8418493ffffffff,21.0,21.0,0.0
8418495ffffffff,24.0,0.0,0.0
8418497ffffffff,30.0,30.0,0.0
84184b1ffffffff,4.0,0.0,0.0
84184b3ffffffff,3.0,1.0,0.0
84184b7ffffffff,9.0,0.0,0.0
84184b9ffffffff,24.0,0.0,0.0
84184bbffffffff,25.0,11.0,0.0
84184d5ffffffff,2.0,0.0,0.0
8418593ffffffff,4.0,0.0,0.0
84185b3ffffffff,4.0,0.0,0.0
84185b5ffffffff,3.0,0.0,0.0
84186a5ffffffff,1.0,0.0,0.0
84186d9ffffffff,2.0,0.0,0.0
841870dffffffff,7.0,0.0,0.0
8418729ffffffff,2.0,0.0,0.0
8418763ffffffff,2.0,0.0,0.0
8419099ffffffff,3.0,3.0,0.0
84190cbffffffff,6.0,0.0,0.0
8419265ffffffff,1.0,0.0,0.0
84192b7ffffffff,18.0,2.0,0.0
8419413ffffffff,12.0,12.0,0.0
8419423ffffffff,1.0,0.0,0.0
8419427ffffffff,2.0,2.0,0.0
8419429ffffffff,2.0,2.0,0.0
841942dffffffff,2.0,2.0,0.0
8419433ffffffff,4.0,4.0,0.0
8419435ffffffff,2.0,0.0,0.0
8419437ffffffff,4.0,4.0,0.0
841948dffffffff,1.0,1.0,0.0
84194a5ffffffff,8.0,0.0,0.0
84194e9ffffffff,2.0,0.0,0.0
84194edffffffff,6.0,2.0,0.0
8419521ffffffff,1.0,0.0,0.0
8419541ffffffff,5.0,3.0,0.0
8419547ffffffff,5.0,0.0,0.0
841954dffffffff,1.0,0.0,0.0
8419559ffffffff,2.0,2.0,0.0
8419589ffffffff,1.0,0.0,0.0
8419599ffffffff,2.0,0.0,0.0
84195e3ffffffff,2.0,2.0,0.0
8419683ffffffff,4.0,0.0,0.0
8419689ffffffff,6.0,0.0,0.0
841968bffffffff,2.0,0.0,0.0
8419693ffffffff,4.0,0.0,0.0
841969bffffffff,2.0,0.0,0.0
841969dffffffff,2.0,0.0,0.0
84196bbffffffff,2.0,0.0,0.0
8419723ffffffff,2.0,0.0,0.0
8419725ffffffff,8.0,0.0,0.0
8419727ffffffff,2.0,0.0,0.0
841972bffffffff,2.0,0.0,0.0
841e02dffffffff,2.0,0.0,0.0
841e045ffffffff,4.0,0.0,0.0
841e05bffffffff,3.0,0.0,0.0
841e061ffffffff,3.0,0.0,0.0
841e067ffffffff,15.0,0.0,0.0
841e139ffffffff,5.0,0.0,0.0
841e13bffffffff,2.0,0.0,0.0
841e141ffffffff,7.0,0.0,0.0
841e1a9ffffffff,1.0,0.0,0.0
841e1b3ffffffff,1.0,0.0,0.0
841e1b7ffffffff,6.0,0.0,0.0
841e205ffffffff,1.0,0.0,0.0
841e23dffffffff,2.0,0.0,0.0
841e249ffffffff,3.0,0.0,0.0
841e24bffffffff,1.0,0.0,0.0
841e263ffffffff,2.0,0.0,0.0
841e297ffffffff,2.0,0.0,0.0
841e2e3ffffffff,2.0,0.0,0.0
841e30dffffffff,2.0,0.0,0.0
841e343ffffffff,2.0,0.0,0.0
841e345ffffffff,2.0,0.0,0.0
841e349ffffffff,2.0,0.0,0.0
841e34bffffffff,2.0,0.0,0.0
841e355ffffffff,4.0,0.0,0.0
841e357ffffffff,2.0,0.0,0.0
841e359ffffffff,6.0,0.0,0.0
841e35dffffffff,8.0,0.0,0.0
841e36bffffffff,4.0,0.0,0.0
841e76bffffffff,2.0,0.0,0.0
841eb2bffffffff,2.0,0.0,0.0
841ec01ffffffff,2.0,0.0,0.0
841ec09ffffffff,9.0,2.0,0.0
841ec11ffffffff,1.0,0.0,0.0
841ec1dffffffff,2.0,0.0,0.0
841ec81ffffffff,2.0,0.0,0.0
841ec91ffffffff,3.0,0.0,0.0
841ec9bffffffff,40.0,0.0,0.0
841eccbffffffff,1.0,0.0,0.0
841ecd5ffffffff,2.0,0.0,0.0
841ece1ffffffff,1.0,1.0,0.0
841ed37ffffffff,4.0,0.0,0.0
841edadffffffff,12.0,0.0,0.0
841eeb7ffffffff,8.0,0.0,0.0
841f001ffffffff,2.0,2.0,0.0
841f025ffffffff,2.0,0.0,0.0
841f03bffffffff,2.0,0.0,0.0
841f051ffffffff,25.0,0.0,0.0
841f05bffffffff,1.0,0.0,0.0
841f093ffffffff,2.0,0.0,0.0
841f0d1ffffffff,1.0,0.0,0.0
841f0d3ffffffff,2.0,0.0,0.0
841f137ffffffff,2.0,0.0,0.0
841f199ffffffff,1.0,0.0,0.0
841f1a1ffffffff,2.0,0.0,0.0
841f1a5ffffffff,28.0,28.0,0.0
841f1abffffffff,2.0,0.0,0.0
841f1b3ffffffff,2.0,2.0,0.0
841f25dffffffff,1.0,0.0,0.0
841f2e7ffffffff,2.0,0.0,0.0
841f427ffffffff,2.0,0.0,0.0
841f4b9ffffffff,2.0,0.0,0.0
841f4c1ffffffff,3.0,0.0,0.0
841f515ffffffff,2.0,0.0,0.0
841f525ffffffff,1.0,0.0,0.0
841f535ffffffff,2.0,0.0,0.0
841f5adffffffff,1.0,0.0,0.0
841f645ffffffff,2.0,0.0,0.0
841f665ffffffff,1.0,0.0,0.0
841f727ffffffff,1.0,0.0,0.0
841f72dffffffff,4.0,0.0,0.0
841f751ffffffff,2.0,0.0,0.0
841f817ffffffff,11.0,0.0,0.0
841f821ffffffff,1.0,1.0,0.0
841f833ffffffff,2.0,0.0,0.0
841f83bffffffff,3.0,0.0,0.0
841f883ffffffff,5.0,3.0,0.0
841f887ffffffff,2.0,2.0,0.0
841f897ffffffff,2.0,0.0,0.0
841f8c1ffffffff,2.0,0.0,0.0
841f8c7ffffffff,2.0,2.0,0.0
841f8e1ffffffff,3.0,2.0,0.0
841f8e9ffffffff,2.0,0.0,0.0
841f8ebffffffff,27.0,21.0,0.0
841f8edffffffff,6.0,0.0,0.0
841f94dffffffff,8.0,0.0,0.0
841f981ffffffff,3.0,0.0,0.0
841f983ffffffff,1.0,0.0,0.0
841f985ffffffff,4.0,0.0,0.0
841f98bffffffff,3.0,0.0,0.0
841f997ffffffff,2.0,0.0,0.0
841f99dffffffff,2.0,0.0,0.0
841f9a1ffffffff,2.0,0.0,0.0
841f9abffffffff,6.0,0.0,0.0
841f9c9ffffffff,2.0,0.0,0.0
841f9d3ffffffff,5.0,0.0,0.0
841fa0bffffffff,13.0,0.0,0.0
841faa5ffffffff,1.0,0.0,0.0
841faadffffffff,2.0,0.0,0.0
841fac5ffffffff,4.0,4.0,0.0
841fac7ffffffff,2.0,2.0,0.0
841fad1ffffffff,4.0,4.0,0.0
841fad3ffffffff,13.0,13.0,0.0
841fad5ffffffff,4.0,4.0,0.0
841fadbffffffff,7.0,7.0,0.0
841fae1ffffffff,2.0,2.0,0.0
841fb2dffffffff,1.0,0.0,0.0
841fb47ffffffff,2.0,0.0,0.0
841fb67ffffffff,1.0,0.0,0.0
842c069ffffffff,1.0,0.0,0.0
842da17ffffffff,3.0,0.0,0.0
842db67ffffffff,6.0,0.0,0.0
8434229ffffffff,2.0,0.0,0.0
8434265ffffffff,2.0,0.0,0.0
843820dffffffff,5.0,0.0,0.0
8438247ffffffff,2.0,0.0,0.0
8439001ffffffff,2.0,0.0,0.0
8439003ffffffff,90.0,63.0,0.0
8439007ffffffff,9.0,2.0,0.0
8439009ffffffff,2.0,0.0,0.0
843900bffffffff,10.0,9.0,0.0
843900dffffffff,10.0,0.0,0.0
8439011ffffffff,10.0,10.0,0.0
8439013ffffffff,2.0,2.0,0.0
8439015ffffffff,18.0,11.0,0.0
843901bffffffff,12.0,8.0,0.0
843901dffffffff,114.0,79.0,0.0
8439021ffffffff,1.0,0.0,0.0
8439023ffffffff,2.0,0.0,0.0
8439029ffffffff,2.0,0.0,0.0
843902bffffffff,2.0,0.0,0.0
8439031ffffffff,4.0,3.0,0.0
8439033ffffffff,3.0,2.0,0.0
8439035ffffffff,8.0,8.0,0.0
8439039ffffffff,15.0,7.0,0.0
843903bffffffff,9.0,7.0,0.0
843903dffffffff,6.0,6.0,0.0
8439041ffffffff,1.0,0.0,0.0
8439043ffffffff,42.0,0.0,0.0
8439047ffffffff,22.0,0.0,0.0
8439049ffffffff,2.0,0.0,0.0
843904bffffffff,6.0,0.0,0.0
8439053ffffffff,1.0,0.0,0.0
8439057ffffffff,13.0,8.0,0.0
843905dffffffff,40.0,0.0,0.0
8439061ffffffff,6.0,0.0,0.0
8439063ffffffff,4.0,0.0,0.0
8439065ffffffff,2.0,0.0,0.0
8439067ffffffff,9.0,0.0,0.0
843906bffffffff,2.0,0.0,0.0
843906dffffffff,33.0,0.0,0.0
8439089ffffffff,6.0,6.0,0.0
843908dffffffff,2.0,2.0,0.0
843909bffffffff,1.0,0.0,0.0
84390a1ffffffff,4.0,0.0,0.0
84390a3ffffffff,5.0,0.0,0.0
84390a5ffffffff,2.0,0.0,0.0
84390adffffffff,6.0,0.0,0.0
84390c1ffffffff,3.0,3.0,0.0
84390c7ffffffff,6.0,6.0,0.0
84390c9ffffffff,4.0,4.0,0.0
84390cbffffffff,14.0,0.0,0.0
84390cdffffffff,10.0,5.0,0.0
84390e3ffffffff,2.0,0.0,0.0
8439101ffffffff,29.0,0.0,0.0
8439103ffffffff,3.0,0.0,0.0
8439115ffffffff,6.0,0.0,0.0
8439119ffffffff,2.0,0.0,0.0
843911dffffffff,1.0,0.0,0.0
8439157ffffffff,5.0,0.0,0.0
8439159ffffffff,9.0,0.0,0.0
843915bffffffff,5.0,0.0,0.0
843915dffffffff,4.0,0.0,0.0
8439181ffffffff,4.0,0.0,0.0
8439183ffffffff,4.0,0.0,0.0
8439185ffffffff,26.0,0.0,0.0
8439187ffffffff,2.0,0.0,0.0
8439189ffffffff,3.0,0.0,0.0
843918bffffffff,83.0,0.0,0.0
8439191ffffffff,4.0,0.0,0.0
8439197ffffffff,2.0,0.0,0.0
843919bffffffff,2.0,0.0,0.0
843919dffffffff,5.0,0.0,0.0
84391c5ffffffff,2.0,0.0,0.0
84391c9ffffffff,2.0,0.0,0.0
84391e9ffffffff,3.0,0.0,0.0
84391ebffffffff,2.0,0.0,0.0
8439203ffffffff,26.0,0.0,0.0
8439205ffffffff,2.0,0.0,0.0
