cell_id,Campylorhynchus turdinus,Campylorhynchus turdinus turdinus/hypostictus,Campylorhynchus turdinus unicolor
83665afffffffff,1.0,0.0,0.0
8366defffffffff,7.0,7.0,0.0
8366e1fffffffff,4.0,0.0,0.0
8366e5fffffffff,1.0,0.0,0.0
838a45fffffffff,4.0,0.0,0.0
838b0afffffffff,1.0,0.0,0.0
838b22fffffffff,2.0,0.0,0.0
838b61fffffffff,6.0,6.0,0.0
83a891fffffffff,3.0,3.0,0.0
83a946fffffffff,2.0,0.0,0.0
83a953fffffffff,9.0,0.0,0.0
83a955fffffffff,2.0,0.0,0.0
83a961fffffffff,28.0,0.0,0.0
83a965fffffffff,17.0,0.0,0.0
83b343fffffffff,3.0,0.0,0.0
83b34dfffffffff,13.0,0.0,0.0
83c2c9fffffffff,4.0,0.0,0.0
