cell_id,Lampornis castaneoventris,Lampornis castaneoventris cinereicauda,Lampornis castaneoventris castaneoventris
8466a2dffffffff,2.0,0.0,0.0
8466b41ffffffff,3027.0,55.0,0.0
8466b43ffffffff,25.0,0.0,0.0
8466b45ffffffff,4246.0,150.0,0.0
8466b47ffffffff,2.0,0.0,0.0
8466b4dffffffff,1224.0,0.0,0.0
8466b51ffffffff,1992.0,0.0,130.0
8466b53ffffffff,2.0,0.0,2.0
8466b55ffffffff,161.0,0.0,0.0
8466b5bffffffff,132.0,0.0,10.0
8466b5dffffffff,87.0,0.0,0.0
846d693ffffffff,43.0,0.0,0.0
