cell_id,Megascops asio,Megascops asio [asio Group],Megascops asio mccallii
83260bfffffffff,2.0,0.0,0.0
832613fffffffff,1.0,0.0,0.0
832625fffffffff,3.0,0.0,0.0
832642fffffffff,1.0,0.0,0.0
832643fffffffff,5.0,0.0,0.0
832646fffffffff,5.0,0.0,0.0
832648fffffffff,9.0,5.0,0.0
83264afffffffff,2.0,0.0,0.0
83264bfffffffff,4.0,0.0,0.0
83264cfffffffff,8.0,8.0,0.0
83264dfffffffff,15.0,1.0,0.0
83264efffffffff,4.0,2.0,0.0
832651fffffffff,4.0,0.0,0.0
832653fffffffff,10.0,0.0,0.0
832655fffffffff,6.0,0.0,0.0
83265cfffffffff,4.0,0.0,0.0
83265dfffffffff,6.0,0.0,0.0
83265efffffffff,6.0,0.0,0.0
832664fffffffff,7.0,0.0,0.0
832669fffffffff,2.0,0.0,0.0
83266dfffffffff,2.0,0.0,0.0
832681fffffffff,3.0,0.0,0.0
83268cfffffffff,14.0,0.0,0.0
83268dfffffffff,1.0,0.0,0.0
8326a3fffffffff,3.0,0.0,0.0
8326a8fffffffff,6.0,0.0,0.0
8326aafffffffff,7.0,0.0,0.0
8326abfffffffff,2.0,0.0,0.0
8326c2fffffffff,1.0,0.0,0.0
8326c5fffffffff,2.0,0.0,0.0
8326cbfffffffff,1.0,0.0,0.0
8326d4fffffffff,5.0,0.0,0.0
8326edfffffffff,4.0,0.0,0.0
8326f2fffffffff,22.0,0.0,0.0
8326f3fffffffff,3.0,0.0,0.0
832718fffffffff,4.0,0.0,0.0
83271bfffffffff,5.0,2.0,0.0
832742fffffffff,6.0,2.0,0.0
832743fffffffff,2.0,0.0,0.0
832746fffffffff,2.0,2.0,0.0
832748fffffffff,17.0,0.0,0.0
832749fffffffff,7.0,0.0,0.0
83274bfffffffff,2.0,0.0,0.0
83274cfffffffff,16.0,0.0,0.0
83274dfffffffff,4.0,0.0,0.0
83274efffffffff,2.0,0.0,0.0
832751fffffffff,6.0,1.0,0.0
832752fffffffff,5.0,0.0,0.0
832754fffffffff,2.0,0.0,0.0
832755fffffffff,1.0,0.0,0.0
832756fffffffff,32.0,0.0,0.0
832758fffffffff,26.0,0.0,0.0
832759fffffffff,10.0,0.0,0.0
83275afffffffff,3.0,0.0,0.0
83275cfffffffff,1.0,0.0,0.0
83275dfffffffff,3.0,0.0,0.0
83276afffffffff,2.0,0.0,0.0
83276bfffffffff,2.0,0.0,0.0
83276efffffffff,1.0,0.0,0.0
832780fffffffff,7.0,0.0,0.0
83278cfffffffff,3.0,0.0,0.0
832790fffffffff,5.0,0.0,0.0
832796fffffffff,7.0,0.0,0.0
83279bfffffffff,1.0,0.0,0.0
8327a5fffffffff,3.0,0.0,0.0
8327a9fffffffff,4.0,0.0,0.0
8327b2fffffffff,2.0,0.0,0.0
832a06fffffffff,1.0,0.0,0.0
832a10fffffffff,163.0,2.0,0.0
832a12fffffffff,284.0,4.0,0.0
832a13fffffffff,213.0,1.0,0.0
832a14fffffffff,71.0,13.0,0.0
832a30fffffffff,45.0,2.0,0.0
832a31fffffffff,20.0,9.0,0.0
832a32fffffffff,7.0,0.0,0.0
832a33fffffffff,7.0,0.0,0.0
832a34fffffffff,30.0,0.0,0.0
832a36fffffffff,4.0,0.0,0.0
832a81fffffffff,4.0,0.0,0.0
832a85fffffffff,1.0,0.0,0.0
832a88fffffffff,3.0,0.0,0.0
832a8cfffffffff,3.0,0.0,0.0
832aa0fffffffff,1.0,0.0,0.0
832aa2fffffffff,3.0,0.0,0.0
832aa3fffffffff,2.0,0.0,0.0
832aa4fffffffff,11.0,0.0,0.0
832aa8fffffffff,20.0,0.0,0.0
832aa9fffffffff,6.0,0.0,0.0
832aacfffffffff,316.0,4.0,0.0
832aadfffffffff,42.0,4.0,0.0
832aaefffffffff,8.0,0.0,0.0
832ab0fffffffff,9.0,0.0,0.0
832ab2fffffffff,60.0,0.0,0.0
832ab4fffffffff,6.0,2.0,0.0
832ab5fffffffff,19.0,15.0,0.0
832ab6fffffffff,9.0,0.0,0.0
832ad6fffffffff,1.0,1.0,0.0
832af0fffffffff,2.0,0.0,0.0
832b81fffffffff,5.0,0.0,0.0
832b83fffffffff,10.0,0.0,0.0
832b88fffffffff,6.0,0.0,0.0
832b89fffffffff,13.0,5.0,0.0
832b8cfffffffff,27.0,0.0,0.0
832b8dfffffffff,2.0,0.0,0.0
832b98fffffffff,7.0,2.0,0.0
832b9afffffffff,3.0,0.0,0.0
832b9bfffffffff,3.0,0.0,0.0
832b9dfffffffff,14.0,4.0,0.0
832b9efffffffff,15.0,0.0,0.0
832baafffffffff,188.0,2.0,0.0
832bacfffffffff,16.0,0.0,0.0
832baefffffffff,94.0,4.0,0.0
834413fffffffff,5.0,0.0,0.0
834416fffffffff,2.0,0.0,0.0
83441afffffffff,6.0,0.0,0.0
83441efffffffff,6.0,2.0,0.0
834440fffffffff,5.0,0.0,0.0
834445fffffffff,4.0,0.0,0.0
83444dfffffffff,2.0,0.0,0.0
83445dfffffffff,4.0,0.0,0.0
83446afffffffff,7.0,6.0,0.0
8344a1fffffffff,6.0,0.0,0.0
8344c0fffffffff,8.0,0.0,0.0
8344c1fffffffff,49.0,0.0,0.0
8344c9fffffffff,1.0,0.0,0.0
8344cafffffffff,8.0,0.0,0.0
8344cdfffffffff,2.0,0.0,0.0
8344cefffffffff,2.0,0.0,0.0
8344d2fffffffff,2.0,0.0,0.0
8344d8fffffffff,2.0,0.0,0.0
8344ddfffffffff,2.0,0.0,0.0
8344eafffffffff,13.0,0.0,0.0
8344f0fffffffff,2.0,0.0,0.0
8344f3fffffffff,19.0,0.0,0.0
834880fffffffff,2.0,0.0,2.0
834883fffffffff,5.0,0.0,5.0
83488efffffffff,18.0,0.0,7.0
834891fffffffff,7.0,0.0,0.0
834895fffffffff,10.0,0.0,5.0
83489afffffffff,17.0,0.0,0.0
83489dfffffffff,10.0,0.0,10.0
83489efffffffff,6.0,0.0,0.0
8348abfffffffff,3.0,0.0,0.0
8348b1fffffffff,33.0,0.0,33.0
8348b3fffffffff,8.0,0.0,6.0
8348d3fffffffff,3.0,0.0,0.0
