cell_id,Dryobates villosus,Dryobates villosus [villosus Group],Dryobates villosus [harrisi Group],Dryobates villosus orius/icastus,Dryobates villosus jardinii/sanctorum,Dryobates villosus extimus
832694fffffffff,13.0,0.0,0.0,2.0,0.0,0.0
832695fffffffff,3.0,0.0,0.0,0.0,0.0,0.0
832696fffffffff,106.0,0.0,0.0,42.0,0.0,0.0
832698fffffffff,5.0,0.0,0.0,0.0,0.0,0.0
832699fffffffff,1.0,0.0,0.0,0.0,0.0,0.0
83269cfffffffff,12.0,0.0,0.0,8.0,0.0,0.0
83269dfffffffff,5.0,0.0,0.0,2.0,0.0,0.0
83269efffffffff,4.0,0.0,0.0,0.0,0.0,0.0
8326a1fffffffff,2.0,0.0,0.0,2.0,0.0,0.0
8326a5fffffffff,2.0,0.0,0.0,2.0,0.0,0.0
8326a8fffffffff,5.0,0.0,0.0,0.0,0.0,0.0
8326aafffffffff,39.0,6.0,0.0,27.0,0.0,0.0
8326abfffffffff,9.0,0.0,0.0,1.0,0.0,0.0
8326aefffffffff,13.0,5.0,0.0,8.0,0.0,0.0
8326b6fffffffff,4.0,0.0,0.0,4.0,0.0,0.0
8326c2fffffffff,7.0,0.0,0.0,0.0,0.0,0.0
8326c3fffffffff,9.0,2.0,0.0,0.0,0.0,0.0
8326c4fffffffff,1.0,0.0,0.0,0.0,0.0,0.0
8326c6fffffffff,4.0,0.0,0.0,0.0,0.0,0.0
8326c8fffffffff,50.0,0.0,0.0,0.0,0.0,0.0
8326cafffffffff,22.0,0.0,0.0,0.0,0.0,0.0
8326cbfffffffff,40.0,0.0,0.0,0.0,0.0,0.0
8326cefffffffff,26.0,0.0,0.0,0.0,0.0,0.0
8326d0fffffffff,13.0,0.0,0.0,0.0,0.0,0.0
8326d1fffffffff,2.0,0.0,0.0,0.0,0.0,0.0
8326d3fffffffff,1.0,0.0,0.0,0.0,0.0,0.0
8326d4fffffffff,13.0,2.0,0.0,9.0,0.0,0.0
8326d5fffffffff,38.0,1.0,0.0,0.0,0.0,0.0
8326d6fffffffff,9.0,3.0,0.0,0.0,0.0,0.0
8326d8fffffffff,2.0,0.0,0.0,0.0,0.0,0.0
8326dcfffffffff,8.0,0.0,0.0,0.0,0.0,0.0
8326ddfffffffff,28.0,0.0,0.0,0.0,0.0,0.0
8326defffffffff,2.0,0.0,0.0,0.0,0.0,0.0
8326e2fffffffff,2.0,0.0,0.0,0.0,0.0,0.0
8326e3fffffffff,2.0,0.0,0.0,0.0,0.0,0.0
8326e9fffffffff,3.0,0.0,0.0,0.0,0.0,0.0
8326edfffffffff,7.0,0.0,0.0,0.0,0.0,0.0
8326f1fffffffff,4.0,2.0,0.0,0.0,0.0,0.0
8326f2fffffffff,107.0,52.0,0.0,13.0,0.0,0.0
832709fffffffff,17.0,0.0,0.0,0.0,0.0,0.0
83270bfffffffff,4.0,4.0,0.0,0.0,0.0,0.0
832710fffffffff,2.0,2.0,0.0,0.0,0.0,0.0
832719fffffffff,1.0,0.0,0.0,0.0,0.0,0.0
832740fffffffff,4.0,0.0,0.0,0.0,0.0,0.0
832741fffffffff,47.0,0.0,0.0,0.0,0.0,0.0
832744fffffffff,7.0,1.0,0.0,0.0,0.0,0.0
832745fffffffff,3.0,0.0,0.0,0.0,0.0,0.0
832746fffffffff,23.0,1.0,0.0,0.0,0.0,0.0
832748fffffffff,537.0,0.0,0.0,0.0,0.0,0.0
832749fffffffff,64.0,0.0,0.0,0.0,0.0,0.0
83274afffffffff,6.0,0.0,0.0,0.0,0.0,0.0
83274bfffffffff,18.0,1.0,0.0,0.0,0.0,0.0
83274cfffffffff,33.0,0.0,0.0,0.0,0.0,0.0
83274dfffffffff,93.0,0.0,0.0,0.0,0.0,0.0
83274efffffffff,29.0,0.0,0.0,0.0,0.0,0.0
832750fffffffff,4.0,0.0,0.0,0.0,0.0,0.0
832753fffffffff,2.0,0.0,0.0,0.0,0.0,0.0
832754fffffffff,3.0,2.0,0.0,0.0,0.0,0.0
832756fffffffff,4.0,4.0,0.0,0.0,0.0,0.0
832758fffffffff,26.0,0.0,0.0,0.0,0.0,0.0
832759fffffffff,80.0,8.0,0.0,0.0,0.0,0.0
83275afffffffff,1.0,0.0,0.0,0.0,0.0,0.0
83275bfffffffff,5.0,0.0,0.0,0.0,0.0,0.0
83275cfffffffff,6.0,0.0,0.0,0.0,0.0,0.0
83275dfffffffff,2.0,0.0,0.0,0.0,0.0,0.0
83275efffffffff,7.0,0.0,0.0,0.0,0.0,0.0
832763fffffffff,50.0,0.0,0.0,0.0,0.0,0.0
83276afffffffff,22.0,0.0,0.0,0.0,0.0,0.0
83276bfffffffff,29.0,0.0,0.0,0.0,0.0,0.0
83276efffffffff,23.0,0.0,0.0,0.0,0.0,0.0
832770fffffffff,3.0,2.0,0.0,0.0,0.0,0.0
832771fffffffff,11.0,0.0,0.0,0.0,0.0,0.0
832773fffffffff,4.0,0.0,0.0,0.0,0.0,0.0
83279afffffffff,2.0,0.0,0.0,2.0,0.0,0.0
83279efffffffff,2.0,1.0,0.0,0.0,0.0,0.0
8327a0fffffffff,4.0,0.0,0.0,0.0,0.0,0.0
8327a6fffffffff,1.0,0.0,0.0,0.0,0.0,0.0
8327b0fffffffff,1.0,0.0,0.0,0.0,0.0,0.0
8327b1fffffffff,1.0,0.0,0.0,0.0,0.0,0.0
832802fffffffff,1.0,0.0,0.0,0.0,0.0,0.0
832806fffffffff,2.0,0.0,0.0,0.0,0.0,0.0
832810fffffffff,24.0,0.0,2.0,0.0,0.0,0.0
832811fffffffff,9.0,0.0,0.0,0.0,0.0,0.0
832812fffffffff,1.0,0.0,0.0,1.0,0.0,0.0
832814fffffffff,10.0,0.0,2.0,0.0,0.0,0.0
832815fffffffff,98.0,0.0,1.0,0.0,0.0,0.0
832818fffffffff,1.0,0.0,1.0,0.0,0.0,0.0
83281afffffffff,2.0,0.0,0.0,0.0,0.0,0.0
83281bfffffffff,4.0,0.0,0.0,0.0,0.0,0.0
83281efffffffff,19.0,0.0,12.0,0.0,0.0,0.0
832830fffffffff,37.0,0.0,4.0,0.0,0.0,0.0
832831fffffffff,1.0,0.0,0.0,0.0,0.0,0.0
832832fffffffff,49.0,0.0,0.0,0.0,0.0,0.0
832833fffffffff,18.0,0.0,0.0,0.0,0.0,0.0
832834fffffffff,7.0,0.0,1.0,0.0,0.0,0.0
832835fffffffff,66.0,0.0,0.0,0.0,0.0,0.0
832836fffffffff,51.0,0.0,3.0,0.0,0.0,0.0
832881fffffffff,6.0,0.0,0.0,6.0,0.0,0.0
832884fffffffff,32.0,0.0,0.0,2.0,0.0,0.0
832888fffffffff,22.0,0.0,0.0,2.0,0.0,0.0
832889fffffffff,1.0,0.0,0.0,0.0,0.0,0.0
83288afffffffff,1.0,0.0,0.0,0.0,0.0,0.0
83288cfffffffff,10.0,0.0,0.0,9.0,0.0,0.0
83288dfffffffff,2.0,0.0,0.0,0.0,0.0,0.0
83288efffffffff,3.0,0.0,0.0,1.0,0.0,0.0
832892fffffffff,5.0,0.0,0.0,0.0,0.0,0.0
832894fffffffff,1.0,0.0,0.0,1.0,0.0,0.0
832898fffffffff,6.0,0.0,0.0,5.0,0.0,0.0
83289afffffffff,6.0,0.0,0.0,6.0,0.0,0.0
83289bfffffffff,2.0,0.0,0.0,2.0,0.0,0.0
83289cfffffffff,6.0,0.0,0.0,6.0,0.0,0.0
83289dfffffffff,1.0,0.0,0.0,1.0,0.0,0.0
8328a9fffffffff,10.0,0.0,10.0,0.0,0.0,0.0
8328adfffffffff,1.0,0.0,0.0,0.0,0.0,0.0
8328b0fffffffff,1.0,0.0,0.0,0.0,0.0,0.0
8328b5fffffffff,4.0,0.0,0.0,2.0,0.0,0.0
8328b6fffffffff,13.0,0.0,0.0,3.0,0.0,0.0
8328c2fffffffff,10.0,0.0,10.0,0.0,0.0,0.0
8328c6fffffffff,3.0,0.0,3.0,0.0,0.0,0.0
8328d0fffffffff,2.0,0.0,0.0,2.0,0.0,0.0
8328d1fffffffff,2.0,0.0,0.0,0.0,0.0,0.0
8328d2fffffffff,5.0,0.0,2.0,3.0,0.0,0.0
8328d4fffffffff,15.0,0.0,0.0,11.0,0.0,0.0
8328d5fffffffff,4.0,0.0,2.0,2.0,0.0,0.0
8328d6fffffffff,6.0,0.0,0.0,6.0,0.0,0.0
8328dcfffffffff,2.0,0.0,2.0,0.0,0.0,0.0
8328ddfffffffff,1.0,0.0,1.0,0.0,0.0,0.0
8328defffffffff,5.0,0.0,3.0,0.0,0.0,0.0
8328f0fffffffff,2.0,0.0,0.0,0.0,0.0,0.0
8328f1fffffffff,2.0,0.0,2.0,0.0,0.0,0.0
8328f2fffffffff,9.0,0.0,6.0,0.0,0.0,0.0
8328f4fffffffff,6.0,0.0,4.0,0.0,0.0,0.0
8328f5fffffffff,3.0,0.0,3.0,0.0,0.0,0.0
8328f6fffffffff,29.0,0.0,0.0,0.0,0.0,0.0
832980fffffffff,4.0,0.0,0.0,4.0,0.0,0.0
832984fffffffff,3.0,0.0,0.0,0.0,0.0,0.0
832989fffffffff,9.0,0.0,0.0,0.0,0.0,0.0
83298cfffffffff,6.0,0.0,0.0,0.0,0.0,0.0
83298dfffffffff,13.0,0.0,0.0,0.0,0.0,0.0
832990fffffffff,14.0,0.0,0.0,4.0,0.0,0.0
832992fffffffff,3.0,0.0,0.0,2.0,0.0,0.0
832993fffffffff,2.0,0.0,0.0,2.0,0.0,0.0
832994fffffffff,11.0,0.0,0.0,11.0,0.0,0.0
83299efffffffff,2.0,0.0,0.0,2.0,0.0,0.0
8329a0fffffffff,111.0,0.0,6.0,0.0,0.0,0.0
8329a1fffffffff,6.0,0.0,0.0,0.0,0.0,0.0
8329a2fffffffff,6.0,0.0,0.0,0.0,0.0,0.0
8329a4fffffffff,7.0,0.0,0.0,0.0,0.0,0.0
8329a5fffffffff,10.0,0.0,0.0,0.0,0.0,0.0
8329a6fffffffff,4.0,0.0,1.0,0.0,0.0,0.0
8329a8fffffffff,15.0,0.0,0.0,0.0,0.0,0.0
8329a9fffffffff,10.0,0.0,0.0,0.0,0.0,0.0
8329aafffffffff,2.0,0.0,0.0,0.0,0.0,0.0
8329acfffffffff,2.0,0.0,2.0,0.0,0.0,0.0
8329aefffffffff,5.0,0.0,2.0,0.0,0.0,0.0
8329b0fffffffff,3.0,0.0,0.0,3.0,0.0,0.0
8329b2fffffffff,7.0,0.0,0.0,5.0,0.0,0.0
8329b3fffffffff,6.0,0.0,0.0,0.0,0.0,0.0
8329b6fffffffff,6.0,0.0,0.0,0.0,0.0,0.0
832a06fffffffff,5.0,0.0,0.0,0.0,0.0,0.0
832a10fffffffff,240.0,24.0,0.0,0.0,0.0,0.0
832a12fffffffff,2222.0,57.0,0.0,0.0,0.0,0.0
832a13fffffffff,2061.0,110.0,0.0,0.0,0.0,0.0
832a14fffffffff,14.0,5.0,0.0,0.0,0.0,0.0
832a15fffffffff,5.0,0.0,0.0,0.0,0.0,0.0
832a16fffffffff,24.0,2.0,0.0,0.0,0.0,0.0
832a30fffffffff,19.0,0.0,0.0,0.0,0.0,0.0
832a31fffffffff,30.0,14.0,0.0,0.0,0.0,0.0
832a32fffffffff,21.0,5.0,0.0,0.0,0.0,0.0
832a33fffffffff,11.0,5.0,0.0,0.0,0.0,0.0
832a34fffffffff,25.0,12.0,0.0,0.0,0.0,0.0
832a36fffffffff,10.0,10.0,0.0,0.0,0.0,0.0
832a80fffffffff,3.0,0.0,0.0,0.0,0.0,0.0
832a81fffffffff,5.0,0.0,0.0,0.0,0.0,0.0
832a84fffffffff,5.0,2.0,0.0,0.0,0.0,0.0
832a89fffffffff,7.0,0.0,0.0,0.0,0.0,0.0
832a8bfffffffff,4.0,0.0,0.0,0.0,0.0,0.0
832a8cfffffffff,1.0,1.0,0.0,0.0,0.0,0.0
832a8efffffffff,2.0,0.0,0.0,0.0,0.0,0.0
832a91fffffffff,1.0,0.0,0.0,0.0,0.0,0.0
832a92fffffffff,3.0,3.0,0.0,0.0,0.0,0.0
832a94fffffffff,3.0,2.0,0.0,0.0,0.0,0.0
832a95fffffffff,3.0,1.0,0.0,0.0,0.0,0.0
832aa1fffffffff,8.0,4.0,0.0,0.0,0.0,0.0
832aa2fffffffff,13.0,8.0,0.0,0.0,0.0,0.0
832aa3fffffffff,1.0,0.0,0.0,0.0,0.0,0.0
832aa4fffffffff,6.0,3.0,0.0,0.0,0.0,0.0
832aa5fffffffff,1.0,0.0,0.0,0.0,0.0,0.0
832aa6fffffffff,4.0,2.0,0.0,0.0,0.0,0.0
832aa8fffffffff,19.0,0.0,0.0,0.0,0.0,0.0
832aa9fffffffff,4.0,0.0,0.0,0.0,0.0,0.0
832aaafffffffff,17.0,0.0,0.0,0.0,0.0,0.0
832aacfffffffff,2961.0,597.0,0.0,0.0,0.0,0.0
832aadfffffffff,22.0,1.0,0.0,0.0,0.0,0.0
832aaefffffffff,8.0,4.0,0.0,0.0,0.0,0.0
832ab0fffffffff,1.0,0.0,0.0,0.0,0.0,0.0
832ab1fffffffff,3.0,2.0,0.0,0.0,0.0,0.0
832ab2fffffffff,511.0,21.0,0.0,0.0,0.0,0.0
832ab3fffffffff,3.0,0.0,0.0,0.0,0.0,0.0
832ab4fffffffff,13.0,13.0,0.0,0.0,0.0,0.0
832ab5fffffffff,60.0,58.0,0.0,0.0,0.0,0.0
832ab6fffffffff,4.0,0.0,0.0,0.0,0.0,0.0
832ad2fffffffff,18.0,6.0,0.0,0.0,0.0,0.0
832ad3fffffffff,145.0,3.0,0.0,0.0,0.0,0.0
832ad5fffffffff,2.0,2.0,0.0,0.0,0.0,0.0
832af6fffffffff,3.0,0.0,0.0,0.0,0.0,0.0
832b00fffffffff,1.0,1.0,0.0,0.0,0.0,0.0
832b01fffffffff,3.0,0.0,0.0,0.0,0.0,0.0
832b03fffffffff,2.0,0.0,0.0,0.0,0.0,0.0
832b0afffffffff,19.0,0.0,0.0,0.0,0.0,0.0
832b0cfffffffff,1.0,0.0,0.0,0.0,0.0,0.0
832b16fffffffff,37.0,30.0,0.0,0.0,0.0,0.0
832b1afffffffff,16.0,16.0,0.0,0.0,0.0,0.0
832b1dfffffffff,1.0,1.0,0.0,0.0,0.0,0.0
832b23fffffffff,1.0,1.0,0.0,0.0,0.0,0.0
832b25fffffffff,27.0,0.0,0.0,0.0,0.0,0.0
832b83fffffffff,4.0,3.0,0.0,0.0,0.0,0.0
832b88fffffffff,70.0,27.0,0.0,0.0,0.0,0.0
832b89fffffffff,173.0,0.0,0.0,0.0,0.0,0.0
832b8afffffffff,1.0,1.0,0.0,0.0,0.0,0.0
832b8bfffffffff,8.0,0.0,0.0,0.0,0.0,0.0
832b8cfffffffff,9.0,0.0,0.0,0.0,0.0,0.0
832b8dfffffffff,44.0,0.0,0.0,0.0,0.0,0.0
832b98fffffffff,1.0,0.0,0.0,0.0,0.0,0.0
832b99fffffffff,6.0,6.0,0.0,0.0,0.0,0.0
832b9bfffffffff,8.0,2.0,0.0,0.0,0.0,0.0
832b9dfffffffff,10.0,0.0,0.0,0.0,0.0,0.0
832ba8fffffffff,65.0,45.0,0.0,0.0,0.0,0.0
832ba9fffffffff,3.0,3.0,0.0,0.0,0.0,0.0
832baafffffffff,80.0,11.0,0.0,0.0,0.0,0.0
832babfffffffff,39.0,12.0,0.0,0.0,0.0,0.0
832bacfffffffff,13.0,2.0,0.0,0.0,0.0,0.0
832badfffffffff,2.0,0.0,0.0,0.0,0.0,0.0
832baefffffffff,2.0,0.0,0.0,0.0,0.0,0.0
832bb2fffffffff,4.0,4.0,0.0,0.0,0.0,0.0
834412fffffffff,26.0,0.0,0.0,0.0,0.0,0.0
834413fffffffff,540.0,45.0,0.0,0.0,0.0,0.0
83441afffffffff,79.0,4.0,0.0,0.0,0.0,0.0
83441efffffffff,70.0,0.0,0.0,0.0,0.0,0.0
834440fffffffff,61.0,2.0,0.0,0.0,0.0,0.0
834442fffffffff,2.0,0.0,0.0,0.0,0.0,0.0
834445fffffffff,10.0,0.0,0.0,0.0,0.0,0.0
834446fffffffff,12.0,0.0,0.0,0.0,0.0,0.0
834449fffffffff,2.0,0.0,0.0,0.0,0.0,0.0
83444bfffffffff,2.0,0.0,0.0,0.0,0.0,0.0
83444cfffffffff,1.0,0.0,0.0,0.0,0.0,0.0
83444efffffffff,1.0,0.0,0.0,0.0,0.0,0.0
834450fffffffff,4.0,0.0,0.0,0.0,0.0,0.0
834452fffffffff,24.0,0.0,0.0,0.0,0.0,0.0
834456fffffffff,26.0,0.0,0.0,0.0,0.0,0.0
834463fffffffff,3.0,0.0,0.0,0.0,0.0,0.0
834468fffffffff,9.0,0.0,0.0,0.0,0.0,0.0
834469fffffffff,6.0,0.0,0.0,0.0,0.0,0.0
83446afffffffff,27.0,0.0,0.0,0.0,0.0,0.0
83446bfffffffff,6.0,0.0,0.0,0.0,0.0,0.0
83446cfffffffff,5.0,0.0,0.0,0.0,0.0,0.0
83446dfffffffff,45.0,0.0,0.0,0.0,0.0,0.0
83446efffffffff,8.0,0.0,0.0,0.0,0.0,0.0
834484fffffffff,75.0,8.0,0.0,0.0,0.0,0.0
834486fffffffff,1.0,0.0,0.0,0.0,0.0,0.0
8344a1fffffffff,3.0,0.0,0.0,0.0,0.0,0.0
8344a3fffffffff,9.0,9.0,0.0,0.0,0.0,0.0
8344a8fffffffff,86.0,2.0,0.0,0.0,0.0,0.0
8344a9fffffffff,72.0,12.0,0.0,0.0,0.0,0.0
8344abfffffffff,11.0,0.0,0.0,0.0,0.0,0.0
8344acfffffffff,27.0,3.0,0.0,0.0,0.0,0.0
8344adfffffffff,44.0,0.0,0.0,0.0,0.0,0.0
8344aefffffffff,54.0,3.0,0.0,0.0,0.0,0.0
8344c1fffffffff,5.0,0.0,0.0,0.0,0.0,0.0
8344c9fffffffff,1.0,0.0,0.0,0.0,0.0,0.0
8344cafffffffff,19.0,10.0,0.0,0.0,0.0,0.0
8344cbfffffffff,6.0,2.0,0.0,0.0,0.0,0.0
8344ccfffffffff,2.0,0.0,0.0,0.0,0.0,0.0
8344cdfffffffff,2.0,1.0,0.0,0.0,0.0,0.0
8344d0fffffffff,809.0,14.0,0.0,0.0,0.0,0.0
8344d1fffffffff,140.0,9.0,0.0,0.0,0.0,0.0
8344d2fffffffff,152.0,4.0,0.0,0.0,0.0,0.0
8344d3fffffffff,84.0,6.0,0.0,0.0,0.0,0.0
8344d5fffffffff,156.0,4.0,0.0,0.0,0.0,0.0
8344d8fffffffff,2.0,0.0,0.0,0.0,0.0,0.0
8344d9fffffffff,2.0,2.0,0.0,0.0,0.0,0.0
8344ddfffffffff,111.0,2.0,0.0,0.0,0.0,0.0
8344defffffffff,73.0,0.0,0.0,0.0,0.0,0.0
8344e0fffffffff,17.0,0.0,0.0,0.0,0.0,0.0
8344e1fffffffff,1.0,0.0,0.0,0.0,0.0,0.0
8344e2fffffffff,55.0,1.0,0.0,0.0,0.0,0.0
8344e5fffffffff,26.0,2.0,0.0,0.0,0.0,0.0
8344e6fffffffff,15.0,0.0,0.0,0.0,0.0,0.0
8344eafffffffff,1.0,1.0,0.0,0.0,0.0,0.0
8344f0fffffffff,36.0,4.0,0.0,0.0,0.0,0.0
8344f3fffffffff,62.0,0.0,0.0,0.0,0.0,0.0
8344f4fffffffff,75.0,0.0,0.0,0.0,0.0,0.0
8344f5fffffffff,20.0,0.0,0.0,0.0,0.0,0.0
8344f6fffffffff,15.0,0.0,0.0,0.0,0.0,0.0
834520fffffffff,5.0,0.0,0.0,0.0,0.0,0.0
834525fffffffff,6.0,0.0,0.0,0.0,6.0,0.0
834526fffffffff,3.0,0.0,0.0,0.0,0.0,0.0
834814fffffffff,25.0,0.0,0.0,0.0,0.0,0.0
834859fffffffff,10.0,0.0,5.0,0.0,0.0,0.0
83485dfffffffff,21.0,0.0,0.0,0.0,0.0,0.0
83489efffffffff,4.0,0.0,0.0,0.0,0.0,0.0
8348c0fffffffff,21.0,0.0,0.0,2.0,0.0,0.0
8348c1fffffffff,17.0,0.0,0.0,0.0,0.0,0.0
8348c3fffffffff,5.0,0.0,0.0,5.0,0.0,0.0
8348c4fffffffff,1.0,0.0,0.0,0.0,0.0,0.0
8348c5fffffffff,18.0,0.0,0.0,15.0,0.0,0.0
8348ccfffffffff,2.0,0.0,0.0,0.0,0.0,0.0
8348cdfffffffff,116.0,0.0,0.0,48.0,0.0,0.0
8348d3fffffffff,6.0,0.0,0.0,0.0,0.0,0.0
8348d4fffffffff,6.0,0.0,0.0,2.0,0.0,0.0
8348d5fffffffff,1.0,0.0,0.0,0.0,0.0,0.0
8348d8fffffffff,20.0,0.0,0.0,13.0,0.0,0.0
8348dafffffffff,3.0,0.0,0.0,0.0,0.0,0.0
8348defffffffff,2.0,0.0,0.0,0.0,0.0,0.0
8348e3fffffffff,7.0,0.0,0.0,5.0,0.0,0.0
8348e8fffffffff,29.0,0.0,0.0,9.0,0.0,0.0
8348eafffffffff,38.0,0.0,0.0,0.0,0.0,0.0
8348ebfffffffff,438.0,0.0,0.0,153.0,0.0,0.0
8348ecfffffffff,2.0,0.0,0.0,0.0,0.0,0.0
8348eefffffffff,76.0,0.0,0.0,11.0,0.0,0.0
8348f3fffffffff,4.0,0.0,0.0,0.0,0.0,0.0
834989fffffffff,3.0,0.0,0.0,0.0,0.0,0.0
834994fffffffff,1.0,0.0,0.0,0.0,0.0,0.0
834995fffffffff,6.0,0.0,0.0,0.0,0.0,0.0
834996fffffffff,8.0,0.0,0.0,0.0,5.0,0.0
8349a2fffffffff,2.0,0.0,0.0,0.0,0.0,0.0
8366b4fffffffff,367.0,0.0,0.0,0.0,0.0,363.0
8366b5fffffffff,7.0,0.0,0.0,0.0,0.0,2.0
836d04fffffffff,4.0,0.0,0.0,0.0,0.0,0.0
836d05fffffffff,14.0,0.0,0.0,0.0,14.0,0.0
836d23fffffffff,6.0,0.0,0.0,0.0,2.0,0.0
836d29fffffffff,7.0,0.0,0.0,0.0,6.0,0.0
836d2bfffffffff,5.0,0.0,0.0,0.0,5.0,0.0
836d2dfffffffff,2.0,0.0,0.0,0.0,2.0,0.0
836d32fffffffff,14.0,0.0,0.0,0.0,14.0,0.0
836d33fffffffff,13.0,0.0,0.0,0.0,4.0,0.0
836d69fffffffff,9.0,0.0,0.0,0.0,0.0,7.0
