cell_id,Sitta carolinensis,Sitta carolinensis carolinensis,Sitta carolinensis [lagunae Group],Sitta carolinensis aculeata/alexandrae
822837fffffffff,3141.0,0.0,0.0,678.0
822887fffffffff,37.0,0.0,7.0,0.0
82288ffffffffff,58.0,0.0,13.0,0.0
822897fffffffff,16.0,0.0,6.0,0.0
82289ffffffffff,19.0,0.0,7.0,0.0
8228affffffffff,73.0,0.0,59.0,0.0
8228b7fffffffff,38.0,0.0,9.0,0.0
8228d7fffffffff,77.0,0.0,20.0,2.0
8228dffffffffff,4.0,0.0,0.0,0.0
8228f7fffffffff,82.0,0.0,11.0,29.0
822917fffffffff,2.0,0.0,0.0,2.0
82291ffffffffff,8.0,0.0,0.0,6.0
822987fffffffff,23.0,0.0,19.0,0.0
82298ffffffffff,29.0,0.0,25.0,0.0
822997fffffffff,18.0,0.0,9.0,0.0
82299ffffffffff,8.0,0.0,8.0,0.0
8229a7fffffffff,742.0,0.0,0.0,82.0
8229affffffffff,121.0,0.0,50.0,54.0
8229b7fffffffff,8.0,0.0,5.0,0.0
822a07fffffffff,73.0,12.0,0.0,0.0
822a17fffffffff,13770.0,1481.0,0.0,0.0
822a37fffffffff,282.0,105.0,0.0,0.0
822a87fffffffff,10.0,1.0,0.0,0.0
822a8ffffffffff,15.0,5.0,0.0,0.0
822a97fffffffff,12.0,8.0,0.0,0.0
822a9ffffffffff,36.0,29.0,0.0,0.0
822aa7fffffffff,148.0,101.0,0.0,0.0
822aaffffffffff,1862.0,584.0,0.0,0.0
822ab7fffffffff,719.0,204.0,0.0,0.0
822ad7fffffffff,2.0,0.0,0.0,0.0
822af7fffffffff,53.0,8.0,0.0,0.0
822b07fffffffff,2.0,0.0,0.0,0.0
822b0ffffffffff,7.0,0.0,0.0,0.0
822b17fffffffff,87.0,0.0,0.0,0.0
822b1ffffffffff,34.0,8.0,0.0,0.0
822b27fffffffff,16.0,0.0,0.0,0.0
822b37fffffffff,8.0,0.0,0.0,0.0
822b87fffffffff,58.0,10.0,0.0,0.0
822b8ffffffffff,468.0,44.0,0.0,0.0
822b97fffffffff,26.0,0.0,0.0,0.0
822b9ffffffffff,81.0,10.0,0.0,0.0
822ba7fffffffff,264.0,1.0,0.0,0.0
822baffffffffff,479.0,362.0,0.0,0.0
822bb7fffffffff,144.0,0.0,0.0,0.0
82441ffffffffff,2.0,2.0,0.0,0.0
824447fffffffff,29.0,4.0,0.0,0.0
82444ffffffffff,16.0,11.0,0.0,0.0
824457fffffffff,8.0,0.0,0.0,0.0
82445ffffffffff,9.0,1.0,0.0,0.0
82446ffffffffff,25.0,1.0,0.0,0.0
8244c7fffffffff,17.0,4.0,0.0,0.0
8244cffffffffff,100.0,63.0,0.0,0.0
8244d7fffffffff,16.0,0.0,0.0,0.0
8244dffffffffff,19.0,8.0,0.0,0.0
8244e7fffffffff,176.0,12.0,0.0,0.0
8244effffffffff,64.0,0.0,0.0,0.0
824817fffffffff,1.0,0.0,1.0,0.0
82485ffffffffff,35.0,0.0,0.0,10.0
82488ffffffffff,3.0,0.0,0.0,0.0
82489ffffffffff,32.0,3.0,0.0,0.0
8248a7fffffffff,1.0,0.0,1.0,0.0
8248c7fffffffff,61.0,0.0,39.0,0.0
8248cffffffffff,33.0,0.0,14.0,0.0
8248d7fffffffff,52.0,14.0,8.0,0.0
8248dffffffffff,63.0,2.0,53.0,0.0
8248effffffffff,270.0,0.0,46.0,0.0
8248f7fffffffff,23.0,0.0,23.0,0.0
824987fffffffff,2.0,0.0,2.0,0.0
82498ffffffffff,2.0,0.0,1.0,0.0
824997fffffffff,11.0,0.0,2.0,0.0
8249affffffffff,2.0,0.0,2.0,0.0
8249b7fffffffff,3.0,0.0,3.0,0.0
