cell_id,Colinus virginianus,Colinus virginianus [virginianus Group],Colinus virginianus graysoni/nigripectus,Colinus virginianus [pectoralis Group],Colinus virginianus [coyoleos Group]
822b8ffffffffff,24.0,0.0,0.0,0.0,0.0
822b97fffffffff,1.0,0.0,0.0,0.0,0.0
822b9ffffffffff,16.0,0.0,0.0,0.0,0.0
822baffffffffff,37.0,0.0,0.0,0.0,0.0
824417fffffffff,11.0,0.0,0.0,0.0,0.0
82441ffffffffff,78.0,5.0,0.0,0.0,0.0
824447fffffffff,91.0,0.0,0.0,0.0,0.0
824457fffffffff,4.0,0.0,0.0,0.0,0.0
82445ffffffffff,2.0,0.0,0.0,0.0,0.0
824467fffffffff,73.0,0.0,0.0,0.0,0.0
82446ffffffffff,24.0,0.0,0.0,0.0,0.0
824487fffffffff,18.0,0.0,0.0,0.0,0.0
8244a7fffffffff,3.0,0.0,0.0,0.0,0.0
8244affffffffff,92.0,11.0,0.0,0.0,0.0
8244b7fffffffff,2.0,0.0,0.0,0.0,0.0
8244c7fffffffff,504.0,15.0,0.0,0.0,0.0
8244cffffffffff,88.0,0.0,0.0,0.0,0.0
8244d7fffffffff,81.0,0.0,0.0,0.0,0.0
8244dffffffffff,55.0,1.0,0.0,0.0,0.0
8244e7fffffffff,5.0,0.0,0.0,0.0,0.0
8244effffffffff,36.0,5.0,0.0,0.0,0.0
8244f7fffffffff,7.0,1.0,0.0,0.0,0.0
82452ffffffffff,5.0,0.0,0.0,4.0,0.0
82458ffffffffff,2.0,0.0,0.0,0.0,0.0
824817fffffffff,2.0,0.0,0.0,0.0,0.0
824887fffffffff,5.0,3.0,0.0,0.0,0.0
82488ffffffffff,16.0,1.0,0.0,0.0,0.0
824897fffffffff,17.0,6.0,0.0,0.0,0.0
82489ffffffffff,21.0,2.0,0.0,0.0,0.0
8248b7fffffffff,1.0,0.0,0.0,0.0,0.0
8248d7fffffffff,8.0,0.0,0.0,0.0,0.0
8248dffffffffff,5.0,0.0,0.0,0.0,0.0
8248effffffffff,45.0,0.0,0.0,0.0,4.0
8248f7fffffffff,3.0,0.0,0.0,0.0,0.0
824987fffffffff,2.0,0.0,0.0,0.0,0.0
824997fffffffff,47.0,0.0,2.0,18.0,0.0
8249b7fffffffff,5.0,0.0,0.0,0.0,0.0
824cc7fffffffff,3.0,0.0,0.0,0.0,0.0
824cd7fffffffff,7.0,0.0,0.0,0.0,0.0
824cf7fffffffff,7.0,0.0,0.0,0.0,0.0
826727fffffffff,2.0,0.0,0.0,0.0,0.0
826d07fffffffff,9.0,0.0,0.0,0.0,5.0
826d17fffffffff,2.0,0.0,0.0,0.0,0.0
826d27fffffffff,18.0,0.0,0.0,0.0,12.0
826d2ffffffffff,26.0,0.0,0.0,0.0,11.0
826d37fffffffff,11.0,0.0,0.0,3.0,3.0
