cell_id,Pharomachrus mocinno,Pharomachrus mocinno mocinno,Pharomachrus mocinno costaricensis
824527fffffffff,495.0,2.0,0.0
824537fffffffff,89.0,0.0,0.0
8266a7fffffffff,2.0,0.0,0.0
8266b7fffffffff,6955.0,0.0,457.0
82679ffffffffff,20.0,0.0,0.0
826d07fffffffff,44.0,5.0,0.0
826d27fffffffff,65.0,7.0,0.0
826d2ffffffffff,1996.0,987.0,0.0
826d67fffffffff,367.0,0.0,0.0
826d6ffffffffff,3233.0,0.0,0.0
