cell_id,Nyctanassa violacea,Nyctanassa violacea [violacea Group],Nyctanassa violacea pauper
824467fffffffff,21.0,0.0,0.0
82446ffffffffff,116.0,4.0,0.0
824477fffffffff,35.0,0.0,0.0
824487fffffffff,20.0,2.0,0.0
8244a7fffffffff,10.0,0.0,0.0
8244affffffffff,105.0,1.0,0.0
8244b7fffffffff,13.0,0.0,0.0
8244c7fffffffff,101.0,1.0,0.0
8244cffffffffff,96.0,3.0,0.0
8244d7fffffffff,36.0,1.0,0.0
8244dffffffffff,52.0,2.0,0.0
8244e7fffffffff,26.0,0.0,0.0
8244effffffffff,28.0,0.0,0.0
8244f7fffffffff,253.0,2.0,0.0
824507fffffffff,20.0,2.0,0.0
82450ffffffffff,142.0,137.0,0.0
82451ffffffffff,1.0,1.0,0.0
824527fffffffff,28.0,4.0,0.0
82452ffffffffff,60.0,9.0,0.0
824537fffffffff,13.0,0.0,0.0
824577fffffffff,101.0,100.0,0.0
8245a7fffffffff,11.0,0.0,0.0
824817fffffffff,17.0,0.0,0.0
82481ffffffffff,3.0,0.0,0.0
824837fffffffff,3.0,0.0,0.0
82484ffffffffff,2.0,0.0,0.0
824857fffffffff,9.0,0.0,0.0
82485ffffffffff,72.0,0.0,0.0
824877fffffffff,4.0,0.0,0.0
824887fffffffff,4.0,0.0,0.0
82488ffffffffff,44.0,1.0,0.0
824897fffffffff,31.0,0.0,0.0
82489ffffffffff,52.0,0.0,0.0
8248b7fffffffff,125.0,8.0,0.0
8248c7fffffffff,41.0,2.0,0.0
8248cffffffffff,9.0,0.0,0.0
8248d7fffffffff,47.0,0.0,0.0
8248dffffffffff,17.0,0.0,0.0
8248effffffffff,19.0,0.0,0.0
8248f7fffffffff,6.0,0.0,0.0
82490ffffffffff,3.0,0.0,0.0
824997fffffffff,280.0,32.0,0.0
82499ffffffffff,3.0,0.0,0.0
8249affffffffff,18.0,17.0,0.0
8249b7fffffffff,11.0,0.0,0.0
824c8ffffffffff,1.0,1.0,0.0
824cc7fffffffff,104.0,9.0,0.0
824cd7fffffffff,5.0,0.0,0.0
824ceffffffffff,102.0,0.0,0.0
824d4ffffffffff,1.0,0.0,0.0
825e77fffffffff,1.0,0.0,0.0
825f47fffffffff,1.0,0.0,0.0
825f5ffffffffff,13.0,5.0,0.0
82660ffffffffff,1.0,0.0,0.0
826617fffffffff,11.0,0.0,0.0
82665ffffffffff,6.0,0.0,0.0
8266a7fffffffff,4.0,0.0,0.0
8266b7fffffffff,2.0,0.0,0.0
8266e7fffffffff,2.0,0.0,0.0
8266f7fffffffff,1.0,0.0,0.0
826747fffffffff,37.0,0.0,0.0
82674ffffffffff,6.0,0.0,0.0
82675ffffffffff,8.0,1.0,0.0
826777fffffffff,3.0,0.0,0.0
826787fffffffff,3.0,0.0,0.0
82679ffffffffff,6.0,0.0,0.0
8267a7fffffffff,15.0,0.0,0.0
826c5ffffffffff,7.0,0.0,2.0
826d17fffffffff,2.0,0.0,0.0
826d27fffffffff,15.0,2.0,0.0
826d2ffffffffff,50.0,3.0,0.0
826d37fffffffff,37.0,2.0,0.0
826d67fffffffff,7.0,0.0,0.0
826d6ffffffffff,27.0,2.0,0.0
826d77fffffffff,10.0,0.0,0.0
828e47fffffffff,3.0,1.0,0.0
828e67fffffffff,40.0,0.0,0.0
828f0ffffffffff,21.0,4.0,0.0
828f2ffffffffff,1.0,0.0,0.0
828f57fffffffff,18.0,0.0,0.0
828f77fffffffff,4.0,4.0,0.0
82a91ffffffffff,1.0,0.0,0.0
82a92ffffffffff,6.0,0.0,0.0
82b307fffffffff,67.0,0.0,0.0
