cell_id,Motacilla citreola,Motacilla citreola citreola/werae,Motacilla citreola calcarata
82089ffffffffff,29.0,0.0,0.0
820a37fffffffff,2.0,0.0,0.0
820b97fffffffff,4.0,0.0,0.0
820bb7fffffffff,3.0,0.0,0.0
821017fffffffff,4.0,0.0,0.0
8210a7fffffffff,10.0,0.0,0.0
8210c7fffffffff,70.0,0.0,0.0
8210d7fffffffff,1.0,0.0,0.0
8210dffffffffff,25.0,0.0,0.0
8210f7fffffffff,2.0,0.0,0.0
821107fffffffff,39.0,0.0,0.0
821137fffffffff,8.0,0.0,0.0
821187fffffffff,29.0,2.0,0.0
82118ffffffffff,152.0,4.0,0.0
8211affffffffff,228.0,43.0,0.0
82158ffffffffff,2.0,0.0,0.0
821597fffffffff,60.0,5.0,0.0
82159ffffffffff,15.0,0.0,0.0
8215b7fffffffff,31.0,0.0,0.0
821e2ffffffffff,4.0,0.0,0.0
821e47fffffffff,3.0,0.0,0.0
821e4ffffffffff,11.0,0.0,0.0
821e5ffffffffff,6.0,0.0,0.0
821e67fffffffff,3.0,0.0,0.0
821e6ffffffffff,21.0,0.0,0.0
821e77fffffffff,1.0,0.0,0.0
821ec7fffffffff,1.0,0.0,0.0
821ecffffffffff,42.0,0.0,0.0
821ed7fffffffff,2.0,0.0,0.0
821edffffffffff,25.0,0.0,0.0
821eeffffffffff,19.0,1.0,0.0
821f0ffffffffff,20.0,0.0,0.0
821f47fffffffff,9.0,0.0,0.0
821f4ffffffffff,32.0,0.0,0.0
821f57fffffffff,39.0,0.0,0.0
821f5ffffffffff,76.0,0.0,0.0
821f67fffffffff,15.0,0.0,0.0
821f77fffffffff,34.0,0.0,0.0
82200ffffffffff,26.0,11.0,6.0
822017fffffffff,2.0,0.0,1.0
82201ffffffffff,30.0,7.0,4.0
822037fffffffff,6.0,0.0,0.0
82204ffffffffff,34.0,1.0,0.0
82205ffffffffff,11.0,0.0,0.0
82206ffffffffff,1.0,0.0,0.0
822087fffffffff,20.0,0.0,0.0
