cell_id,Melozone leucotis,Melozone leucotis occipitalis,Melozone leucotis leucotis/nigrior
834534fffffffff,93.0,0.0,0.0
8366b4fffffffff,1723.0,0.0,0.0
836d04fffffffff,17.0,0.0,0.0
836d05fffffffff,411.0,20.0,0.0
836d28fffffffff,54.0,0.0,0.0
836d29fffffffff,522.0,0.0,0.0
836d2afffffffff,37.0,3.0,0.0
836d2bfffffffff,971.0,18.0,0.0
836d2efffffffff,1.0,0.0,0.0
836d60fffffffff,12.0,0.0,0.0
836d65fffffffff,221.0,0.0,0.0
836d69fffffffff,9590.0,0.0,50.0
836d74fffffffff,78.0,0.0,0.0
