cell_id,Aegolius acadicus,Aegolius acadicus acadicus,Aegolius acadicus brooksi
8412c15ffffffff,2.0,0.0,0.0
8412c17ffffffff,2.0,0.0,0.0
8412c1bffffffff,14.0,0.0,0.0
8412c1dffffffff,3.0,0.0,0.0
8412c37ffffffff,2.0,0.0,0.0
8412c85ffffffff,2.0,0.0,0.0
8412c87ffffffff,4.0,0.0,0.0
8412c89ffffffff,1.0,0.0,0.0
8412c8bffffffff,3.0,0.0,0.0
8412ca3ffffffff,3.0,0.0,0.0
8412cadffffffff,5.0,0.0,0.0
8412cb1ffffffff,3.0,0.0,0.0
8412cb5ffffffff,3.0,0.0,0.0
8412cbdffffffff,3.0,0.0,0.0
8412cc1ffffffff,2.0,0.0,0.0
8412cc9ffffffff,7.0,0.0,0.0
8412ccdffffffff,126.0,0.0,0.0
8412ce3ffffffff,5.0,0.0,0.0
8412ce7ffffffff,4.0,0.0,0.0
8412d01ffffffff,3.0,0.0,0.0
8412d03ffffffff,5.0,0.0,0.0
8412d0bffffffff,5.0,0.0,0.0
8412d11ffffffff,2.0,0.0,0.0
8412d17ffffffff,66.0,0.0,0.0
8412d19ffffffff,2.0,0.0,0.0
8412d29ffffffff,26.0,0.0,0.0
8412d31ffffffff,6.0,0.0,0.0
8412d33ffffffff,22.0,0.0,0.0
8412d37ffffffff,2.0,0.0,0.0
8412d3bffffffff,16.0,0.0,0.0
8412d3dffffffff,2.0,0.0,0.0
8412d63ffffffff,9.0,0.0,0.0
8412d67ffffffff,15.0,0.0,0.0
8412d81ffffffff,2.0,0.0,0.0
8412d85ffffffff,2.0,0.0,0.0
8412d87ffffffff,2.0,0.0,0.0
8412d89ffffffff,4.0,0.0,0.0
8412d8bffffffff,9.0,0.0,0.0
8412d8dffffffff,2.0,0.0,0.0
8412d95ffffffff,5.0,0.0,0.0
8412d99ffffffff,3.0,0.0,0.0
8412d9dffffffff,3.0,0.0,0.0
8412da1ffffffff,2.0,0.0,0.0
8412da5ffffffff,3.0,0.0,0.0
8412da7ffffffff,15.0,0.0,0.0
8412dabffffffff,2.0,0.0,0.0
8412dadffffffff,3.0,0.0,0.0
8412db1ffffffff,12.0,0.0,0.0
8412db3ffffffff,2.0,0.0,0.0
8412db5ffffffff,7.0,0.0,0.0
8412db7ffffffff,13.0,0.0,0.0
8412db9ffffffff,6.0,0.0,0.0
8412dbdffffffff,3.0,0.0,0.0
8412dc1ffffffff,2.0,0.0,0.0
8412dc3ffffffff,8.0,0.0,0.0
8412dc9ffffffff,28.0,0.0,0.0
8412dd7ffffffff,14.0,0.0,0.0
8412ddbffffffff,57.0,0.0,0.0
8412de3ffffffff,2.0,0.0,0.0
8412de5ffffffff,28.0,0.0,0.0
8412de7ffffffff,29.0,0.0,0.0
8412dedffffffff,6.0,0.0,0.0
8412e11ffffffff,1.0,0.0,0.0
8412e13ffffffff,103.0,0.0,0.0
8412e17ffffffff,12.0,0.0,0.0
8412e1bffffffff,6.0,0.0,0.0
8412e25ffffffff,3.0,0.0,0.0
8412e89ffffffff,7.0,0.0,0.0
8412ea7ffffffff,2.0,0.0,0.0
8412ebdffffffff,2.0,0.0,0.0
8412ec1ffffffff,240.0,0.0,0.0
8412ec5ffffffff,9.0,0.0,0.0
8412ec9ffffffff,39.0,0.0,0.0
8412ecdffffffff,28.0,0.0,0.0
8412eebffffffff,12.0,0.0,0.0
8412f1bffffffff,1.0,0.0,0.0
8412f45ffffffff,4.0,0.0,0.0
8412f61ffffffff,7.0,0.0,0.0
8412f65ffffffff,9.0,0.0,0.0
8412f69ffffffff,9.0,0.0,0.0
8412f6dffffffff,37.0,0.0,0.0
8413911ffffffff,5.0,0.0,0.0
8413919ffffffff,1.0,0.0,0.0
841391dffffffff,4.0,0.0,0.0
8413931ffffffff,2.0,0.0,0.0
84139e1ffffffff,4.0,0.0,0.0
84139edffffffff,9.0,0.0,0.0
8426003ffffffff,4.0,0.0,0.0
842600bffffffff,2.0,0.0,0.0
842601dffffffff,10.0,0.0,0.0
8426029ffffffff,1.0,0.0,0.0
8426041ffffffff,4.0,0.0,0.0
8426055ffffffff,2.0,0.0,0.0
842608dffffffff,2.0,0.0,0.0
84260cdffffffff,10.0,0.0,0.0
84260d9ffffffff,6.0,0.0,0.0
842610bffffffff,2.0,0.0,0.0
842614bffffffff,11.0,0.0,0.0
842620bffffffff,2.0,0.0,0.0
842620dffffffff,2.0,0.0,0.0
8426219ffffffff,6.0,0.0,0.0
842621bffffffff,11.0,0.0,0.0
842621dffffffff,7.0,0.0,0.0
8426249ffffffff,6.0,0.0,0.0
842624bffffffff,2.0,0.0,0.0
8426257ffffffff,12.0,0.0,0.0
842625dffffffff,3.0,0.0,0.0
8426261ffffffff,73.0,0.0,0.0
8426269ffffffff,5.0,0.0,0.0
842626dffffffff,19.0,0.0,0.0
8426283ffffffff,2.0,0.0,0.0
8426291ffffffff,33.0,0.0,0.0
8426293ffffffff,9.0,0.0,0.0
842629bffffffff,1.0,0.0,0.0
84262b3ffffffff,6.0,0.0,0.0
84262bbffffffff,3.0,0.0,0.0
84262c1ffffffff,2.0,0.0,0.0
84262c9ffffffff,9.0,0.0,0.0
84262cdffffffff,48.0,0.0,0.0
84262dbffffffff,4.0,0.0,0.0
84262ebffffffff,2.0,0.0,0.0
8426335ffffffff,1.0,0.0,0.0
8426337ffffffff,9.0,0.0,0.0
842634bffffffff,6.0,0.0,0.0
8426369ffffffff,1.0,0.0,0.0
8426409ffffffff,9.0,0.0,0.0
8426415ffffffff,2.0,0.0,0.0
8426603ffffffff,14.0,0.0,0.0
8426609ffffffff,7.0,0.0,0.0
842660bffffffff,15.0,0.0,0.0
8426615ffffffff,1.0,0.0,0.0
842661bffffffff,7.0,0.0,0.0
8426621ffffffff,2.0,0.0,0.0
8426623ffffffff,4.0,0.0,0.0
8426625ffffffff,26.0,0.0,0.0
842662dffffffff,6.0,0.0,0.0
8426639ffffffff,44.0,0.0,0.0
8426641ffffffff,20.0,0.0,0.0
8426645ffffffff,48.0,0.0,0.0
8426649ffffffff,9.0,0.0,0.0
842664bffffffff,4.0,0.0,0.0
842664dffffffff,77.0,0.0,0.0
8426651ffffffff,9.0,0.0,0.0
8426657ffffffff,5.0,0.0,0.0
842665bffffffff,7.0,0.0,0.0
8426665ffffffff,2.0,0.0,0.0
8426669ffffffff,27.0,0.0,0.0
842666bffffffff,1.0,0.0,0.0
842666dffffffff,8.0,0.0,0.0
84266c5ffffffff,12.0,0.0,0.0
84266e1ffffffff,2.0,0.0,0.0
842670bffffffff,4.0,0.0,0.0
8426713ffffffff,1.0,0.0,0.0
842673dffffffff,10.0,0.0,0.0
8426745ffffffff,2.0,0.0,0.0
8426747ffffffff,17.0,0.0,0.0
8426753ffffffff,5.0,0.0,0.0
8426755ffffffff,5.0,0.0,0.0
8426759ffffffff,10.0,0.0,0.0
842675dffffffff,2.0,0.0,0.0
8426803ffffffff,2.0,0.0,0.0
8426807ffffffff,5.0,0.0,0.0
8426809ffffffff,2.0,0.0,0.0
842680bffffffff,2.0,0.0,0.0
842680dffffffff,4.0,0.0,0.0
8426811ffffffff,4.0,0.0,0.0
8426813ffffffff,97.0,0.0,0.0
8426819ffffffff,108.0,0.0,0.0
842681bffffffff,89.0,0.0,0.0
842681dffffffff,3.0,0.0,0.0
8426823ffffffff,2.0,0.0,0.0
8426831ffffffff,4.0,0.0,0.0
8426833ffffffff,10.0,0.0,0.0
842683bffffffff,3.0,0.0,0.0
8426843ffffffff,2.0,0.0,0.0
8426847ffffffff,10.0,0.0,0.0
8426853ffffffff,81.0,0.0,0.0
8426857ffffffff,17.0,0.0,0.0
8426859ffffffff,7.0,0.0,0.0
842685bffffffff,5.0,0.0,0.0
842685dffffffff,3.0,0.0,0.0
8426867ffffffff,1.0,0.0,0.0
8426881ffffffff,4.0,0.0,0.0
8426885ffffffff,20.0,0.0,0.0
8426887ffffffff,43.0,0.0,0.0
8426889ffffffff,2.0,0.0,0.0
842688dffffffff,12.0,0.0,0.0
84268a5ffffffff,2.0,0.0,0.0
84268a9ffffffff,5.0,0.0,0.0
84268abffffffff,6.0,0.0,0.0
84268b7ffffffff,1.0,0.0,0.0
84268bbffffffff,42.0,0.0,0.0
84268c1ffffffff,21.0,0.0,0.0
84268c5ffffffff,36.0,0.0,0.0
84268c7ffffffff,32.0,0.0,0.0
84268cdffffffff,92.0,0.0,0.0
84268e1ffffffff,2.0,0.0,0.0
84268e5ffffffff,5.0,0.0,0.0
84268e7ffffffff,10.0,0.0,0.0
84268e9ffffffff,10.0,0.0,0.0
84268ebffffffff,2.0,0.0,0.0
84268edffffffff,2.0,0.0,0.0
8426901ffffffff,3.0,0.0,0.0
8426905ffffffff,46.0,0.0,0.0
8426909ffffffff,8.0,0.0,0.0
842690dffffffff,8.0,0.0,0.0
842692bffffffff,2.0,0.0,0.0
8426943ffffffff,2.0,0.0,0.0
8426945ffffffff,6.0,0.0,0.0
842694dffffffff,1.0,0.0,0.0
8426959ffffffff,2.0,0.0,0.0
842695bffffffff,1.0,0.0,0.0
8426961ffffffff,2.0,0.0,0.0
8426963ffffffff,51.0,0.0,0.0
8426967ffffffff,5.0,0.0,0.0
8426969ffffffff,21.0,0.0,0.0
842696bffffffff,174.0,0.0,0.0
8426981ffffffff,8.0,0.0,0.0
8426983ffffffff,4.0,0.0,0.0
8426985ffffffff,1.0,0.0,0.0
8426987ffffffff,3.0,0.0,0.0
8426989ffffffff,7.0,0.0,0.0
842698bffffffff,2.0,0.0,0.0
8426991ffffffff,1.0,0.0,0.0
8426995ffffffff,6.0,0.0,0.0
842699dffffffff,9.0,0.0,0.0
84269a9ffffffff,13.0,0.0,0.0
84269b9ffffffff,3.0,0.0,0.0
84269c1ffffffff,10.0,0.0,0.0
84269c5ffffffff,22.0,0.0,0.0
84269c7ffffffff,9.0,0.0,0.0
84269c9ffffffff,6.0,0.0,0.0
84269cbffffffff,14.0,0.0,0.0
84269cdffffffff,6.0,0.0,0.0
84269d3ffffffff,4.0,0.0,0.0
84269d5ffffffff,2.0,0.0,0.0
84269dbffffffff,1.0,0.0,0.0
84269ddffffffff,3.0,0.0,0.0
84269e9ffffffff,3.0,0.0,0.0
8426a2bffffffff,3.0,0.0,0.0
8426a53ffffffff,3.0,0.0,0.0
8426aa5ffffffff,10.0,0.0,0.0
8426aa9ffffffff,1.0,0.0,0.0
8426b0bffffffff,16.0,0.0,0.0
8426b21ffffffff,1.0,0.0,0.0
8426b2dffffffff,2.0,0.0,0.0
8426b63ffffffff,4.0,0.0,0.0
8426b69ffffffff,8.0,0.0,0.0
8426b6dffffffff,17.0,0.0,0.0
8427003ffffffff,1.0,0.0,0.0
8427005ffffffff,1.0,0.0,0.0
8427007ffffffff,2.0,0.0,0.0
8427017ffffffff,1.0,0.0,0.0
8427021ffffffff,6.0,0.0,0.0
8427023ffffffff,11.0,0.0,0.0
8427029ffffffff,6.0,0.0,0.0
842702bffffffff,7.0,0.0,0.0
8427031ffffffff,16.0,0.0,0.0
8427035ffffffff,3.0,0.0,0.0
8427037ffffffff,16.0,0.0,0.0
8427039ffffffff,2.0,0.0,0.0
842703bffffffff,2.0,0.0,0.0
8427059ffffffff,1.0,0.0,0.0
8427063ffffffff,8.0,0.0,0.0
8427067ffffffff,13.0,0.0,0.0
8427085ffffffff,4.0,0.0,0.0
8427091ffffffff,4.0,0.0,0.0
8427093ffffffff,36.0,0.0,0.0
8427097ffffffff,46.0,0.0,0.0
8427099ffffffff,11.0,0.0,0.0
842709bffffffff,4.0,0.0,0.0
842709dffffffff,2.0,0.0,0.0
84270a9ffffffff,2.0,0.0,0.0
84270b3ffffffff,2.0,0.0,0.0
84270bbffffffff,3.0,0.0,0.0
84270c9ffffffff,1.0,0.0,0.0
84270d1ffffffff,1.0,0.0,0.0
84270d7ffffffff,4.0,0.0,0.0
84270dbffffffff,4.0,0.0,0.0
84270e3ffffffff,3.0,0.0,0.0
84270e7ffffffff,9.0,0.0,0.0
8427103ffffffff,2.0,0.0,0.0
842710bffffffff,9.0,0.0,0.0
842711bffffffff,10.0,0.0,0.0
842712bffffffff,2.0,0.0,0.0
8427139ffffffff,4.0,0.0,0.0
842715bffffffff,4.0,0.0,0.0
8427183ffffffff,11.0,0.0,0.0
842718dffffffff,1.0,0.0,0.0
8427195ffffffff,1.0,0.0,0.0
842719dffffffff,20.0,0.0,0.0
84271b1ffffffff,1.0,0.0,0.0
84271b3ffffffff,4.0,0.0,0.0
84271b7ffffffff,2.0,0.0,0.0
84271bdffffffff,4.0,0.0,0.0
84271c7ffffffff,2.0,0.0,0.0
84271c9ffffffff,17.0,0.0,0.0
8427401ffffffff,4.0,0.0,0.0
8427405ffffffff,2.0,0.0,0.0
8427407ffffffff,2.0,0.0,0.0
842741bffffffff,6.0,0.0,0.0
842741dffffffff,2.0,0.0,0.0
8427421ffffffff,2.0,0.0,0.0
8427427ffffffff,3.0,0.0,0.0
8427429ffffffff,8.0,0.0,0.0
842742dffffffff,8.0,0.0,0.0
8427431ffffffff,3.0,0.0,0.0
8427435ffffffff,5.0,0.0,0.0
8427437ffffffff,7.0,0.0,0.0
842743dffffffff,28.0,0.0,0.0
8427445ffffffff,5.0,0.0,0.0
842744bffffffff,7.0,0.0,0.0
8427451ffffffff,2.0,0.0,0.0
8427457ffffffff,2.0,0.0,0.0
8427459ffffffff,2.0,0.0,0.0
842745bffffffff,2.0,0.0,0.0
8427461ffffffff,2.0,0.0,0.0
8427463ffffffff,43.0,0.0,0.0
8427467ffffffff,3.0,0.0,0.0
8427469ffffffff,2.0,0.0,0.0
842746bffffffff,2.0,0.0,0.0
8427481ffffffff,32.0,0.0,0.0
8427483ffffffff,3.0,0.0,0.0
8427485ffffffff,30.0,0.0,0.0
8427487ffffffff,16.0,0.0,0.0
842748bffffffff,1.0,0.0,0.0
842748dffffffff,28.0,0.0,0.0
8427497ffffffff,13.0,0.0,0.0
8427499ffffffff,17.0,0.0,0.0
842749bffffffff,6.0,0.0,0.0
84274abffffffff,2.0,0.0,0.0
84274b1ffffffff,10.0,0.0,0.0
84274b3ffffffff,1.0,0.0,0.0
84274b5ffffffff,5.0,0.0,0.0
84274b9ffffffff,7.0,0.0,0.0
84274bbffffffff,4.0,0.0,0.0
84274c1ffffffff,2.0,0.0,0.0
84274cdffffffff,4.0,0.0,0.0
84274d1ffffffff,6.0,0.0,0.0
84274d3ffffffff,7.0,0.0,0.0
84274d9ffffffff,2.0,0.0,0.0
84274dbffffffff,21.0,0.0,0.0
84274ddffffffff,1.0,0.0,0.0
84274e1ffffffff,4.0,0.0,0.0
84274e3ffffffff,10.0,0.0,0.0
84274e9ffffffff,4.0,0.0,0.0
84274ebffffffff,4.0,0.0,0.0
8427509ffffffff,1.0,0.0,0.0
8427513ffffffff,16.0,0.0,0.0
8427519ffffffff,14.0,0.0,0.0
842751bffffffff,7.0,0.0,0.0
842751dffffffff,2.0,0.0,0.0
8427521ffffffff,6.0,0.0,0.0
8427523ffffffff,2.0,0.0,0.0
8427527ffffffff,51.0,0.0,0.0
8427537ffffffff,4.0,0.0,0.0
8427541ffffffff,35.0,0.0,0.0
8427543ffffffff,4.0,0.0,0.0
8427545ffffffff,8.0,0.0,0.0
8427547ffffffff,12.0,0.0,0.0
842754dffffffff,3.0,0.0,0.0
8427551ffffffff,9.0,0.0,0.0
8427553ffffffff,5.0,0.0,0.0
8427557ffffffff,3.0,0.0,0.0
8427559ffffffff,11.0,0.0,0.0
842755bffffffff,9.0,0.0,0.0
8427561ffffffff,4.0,0.0,0.0
8427563ffffffff,2.0,0.0,0.0
8427569ffffffff,86.0,0.0,0.0
842756bffffffff,15.0,0.0,0.0
8427581ffffffff,53.0,0.0,0.0
8427583ffffffff,12.0,0.0,0.0
8427585ffffffff,8.0,0.0,0.0
8427587ffffffff,4.0,0.0,0.0
8427589ffffffff,3.0,0.0,0.0
842758bffffffff,6.0,0.0,0.0
842758dffffffff,20.0,0.0,0.0
8427591ffffffff,40.0,0.0,0.0
8427593ffffffff,133.0,0.0,0.0
8427595ffffffff,2.0,0.0,0.0
8427597ffffffff,4.0,0.0,0.0
8427599ffffffff,20.0,0.0,0.0
842759bffffffff,12.0,0.0,0.0
842759dffffffff,37.0,0.0,0.0
84275abffffffff,4.0,0.0,0.0
84275adffffffff,4.0,0.0,0.0
84275b3ffffffff,7.0,0.0,0.0
84275b5ffffffff,8.0,0.0,0.0
84275b7ffffffff,2.0,0.0,0.0
84275b9ffffffff,17.0,0.0,0.0
84275bbffffffff,6.0,0.0,0.0
84275c3ffffffff,15.0,0.0,0.0
84275c5ffffffff,5.0,0.0,0.0
84275c7ffffffff,18.0,0.0,0.0
84275c9ffffffff,3.0,0.0,0.0
84275cdffffffff,9.0,0.0,0.0
84275d1ffffffff,22.0,0.0,0.0
84275d3ffffffff,8.0,0.0,0.0
84275d7ffffffff,21.0,0.0,0.0
84275d9ffffffff,11.0,0.0,0.0
84275ddffffffff,17.0,0.0,0.0
84275e1ffffffff,1.0,0.0,0.0
84275edffffffff,5.0,0.0,0.0
8427607ffffffff,2.0,0.0,0.0
8427611ffffffff,1.0,0.0,0.0
8427613ffffffff,3.0,0.0,0.0
8427615ffffffff,2.0,0.0,0.0
8427617ffffffff,37.0,0.0,0.0
8427631ffffffff,28.0,0.0,0.0
8427633ffffffff,5.0,0.0,0.0
8427637ffffffff,7.0,0.0,0.0
8427639ffffffff,5.0,0.0,0.0
842763bffffffff,84.0,0.0,0.0
842766dffffffff,2.0,0.0,0.0
8427687ffffffff,4.0,0.0,0.0
8427699ffffffff,2.0,0.0,0.0
84276a1ffffffff,4.0,0.0,0.0
84276a3ffffffff,2.0,0.0,0.0
84276a5ffffffff,11.0,0.0,0.0
84276a7ffffffff,1.0,0.0,0.0
84276b1ffffffff,2.0,0.0,0.0
84276bbffffffff,4.0,0.0,0.0
84276bdffffffff,18.0,0.0,0.0
84276cbffffffff,6.0,0.0,0.0
84276d1ffffffff,7.0,0.0,0.0
84276d3ffffffff,6.0,0.0,0.0
84276e5ffffffff,15.0,0.0,0.0
84276e7ffffffff,5.0,0.0,0.0
84276e9ffffffff,4.0,0.0,0.0
84276edffffffff,25.0,0.0,0.0
8427701ffffffff,9.0,0.0,0.0
8427705ffffffff,2.0,0.0,0.0
8427707ffffffff,1.0,0.0,0.0
842770dffffffff,6.0,0.0,0.0
8427717ffffffff,3.0,0.0,0.0
842771dffffffff,2.0,0.0,0.0
8427721ffffffff,6.0,0.0,0.0
8427725ffffffff,8.0,0.0,0.0
8427727ffffffff,4.0,0.0,0.0
8427729ffffffff,3.0,0.0,0.0
842772dffffffff,9.0,0.0,0.0
842773bffffffff,2.0,0.0,0.0
8427747ffffffff,5.0,0.0,0.0
8427761ffffffff,2.0,0.0,0.0
8427861ffffffff,2.0,0.0,0.0
842786bffffffff,1.0,0.0,0.0
8427889ffffffff,3.0,0.0,0.0
842788bffffffff,4.0,0.0,0.0
84278b7ffffffff,1.0,0.0,0.0
84278c9ffffffff,17.0,0.0,0.0
84278d5ffffffff,2.0,0.0,0.0
8427927ffffffff,15.0,0.0,0.0
8427929ffffffff,4.0,0.0,0.0
842793bffffffff,1.0,0.0,0.0
842795bffffffff,6.0,0.0,0.0
8427967ffffffff,2.0,0.0,0.0
8427985ffffffff,2.0,0.0,0.0
84279adffffffff,2.0,0.0,0.0
84279e9ffffffff,2.0,0.0,0.0
8427a47ffffffff,4.0,0.0,0.0
8427a8bffffffff,2.0,0.0,0.0
8427a8dffffffff,2.0,0.0,0.0
8427a95ffffffff,2.0,0.0,0.0
8427aa3ffffffff,3.0,0.0,0.0
8427ab3ffffffff,2.0,0.0,0.0
8427ab7ffffffff,6.0,0.0,0.0
8427abbffffffff,2.0,0.0,0.0
8427abdffffffff,2.0,0.0,0.0
8427ad3ffffffff,23.0,0.0,0.0
8427ad7ffffffff,3.0,0.0,0.0
8427aebffffffff,2.0,0.0,0.0
8427b07ffffffff,1.0,0.0,0.0
8427b29ffffffff,3.0,0.0,0.0
8427b2bffffffff,13.0,0.0,0.0
8427b39ffffffff,4.0,0.0,0.0
8427b51ffffffff,1.0,0.0,0.0
8428005ffffffff,8.0,0.0,0.0
8428021ffffffff,16.0,0.0,0.0
8428023ffffffff,36.0,0.0,0.0
8428025ffffffff,4.0,0.0,0.0
8428029ffffffff,6.0,0.0,0.0
842802bffffffff,58.0,0.0,0.0
8428063ffffffff,7.0,0.0,0.0
8428067ffffffff,1.0,0.0,0.0
8428069ffffffff,4.0,0.0,0.0
8428103ffffffff,11.0,0.0,0.0
8428105ffffffff,2.0,0.0,0.0
8428113ffffffff,3.0,0.0,0.0
8428117ffffffff,5.0,0.0,0.0
842811bffffffff,2.0,0.0,0.0
8428123ffffffff,2.0,0.0,0.0
842812bffffffff,8.0,0.0,0.0
8428135ffffffff,1.0,0.0,0.0
8428139ffffffff,5.0,0.0,0.0
842813bffffffff,1.0,0.0,0.0
8428141ffffffff,18.0,0.0,0.0
8428143ffffffff,14.0,0.0,0.0
8428145ffffffff,8.0,0.0,0.0
8428147ffffffff,2.0,0.0,0.0
8428149ffffffff,28.0,0.0,0.0
842814bffffffff,29.0,0.0,0.0
842814dffffffff,13.0,0.0,0.0
8428153ffffffff,5.0,0.0,0.0
8428181ffffffff,2.0,0.0,0.0
8428183ffffffff,7.0,0.0,0.0
8428189ffffffff,2.0,0.0,0.0
84281a3ffffffff,8.0,0.0,0.0
84281a5ffffffff,8.0,0.0,0.0
84281a7ffffffff,4.0,0.0,0.0
84281b1ffffffff,1.0,0.0,0.0
84281b3ffffffff,13.0,0.0,0.0
84281b5ffffffff,19.0,0.0,0.0
84281b7ffffffff,9.0,0.0,0.0
84281b9ffffffff,1.0,0.0,0.0
84281bbffffffff,2.0,0.0,0.0
84281c3ffffffff,11.0,0.0,0.0
84281c5ffffffff,2.0,0.0,0.0
84281c7ffffffff,2.0,0.0,0.0
84281c9ffffffff,15.0,0.0,0.0
84281cbffffffff,26.0,0.0,0.0
84281d5ffffffff,25.0,0.0,0.0
84281e1ffffffff,5.0,0.0,0.0
84281e3ffffffff,8.0,0.0,0.0
84281e5ffffffff,17.0,0.0,0.0
84281e9ffffffff,10.0,0.0,0.0
84281ebffffffff,2.0,0.0,0.0
84281edffffffff,2.0,0.0,0.0
8428301ffffffff,7.0,0.0,0.0
8428303ffffffff,56.0,0.0,0.0
8428305ffffffff,12.0,0.0,0.0
8428307ffffffff,5.0,0.0,0.0
8428309ffffffff,211.0,0.0,0.0
842830bffffffff,230.0,0.0,0.0
842830dffffffff,6.0,0.0,0.0
8428311ffffffff,4.0,0.0,0.0
8428313ffffffff,5.0,0.0,0.0
8428315ffffffff,4.0,0.0,0.0
8428317ffffffff,24.0,0.0,0.0
842831dffffffff,69.0,7.0,0.0
8428325ffffffff,22.0,0.0,0.0
8428327ffffffff,63.0,0.0,0.0
842832dffffffff,4.0,0.0,0.0
8428333ffffffff,2.0,0.0,0.0
842833bffffffff,9.0,0.0,0.0
8428341ffffffff,169.0,0.0,0.0
8428343ffffffff,43.0,0.0,0.0
8428345ffffffff,13.0,0.0,0.0
8428347ffffffff,8.0,0.0,0.0
842834dffffffff,58.0,0.0,0.0
8428355ffffffff,272.0,0.0,0.0
842836bffffffff,6.0,0.0,0.0
8428801ffffffff,6.0,0.0,0.0
8428807ffffffff,2.0,0.0,0.0
842880dffffffff,2.0,0.0,0.0
8428813ffffffff,8.0,0.0,0.0
8428817ffffffff,4.0,0.0,0.0
8428839ffffffff,3.0,0.0,0.0
8428841ffffffff,27.0,0.0,0.0
8428843ffffffff,112.0,0.0,0.0
8428847ffffffff,150.0,0.0,0.0
842884dffffffff,48.0,0.0,0.0
8428855ffffffff,4.0,0.0,0.0
842885dffffffff,25.0,0.0,0.0
8428867ffffffff,1.0,0.0,0.0
8428881ffffffff,82.0,0.0,0.0
8428885ffffffff,2.0,0.0,0.0
8428887ffffffff,9.0,0.0,0.0
842888bffffffff,30.0,0.0,0.0
842888dffffffff,10.0,0.0,0.0
8428891ffffffff,3.0,0.0,0.0
8428893ffffffff,3.0,0.0,0.0
8428895ffffffff,18.0,0.0,0.0
8428897ffffffff,4.0,0.0,0.0
