cell_id,Schetba rufa,Schetba rufa rufa,Schetba rufa occidentalis
84a2143ffffffff,1.0,1.0,0.0
84a319dffffffff,1.0,0.0,0.0
84a3567ffffffff,1.0,0.0,0.0
