cell_id,Progne subis,Progne subis subis/arboricola,Progne subis hesperia
832622fffffffff,165.0,0.0,0.0
832623fffffffff,181.0,0.0,0.0
832624fffffffff,447.0,0.0,0.0
832625fffffffff,347.0,0.0,0.0
832626fffffffff,468.0,0.0,0.0
832628fffffffff,77.0,0.0,0.0
832629fffffffff,11.0,0.0,0.0
83262afffffffff,52.0,0.0,0.0
83262bfffffffff,143.0,0.0,0.0
83262cfffffffff,340.0,0.0,0.0
83262dfffffffff,154.0,0.0,0.0
83262efffffffff,70.0,0.0,0.0
832630fffffffff,26.0,0.0,0.0
832631fffffffff,34.0,0.0,0.0
832632fffffffff,5.0,0.0,0.0
832633fffffffff,43.0,0.0,0.0
832634fffffffff,445.0,0.0,0.0
832635fffffffff,22.0,0.0,0.0
832636fffffffff,170.0,0.0,0.0
832640fffffffff,944.0,0.0,0.0
832641fffffffff,605.0,0.0,0.0
832642fffffffff,268.0,0.0,0.0
832643fffffffff,1649.0,0.0,0.0
832644fffffffff,49.0,0.0,0.0
832645fffffffff,166.0,0.0,0.0
832646fffffffff,1372.0,0.0,0.0
832648fffffffff,791.0,0.0,0.0
832649fffffffff,586.0,0.0,0.0
83264afffffffff,366.0,0.0,0.0
83264bfffffffff,242.0,0.0,0.0
83264cfffffffff,551.0,0.0,0.0
83264dfffffffff,1346.0,0.0,0.0
83264efffffffff,585.0,0.0,0.0
832650fffffffff,421.0,0.0,0.0
832651fffffffff,260.0,0.0,0.0
832652fffffffff,577.0,0.0,0.0
832653fffffffff,1226.0,0.0,0.0
832654fffffffff,300.0,0.0,0.0
832655fffffffff,1351.0,0.0,0.0
832656fffffffff,1910.0,0.0,0.0
832658fffffffff,56.0,0.0,0.0
832659fffffffff,792.0,0.0,0.0
83265afffffffff,284.0,0.0,0.0
83265bfffffffff,873.0,0.0,0.0
83265cfffffffff,123.0,0.0,0.0
83265dfffffffff,468.0,0.0,0.0
83265efffffffff,124.0,0.0,0.0
832660fffffffff,306.0,0.0,0.0
832661fffffffff,828.0,0.0,0.0
832662fffffffff,537.0,0.0,0.0
832663fffffffff,153.0,0.0,0.0
832664fffffffff,4173.0,0.0,0.0
832665fffffffff,164.0,0.0,0.0
832666fffffffff,1887.0,0.0,0.0
832668fffffffff,677.0,0.0,0.0
832669fffffffff,118.0,0.0,0.0
83266afffffffff,529.0,0.0,0.0
83266bfffffffff,743.0,0.0,0.0
83266cfffffffff,736.0,0.0,0.0
83266dfffffffff,1175.0,0.0,0.0
83266efffffffff,649.0,0.0,0.0
832670fffffffff,90.0,0.0,0.0
832671fffffffff,646.0,0.0,0.0
832672fffffffff,75.0,0.0,0.0
832673fffffffff,150.0,0.0,0.0
832674fffffffff,206.0,0.0,0.0
832675fffffffff,103.0,0.0,0.0
832676fffffffff,30.0,0.0,0.0
832680fffffffff,24.0,0.0,0.0
832682fffffffff,5.0,0.0,0.0
832683fffffffff,154.0,0.0,0.0
83268bfffffffff,8.0,0.0,0.0
832690fffffffff,49.0,0.0,0.0
832692fffffffff,61.0,0.0,0.0
832694fffffffff,15.0,0.0,0.0
832696fffffffff,22.0,0.0,0.0
832698fffffffff,120.0,0.0,0.0
832699fffffffff,8.0,0.0,0.0
83269bfffffffff,2.0,0.0,0.0
83269cfffffffff,258.0,0.0,0.0
83269dfffffffff,12.0,0.0,0.0
8326a9fffffffff,14.0,0.0,0.0
8326adfffffffff,25.0,0.0,0.0
8326c0fffffffff,12.0,0.0,0.0
8326c1fffffffff,610.0,0.0,0.0
8326c2fffffffff,19.0,0.0,0.0
8326c3fffffffff,66.0,0.0,0.0
8326c4fffffffff,45.0,0.0,0.0
8326c5fffffffff,485.0,0.0,0.0
8326c6fffffffff,28.0,0.0,0.0
8326c8fffffffff,2334.0,0.0,0.0
8326c9fffffffff,491.0,0.0,0.0
8326cafffffffff,498.0,0.0,0.0
8326cbfffffffff,849.0,0.0,0.0
8326ccfffffffff,59.0,0.0,0.0
8326cdfffffffff,172.0,0.0,0.0
8326cefffffffff,45.0,0.0,0.0
8326d0fffffffff,2.0,0.0,0.0
8326d1fffffffff,47.0,0.0,0.0
8326d3fffffffff,1.0,0.0,0.0
8326d5fffffffff,4.0,0.0,0.0
8326d8fffffffff,48.0,0.0,0.0
8326d9fffffffff,377.0,0.0,0.0
8326dafffffffff,89.0,0.0,0.0
8326dbfffffffff,156.0,0.0,0.0
8326dcfffffffff,34.0,0.0,0.0
8326ddfffffffff,138.0,0.0,0.0
8326defffffffff,137.0,0.0,0.0
8326e0fffffffff,525.0,0.0,0.0
8326e1fffffffff,160.0,0.0,0.0
8326e2fffffffff,481.0,0.0,0.0
8326e3fffffffff,332.0,0.0,0.0
8326e4fffffffff,206.0,0.0,0.0
8326e5fffffffff,1396.0,0.0,0.0
8326e6fffffffff,93.0,0.0,0.0
8326e8fffffffff,115.0,0.0,0.0
8326e9fffffffff,253.0,0.0,0.0
8326eafffffffff,79.0,0.0,0.0
8326ebfffffffff,33.0,0.0,0.0
8326ecfffffffff,439.0,0.0,0.0
8326edfffffffff,726.0,0.0,0.0
8326eefffffffff,160.0,0.0,0.0
8326f0fffffffff,50.0,0.0,0.0
8326f1fffffffff,156.0,0.0,0.0
8326f3fffffffff,38.0,0.0,0.0
8326f4fffffffff,15.0,0.0,0.0
8326f5fffffffff,75.0,0.0,0.0
8326f6fffffffff,5.0,0.0,0.0
832700fffffffff,1.0,0.0,0.0
832702fffffffff,1300.0,0.0,0.0
832703fffffffff,38.0,0.0,0.0
832706fffffffff,7.0,0.0,0.0
832708fffffffff,18.0,0.0,0.0
832709fffffffff,13.0,0.0,0.0
83270afffffffff,106.0,0.0,0.0
83270bfffffffff,19.0,0.0,0.0
83270efffffffff,204.0,0.0,0.0
832710fffffffff,55.0,0.0,0.0
832711fffffffff,232.0,0.0,0.0
832712fffffffff,32.0,0.0,0.0
832713fffffffff,438.0,0.0,0.0
832714fffffffff,2.0,0.0,0.0
832715fffffffff,28.0,0.0,0.0
832716fffffffff,17.0,0.0,0.0
832718fffffffff,107.0,0.0,0.0
832719fffffffff,195.0,0.0,0.0
83271afffffffff,79.0,0.0,0.0
83271bfffffffff,230.0,0.0,0.0
83271cfffffffff,489.0,0.0,0.0
83271dfffffffff,53.0,0.0,0.0
83271efffffffff,79.0,0.0,0.0
832740fffffffff,276.0,0.0,0.0
832741fffffffff,123.0,0.0,0.0
832742fffffffff,21.0,0.0,0.0
832743fffffffff,836.0,0.0,0.0
832748fffffffff,782.0,0.0,0.0
832749fffffffff,1706.0,0.0,0.0
83274afffffffff,246.0,0.0,0.0
83274bfffffffff,1216.0,0.0,0.0
83274cfffffffff,181.0,0.0,0.0
83274dfffffffff,698.0,0.0,0.0
83274efffffffff,685.0,0.0,0.0
832750fffffffff,24.0,0.0,0.0
832751fffffffff,119.0,0.0,0.0
832752fffffffff,765.0,0.0,0.0
832753fffffffff,177.0,0.0,0.0
832754fffffffff,4.0,0.0,0.0
832756fffffffff,398.0,0.0,0.0
832758fffffffff,1559.0,0.0,0.0
832759fffffffff,2385.0,0.0,0.0
83275afffffffff,103.0,0.0,0.0
83275bfffffffff,289.0,0.0,0.0
83275cfffffffff,972.0,0.0,0.0
83275dfffffffff,1893.0,0.0,0.0
83275efffffffff,53.0,0.0,0.0
832768fffffffff,33.0,0.0,0.0
832769fffffffff,61.0,0.0,0.0
83276afffffffff,93.0,0.0,0.0
83276bfffffffff,2150.0,0.0,0.0
83276dfffffffff,14.0,0.0,0.0
83276efffffffff,14.0,0.0,0.0
832772fffffffff,1.0,0.0,0.0
832784fffffffff,9.0,0.0,0.0
832785fffffffff,117.0,0.0,0.0
83278cfffffffff,2.0,0.0,0.0
83278dfffffffff,6.0,0.0,0.0
832795fffffffff,2.0,0.0,0.0
8327a0fffffffff,457.0,0.0,0.0
8327a1fffffffff,54.0,0.0,0.0
8327a2fffffffff,66.0,0.0,0.0
8327a3fffffffff,17.0,0.0,0.0
8327a4fffffffff,203.0,0.0,0.0
8327a5fffffffff,28.0,0.0,0.0
8327a6fffffffff,74.0,0.0,0.0
8327a8fffffffff,257.0,0.0,0.0
8327a9fffffffff,99.0,0.0,0.0
8327aafffffffff,38.0,0.0,0.0
8327abfffffffff,45.0,0.0,0.0
8327acfffffffff,66.0,0.0,0.0
8327adfffffffff,244.0,0.0,0.0
8327aefffffffff,230.0,0.0,0.0
8327b0fffffffff,4.0,0.0,0.0
8327b1fffffffff,63.0,0.0,0.0
8327b3fffffffff,1.0,0.0,0.0
8327b4fffffffff,9.0,0.0,0.0
8327b5fffffffff,31.0,0.0,0.0
832800fffffffff,63.0,0.0,0.0
832802fffffffff,718.0,0.0,0.0
832803fffffffff,20.0,0.0,0.0
832806fffffffff,302.0,0.0,0.0
832810fffffffff,5.0,0.0,0.0
832814fffffffff,2.0,0.0,0.0
832818fffffffff,143.0,0.0,0.0
832819fffffffff,144.0,0.0,0.0
83281afffffffff,85.0,0.0,0.0
83281bfffffffff,1587.0,0.0,0.0
83281cfffffffff,164.0,0.0,0.0
83281dfffffffff,28.0,0.0,0.0
83281efffffffff,50.0,0.0,0.0
832830fffffffff,379.0,0.0,0.0
832831fffffffff,357.0,28.0,0.0
832832fffffffff,255.0,0.0,0.0
832833fffffffff,37.0,0.0,0.0
832834fffffffff,290.0,1.0,0.0
832835fffffffff,96.0,0.0,0.0
832836fffffffff,5.0,0.0,0.0
8328c2fffffffff,13.0,0.0,0.0
8328c6fffffffff,710.0,0.0,0.0
8328d0fffffffff,181.0,0.0,0.0
8328d1fffffffff,5855.0,0.0,0.0
8328d4fffffffff,15.0,0.0,0.0
8328d5fffffffff,6248.0,0.0,0.0
8328d8fffffffff,727.0,0.0,0.0
8328d9fffffffff,240.0,0.0,0.0
8328dafffffffff,2.0,0.0,0.0
8328dcfffffffff,1155.0,0.0,0.0
8328ddfffffffff,38.0,0.0,0.0
8328defffffffff,2935.0,0.0,0.0
8328f0fffffffff,3784.0,0.0,0.0
8328f1fffffffff,1281.0,0.0,0.0
8328f2fffffffff,81.0,0.0,0.0
8328f3fffffffff,573.0,0.0,0.0
8328f4fffffffff,666.0,0.0,0.0
8328f5fffffffff,1435.0,0.0,0.0
8328f6fffffffff,13.0,0.0,0.0
832912fffffffff,1.0,0.0,0.0
832913fffffffff,269.0,0.0,0.0
83291afffffffff,413.0,0.0,0.0
832994fffffffff,15.0,0.0,0.0
8329a4fffffffff,315.0,0.0,0.0
8329a6fffffffff,79.0,0.0,0.0
8329a9fffffffff,4.0,0.0,0.0
8329aafffffffff,4.0,0.0,0.0
8329acfffffffff,4.0,0.0,0.0
8329adfffffffff,146.0,0.0,0.0
8329b2fffffffff,378.0,6.0,0.0
8329b6fffffffff,10.0,0.0,0.0
832a10fffffffff,5559.0,0.0,0.0
832a12fffffffff,796.0,0.0,0.0
832a13fffffffff,7006.0,0.0,0.0
832a14fffffffff,534.0,0.0,0.0
832a15fffffffff,4209.0,0.0,0.0
832a16fffffffff,582.0,0.0,0.0
832a1afffffffff,59.0,1.0,0.0
832a30fffffffff,3937.0,0.0,0.0
832a31fffffffff,2250.0,0.0,0.0
832a33fffffffff,1453.0,28.0,0.0
832a34fffffffff,68.0,0.0,0.0
832a36fffffffff,38.0,0.0,0.0
832a4cfffffffff,74.0,0.0,0.0
832a80fffffffff,61.0,2.0,0.0
832a81fffffffff,206.0,3.0,0.0
832a82fffffffff,366.0,3.0,0.0
832a83fffffffff,13.0,0.0,0.0
832a84fffffffff,929.0,0.0,0.0
832a85fffffffff,153.0,4.0,0.0
832a86fffffffff,638.0,0.0,0.0
832a88fffffffff,392.0,0.0,0.0
832a89fffffffff,423.0,0.0,0.0
832a8afffffffff,262.0,0.0,0.0
832a8bfffffffff,1124.0,0.0,0.0
832a8cfffffffff,980.0,0.0,0.0
832a8dfffffffff,424.0,0.0,0.0
832a8efffffffff,199.0,0.0,0.0
832a90fffffffff,1250.0,0.0,0.0
832a91fffffffff,534.0,0.0,0.0
832a92fffffffff,136.0,0.0,0.0
832a93fffffffff,1144.0,0.0,0.0
832a94fffffffff,5237.0,0.0,0.0
832a95fffffffff,2118.0,0.0,0.0
832a96fffffffff,270.0,0.0,0.0
832a98fffffffff,19.0,0.0,0.0
832a99fffffffff,187.0,0.0,0.0
832a9afffffffff,309.0,0.0,0.0
832a9bfffffffff,155.0,0.0,0.0
832a9cfffffffff,169.0,7.0,0.0
832a9dfffffffff,75.0,0.0,0.0
832a9efffffffff,363.0,0.0,0.0
832aa0fffffffff,69.0,0.0,0.0
832aa1fffffffff,483.0,0.0,0.0
832aa2fffffffff,83.0,0.0,0.0
832aa3fffffffff,466.0,0.0,0.0
832aa4fffffffff,6142.0,0.0,0.0
832aa5fffffffff,7.0,0.0,0.0
832aa6fffffffff,300.0,2.0,0.0
832aa8fffffffff,8300.0,281.0,0.0
832aa9fffffffff,5576.0,112.0,0.0
832aaafffffffff,3122.0,44.0,0.0
832aabfffffffff,1156.0,12.0,0.0
832aacfffffffff,5395.0,22.0,0.0
832aadfffffffff,25739.0,5.0,0.0
832aaefffffffff,1327.0,14.0,0.0
832ab0fffffffff,4539.0,0.0,0.0
832ab1fffffffff,2034.0,0.0,0.0
832ab2fffffffff,18218.0,2.0,0.0
832ab3fffffffff,3589.0,0.0,0.0
832ab4fffffffff,512.0,0.0,0.0
832ab5fffffffff,5852.0,1.0,0.0
832ab6fffffffff,830.0,0.0,0.0
832ac6fffffffff,703.0,0.0,0.0
832ad0fffffffff,521.0,0.0,0.0
832ad1fffffffff,182.0,0.0,0.0
832ad2fffffffff,104.0,0.0,0.0
832ad3fffffffff,1088.0,0.0,0.0
832ad4fffffffff,373.0,0.0,0.0
832ad5fffffffff,1207.0,0.0,0.0
832ad6fffffffff,1429.0,0.0,0.0
832af0fffffffff,1803.0,0.0,0.0
832af1fffffffff,962.0,0.0,0.0
832af2fffffffff,412.0,0.0,0.0
832af3fffffffff,1528.0,0.0,0.0
832af4fffffffff,2.0,0.0,0.0
832af6fffffffff,3130.0,0.0,0.0
832b02fffffffff,1.0,0.0,0.0
832b1afffffffff,443.0,0.0,0.0
832b1bfffffffff,6.0,0.0,0.0
832b1cfffffffff,20.0,0.0,0.0
832b81fffffffff,728.0,0.0,0.0
832b83fffffffff,1012.0,140.0,0.0
832b85fffffffff,3.0,0.0,0.0
832b88fffffffff,6.0,0.0,0.0
832b89fffffffff,85.0,0.0,0.0
832b8afffffffff,566.0,0.0,0.0
832b8bfffffffff,14.0,0.0,0.0
832b8cfffffffff,251.0,0.0,0.0
832b8dfffffffff,168.0,0.0,0.0
832b8efffffffff,293.0,0.0,0.0
832b98fffffffff,406.0,28.0,0.0
832b99fffffffff,4319.0,0.0,0.0
832b9afffffffff,155.0,0.0,0.0
832b9bfffffffff,2090.0,6.0,0.0
832b9dfffffffff,1769.0,0.0,0.0
832b9efffffffff,22.0,0.0,0.0
832ba9fffffffff,3.0,0.0,0.0
832baafffffffff,2457.0,0.0,0.0
832babfffffffff,6.0,0.0,0.0
832baefffffffff,1809.0,0.0,0.0
834412fffffffff,494.0,0.0,0.0
834413fffffffff,2221.0,0.0,0.0
834414fffffffff,209.0,0.0,0.0
834416fffffffff,901.0,0.0,0.0
83441afffffffff,1617.0,1.0,0.0
83441bfffffffff,349.0,0.0,0.0
83441efffffffff,4789.0,0.0,0.0
834424fffffffff,81.0,0.0,0.0
834430fffffffff,4.0,0.0,0.0
834432fffffffff,13.0,0.0,0.0
834434fffffffff,6.0,0.0,0.0
834436fffffffff,8.0,0.0,0.0
834440fffffffff,1788.0,0.0,0.0
834441fffffffff,211.0,0.0,0.0
834442fffffffff,297.0,0.0,0.0
834443fffffffff,154.0,0.0,0.0
834444fffffffff,341.0,0.0,0.0
834445fffffffff,1618.0,0.0,0.0
834446fffffffff,3154.0,0.0,0.0
834448fffffffff,138.0,0.0,0.0
834449fffffffff,161.0,0.0,0.0
83444afffffffff,64.0,0.0,0.0
83444bfffffffff,238.0,0.0,0.0
83444cfffffffff,779.0,0.0,0.0
83444dfffffffff,541.0,0.0,0.0
83444efffffffff,354.0,0.0,0.0
834450fffffffff,3615.0,0.0,0.0
834451fffffffff,74.0,0.0,0.0
834452fffffffff,601.0,0.0,0.0
834453fffffffff,34.0,0.0,0.0
834454fffffffff,11.0,0.0,0.0
834455fffffffff,2714.0,0.0,0.0
834456fffffffff,491.0,0.0,0.0
834458fffffffff,19.0,0.0,0.0
834459fffffffff,68.0,0.0,0.0
83445afffffffff,294.0,0.0,0.0
83445bfffffffff,266.0,0.0,0.0
83445cfffffffff,108.0,0.0,0.0
83445dfffffffff,88.0,0.0,0.0
83445efffffffff,21.0,0.0,0.0
834463fffffffff,791.0,0.0,0.0
834468fffffffff,235.0,0.0,0.0
834469fffffffff,354.0,0.0,0.0
83446afffffffff,549.0,0.0,0.0
83446bfffffffff,282.0,0.0,0.0
83446cfffffffff,14286.0,225.0,0.0
83446dfffffffff,3205.0,0.0,0.0
83446efffffffff,4092.0,8.0,0.0
834471fffffffff,288.0,0.0,0.0
834473fffffffff,2884.0,0.0,0.0
834475fffffffff,1.0,0.0,0.0
834480fffffffff,1.0,0.0,0.0
834484fffffffff,12.0,0.0,0.0
834485fffffffff,5.0,0.0,0.0
834486fffffffff,3.0,0.0,0.0
8344a1fffffffff,1955.0,0.0,0.0
8344a2fffffffff,1.0,0.0,0.0
8344a3fffffffff,22.0,0.0,0.0
8344a5fffffffff,995.0,0.0,0.0
8344a8fffffffff,777.0,0.0,0.0
8344a9fffffffff,1742.0,0.0,0.0
8344abfffffffff,187.0,0.0,0.0
8344acfffffffff,874.0,0.0,0.0
8344adfffffffff,404.0,0.0,0.0
8344aefffffffff,2748.0,0.0,0.0
8344b1fffffffff,2.0,0.0,0.0
8344b5fffffffff,8.0,0.0,0.0
8344c0fffffffff,846.0,0.0,0.0
8344c1fffffffff,813.0,0.0,0.0
8344c2fffffffff,269.0,0.0,0.0
8344c3fffffffff,560.0,0.0,0.0
8344c4fffffffff,320.0,0.0,0.0
8344c5fffffffff,540.0,0.0,0.0
8344c6fffffffff,174.0,0.0,0.0
8344c8fffffffff,590.0,0.0,0.0
8344c9fffffffff,166.0,0.0,0.0
8344cafffffffff,594.0,0.0,0.0
8344cbfffffffff,407.0,0.0,0.0
8344ccfffffffff,519.0,0.0,0.0
8344cdfffffffff,291.0,0.0,0.0
8344cefffffffff,341.0,0.0,0.0
8344d0fffffffff,2058.0,0.0,0.0
8344d1fffffffff,1068.0,0.0,0.0
8344d2fffffffff,289.0,0.0,0.0
8344d3fffffffff,470.0,0.0,0.0
8344d5fffffffff,478.0,0.0,0.0
8344d8fffffffff,624.0,0.0,0.0
8344d9fffffffff,500.0,0.0,0.0
8344dafffffffff,396.0,0.0,0.0
8344dbfffffffff,578.0,0.0,0.0
8344dcfffffffff,173.0,0.0,0.0
8344ddfffffffff,848.0,0.0,0.0
8344defffffffff,315.0,0.0,0.0
8344e0fffffffff,715.0,0.0,0.0
8344e1fffffffff,191.0,0.0,0.0
8344e2fffffffff,795.0,0.0,0.0
8344e3fffffffff,308.0,0.0,0.0
8344e4fffffffff,194.0,0.0,0.0
8344e5fffffffff,410.0,0.0,0.0
8344e6fffffffff,461.0,0.0,0.0
8344e8fffffffff,274.0,0.0,0.0
8344e9fffffffff,81.0,0.0,0.0
8344eafffffffff,177.0,0.0,0.0
8344ebfffffffff,62.0,0.0,0.0
8344ecfffffffff,91.0,0.0,0.0
8344edfffffffff,674.0,0.0,0.0
8344eefffffffff,474.0,0.0,0.0
8344f0fffffffff,586.0,0.0,0.0
8344f1fffffffff,55.0,0.0,0.0
8344f3fffffffff,568.0,0.0,0.0
8344f4fffffffff,1105.0,0.0,0.0
8344f5fffffffff,370.0,0.0,0.0
8344f6fffffffff,154.0,0.0,0.0
834501fffffffff,63.0,0.0,0.0
834505fffffffff,332.0,0.0,0.0
834508fffffffff,110.0,0.0,0.0
834509fffffffff,455.0,0.0,0.0
83450afffffffff,500.0,0.0,0.0
83450bfffffffff,243.0,0.0,0.0
83450cfffffffff,81.0,0.0,0.0
83450dfffffffff,68.0,0.0,0.0
83450efffffffff,286.0,0.0,0.0
834519fffffffff,5.0,0.0,0.0
834520fffffffff,21.0,0.0,0.0
834521fffffffff,520.0,0.0,0.0
834522fffffffff,85.0,0.0,0.0
834523fffffffff,189.0,0.0,0.0
834524fffffffff,3.0,0.0,0.0
834525fffffffff,1.0,0.0,0.0
834526fffffffff,7.0,0.0,0.0
834528fffffffff,67.0,0.0,0.0
834529fffffffff,9.0,0.0,0.0
83452afffffffff,1146.0,0.0,0.0
83452bfffffffff,128.0,0.0,0.0
83452cfffffffff,83.0,0.0,0.0
83452dfffffffff,2.0,0.0,0.0
83452efffffffff,1023.0,0.0,0.0
834531fffffffff,34.0,0.0,0.0
834532fffffffff,31.0,0.0,0.0
834533fffffffff,5.0,0.0,0.0
834534fffffffff,4.0,0.0,0.0
834535fffffffff,8.0,0.0,0.0
834536fffffffff,5.0,0.0,0.0
834549fffffffff,4.0,0.0,0.0
83455afffffffff,2.0,0.0,0.0
834569fffffffff,1.0,0.0,0.0
83456dfffffffff,3.0,0.0,0.0
834572fffffffff,237.0,0.0,0.0
834574fffffffff,7.0,0.0,0.0
834576fffffffff,42.0,0.0,0.0
834583fffffffff,4.0,0.0,0.0
834584fffffffff,10.0,0.0,0.0
83458afffffffff,2.0,0.0,0.0
83458cfffffffff,4.0,0.0,0.0
83458dfffffffff,2.0,0.0,0.0
834598fffffffff,3.0,0.0,0.0
8345a3fffffffff,89.0,0.0,0.0
8345aefffffffff,8.0,0.0,0.0
834801fffffffff,2.0,0.0,0.0
834805fffffffff,13.0,0.0,0.0
834806fffffffff,5.0,0.0,0.0
834809fffffffff,46.0,0.0,0.0
83480afffffffff,3.0,0.0,0.0
83480bfffffffff,10.0,0.0,0.0
83480dfffffffff,19.0,0.0,0.0
834823fffffffff,9.0,0.0,0.0
83482afffffffff,49.0,0.0,0.0
83482bfffffffff,2.0,0.0,0.0
83482efffffffff,19.0,0.0,0.0
834833fffffffff,5.0,0.0,0.0
834836fffffffff,1.0,0.0,0.0
834850fffffffff,2.0,0.0,0.0
834852fffffffff,7.0,0.0,0.0
834854fffffffff,2.0,0.0,0.0
834856fffffffff,32.0,0.0,0.0
834858fffffffff,2.0,0.0,0.0
83485afffffffff,2.0,0.0,2.0
834872fffffffff,48.0,0.0,0.0
834873fffffffff,1.0,0.0,0.0
834880fffffffff,345.0,0.0,0.0
834881fffffffff,48.0,0.0,0.0
834882fffffffff,552.0,0.0,0.0
834883fffffffff,900.0,0.0,0.0
834886fffffffff,225.0,0.0,0.0
834888fffffffff,68.0,0.0,0.0
834889fffffffff,20.0,0.0,0.0
83488afffffffff,262.0,0.0,0.0
83488bfffffffff,74.0,0.0,0.0
83488cfffffffff,10.0,0.0,0.0
83488efffffffff,464.0,0.0,0.0
834890fffffffff,1710.0,0.0,0.0
834891fffffffff,824.0,0.0,0.0
834892fffffffff,1303.0,0.0,0.0
834893fffffffff,1523.0,0.0,0.0
834895fffffffff,3701.0,0.0,0.0
834898fffffffff,3559.0,0.0,0.0
834899fffffffff,285.0,0.0,0.0
83489afffffffff,701.0,0.0,0.0
83489bfffffffff,195.0,0.0,0.0
83489cfffffffff,5062.0,0.0,0.0
83489dfffffffff,1578.0,0.0,0.0
83489efffffffff,5334.0,0.0,0.0
8348a2fffffffff,2.0,0.0,0.0
8348b1fffffffff,962.0,0.0,0.0
8348b2fffffffff,2598.0,0.0,0.0
8348b3fffffffff,8207.0,0.0,0.0
8348b4fffffffff,1.0,0.0,0.0
8348b5fffffffff,3.0,0.0,0.0
8348c0fffffffff,92.0,0.0,0.0
8348c1fffffffff,98.0,0.0,0.0
8348c2fffffffff,16.0,0.0,0.0
8348c3fffffffff,73.0,0.0,0.0
8348c5fffffffff,26.0,0.0,0.0
8348c9fffffffff,116.0,0.0,0.0
8348cafffffffff,37.0,0.0,0.0
8348ccfffffffff,219.0,34.0,0.0
8348cdfffffffff,314.0,10.0,0.0
8348cefffffffff,49.0,0.0,0.0
8348d1fffffffff,10.0,0.0,0.0
8348d2fffffffff,2.0,0.0,0.0
8348d5fffffffff,15.0,0.0,0.0
8348d6fffffffff,7.0,0.0,0.0
8348d8fffffffff,33.0,0.0,0.0
8348d9fffffffff,5.0,0.0,0.0
8348dafffffffff,1.0,0.0,0.0
8348dbfffffffff,15.0,0.0,0.0
8348dcfffffffff,4.0,0.0,0.0
8348ddfffffffff,52.0,0.0,0.0
8348e1fffffffff,12.0,0.0,0.0
8348e2fffffffff,1.0,0.0,0.0
8348e3fffffffff,2.0,0.0,0.0
8348e4fffffffff,5.0,0.0,0.0
8348e5fffffffff,8.0,0.0,0.0
8348e6fffffffff,16.0,0.0,0.0
8348e8fffffffff,6123.0,0.0,1850.0
8348e9fffffffff,9.0,0.0,5.0
8348eafffffffff,215.0,0.0,32.0
8348ebfffffffff,63.0,0.0,15.0
8348ecfffffffff,297.0,0.0,11.0
8348edfffffffff,7.0,0.0,5.0
8348eefffffffff,133.0,0.0,10.0
834986fffffffff,2.0,0.0,0.0
834992fffffffff,8.0,0.0,0.0
834993fffffffff,2.0,0.0,0.0
834995fffffffff,1.0,0.0,0.0
834996fffffffff,645.0,10.0,0.0
834998fffffffff,1.0,0.0,0.0
83499bfffffffff,3.0,0.0,0.0
8349adfffffffff,5.0,0.0,0.0
834c81fffffffff,3.0,0.0,0.0
834c83fffffffff,3.0,0.0,0.0
