cell_id,Arizelocichla striifacies,Arizelocichla striifacies striifacies,Arizelocichla striifacies olivaceiceps
847a643ffffffff,6.0,2.0,0.0
847a657ffffffff,58.0,50.0,0.0
8496b09ffffffff,6.0,0.0,0.0
