cell_id,Tyrannus savana,Tyrannus savana savana,Tyrannus savana monachus,Tyrannus savana sanctaemartae,Tyrannus savana circumdatus
840e497ffffffff,11.0,0.0,0.0,0.0,0.0
841aa47ffffffff,6.0,0.0,0.0,0.0,0.0
842656dffffffff,3.0,2.0,0.0,0.0,0.0
84265a7ffffffff,1.0,0.0,0.0,0.0,0.0
8426649ffffffff,76.0,0.0,0.0,0.0,0.0
84266e1ffffffff,6.0,0.0,0.0,0.0,0.0
84266e9ffffffff,5.0,0.0,0.0,0.0,0.0
842681bffffffff,72.0,7.0,0.0,0.0,0.0
8426c95ffffffff,19.0,0.0,0.0,0.0,0.0
8427407ffffffff,35.0,0.0,0.0,0.0,0.0
8427409ffffffff,2.0,0.0,0.0,0.0,0.0
84274d1ffffffff,106.0,0.0,0.0,0.0,0.0
84274edffffffff,1.0,0.0,0.0,0.0,0.0
8427545ffffffff,13.0,0.0,0.0,0.0,0.0
8427581ffffffff,1.0,0.0,0.0,0.0,0.0
8427593ffffffff,12.0,0.0,0.0,0.0,0.0
842759bffffffff,24.0,0.0,0.0,0.0,0.0
84276bdffffffff,59.0,0.0,0.0,0.0,0.0
8427705ffffffff,1.0,0.0,0.0,0.0,0.0
842831dffffffff,4.0,0.0,0.0,0.0,0.0
8428b3bffffffff,2.0,0.0,0.0,0.0,0.0
842a103ffffffff,4.0,0.0,0.0,0.0,0.0
842a107ffffffff,2.0,0.0,0.0,0.0,0.0
842a109ffffffff,45.0,0.0,0.0,0.0,0.0
842a133ffffffff,3.0,0.0,0.0,0.0,0.0
842a13dffffffff,48.0,0.0,0.0,0.0,0.0
842a15dffffffff,68.0,2.0,0.0,0.0,0.0
842a169ffffffff,5.0,0.0,0.0,0.0,0.0
842a1a5ffffffff,24.0,0.0,0.0,0.0,0.0
842a301ffffffff,3.0,0.0,0.0,0.0,0.0
842a307ffffffff,11.0,0.0,0.0,0.0,0.0
842a30dffffffff,6.0,0.0,0.0,0.0,0.0
842a311ffffffff,6.0,0.0,0.0,0.0,0.0
842a317ffffffff,4.0,0.0,0.0,0.0,0.0
842a333ffffffff,1.0,0.0,0.0,0.0,0.0
842a341ffffffff,29.0,4.0,0.0,0.0,0.0
842a347ffffffff,15.0,0.0,0.0,0.0,0.0
842aa81ffffffff,13.0,0.0,0.0,0.0,0.0
842aa85ffffffff,12.0,0.0,0.0,0.0,0.0
842aab9ffffffff,10.0,0.0,0.0,0.0,0.0
842aac3ffffffff,2.0,0.0,0.0,0.0,0.0
842aad1ffffffff,39.0,4.0,0.0,0.0,0.0
842ab21ffffffff,1.0,0.0,0.0,0.0,0.0
842ab2bffffffff,1.0,0.0,0.0,0.0,0.0
842ab51ffffffff,4.0,0.0,0.0,0.0,0.0
842af0dffffffff,51.0,0.0,0.0,0.0,0.0
842af33ffffffff,2.0,0.0,0.0,0.0,0.0
842af63ffffffff,2.0,0.0,0.0,0.0,0.0
842af65ffffffff,4.0,0.0,0.0,0.0,0.0
842b003ffffffff,4.0,0.0,0.0,0.0,0.0
842b007ffffffff,9.0,0.0,0.0,0.0,0.0
842b06dffffffff,1.0,0.0,0.0,0.0,0.0
842b1c9ffffffff,2.0,0.0,0.0,0.0,0.0
842b235ffffffff,4.0,0.0,0.0,0.0,0.0
