cell_id,Psilopogon asiaticus,Psilopogon asiaticus asiaticus,Psilopogon asiaticus davisoni
823c0ffffffffff,13.0,2.0,0.0
823c1ffffffffff,64.0,1.0,0.0
823c5ffffffffff,3.0,0.0,3.0
823c8ffffffffff,10.0,1.0,0.0
823ce7fffffffff,15.0,4.0,0.0
823ceffffffffff,1.0,1.0,0.0
823cf7fffffffff,45.0,2.0,0.0
823d17fffffffff,3.0,2.0,0.0
823daffffffffff,3.0,3.0,0.0
82402ffffffffff,2.0,0.0,0.0
82404ffffffffff,12.0,12.0,0.0
82411ffffffffff,1.0,0.0,0.0
82414ffffffffff,1.0,0.0,0.0
82426ffffffffff,14.0,0.0,0.0
