cell_id,Calidris alpina,Calidris alpina pacifica/arcticola,Calidris alpina hudsonia,Calidris alpina arctica,Calidris alpina schinzii,Calidris alpina alpina/centralis,Calidris alpina [sakhalina Group]
820747fffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
82075ffffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
820767fffffffff,6.0,0.0,0.0,0.0,0.0,0.0,0.0
820777fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
820887fffffffff,1.0,0.0,0.0,0.0,0.0,1.0,0.0
820c17fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
820c37fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
820c47fffffffff,43.0,0.0,0.0,0.0,0.0,0.0,0.0
820c57fffffffff,62.0,0.0,0.0,0.0,0.0,0.0,0.0
820c5ffffffffff,13.0,0.0,0.0,0.0,0.0,0.0,0.0
820c6ffffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
820c77fffffffff,12.0,0.0,0.0,0.0,0.0,0.0,0.0
820ca7fffffffff,5.0,0.0,0.0,0.0,0.0,0.0,0.0
820cdffffffffff,25.0,0.0,0.0,0.0,0.0,0.0,0.0
820ce7fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
820ceffffffffff,61.0,0.0,0.0,0.0,0.0,0.0,0.0
820cf7fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
820d07fffffffff,44.0,35.0,0.0,0.0,0.0,0.0,0.0
820d0ffffffffff,18.0,18.0,0.0,0.0,0.0,0.0,0.0
820d5ffffffffff,7.0,0.0,0.0,0.0,0.0,0.0,0.0
820d67fffffffff,11.0,0.0,0.0,0.0,0.0,0.0,0.0
820e07fffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0
820e27fffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
820e37fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
820e4ffffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0
820e5ffffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
820e87fffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
820ec7fffffffff,95.0,0.0,0.0,0.0,0.0,0.0,0.0
820ecffffffffff,167.0,0.0,0.0,0.0,0.0,0.0,0.0
820eeffffffffff,194.0,0.0,0.0,0.0,0.0,0.0,0.0
820ef7fffffffff,27.0,0.0,27.0,0.0,0.0,0.0,0.0
8211affffffffff,12.0,0.0,0.0,0.0,0.0,12.0,0.0
821257fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
82125ffffffffff,25.0,0.0,0.0,0.0,0.0,0.0,0.0
821277fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
821287fffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
82128ffffffffff,6.0,0.0,0.0,0.0,0.0,0.0,0.0
82129ffffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
8212affffffffff,6.0,0.0,0.0,0.0,0.0,0.0,0.0
8212b7fffffffff,12.0,0.0,0.0,0.0,0.0,0.0,0.0
8212c7fffffffff,6.0,0.0,0.0,0.0,0.0,0.0,0.0
8212cffffffffff,98.0,0.0,0.0,0.0,0.0,0.0,0.0
8212d7fffffffff,65.0,0.0,0.0,0.0,0.0,0.0,0.0
8212dffffffffff,7.0,0.0,0.0,0.0,0.0,0.0,0.0
8212e7fffffffff,10.0,0.0,0.0,0.0,0.0,0.0,0.0
8212effffffffff,86.0,0.0,0.0,0.0,0.0,0.0,0.0
821387fffffffff,78.0,0.0,0.0,0.0,0.0,0.0,0.0
82139ffffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0
8213b7fffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
821827fffffffff,2.0,0.0,0.0,2.0,0.0,0.0,0.0
82182ffffffffff,10.0,0.0,0.0,0.0,0.0,0.0,0.0
821847fffffffff,8.0,0.0,0.0,0.0,0.0,0.0,0.0
82184ffffffffff,66.0,0.0,0.0,9.0,10.0,3.0,0.0
82185ffffffffff,157.0,0.0,0.0,2.0,0.0,0.0,0.0
821867fffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0
82186ffffffffff,10.0,0.0,0.0,0.0,0.0,0.0,0.0
82190ffffffffff,10.0,0.0,0.0,0.0,0.0,0.0,0.0
82192ffffffffff,5.0,0.0,0.0,0.0,3.0,0.0,0.0
821947fffffffff,19.0,0.0,0.0,0.0,0.0,5.0,0.0
82194ffffffffff,70.0,0.0,0.0,4.0,15.0,15.0,0.0
821957fffffffff,19.0,0.0,0.0,0.0,0.0,0.0,0.0
82195ffffffffff,14.0,0.0,0.0,0.0,0.0,0.0,0.0
82196ffffffffff,12.0,0.0,0.0,0.0,0.0,0.0,0.0
821977fffffffff,1.0,0.0,0.0,0.0,1.0,0.0,0.0
821aa7fffffffff,50.0,0.0,0.0,0.0,2.0,0.0,0.0
821ab7fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
821b97fffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
821b9ffffffffff,6.0,0.0,0.0,0.0,0.0,0.0,0.0
821e07fffffffff,126.0,0.0,0.0,0.0,0.0,0.0,0.0
821e0ffffffffff,25.0,0.0,0.0,0.0,0.0,0.0,0.0
821e17fffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
821e1ffffffffff,25.0,0.0,0.0,0.0,0.0,0.0,0.0
821e27fffffffff,55.0,0.0,0.0,0.0,0.0,0.0,0.0
821e2ffffffffff,15.0,0.0,0.0,0.0,0.0,0.0,0.0
821e37fffffffff,70.0,0.0,0.0,0.0,0.0,0.0,0.0
821ea7fffffffff,40.0,0.0,0.0,0.0,0.0,0.0,0.0
821ec7fffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0
821ecffffffffff,5.0,0.0,0.0,0.0,0.0,0.0,0.0
821eeffffffffff,8.0,0.0,0.0,0.0,0.0,0.0,0.0
821ef7fffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0
821f07fffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
821f0ffffffffff,45.0,0.0,0.0,0.0,0.0,0.0,0.0
821f17fffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0
821f1ffffffffff,5.0,0.0,0.0,0.0,0.0,0.0,0.0
821f2ffffffffff,10.0,0.0,0.0,0.0,0.0,10.0,0.0
821f37fffffffff,12.0,0.0,0.0,0.0,0.0,0.0,0.0
821f4ffffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
821f57fffffffff,10.0,0.0,0.0,0.0,0.0,0.0,0.0
821f5ffffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
821f77fffffffff,10.0,0.0,0.0,0.0,0.0,0.0,0.0
821f87fffffffff,6.0,0.0,0.0,0.0,0.0,0.0,0.0
821f8ffffffffff,27.0,0.0,0.0,0.0,0.0,0.0,0.0
821f97fffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0
821f9ffffffffff,10.0,0.0,0.0,0.0,0.0,0.0,0.0
821faffffffffff,16.0,0.0,0.0,0.0,0.0,0.0,0.0
821fb7fffffffff,8.0,0.0,0.0,0.0,0.0,0.0,0.0
82201ffffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
82204ffffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0
822157fffffffff,7.0,0.0,0.0,0.0,0.0,0.0,0.0
8222dffffffffff,31.0,8.0,0.0,0.0,0.0,0.0,0.0
8222effffffffff,14.0,0.0,0.0,0.0,0.0,0.0,0.0
822517fffffffff,2.0,0.0,0.0,0.0,0.0,2.0,0.0
8225b7fffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
822607fffffffff,31.0,0.0,0.0,0.0,0.0,0.0,0.0
82260ffffffffff,40.0,0.0,0.0,0.0,0.0,0.0,0.0
82261ffffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
822627fffffffff,25.0,0.0,0.0,0.0,0.0,0.0,0.0
82262ffffffffff,14.0,0.0,0.0,0.0,0.0,0.0,0.0
822637fffffffff,14.0,0.0,0.0,0.0,0.0,0.0,0.0
822647fffffffff,77.0,0.0,0.0,0.0,0.0,0.0,0.0
