cell_id,Leptasthenura striata,Leptasthenura striata striata/superciliaris,Leptasthenura striata albigularis
848e629ffffffff,11.0,0.0,0.0
848e665ffffffff,5.0,0.0,0.0
848f53bffffffff,9.0,0.0,0.0
848f5e1ffffffff,2.0,0.0,0.0
848f5ebffffffff,4.0,0.0,0.0
84b3011ffffffff,1.0,0.0,0.0
84b3085ffffffff,1.0,0.0,0.0
