cell_id,Icterus pyrrhopterus,Icterus pyrrhopterus tibialis,Icterus pyrrhopterus [pyrrhopterus Group]
83a8e6fffffffff,48.0,0.0,0.0
83a8eafffffffff,6.0,0.0,0.0
83a8ecfffffffff,4.0,0.0,0.0
83a8f0fffffffff,4.0,0.0,0.0
83a8f1fffffffff,7.0,0.0,1.0
83a8f4fffffffff,19.0,0.0,0.0
83a8f5fffffffff,16.0,0.0,0.0
83a8f6fffffffff,4.0,0.0,0.0
83a901fffffffff,91.0,0.0,11.0
83a903fffffffff,6.0,0.0,0.0
83a905fffffffff,29.0,0.0,5.0
83a909fffffffff,22.0,0.0,0.0
83a90bfffffffff,2.0,0.0,0.0
83a90cfffffffff,13.0,0.0,0.0
83a90dfffffffff,13.0,0.0,0.0
83a90efffffffff,66.0,0.0,1.0
83a918fffffffff,22.0,0.0,0.0
83a919fffffffff,11.0,0.0,0.0
83a91bfffffffff,104.0,0.0,1.0
83a91dfffffffff,25.0,0.0,0.0
83a921fffffffff,5.0,0.0,0.0
83a928fffffffff,3.0,0.0,0.0
83a929fffffffff,7.0,0.0,0.0
83a92afffffffff,6.0,0.0,0.0
83a92bfffffffff,2.0,0.0,0.0
83a92cfffffffff,260.0,0.0,0.0
83a92dfffffffff,33.0,0.0,0.0
83a92efffffffff,90.0,0.0,2.0
83a940fffffffff,37.0,0.0,0.0
83a941fffffffff,353.0,0.0,0.0
83a942fffffffff,99.0,0.0,0.0
83a943fffffffff,193.0,0.0,0.0
83a944fffffffff,452.0,0.0,0.0
83a945fffffffff,193.0,0.0,0.0
83a946fffffffff,814.0,0.0,0.0
83a948fffffffff,10.0,0.0,0.0
83a949fffffffff,3.0,0.0,0.0
83a94afffffffff,11.0,0.0,0.0
83a94bfffffffff,20.0,0.0,0.0
83a94cfffffffff,88.0,0.0,0.0
83a94dfffffffff,28.0,0.0,0.0
83a94efffffffff,1047.0,0.0,0.0
83a950fffffffff,118.0,0.0,0.0
83a951fffffffff,70.0,0.0,0.0
83a952fffffffff,19.0,0.0,0.0
83a953fffffffff,1481.0,0.0,9.0
83a954fffffffff,9.0,0.0,0.0
83a955fffffffff,101.0,0.0,0.0
83a959fffffffff,10.0,0.0,0.0
83a95afffffffff,82.0,0.0,0.0
83a95bfffffffff,15.0,0.0,0.0
83a95cfffffffff,89.0,0.0,0.0
83a95dfffffffff,208.0,0.0,0.0
83a95efffffffff,166.0,0.0,2.0
83a960fffffffff,12.0,0.0,0.0
83a961fffffffff,119.0,0.0,0.0
83a962fffffffff,407.0,0.0,0.0
83a963fffffffff,63.0,0.0,0.0
83a964fffffffff,232.0,0.0,0.0
83a965fffffffff,9.0,0.0,0.0
83a966fffffffff,21.0,0.0,2.0
83a968fffffffff,56.0,0.0,0.0
83a96afffffffff,404.0,0.0,0.0
83a96bfffffffff,37.0,0.0,0.0
83a96cfffffffff,30.0,0.0,0.0
83a96dfffffffff,2.0,0.0,0.0
83a96efffffffff,361.0,0.0,0.0
83a971fffffffff,124.0,0.0,0.0
83a972fffffffff,8.0,0.0,0.0
83a973fffffffff,12.0,0.0,0.0
83a974fffffffff,18.0,0.0,0.0
83a975fffffffff,57.0,0.0,0.0
83a976fffffffff,54.0,0.0,0.0
83b20bfffffffff,1.0,0.0,0.0
83b240fffffffff,14.0,0.0,0.0
83b241fffffffff,67.0,0.0,0.0
83b242fffffffff,48.0,0.0,0.0
83b243fffffffff,275.0,0.0,0.0
83b244fffffffff,5.0,0.0,0.0
83b245fffffffff,3.0,0.0,0.0
83b246fffffffff,18.0,0.0,0.0
83b249fffffffff,6.0,0.0,0.0
83b24afffffffff,22.0,0.0,0.0
83b24cfffffffff,29.0,0.0,0.0
83b24dfffffffff,48.0,0.0,0.0
83b24efffffffff,21.0,0.0,0.0
83b250fffffffff,4.0,0.0,0.0
83b251fffffffff,82.0,0.0,0.0
83b254fffffffff,13.0,0.0,0.0
83b255fffffffff,4.0,0.0,0.0
83b256fffffffff,3.0,0.0,0.0
83b258fffffffff,87.0,0.0,0.0
83b259fffffffff,7.0,0.0,0.0
83b25afffffffff,1.0,0.0,0.0
83b25bfffffffff,5.0,0.0,0.0
83b25cfffffffff,87.0,0.0,0.0
83b25dfffffffff,117.0,0.0,0.0
83b25efffffffff,85.0,0.0,0.0
83b261fffffffff,22.0,0.0,0.0
83b262fffffffff,112.0,0.0,0.0
83b263fffffffff,15.0,0.0,0.0
83b265fffffffff,5.0,0.0,0.0
83b266fffffffff,9.0,0.0,0.0
83b268fffffffff,67.0,0.0,0.0
83b269fffffffff,65.0,0.0,0.0
83b26afffffffff,5.0,0.0,0.0
83b26dfffffffff,75.0,0.0,0.0
83b26efffffffff,7.0,0.0,0.0
83b270fffffffff,91.0,0.0,0.0
83b271fffffffff,21.0,0.0,0.0
83b272fffffffff,20.0,0.0,0.0
83b274fffffffff,30.0,0.0,0.0
83b275fffffffff,65.0,0.0,0.0
83b276fffffffff,6.0,0.0,0.0
83b2edfffffffff,5.0,0.0,0.0
83b325fffffffff,5.0,0.0,0.0
83b340fffffffff,14.0,0.0,0.0
83b341fffffffff,8.0,0.0,0.0
83b342fffffffff,237.0,0.0,0.0
83b343fffffffff,47.0,0.0,0.0
83b344fffffffff,31.0,0.0,0.0
83b345fffffffff,2.0,0.0,0.0
83b346fffffffff,21.0,0.0,0.0
83b348fffffffff,11.0,0.0,0.0
83b349fffffffff,37.0,0.0,0.0
83b34afffffffff,7.0,0.0,0.0
83b34bfffffffff,90.0,0.0,0.0
83b34cfffffffff,17.0,0.0,0.0
83b34dfffffffff,149.0,0.0,0.0
83b34efffffffff,7.0,0.0,0.0
83b351fffffffff,215.0,0.0,0.0
83b355fffffffff,2.0,0.0,0.0
83b358fffffffff,68.0,0.0,0.0
83b35afffffffff,53.0,0.0,0.0
83b35bfffffffff,134.0,0.0,0.0
83b35cfffffffff,206.0,0.0,0.0
83b35dfffffffff,18.0,0.0,0.0
83b35efffffffff,549.0,0.0,0.0
83b360fffffffff,3.0,0.0,0.0
83b361fffffffff,24.0,0.0,0.0
83b362fffffffff,30.0,0.0,6.0
83b363fffffffff,20.0,0.0,0.0
83b365fffffffff,2.0,0.0,0.0
83b366fffffffff,36.0,0.0,6.0
83b368fffffffff,34.0,0.0,0.0
83b369fffffffff,39.0,0.0,0.0
83b36afffffffff,8.0,0.0,0.0
83b36bfffffffff,13.0,0.0,0.0
83b36dfffffffff,153.0,0.0,0.0
83c203fffffffff,1.0,0.0,0.0
83c218fffffffff,2.0,0.0,0.0
83c21bfffffffff,6.0,0.0,0.0
83c21dfffffffff,8.0,0.0,0.0
83c228fffffffff,2.0,0.0,0.0
83c22bfffffffff,2.0,0.0,0.0
83c2c0fffffffff,6.0,0.0,0.0
83c2c1fffffffff,259.0,0.0,0.0
83c2c2fffffffff,25.0,0.0,0.0
83c2c3fffffffff,27.0,0.0,0.0
83c2c4fffffffff,72.0,0.0,0.0
83c2c5fffffffff,452.0,0.0,1.0
83c2c6fffffffff,52.0,0.0,0.0
83c2c8fffffffff,48.0,0.0,0.0
83c2c9fffffffff,94.0,0.0,0.0
83c2cafffffffff,316.0,0.0,0.0
83c2cbfffffffff,135.0,0.0,0.0
83c2ccfffffffff,48.0,0.0,0.0
83c2cdfffffffff,194.0,0.0,0.0
83c2cefffffffff,312.0,0.0,0.0
83c2d0fffffffff,16.0,0.0,0.0
83c2d1fffffffff,13.0,0.0,0.0
83c2d2fffffffff,7.0,0.0,0.0
83c2d3fffffffff,101.0,0.0,0.0
83c2d4fffffffff,54.0,0.0,0.0
83c2d5fffffffff,10.0,0.0,0.0
83c2d6fffffffff,20.0,0.0,0.0
83c2d8fffffffff,27.0,0.0,2.0
83c2d9fffffffff,169.0,0.0,7.0
83c2dafffffffff,2.0,0.0,0.0
83c2dbfffffffff,14.0,0.0,0.0
83c2dcfffffffff,2.0,0.0,0.0
83c2ddfffffffff,9.0,0.0,0.0
83c2defffffffff,9.0,0.0,0.0
83c2e0fffffffff,37.0,0.0,0.0
83c2e1fffffffff,59.0,0.0,0.0
83c2e2fffffffff,311.0,0.0,0.0
83c2e3fffffffff,3472.0,0.0,27.0
83c2e4fffffffff,2.0,0.0,0.0
83c2e5fffffffff,2.0,0.0,0.0
83c2e6fffffffff,3.0,0.0,0.0
83c2e8fffffffff,35.0,0.0,0.0
83c2e9fffffffff,17.0,0.0,0.0
83c2eafffffffff,44.0,0.0,0.0
83c2ebfffffffff,18.0,0.0,0.0
83c2ecfffffffff,8.0,0.0,0.0
83c2eefffffffff,208.0,0.0,5.0
83c2f1fffffffff,159.0,0.0,1.0
83c2f2fffffffff,130.0,0.0,1.0
83c2f3fffffffff,323.0,0.0,2.0
83c34bfffffffff,2.0,0.0,0.0
