cell_id,Icterus pyrrhopterus,Icterus pyrrhopterus tibialis,Icterus pyrrhopterus [pyrrhopterus Group]
838000fffffffff,2.0,0.0,0.0
838002fffffffff,1.0,1.0,0.0
838006fffffffff,8.0,0.0,0.0
838010fffffffff,182.0,61.0,0.0
838011fffffffff,55.0,2.0,0.0
838013fffffffff,1.0,0.0,0.0
838014fffffffff,73.0,27.0,0.0
838015fffffffff,2.0,0.0,0.0
838016fffffffff,34.0,9.0,0.0
838024fffffffff,2.0,0.0,0.0
838030fffffffff,67.0,14.0,0.0
838035fffffffff,2.0,0.0,0.0
838036fffffffff,18.0,0.0,0.0
8380a4fffffffff,1.0,0.0,0.0
838100fffffffff,3.0,0.0,0.0
838101fffffffff,3.0,0.0,0.0
838102fffffffff,62.0,8.0,0.0
838104fffffffff,5.0,0.0,0.0
838106fffffffff,2.0,0.0,0.0
838109fffffffff,4.0,0.0,0.0
83810efffffffff,2.0,0.0,0.0
838110fffffffff,1.0,0.0,0.0
838112fffffffff,16.0,2.0,0.0
838113fffffffff,2.0,0.0,0.0
838116fffffffff,10.0,0.0,0.0
838119fffffffff,6.0,0.0,0.0
83811afffffffff,13.0,1.0,0.0
83811cfffffffff,2.0,0.0,0.0
83811efffffffff,5.0,0.0,0.0
838121fffffffff,33.0,0.0,0.0
838123fffffffff,6.0,0.0,0.0
838124fffffffff,83.0,0.0,0.0
838129fffffffff,2.0,0.0,0.0
83812bfffffffff,3.0,0.0,0.0
83812dfffffffff,29.0,0.0,2.0
838130fffffffff,11.0,2.0,0.0
838132fffffffff,7.0,0.0,0.0
838133fffffffff,40.0,5.0,0.0
838136fffffffff,2.0,0.0,0.0
838180fffffffff,27.0,6.0,0.0
838181fffffffff,171.0,23.0,0.0
838183fffffffff,16.0,0.0,0.0
838185fffffffff,23.0,4.0,0.0
838188fffffffff,8.0,0.0,0.0
83818afffffffff,7.0,0.0,0.0
83818bfffffffff,17.0,5.0,0.0
83818cfffffffff,7.0,0.0,0.0
83818dfffffffff,2.0,0.0,0.0
83818efffffffff,14.0,0.0,0.0
83819dfffffffff,1.0,0.0,0.0
8381a1fffffffff,2.0,0.0,0.0
8381a8fffffffff,5.0,0.0,0.0
8381aafffffffff,4.0,2.0,0.0
8381acfffffffff,2.0,0.0,0.0
8381adfffffffff,41.0,3.0,0.0
8381aefffffffff,1.0,0.0,0.0
838b00fffffffff,2.0,0.0,0.0
838b04fffffffff,8.0,0.0,3.0
838b05fffffffff,4.0,0.0,0.0
838b06fffffffff,3.0,0.0,0.0
838b08fffffffff,9.0,0.0,0.0
838b0cfffffffff,31.0,0.0,0.0
838b0dfffffffff,76.0,0.0,6.0
838b10fffffffff,1.0,0.0,0.0
838b11fffffffff,8.0,0.0,0.0
838b1cfffffffff,2.0,0.0,0.0
838b20fffffffff,84.0,0.0,2.0
838b21fffffffff,1.0,0.0,0.0
838b22fffffffff,170.0,0.0,15.0
838b23fffffffff,9.0,0.0,0.0
838b25fffffffff,12.0,0.0,0.0
838b26fffffffff,24.0,0.0,0.0
838b2afffffffff,50.0,0.0,6.0
838b2bfffffffff,1.0,0.0,0.0
838b2cfffffffff,9.0,0.0,0.0
838b2efffffffff,3.0,0.0,0.0
838b31fffffffff,28.0,0.0,0.0
838b34fffffffff,4.0,0.0,0.0
838b35fffffffff,1.0,0.0,0.0
838b36fffffffff,9.0,0.0,0.0
838b74fffffffff,9.0,0.0,0.0
838b76fffffffff,6.0,0.0,0.0
838b84fffffffff,2.0,0.0,0.0
838b9dfffffffff,10.0,0.0,0.0
838ba0fffffffff,2.0,0.0,0.0
838ba4fffffffff,2.0,0.0,0.0
838ba6fffffffff,102.0,0.0,0.0
838bb5fffffffff,117.0,0.0,14.0
83a596fffffffff,4.0,0.0,0.0
83a800fffffffff,2.0,0.0,0.0
83a801fffffffff,21.0,0.0,0.0
83a802fffffffff,14.0,0.0,0.0
83a803fffffffff,10.0,0.0,0.0
83a804fffffffff,6.0,0.0,4.0
83a806fffffffff,28.0,0.0,2.0
83a808fffffffff,6.0,0.0,0.0
83a80afffffffff,7.0,0.0,0.0
83a80bfffffffff,11.0,0.0,0.0
83a80cfffffffff,19.0,0.0,0.0
83a80dfffffffff,11.0,0.0,0.0
83a80efffffffff,13.0,0.0,0.0
83a810fffffffff,307.0,0.0,4.0
83a811fffffffff,233.0,0.0,21.0
83a812fffffffff,113.0,0.0,0.0
83a813fffffffff,626.0,0.0,44.0
83a814fffffffff,103.0,0.0,2.0
83a815fffffffff,59.0,0.0,0.0
83a816fffffffff,2.0,0.0,0.0
83a818fffffffff,245.0,0.0,0.0
83a819fffffffff,107.0,0.0,4.0
83a81afffffffff,59.0,0.0,0.0
83a81bfffffffff,83.0,0.0,0.0
83a81cfffffffff,217.0,0.0,0.0
83a81dfffffffff,44.0,0.0,0.0
83a81efffffffff,1372.0,0.0,2.0
83a821fffffffff,4.0,0.0,0.0
83a828fffffffff,4.0,0.0,0.0
83a829fffffffff,65.0,0.0,0.0
83a82afffffffff,6.0,0.0,0.0
83a82bfffffffff,28.0,0.0,0.0
83a82cfffffffff,1.0,0.0,0.0
83a82dfffffffff,23.0,0.0,0.0
83a82efffffffff,5.0,0.0,0.0
83a831fffffffff,10.0,0.0,0.0
83a835fffffffff,24.0,0.0,0.0
83a840fffffffff,311.0,0.0,37.0
83a841fffffffff,38.0,0.0,0.0
83a842fffffffff,21.0,0.0,4.0
83a843fffffffff,10.0,0.0,0.0
83a844fffffffff,41.0,0.0,3.0
83a845fffffffff,36.0,0.0,0.0
83a846fffffffff,142.0,0.0,9.0
83a849fffffffff,2.0,0.0,0.0
83a84afffffffff,5.0,0.0,0.0
83a84dfffffffff,2.0,0.0,0.0
83a84efffffffff,9.0,0.0,0.0
83a851fffffffff,1.0,0.0,0.0
83a855fffffffff,29.0,0.0,0.0
83a859fffffffff,861.0,0.0,71.0
83a85bfffffffff,10.0,0.0,0.0
83a85dfffffffff,364.0,0.0,41.0
83a860fffffffff,82.0,0.0,0.0
83a862fffffffff,25.0,0.0,1.0
83a863fffffffff,10.0,0.0,0.0
83a864fffffffff,13.0,0.0,0.0
83a865fffffffff,77.0,0.0,0.0
83a866fffffffff,24.0,0.0,0.0
83a869fffffffff,4.0,0.0,0.0
83a86bfffffffff,7.0,0.0,0.0
83a86cfffffffff,8.0,0.0,0.0
83a86dfffffffff,5.0,0.0,0.0
83a86efffffffff,9.0,0.0,0.0
83a870fffffffff,15.0,0.0,0.0
83a871fffffffff,3.0,0.0,0.0
83a872fffffffff,4.0,0.0,0.0
83a873fffffffff,8.0,0.0,0.0
83a874fffffffff,1.0,0.0,0.0
83a875fffffffff,40.0,0.0,0.0
83a876fffffffff,34.0,0.0,0.0
83a882fffffffff,4.0,2.0,0.0
83a88bfffffffff,24.0,0.0,0.0
83a88cfffffffff,12.0,0.0,0.0
83a88dfffffffff,26.0,0.0,0.0
83a88efffffffff,2.0,0.0,0.0
83a891fffffffff,20.0,4.0,0.0
83a89bfffffffff,4.0,0.0,0.0
83a8a1fffffffff,2.0,0.0,0.0
83a8a8fffffffff,14.0,0.0,0.0
83a8a9fffffffff,84.0,0.0,0.0
83a8aafffffffff,5.0,0.0,0.0
83a8abfffffffff,8.0,0.0,0.0
83a8acfffffffff,40.0,0.0,0.0
83a8adfffffffff,24.0,0.0,0.0
83a8aefffffffff,10.0,0.0,0.0
83a8c0fffffffff,196.0,0.0,1.0
83a8c2fffffffff,40.0,0.0,0.0
83a8c3fffffffff,2.0,0.0,0.0
83a8c4fffffffff,28.0,0.0,0.0
83a8c6fffffffff,10.0,0.0,0.0
83a8cafffffffff,2.0,0.0,0.0
83a8ccfffffffff,1.0,0.0,1.0
83a8cefffffffff,2.0,0.0,1.0
83a8d0fffffffff,3.0,0.0,0.0
83a8d1fffffffff,78.0,0.0,0.0
83a8d3fffffffff,4.0,0.0,0.0
83a8d4fffffffff,2.0,0.0,0.0
83a8d5fffffffff,6.0,0.0,0.0
83a8d8fffffffff,1.0,0.0,0.0
83a8dafffffffff,9.0,0.0,3.0
83a8dcfffffffff,1.0,0.0,0.0
83a8ddfffffffff,4.0,0.0,0.0
83a8defffffffff,26.0,0.0,0.0
83a8e1fffffffff,1.0,0.0,0.0
83a8e4fffffffff,3.0,0.0,0.0
