cell_id,Sicalis luteola,Sicalis luteola [chrysops Group],Sicalis luteola bogotensis,Sicalis luteola [luteola Group]
836d35fffffffff,214.0,0.0,0.0,0.0
836d65fffffffff,6.0,0.0,0.0,0.0
838010fffffffff,5.0,0.0,0.0,0.0
838014fffffffff,6.0,0.0,0.0,0.0
838016fffffffff,4.0,0.0,0.0,0.0
838030fffffffff,97.0,0.0,0.0,3.0
838032fffffffff,4.0,0.0,0.0,0.0
838035fffffffff,6.0,0.0,0.0,0.0
838100fffffffff,4.0,0.0,0.0,1.0
838102fffffffff,1.0,0.0,0.0,0.0
838106fffffffff,77.0,0.0,0.0,13.0
838115fffffffff,1.0,0.0,0.0,1.0
838116fffffffff,2.0,0.0,0.0,0.0
838118fffffffff,10.0,0.0,0.0,0.0
83811afffffffff,3.0,0.0,0.0,1.0
83811cfffffffff,1.0,0.0,0.0,1.0
83811efffffffff,3.0,0.0,0.0,0.0
838121fffffffff,3.0,0.0,0.0,0.0
838124fffffffff,4.0,0.0,0.0,0.0
83812cfffffffff,2.0,0.0,0.0,0.0
83812dfffffffff,2.0,0.0,0.0,0.0
838130fffffffff,3.0,0.0,0.0,1.0
838132fffffffff,2.0,0.0,0.0,0.0
838133fffffffff,57.0,0.0,0.0,6.0
838134fffffffff,1.0,0.0,0.0,0.0
838181fffffffff,25.0,0.0,0.0,0.0
838185fffffffff,12.0,0.0,0.0,0.0
838188fffffffff,12.0,0.0,0.0,0.0
83818bfffffffff,2.0,0.0,0.0,0.0
838199fffffffff,4.0,0.0,0.0,0.0
8381adfffffffff,10.0,0.0,0.0,0.0
838adafffffffff,19.0,0.0,0.0,1.0
838adbfffffffff,5.0,0.0,0.0,0.0
838adefffffffff,4.0,0.0,0.0,0.0
838b08fffffffff,2.0,0.0,0.0,0.0
838b0cfffffffff,1.0,0.0,0.0,0.0
838b0dfffffffff,10.0,0.0,0.0,0.0
838b20fffffffff,5.0,0.0,0.0,0.0
838b21fffffffff,2.0,0.0,0.0,0.0
838b22fffffffff,22.0,0.0,0.0,0.0
838b23fffffffff,4.0,0.0,0.0,0.0
838b26fffffffff,2.0,0.0,0.0,0.0
838b2afffffffff,2.0,0.0,0.0,0.0
838b2cfffffffff,65.0,0.0,0.0,0.0
838b36fffffffff,1.0,0.0,0.0,0.0
838b61fffffffff,333.0,0.0,0.0,4.0
838b64fffffffff,2.0,0.0,0.0,0.0
838b65fffffffff,6.0,0.0,0.0,0.0
838b76fffffffff,23.0,0.0,0.0,0.0
838bb5fffffffff,8.0,0.0,0.0,0.0
838e45fffffffff,10.0,0.0,0.0,0.0
838e60fffffffff,5.0,0.0,0.0,0.0
838e62fffffffff,1145.0,0.0,0.0,0.0
838e63fffffffff,6.0,0.0,0.0,0.0
838e64fffffffff,7.0,0.0,0.0,0.0
838e66fffffffff,2.0,0.0,0.0,0.0
838e6afffffffff,3.0,0.0,0.0,0.0
838e6dfffffffff,2.0,0.0,0.0,0.0
838e75fffffffff,141.0,0.0,0.0,0.0
838f0dfffffffff,7.0,0.0,0.0,0.0
838f29fffffffff,19.0,0.0,2.0,0.0
838f2dfffffffff,6.0,0.0,0.0,0.0
838f50fffffffff,254.0,0.0,0.0,0.0
838f51fffffffff,16.0,0.0,0.0,0.0
838f53fffffffff,8.0,0.0,0.0,0.0
838f54fffffffff,2.0,0.0,0.0,0.0
838f55fffffffff,84.0,0.0,8.0,0.0
838f58fffffffff,5.0,0.0,0.0,0.0
838f59fffffffff,4.0,0.0,0.0,0.0
838f5bfffffffff,66.0,0.0,0.0,0.0
838f5efffffffff,24.0,0.0,0.0,0.0
838f72fffffffff,13.0,0.0,8.0,0.0
838f74fffffffff,3.0,0.0,0.0,0.0
838f76fffffffff,32.0,0.0,4.0,0.0
83a800fffffffff,4.0,0.0,0.0,0.0
83a801fffffffff,65.0,0.0,0.0,0.0
83a802fffffffff,5.0,0.0,0.0,0.0
83a803fffffffff,5.0,0.0,0.0,1.0
83a804fffffffff,61.0,0.0,0.0,4.0
83a805fffffffff,10.0,0.0,0.0,0.0
83a806fffffffff,13.0,0.0,0.0,4.0
83a80cfffffffff,6.0,0.0,0.0,0.0
83a80dfffffffff,4.0,0.0,0.0,0.0
83a80efffffffff,4.0,0.0,0.0,0.0
83a810fffffffff,40.0,0.0,0.0,0.0
83a811fffffffff,140.0,0.0,0.0,17.0
83a812fffffffff,237.0,0.0,0.0,21.0
83a813fffffffff,72.0,0.0,0.0,16.0
83a815fffffffff,20.0,0.0,0.0,0.0
83a816fffffffff,1.0,0.0,0.0,0.0
83a818fffffffff,106.0,0.0,0.0,0.0
83a819fffffffff,45.0,0.0,0.0,0.0
83a81afffffffff,31.0,0.0,0.0,0.0
83a81bfffffffff,97.0,0.0,0.0,0.0
83a81cfffffffff,260.0,0.0,0.0,0.0
83a81dfffffffff,13.0,0.0,0.0,0.0
83a81efffffffff,752.0,0.0,0.0,1.0
83a821fffffffff,4.0,0.0,0.0,0.0
83a822fffffffff,2.0,0.0,0.0,0.0
83a824fffffffff,27.0,0.0,0.0,0.0
83a825fffffffff,40.0,0.0,0.0,0.0
83a828fffffffff,2.0,0.0,0.0,0.0
83a829fffffffff,9.0,0.0,0.0,0.0
83a82afffffffff,8.0,0.0,0.0,0.0
83a82bfffffffff,9.0,0.0,0.0,0.0
83a82cfffffffff,2.0,0.0,0.0,0.0
83a82efffffffff,3.0,0.0,0.0,0.0
83a831fffffffff,9.0,0.0,0.0,0.0
83a833fffffffff,23.0,0.0,0.0,0.0
83a835fffffffff,3.0,0.0,0.0,0.0
83a840fffffffff,7.0,0.0,0.0,0.0
83a844fffffffff,5.0,0.0,0.0,0.0
83a846fffffffff,6.0,0.0,0.0,0.0
83a852fffffffff,4.0,0.0,0.0,0.0
83a859fffffffff,15.0,0.0,0.0,0.0
83a85dfffffffff,3.0,0.0,0.0,0.0
83a860fffffffff,2.0,0.0,0.0,0.0
83a864fffffffff,2.0,0.0,0.0,0.0
83a865fffffffff,5.0,0.0,0.0,0.0
83a870fffffffff,4.0,0.0,0.0,0.0
83a873fffffffff,13.0,0.0,0.0,0.0
83a875fffffffff,4.0,0.0,0.0,0.0
83a876fffffffff,7.0,0.0,0.0,0.0
83a880fffffffff,3.0,0.0,0.0,0.0
83a881fffffffff,2.0,0.0,0.0,0.0
83a882fffffffff,4.0,0.0,0.0,0.0
83a883fffffffff,2.0,0.0,0.0,0.0
83a884fffffffff,21.0,0.0,0.0,2.0
83a886fffffffff,10.0,0.0,0.0,0.0
83a889fffffffff,2.0,0.0,0.0,0.0
83a88cfffffffff,13.0,0.0,0.0,0.0
83a88dfffffffff,194.0,0.0,0.0,6.0
83a88efffffffff,18.0,0.0,0.0,2.0
83a891fffffffff,12.0,0.0,0.0,5.0
83a893fffffffff,6.0,0.0,0.0,0.0
83a895fffffffff,8.0,0.0,0.0,0.0
83a89afffffffff,6.0,0.0,0.0,0.0
83a89efffffffff,2.0,0.0,0.0,0.0
83a8a0fffffffff,10.0,0.0,0.0,0.0
83a8a1fffffffff,49.0,0.0,0.0,6.0
83a8a2fffffffff,85.0,0.0,0.0,0.0
83a8a3fffffffff,13.0,0.0,0.0,0.0
83a8a8fffffffff,11.0,0.0,0.0,0.0
83a8a9fffffffff,23.0,0.0,0.0,1.0
83a8aafffffffff,23.0,0.0,0.0,0.0
83a8abfffffffff,10.0,0.0,0.0,0.0
83a8acfffffffff,54.0,0.0,0.0,6.0
83a8adfffffffff,10.0,0.0,0.0,0.0
83a8aefffffffff,43.0,0.0,0.0,0.0
83a8b1fffffffff,7.0,0.0,0.0,0.0
83a8c0fffffffff,8.0,0.0,0.0,0.0
83a8c2fffffffff,16.0,0.0,0.0,11.0
83a8c4fffffffff,2.0,0.0,0.0,0.0
83a8c8fffffffff,1.0,0.0,0.0,0.0
83a8d0fffffffff,1.0,0.0,0.0,0.0
83a8d1fffffffff,15.0,0.0,0.0,0.0
83a8d2fffffffff,1.0,0.0,0.0,0.0
83a8d4fffffffff,15.0,0.0,0.0,0.0
83a8d6fffffffff,2.0,0.0,0.0,0.0
83a8defffffffff,11.0,0.0,0.0,0.0
83a8e1fffffffff,1.0,0.0,0.0,0.0
83a8e4fffffffff,12.0,0.0,0.0,0.0
83a8e6fffffffff,35.0,0.0,0.0,2.0
83a8ecfffffffff,1.0,0.0,0.0,0.0
83a8f4fffffffff,20.0,0.0,0.0,0.0
83a8f5fffffffff,9.0,0.0,0.0,0.0
83a8f6fffffffff,3.0,0.0,0.0,0.0
83a901fffffffff,79.0,0.0,0.0,0.0
83a903fffffffff,14.0,0.0,0.0,0.0
83a905fffffffff,321.0,0.0,0.0,28.0
83a909fffffffff,28.0,0.0,0.0,0.0
83a90afffffffff,20.0,0.0,0.0,1.0
83a90bfffffffff,4.0,0.0,0.0,0.0
83a90cfffffffff,21.0,0.0,0.0,0.0
83a90efffffffff,31.0,0.0,0.0,9.0
83a918fffffffff,32.0,0.0,0.0,0.0
83a919fffffffff,24.0,0.0,0.0,0.0
83a91bfffffffff,64.0,0.0,0.0,4.0
83a91dfffffffff,68.0,0.0,0.0,6.0
83a921fffffffff,99.0,0.0,0.0,1.0
83a929fffffffff,31.0,0.0,0.0,0.0
83a92afffffffff,7.0,0.0,0.0,0.0
83a92cfffffffff,390.0,0.0,0.0,1.0
83a92dfffffffff,115.0,0.0,0.0,2.0
83a92efffffffff,247.0,0.0,0.0,13.0
83a940fffffffff,10.0,0.0,0.0,0.0
83a941fffffffff,12.0,0.0,0.0,0.0
83a942fffffffff,38.0,0.0,0.0,0.0
83a943fffffffff,7.0,0.0,0.0,0.0
83a944fffffffff,317.0,0.0,0.0,0.0
83a945fffffffff,43.0,0.0,0.0,0.0
83a946fffffffff,32.0,0.0,0.0,0.0
83a94cfffffffff,5.0,0.0,0.0,0.0
83a94dfffffffff,2.0,0.0,0.0,0.0
83a94efffffffff,76.0,0.0,0.0,0.0
83a950fffffffff,2.0,0.0,0.0,0.0
83a952fffffffff,16.0,0.0,0.0,1.0
83a953fffffffff,6.0,0.0,0.0,0.0
83a954fffffffff,3.0,0.0,0.0,0.0
83a955fffffffff,5.0,0.0,0.0,0.0
83a95afffffffff,2.0,0.0,0.0,0.0
83a95dfffffffff,20.0,0.0,0.0,0.0
83a95efffffffff,5.0,0.0,0.0,0.0
83a960fffffffff,27.0,0.0,0.0,0.0
83a961fffffffff,26.0,0.0,0.0,0.0
83a962fffffffff,457.0,0.0,0.0,0.0
83a963fffffffff,23.0,0.0,0.0,0.0
83a964fffffffff,36.0,0.0,0.0,0.0
83a966fffffffff,21.0,0.0,0.0,0.0
83a968fffffffff,2.0,0.0,0.0,0.0
83a969fffffffff,2.0,0.0,0.0,0.0
83a96afffffffff,3.0,0.0,0.0,0.0
83a96cfffffffff,5.0,0.0,0.0,0.0
83a96efffffffff,12.0,0.0,0.0,0.0
83a971fffffffff,101.0,0.0,0.0,0.0
83a974fffffffff,38.0,0.0,0.0,0.0
83a975fffffffff,31.0,0.0,0.0,0.0
83a976fffffffff,10.0,0.0,0.0,0.0
83b200fffffffff,31.0,0.0,0.0,0.0
83b201fffffffff,151.0,0.0,0.0,0.0
83b203fffffffff,67.0,0.0,0.0,0.0
83b204fffffffff,1.0,0.0,0.0,0.0
83b205fffffffff,1.0,0.0,0.0,0.0
83b209fffffffff,3.0,0.0,0.0,0.0
83b20afffffffff,12.0,0.0,0.0,0.0
83b218fffffffff,2.0,0.0,0.0,0.0
83b219fffffffff,985.0,0.0,0.0,0.0
83b21bfffffffff,15.0,0.0,0.0,0.0
83b21dfffffffff,122.0,0.0,0.0,0.0
83b226fffffffff,3.0,0.0,0.0,0.0
83b22dfffffffff,1.0,0.0,0.0,0.0
83b240fffffffff,22.0,0.0,0.0,0.0
83b241fffffffff,329.0,0.0,0.0,2.0
83b242fffffffff,29.0,0.0,0.0,0.0
83b243fffffffff,87.0,0.0,0.0,0.0
83b244fffffffff,3.0,0.0,0.0,0.0
83b245fffffffff,30.0,0.0,0.0,0.0
83b246fffffffff,10.0,0.0,0.0,0.0
83b248fffffffff,32.0,0.0,0.0,0.0
83b249fffffffff,2.0,0.0,0.0,0.0
83b24afffffffff,193.0,0.0,0.0,0.0
83b24bfffffffff,51.0,0.0,0.0,0.0
83b24cfffffffff,141.0,0.0,0.0,0.0
83b24dfffffffff,44.0,0.0,0.0,0.0
83b24efffffffff,152.0,0.0,0.0,1.0
83b251fffffffff,38.0,0.0,0.0,0.0
83b252fffffffff,8.0,0.0,0.0,0.0
83b254fffffffff,3.0,0.0,0.0,0.0
83b255fffffffff,3.0,0.0,0.0,0.0
83b256fffffffff,1.0,0.0,0.0,0.0
83b258fffffffff,217.0,0.0,0.0,0.0
83b259fffffffff,334.0,0.0,0.0,0.0
83b25afffffffff,23.0,0.0,0.0,0.0
83b25bfffffffff,211.0,0.0,0.0,0.0
83b25cfffffffff,152.0,0.0,0.0,0.0
83b25dfffffffff,318.0,0.0,0.0,0.0
83b25efffffffff,68.0,0.0,0.0,0.0
83b261fffffffff,9.0,0.0,0.0,0.0
83b262fffffffff,59.0,0.0,0.0,0.0
83b263fffffffff,12.0,0.0,0.0,0.0
83b265fffffffff,2.0,0.0,0.0,0.0
83b266fffffffff,4.0,0.0,0.0,0.0
83b268fffffffff,46.0,0.0,0.0,0.0
83b269fffffffff,56.0,0.0,0.0,0.0
83b26afffffffff,26.0,0.0,0.0,0.0
83b26cfffffffff,2.0,0.0,0.0,0.0
83b26dfffffffff,10.0,0.0,0.0,0.0
83b26efffffffff,10.0,0.0,0.0,0.0
83b270fffffffff,16.0,0.0,0.0,0.0
83b271fffffffff,7.0,0.0,0.0,0.0
83b272fffffffff,7.0,0.0,0.0,0.0
83b274fffffffff,32.0,0.0,0.0,0.0
83b275fffffffff,15.0,0.0,0.0,0.0
83b2c0fffffffff,2346.0,0.0,0.0,19.0
83b2c1fffffffff,268.0,0.0,0.0,0.0
83b2c2fffffffff,164.0,0.0,0.0,0.0
83b2c3fffffffff,664.0,0.0,0.0,0.0
83b2c4fffffffff,1520.0,0.0,0.0,10.0
83b2c5fffffffff,3101.0,0.0,0.0,204.0
83b2c8fffffffff,19.0,0.0,0.0,0.0
83b2cafffffffff,1.0,0.0,0.0,0.0
83b2ccfffffffff,1.0,0.0,0.0,0.0
83b2cdfffffffff,4.0,0.0,0.0,0.0
83b2cefffffffff,50.0,0.0,0.0,0.0
83b2d8fffffffff,542.0,0.0,0.0,0.0
83b2d9fffffffff,68.0,0.0,0.0,0.0
83b2dafffffffff,399.0,0.0,0.0,0.0
83b2dbfffffffff,115.0,0.0,0.0,0.0
83b2dcfffffffff,273.0,0.0,0.0,0.0
83b2ddfffffffff,383.0,0.0,0.0,0.0
83b2e0fffffffff,3.0,0.0,0.0,0.0
83b2e1fffffffff,3.0,0.0,0.0,0.0
83b2e2fffffffff,563.0,0.0,0.0,0.0
83b2e3fffffffff,38.0,0.0,0.0,0.0
83b2e4fffffffff,12.0,0.0,0.0,0.0
83b2e6fffffffff,108.0,0.0,0.0,0.0
83b2e8fffffffff,82.0,0.0,0.0,0.0
83b2e9fffffffff,17.0,0.0,0.0,0.0
83b2eafffffffff,15.0,0.0,0.0,0.0
83b2ebfffffffff,9.0,0.0,0.0,0.0
83b2ecfffffffff,174.0,0.0,0.0,0.0
83b2edfffffffff,10.0,0.0,0.0,0.0
83b2eefffffffff,63.0,0.0,0.0,0.0
83b304fffffffff,2.0,0.0,0.0,0.0
83b320fffffffff,6.0,0.0,0.0,0.0
83b326fffffffff,5.0,0.0,0.0,0.0
83b330fffffffff,138.0,0.0,0.0,0.0
83b331fffffffff,5.0,0.0,0.0,0.0
83b334fffffffff,6.0,0.0,0.0,0.0
83b335fffffffff,7.0,0.0,0.0,0.0
83b336fffffffff,33.0,0.0,0.0,0.0
83b340fffffffff,5.0,0.0,0.0,0.0
83b342fffffffff,62.0,0.0,0.0,0.0
83b343fffffffff,11.0,0.0,0.0,0.0
83b346fffffffff,9.0,0.0,0.0,0.0
83b349fffffffff,4.0,0.0,0.0,0.0
83b34bfffffffff,2.0,0.0,0.0,0.0
83b34dfffffffff,5.0,0.0,0.0,0.0
83b351fffffffff,46.0,0.0,0.0,0.0
83b355fffffffff,1.0,0.0,0.0,0.0
83b358fffffffff,15.0,0.0,0.0,0.0
83b35afffffffff,5.0,0.0,0.0,0.0
83b35bfffffffff,12.0,0.0,0.0,0.0
83b35cfffffffff,41.0,0.0,0.0,0.0
83b35dfffffffff,1.0,0.0,0.0,0.0
83b35efffffffff,61.0,0.0,0.0,0.0
83b362fffffffff,7.0,0.0,0.0,0.0
83b365fffffffff,1.0,0.0,0.0,0.0
83b366fffffffff,12.0,0.0,0.0,0.0
83b369fffffffff,3.0,0.0,0.0,0.0
83b36bfffffffff,8.0,0.0,0.0,0.0
83b36dfffffffff,8.0,0.0,0.0,0.0
83c203fffffffff,99.0,0.0,0.0,0.0
83c205fffffffff,242.0,0.0,0.0,0.0
83c218fffffffff,57.0,0.0,0.0,0.0
83c219fffffffff,74.0,0.0,0.0,0.0
83c21bfffffffff,663.0,0.0,0.0,4.0
83c21dfffffffff,337.0,0.0,0.0,0.0
83c220fffffffff,2.0,0.0,0.0,0.0
83c221fffffffff,36.0,0.0,0.0,0.0
83c228fffffffff,52.0,0.0,0.0,0.0
83c229fffffffff,7.0,0.0,0.0,0.0
83c22afffffffff,376.0,0.0,0.0,0.0
83c22bfffffffff,8.0,0.0,0.0,0.0
83c22cfffffffff,62.0,0.0,0.0,0.0
83c22dfffffffff,12.0,0.0,0.0,0.0
83c22efffffffff,219.0,0.0,0.0,0.0
83c2c0fffffffff,42.0,0.0,0.0,0.0
83c2c1fffffffff,207.0,0.0,0.0,0.0
83c2c2fffffffff,25.0,0.0,0.0,0.0
83c2c3fffffffff,29.0,0.0,0.0,0.0
83c2c4fffffffff,98.0,0.0,0.0,0.0
83c2c5fffffffff,1045.0,0.0,0.0,0.0
83c2c6fffffffff,199.0,0.0,0.0,2.0
83c2c8fffffffff,19.0,0.0,0.0,0.0
83c2c9fffffffff,109.0,0.0,0.0,0.0
83c2cafffffffff,111.0,0.0,0.0,0.0
83c2cbfffffffff,29.0,0.0,0.0,0.0
83c2ccfffffffff,53.0,0.0,0.0,0.0
83c2cdfffffffff,143.0,0.0,0.0,0.0
83c2cefffffffff,124.0,0.0,0.0,0.0
83c2d0fffffffff,259.0,0.0,0.0,0.0
83c2d1fffffffff,31.0,0.0,0.0,0.0
83c2d2fffffffff,67.0,0.0,0.0,0.0
83c2d3fffffffff,121.0,0.0,0.0,0.0
83c2d4fffffffff,271.0,0.0,0.0,0.0
83c2d5fffffffff,39.0,0.0,0.0,0.0
83c2d6fffffffff,215.0,0.0,0.0,0.0
83c2d8fffffffff,47.0,0.0,0.0,0.0
83c2d9fffffffff,206.0,0.0,0.0,13.0
83c2dafffffffff,3.0,0.0,0.0,0.0
83c2dbfffffffff,28.0,0.0,0.0,0.0
83c2dcfffffffff,17.0,0.0,0.0,0.0
83c2ddfffffffff,46.0,0.0,0.0,0.0
83c2defffffffff,31.0,0.0,0.0,0.0
83c2e0fffffffff,260.0,0.0,0.0,0.0
83c2e1fffffffff,152.0,0.0,0.0,0.0
83c2e2fffffffff,433.0,0.0,0.0,0.0
83c2e3fffffffff,907.0,0.0,0.0,0.0
83c2e4fffffffff,38.0,0.0,0.0,0.0
83c2e5fffffffff,25.0,0.0,0.0,0.0
83c2e6fffffffff,108.0,0.0,0.0,0.0
83c2e8fffffffff,38.0,0.0,0.0,0.0
83c2e9fffffffff,182.0,0.0,0.0,0.0
83c2eafffffffff,145.0,0.0,0.0,0.0
83c2ebfffffffff,21.0,0.0,0.0,0.0
83c2ecfffffffff,69.0,0.0,0.0,0.0
83c2eefffffffff,189.0,0.0,0.0,0.0
83c2f1fffffffff,474.0,0.0,0.0,0.0
83c2f2fffffffff,480.0,0.0,0.0,1.0
83c2f3fffffffff,385.0,0.0,0.0,0.0
83c301fffffffff,2.0,0.0,0.0,0.0
83c305fffffffff,3.0,0.0,0.0,0.0
83c308fffffffff,44.0,0.0,0.0,0.0
83c309fffffffff,21.0,0.0,0.0,0.0
83c30bfffffffff,2.0,0.0,0.0,0.0
83c30dfffffffff,5.0,0.0,0.0,0.0
83c320fffffffff,102.0,0.0,0.0,0.0
83c321fffffffff,26.0,0.0,0.0,0.0
83c324fffffffff,20.0,0.0,0.0,0.0
83c325fffffffff,4.0,0.0,0.0,0.0
83c328fffffffff,9.0,0.0,0.0,0.0
83c329fffffffff,135.0,0.0,0.0,3.0
83c32afffffffff,14.0,0.0,0.0,0.0
83c32bfffffffff,19.0,0.0,0.0,0.0
83c32dfffffffff,16.0,0.0,0.0,0.0
83c32efffffffff,110.0,0.0,0.0,0.0
83c340fffffffff,191.0,0.0,0.0,0.0
83c341fffffffff,39.0,0.0,0.0,0.0
83c342fffffffff,16.0,0.0,0.0,0.0
83c343fffffffff,34.0,0.0,0.0,0.0
83c344fffffffff,16.0,0.0,0.0,0.0
83c345fffffffff,54.0,0.0,0.0,0.0
83c346fffffffff,27.0,0.0,0.0,0.0
83c348fffffffff,47.0,0.0,0.0,0.0
83c349fffffffff,76.0,0.0,0.0,0.0
83c34afffffffff,8.0,0.0,0.0,0.0
83c34bfffffffff,166.0,0.0,0.0,0.0
83c34cfffffffff,25.0,0.0,0.0,0.0
83c34dfffffffff,10.0,0.0,0.0,0.0
83c34efffffffff,98.0,0.0,0.0,0.0
83c350fffffffff,178.0,0.0,0.0,3.0
83c351fffffffff,43.0,0.0,0.0,0.0
83c352fffffffff,23.0,0.0,0.0,0.0
83c353fffffffff,49.0,0.0,0.0,0.0
83c354fffffffff,65.0,0.0,0.0,2.0
83c355fffffffff,40.0,0.0,0.0,0.0
83c356fffffffff,167.0,0.0,0.0,0.0
83c358fffffffff,9.0,0.0,0.0,0.0
83c359fffffffff,7.0,0.0,0.0,0.0
83c35afffffffff,27.0,0.0,0.0,0.0
83c35bfffffffff,15.0,0.0,0.0,0.0
83c35cfffffffff,6.0,0.0,0.0,0.0
83c35dfffffffff,12.0,0.0,0.0,0.0
83c35efffffffff,4.0,0.0,0.0,0.0
83c360fffffffff,55.0,0.0,0.0,0.0
83c362fffffffff,4.0,0.0,0.0,0.0
83c365fffffffff,8.0,0.0,0.0,0.0
83c366fffffffff,6.0,0.0,0.0,0.0
83c36afffffffff,11.0,0.0,0.0,0.0
83c36bfffffffff,10.0,0.0,0.0,0.0
83c36cfffffffff,2.0,0.0,0.0,0.0
83c36dfffffffff,8.0,0.0,0.0,0.0
83c36efffffffff,9.0,0.0,0.0,0.0
83c370fffffffff,31.0,0.0,0.0,0.0
83c371fffffffff,117.0,0.0,0.0,0.0
83c373fffffffff,62.0,0.0,0.0,0.0
83c374fffffffff,1.0,0.0,0.0,0.0
83c375fffffffff,23.0,0.0,0.0,0.0
83c376fffffffff,80.0,0.0,0.0,9.0
83ce16fffffffff,2.0,0.0,0.0,0.0
83ce80fffffffff,97.0,0.0,0.0,0.0
83ce81fffffffff,69.0,0.0,0.0,0.0
83ce82fffffffff,6.0,0.0,0.0,0.0
83ce83fffffffff,263.0,0.0,0.0,0.0
83ce84fffffffff,4.0,0.0,0.0,0.0
83ce85fffffffff,27.0,0.0,0.0,0.0
83ce86fffffffff,2.0,0.0,0.0,0.0
83ce88fffffffff,413.0,0.0,0.0,0.0
83ce89fffffffff,2.0,0.0,0.0,0.0
83ce8afffffffff,166.0,0.0,0.0,0.0
