cell_id,Troglodytes aedon,Troglodytes aedon [aedon Group],Troglodytes aedon [brunneicollis Group]
842659bffffffff,24.0,14.0,0.0
84265a3ffffffff,7.0,0.0,0.0
84265a7ffffffff,2.0,0.0,0.0
84265a9ffffffff,1.0,0.0,0.0
84265b5ffffffff,17.0,0.0,0.0
84265cbffffffff,1.0,0.0,0.0
84265d9ffffffff,6.0,0.0,0.0
84265dbffffffff,14.0,0.0,0.0
84265e7ffffffff,2.0,0.0,0.0
8426607ffffffff,3.0,0.0,0.0
842660bffffffff,1.0,0.0,0.0
8426619ffffffff,3.0,0.0,0.0
8426621ffffffff,2.0,0.0,0.0
842662bffffffff,2.0,0.0,0.0
8426641ffffffff,1.0,1.0,0.0
8426645ffffffff,2.0,0.0,0.0
842664dffffffff,25.0,7.0,0.0
8426651ffffffff,3.0,0.0,0.0
8426665ffffffff,11.0,0.0,0.0
8426669ffffffff,11.0,0.0,0.0
842666bffffffff,4.0,0.0,0.0
842666dffffffff,1.0,0.0,0.0
8426689ffffffff,2.0,0.0,0.0
8426691ffffffff,3.0,0.0,0.0
84266adffffffff,2.0,0.0,0.0
84266b5ffffffff,4.0,0.0,0.0
84266bdffffffff,2.0,0.0,0.0
84266c1ffffffff,2.0,0.0,0.0
84266d1ffffffff,2.0,0.0,0.0
84266d3ffffffff,6.0,0.0,0.0
84266dbffffffff,1.0,0.0,0.0
84266e7ffffffff,2.0,0.0,0.0
8426707ffffffff,4.0,0.0,0.0
8426713ffffffff,5.0,0.0,0.0
8426717ffffffff,2.0,0.0,0.0
8426719ffffffff,1.0,0.0,0.0
8426735ffffffff,3.0,0.0,0.0
8426745ffffffff,18.0,7.0,0.0
8426747ffffffff,6.0,0.0,0.0
8426801ffffffff,17.0,0.0,0.0
8426807ffffffff,2.0,0.0,0.0
8426809ffffffff,3.0,0.0,0.0
8426811ffffffff,4.0,0.0,0.0
8426813ffffffff,9.0,0.0,0.0
8426815ffffffff,4.0,0.0,0.0
8426817ffffffff,2.0,0.0,0.0
8426819ffffffff,68.0,0.0,0.0
842681bffffffff,55.0,2.0,0.0
842681dffffffff,2.0,0.0,0.0
8426825ffffffff,2.0,0.0,0.0
8426831ffffffff,2.0,0.0,0.0
8426833ffffffff,4.0,0.0,0.0
8426835ffffffff,1.0,0.0,0.0
8426837ffffffff,2.0,0.0,0.0
8426853ffffffff,8.0,0.0,0.0
8426857ffffffff,4.0,0.0,0.0
8426859ffffffff,4.0,0.0,0.0
8426865ffffffff,2.0,0.0,0.0
8426881ffffffff,22.0,0.0,0.0
8426885ffffffff,5.0,3.0,0.0
8426889ffffffff,26.0,0.0,0.0
842688bffffffff,2.0,0.0,0.0
842688dffffffff,3.0,0.0,0.0
8426891ffffffff,2.0,2.0,0.0
8426893ffffffff,2.0,0.0,0.0
84268abffffffff,5.0,0.0,0.0
84268bbffffffff,5.0,1.0,0.0
84268bdffffffff,1.0,0.0,0.0
84268c1ffffffff,3.0,0.0,0.0
84268c3ffffffff,3.0,0.0,0.0
84268c5ffffffff,12.0,0.0,0.0
84268c7ffffffff,20.0,0.0,0.0
84268c9ffffffff,6.0,0.0,0.0
84268cbffffffff,3.0,0.0,0.0
84268cdffffffff,122.0,19.0,0.0
84268d3ffffffff,2.0,0.0,0.0
84268d5ffffffff,78.0,0.0,0.0
84268d9ffffffff,3.0,0.0,0.0
84268dbffffffff,3.0,0.0,0.0
84268e1ffffffff,2.0,0.0,0.0
84268ebffffffff,10.0,0.0,0.0
84268edffffffff,2.0,0.0,0.0
8426905ffffffff,32.0,3.0,0.0
842690dffffffff,5.0,0.0,0.0
8426941ffffffff,2.0,0.0,0.0
842694dffffffff,2.0,2.0,0.0
8426957ffffffff,2.0,0.0,0.0
842695bffffffff,2.0,0.0,0.0
8426961ffffffff,29.0,6.0,0.0
8426963ffffffff,17.0,9.0,0.0
8426965ffffffff,1.0,0.0,0.0
8426967ffffffff,5.0,0.0,0.0
8426969ffffffff,19.0,2.0,0.0
842696bffffffff,22.0,4.0,0.0
8426983ffffffff,1.0,0.0,0.0
8426987ffffffff,8.0,0.0,0.0
8426991ffffffff,2.0,0.0,0.0
8426995ffffffff,6.0,0.0,0.0
842699bffffffff,2.0,0.0,0.0
84269b9ffffffff,2.0,0.0,0.0
84269c1ffffffff,10.0,0.0,0.0
84269cdffffffff,10.0,0.0,0.0
84269d1ffffffff,11.0,0.0,0.0
84269d3ffffffff,1.0,0.0,0.0
84269d5ffffffff,14.0,0.0,0.0
84269d7ffffffff,2.0,0.0,0.0
84269dbffffffff,1.0,0.0,0.0
84269ddffffffff,4.0,2.0,0.0
84269e1ffffffff,3.0,0.0,0.0
84269ebffffffff,6.0,0.0,0.0
8426a17ffffffff,11.0,0.0,0.0
8426a19ffffffff,2.0,0.0,0.0
8426a2bffffffff,2.0,0.0,0.0
8426a33ffffffff,10.0,0.0,0.0
8426a3bffffffff,2.0,0.0,0.0
8426a51ffffffff,4.0,0.0,0.0
8426a81ffffffff,1.0,0.0,0.0
8426a87ffffffff,4.0,0.0,0.0
8426a8bffffffff,11.0,0.0,0.0
8426a91ffffffff,3.0,0.0,0.0
8426a95ffffffff,4.0,2.0,0.0
8426a97ffffffff,12.0,3.0,0.0
8426a9bffffffff,3.0,0.0,0.0
8426aa1ffffffff,10.0,0.0,0.0
8426aa5ffffffff,19.0,0.0,0.0
8426aa7ffffffff,21.0,0.0,0.0
8426aa9ffffffff,28.0,0.0,0.0
8426aabffffffff,3.0,3.0,0.0
8426ab3ffffffff,10.0,0.0,0.0
8426ab5ffffffff,4.0,0.0,0.0
8426ab7ffffffff,18.0,0.0,0.0
8426abbffffffff,5.0,0.0,0.0
8426ac5ffffffff,2.0,0.0,0.0
8426ae7ffffffff,7.0,0.0,0.0
8426b25ffffffff,2.0,0.0,0.0
8426b57ffffffff,2.0,0.0,0.0
8426b65ffffffff,2.0,2.0,0.0
8426b69ffffffff,1.0,1.0,0.0
8426b6dffffffff,1.0,0.0,0.0
8426c11ffffffff,2.0,0.0,0.0
8426c19ffffffff,4.0,0.0,0.0
8426c2dffffffff,1.0,0.0,0.0
8426c89ffffffff,3.0,0.0,0.0
8426ca9ffffffff,5.0,0.0,0.0
8426d17ffffffff,2.0,2.0,0.0
8426d2bffffffff,1.0,0.0,0.0
8426d39ffffffff,6.0,0.0,0.0
8426d47ffffffff,2.0,0.0,0.0
8426d49ffffffff,3.0,0.0,0.0
8426d4bffffffff,2.0,0.0,0.0
8426d67ffffffff,4.0,0.0,0.0
8426d6bffffffff,5.0,0.0,0.0
8426d9bffffffff,1.0,0.0,0.0
8426da3ffffffff,2.0,0.0,0.0
8426da5ffffffff,1.0,0.0,0.0
8426da7ffffffff,2.0,0.0,0.0
8426dd7ffffffff,1.0,0.0,0.0
8426dd9ffffffff,2.0,0.0,0.0
8426ddbffffffff,2.0,0.0,0.0
8426de1ffffffff,2.0,0.0,0.0
8426de3ffffffff,4.0,0.0,0.0
8426de7ffffffff,10.0,0.0,0.0
8426e21ffffffff,3.0,0.0,0.0
8426e23ffffffff,4.0,0.0,0.0
8426e2dffffffff,1.0,0.0,0.0
8426e31ffffffff,2.0,0.0,0.0
8426e43ffffffff,4.0,0.0,0.0
8426e51ffffffff,1.0,0.0,0.0
8426e5bffffffff,10.0,0.0,0.0
8426e99ffffffff,2.0,0.0,0.0
8426e9dffffffff,3.0,0.0,0.0
8426ed1ffffffff,3.0,0.0,0.0
8426ed5ffffffff,10.0,0.0,0.0
8426ed7ffffffff,17.0,0.0,0.0
8426ed9ffffffff,2.0,0.0,0.0
8426eddffffffff,4.0,0.0,0.0
8426f13ffffffff,1.0,0.0,0.0
8426f25ffffffff,4.0,0.0,0.0
8426f27ffffffff,12.0,0.0,0.0
8426f2dffffffff,35.0,0.0,0.0
8426f51ffffffff,1.0,0.0,0.0
8427009ffffffff,4.0,0.0,0.0
8427025ffffffff,3.0,0.0,0.0
8427027ffffffff,2.0,0.0,0.0
842702bffffffff,8.0,0.0,0.0
8427053ffffffff,2.0,0.0,0.0
8427055ffffffff,8.0,0.0,0.0
842708dffffffff,2.0,2.0,0.0
84270e1ffffffff,2.0,2.0,0.0
84270e3ffffffff,2.0,2.0,0.0
8427107ffffffff,1.0,1.0,0.0
842711bffffffff,4.0,0.0,0.0
84271b5ffffffff,2.0,0.0,0.0
84271c9ffffffff,7.0,0.0,0.0
8427409ffffffff,4.0,0.0,0.0
842740dffffffff,2.0,2.0,0.0
8427411ffffffff,2.0,0.0,0.0
8427417ffffffff,4.0,0.0,0.0
8427419ffffffff,2.0,0.0,0.0
842741dffffffff,3.0,0.0,0.0
8427435ffffffff,6.0,0.0,0.0
8427437ffffffff,3.0,0.0,0.0
8427445ffffffff,1.0,0.0,0.0
8427449ffffffff,2.0,0.0,0.0
842745bffffffff,2.0,0.0,0.0
8427461ffffffff,3.0,0.0,0.0
842746bffffffff,2.0,0.0,0.0
842746dffffffff,2.0,2.0,0.0
8427481ffffffff,15.0,0.0,0.0
8427483ffffffff,2.0,0.0,0.0
8427485ffffffff,11.0,0.0,0.0
8427487ffffffff,8.0,0.0,0.0
842748bffffffff,3.0,0.0,0.0
842748dffffffff,166.0,2.0,0.0
8427491ffffffff,6.0,3.0,0.0
8427493ffffffff,3.0,0.0,0.0
8427499ffffffff,37.0,0.0,0.0
842749bffffffff,5.0,0.0,0.0
842749dffffffff,24.0,5.0,0.0
84274abffffffff,11.0,0.0,0.0
84274b1ffffffff,6.0,0.0,0.0
84274b5ffffffff,16.0,0.0,0.0
84274b9ffffffff,4.0,0.0,0.0
84274bdffffffff,1.0,0.0,0.0
84274c1ffffffff,6.0,0.0,0.0
84274cbffffffff,2.0,0.0,0.0
84274d1ffffffff,8.0,0.0,0.0
84274d3ffffffff,23.0,0.0,0.0
84274d7ffffffff,6.0,0.0,0.0
84274d9ffffffff,5.0,0.0,0.0
84274dbffffffff,33.0,0.0,0.0
84274ddffffffff,8.0,0.0,0.0
84274e3ffffffff,10.0,1.0,0.0
84274edffffffff,4.0,0.0,0.0
842751bffffffff,1.0,0.0,0.0
8427521ffffffff,1.0,0.0,0.0
8427541ffffffff,6.0,0.0,0.0
842755bffffffff,2.0,0.0,0.0
8427569ffffffff,6.0,3.0,0.0
8427581ffffffff,10.0,0.0,0.0
8427583ffffffff,2.0,0.0,0.0
842758bffffffff,3.0,0.0,0.0
842758dffffffff,2.0,0.0,0.0
8427591ffffffff,1.0,0.0,0.0
8427593ffffffff,15.0,2.0,0.0
8427597ffffffff,1.0,0.0,0.0
842759bffffffff,4.0,0.0,0.0
842759dffffffff,7.0,0.0,0.0
84275a1ffffffff,1.0,0.0,0.0
84275a3ffffffff,1.0,0.0,0.0
84275b3ffffffff,3.0,0.0,0.0
84275b5ffffffff,2.0,0.0,0.0
84275b9ffffffff,10.0,0.0,0.0
84275c5ffffffff,1.0,0.0,0.0
84275cdffffffff,6.0,0.0,0.0
84275d1ffffffff,5.0,0.0,0.0
84275d3ffffffff,1.0,0.0,0.0
84275d5ffffffff,1.0,0.0,0.0
84275d7ffffffff,8.0,0.0,0.0
8427631ffffffff,3.0,0.0,0.0
842763bffffffff,1.0,0.0,0.0
8427665ffffffff,2.0,0.0,0.0
8427685ffffffff,2.0,0.0,0.0
8427693ffffffff,6.0,0.0,0.0
84276a5ffffffff,3.0,0.0,0.0
84276a7ffffffff,2.0,0.0,0.0
84276b5ffffffff,8.0,0.0,0.0
84276b7ffffffff,18.0,0.0,0.0
84276bbffffffff,2.0,0.0,0.0
84276bdffffffff,6.0,0.0,0.0
84276d7ffffffff,2.0,0.0,0.0
8427701ffffffff,5.0,0.0,0.0
8427705ffffffff,10.0,0.0,0.0
8427709ffffffff,3.0,0.0,0.0
842770dffffffff,30.0,0.0,0.0
8427715ffffffff,2.0,0.0,0.0
842771dffffffff,3.0,0.0,0.0
8427741ffffffff,1.0,0.0,0.0
8427747ffffffff,1.0,0.0,0.0
842775dffffffff,2.0,0.0,0.0
8427763ffffffff,5.0,0.0,0.0
8427801ffffffff,12.0,1.0,0.0
8427833ffffffff,2.0,0.0,0.0
8427859ffffffff,2.0,0.0,0.0
8427861ffffffff,4.0,0.0,0.0
8427905ffffffff,1.0,0.0,0.0
8427909ffffffff,8.0,0.0,0.0
8427927ffffffff,2.0,0.0,0.0
842793bffffffff,2.0,0.0,0.0
842794bffffffff,2.0,0.0,0.0
842795bffffffff,7.0,7.0,0.0
8427969ffffffff,7.0,0.0,0.0
842798dffffffff,7.0,0.0,0.0
8427995ffffffff,3.0,0.0,0.0
84279c3ffffffff,4.0,0.0,0.0
84279ddffffffff,2.0,0.0,0.0
84279e3ffffffff,1.0,0.0,0.0
84279e7ffffffff,1.0,0.0,0.0
8427a01ffffffff,1.0,0.0,0.0
8427a05ffffffff,4.0,0.0,0.0
8427a0dffffffff,2.0,0.0,0.0
8427a2bffffffff,2.0,0.0,0.0
8427a47ffffffff,4.0,0.0,0.0
8427a61ffffffff,3.0,0.0,0.0
8427aa3ffffffff,1.0,0.0,0.0
8427acbffffffff,2.0,0.0,0.0
8427ae5ffffffff,12.0,0.0,0.0
8427b07ffffffff,2.0,0.0,0.0
8427b29ffffffff,3.0,0.0,0.0
8427b2bffffffff,1.0,0.0,0.0
8427b65ffffffff,1.0,0.0,0.0
8428021ffffffff,7.0,0.0,0.0
8428023ffffffff,17.0,8.0,0.0
8428027ffffffff,10.0,4.0,0.0
842802bffffffff,14.0,2.0,0.0
8428065ffffffff,10.0,0.0,0.0
8428069ffffffff,4.0,2.0,0.0
842806bffffffff,1.0,1.0,0.0
842806dffffffff,1.0,0.0,0.0
8428103ffffffff,2.0,0.0,0.0
8428109ffffffff,2.0,0.0,0.0
8428113ffffffff,2.0,0.0,0.0
842813bffffffff,2.0,0.0,0.0
8428149ffffffff,2.0,2.0,0.0
842814bffffffff,4.0,0.0,0.0
8428151ffffffff,17.0,0.0,0.0
8428157ffffffff,3.0,0.0,0.0
842816dffffffff,2.0,0.0,0.0
8428181ffffffff,4.0,0.0,0.0
8428183ffffffff,2.0,0.0,0.0
8428189ffffffff,14.0,0.0,0.0
842818bffffffff,3.0,0.0,0.0
8428195ffffffff,2.0,0.0,0.0
842819dffffffff,1.0,0.0,0.0
84281b5ffffffff,2.0,0.0,0.0
84281c3ffffffff,4.0,4.0,0.0
84281c7ffffffff,1.0,0.0,0.0
84281cbffffffff,13.0,0.0,0.0
84281e5ffffffff,8.0,0.0,0.0
84281e9ffffffff,5.0,0.0,0.0
84281ebffffffff,2.0,0.0,0.0
84281edffffffff,6.0,0.0,0.0
8428301ffffffff,29.0,0.0,0.0
8428303ffffffff,7.0,0.0,0.0
8428305ffffffff,87.0,7.0,0.0
8428307ffffffff,13.0,0.0,0.0
8428309ffffffff,75.0,10.0,0.0
842830dffffffff,54.0,9.0,0.0
8428317ffffffff,12.0,0.0,0.0
8428321ffffffff,1.0,1.0,0.0
8428323ffffffff,21.0,17.0,0.0
8428325ffffffff,1.0,1.0,0.0
8428327ffffffff,8.0,8.0,0.0
8428329ffffffff,42.0,0.0,0.0
842832bffffffff,16.0,0.0,0.0
8428331ffffffff,4.0,3.0,0.0
8428335ffffffff,8.0,0.0,0.0
842833bffffffff,3.0,3.0,0.0
8428341ffffffff,9.0,1.0,0.0
8428343ffffffff,2.0,2.0,0.0
8428345ffffffff,15.0,0.0,0.0
8428347ffffffff,17.0,0.0,0.0
842834dffffffff,36.0,6.0,0.0
8428355ffffffff,2.0,0.0,0.0
8428357ffffffff,14.0,1.0,0.0
8428361ffffffff,356.0,0.0,0.0
8428363ffffffff,1349.0,0.0,0.0
8428367ffffffff,678.0,4.0,0.0
842836bffffffff,125.0,0.0,0.0
8428841ffffffff,17.0,9.0,0.0
8428843ffffffff,21.0,0.0,0.0
8428847ffffffff,93.0,0.0,0.0
8428849ffffffff,12.0,0.0,0.0
8428855ffffffff,8.0,0.0,0.0
8428889ffffffff,1.0,0.0,0.0
842888dffffffff,1.0,0.0,0.0
8428893ffffffff,4.0,0.0,0.0
8428899ffffffff,3.0,0.0,0.0
842889bffffffff,7.0,0.0,0.0
84288a1ffffffff,2.0,0.0,0.0
84288a9ffffffff,2.0,0.0,0.0
84288dbffffffff,1.0,0.0,0.0
84288e3ffffffff,1.0,0.0,0.0
8428907ffffffff,5.0,0.0,0.0
842890dffffffff,1.0,0.0,0.0
8428921ffffffff,2.0,0.0,0.0
8428925ffffffff,1.0,0.0,0.0
8428935ffffffff,1.0,0.0,0.0
8428941ffffffff,13.0,2.0,0.0
8428945ffffffff,1.0,0.0,0.0
8428949ffffffff,2.0,0.0,0.0
8428987ffffffff,10.0,10.0,0.0
842898dffffffff,24.0,0.0,0.0
84289d7ffffffff,1.0,0.0,0.0
84289e3ffffffff,1.0,0.0,0.0
84289e7ffffffff,2.0,0.0,0.0
84289edffffffff,3.0,0.0,0.0
8428a93ffffffff,1.0,0.0,0.0
8428ad9ffffffff,2.0,0.0,0.0
8428addffffffff,2.0,2.0,0.0
8428ae9ffffffff,4.0,0.0,0.0
8428b01ffffffff,2.0,0.0,0.0
8428b17ffffffff,1.0,0.0,0.0
8428b21ffffffff,2.0,0.0,0.0
8428b2bffffffff,12.0,0.0,0.0
8428b2dffffffff,1.0,0.0,0.0
8428b67ffffffff,1.0,0.0,0.0
8428b6dffffffff,5.0,0.0,0.0
8428c23ffffffff,2.0,0.0,0.0
8428c61ffffffff,2.0,0.0,0.0
8428d07ffffffff,3.0,0.0,0.0
8428d11ffffffff,6.0,0.0,0.0
8428d15ffffffff,6.0,0.0,0.0
8428d19ffffffff,5.0,0.0,0.0
8428d1bffffffff,37.0,0.0,0.0
8428d1dffffffff,2.0,0.0,0.0
8428d3bffffffff,13.0,0.0,0.0
8428d41ffffffff,47.0,2.0,0.0
8428d43ffffffff,4.0,0.0,0.0
8428d55ffffffff,101.0,6.0,0.0
8428d57ffffffff,2.0,0.0,0.0
8428d59ffffffff,2.0,0.0,0.0
8428d5bffffffff,4.0,0.0,0.0
8428d5dffffffff,45.0,0.0,0.0
8428d81ffffffff,4.0,0.0,0.0
8428d8bffffffff,2.0,0.0,0.0
8428da5ffffffff,2.0,0.0,0.0
8428dadffffffff,7.0,0.0,0.0
8428dc9ffffffff,3.0,1.0,0.0
8428de9ffffffff,10.0,2.0,0.0
8428debffffffff,1.0,0.0,0.0
8428dedffffffff,2.0,0.0,0.0
8428f01ffffffff,5.0,0.0,0.0
8428f03ffffffff,12.0,2.0,0.0
8428f05ffffffff,15.0,0.0,0.0
8428f07ffffffff,9.0,0.0,0.0
8428f11ffffffff,9.0,0.0,0.0
8428f15ffffffff,2.0,0.0,0.0
8428f19ffffffff,2.0,0.0,0.0
8428f2dffffffff,2.0,0.0,0.0
8428f33ffffffff,17.0,2.0,0.0
8428f37ffffffff,14.0,0.0,0.0
8428f3bffffffff,9.0,0.0,0.0
8428f4bffffffff,1.0,0.0,0.0
8428f5dffffffff,4.0,3.0,0.0
8428f63ffffffff,3.0,0.0,0.0
8429125ffffffff,4.0,0.0,0.0
8429127ffffffff,4.0,1.0,0.0
8429135ffffffff,4.0,2.0,0.0
84291a7ffffffff,25.0,13.0,0.0
8429809ffffffff,4.0,0.0,0.0
842982bffffffff,4.0,0.0,0.0
8429841ffffffff,4.0,0.0,0.0
8429843ffffffff,9.0,0.0,0.0
8429849ffffffff,3.0,0.0,0.0
842984dffffffff,3.0,0.0,0.0
8429855ffffffff,7.0,0.0,0.0
8429859ffffffff,1.0,0.0,0.0
8429891ffffffff,2.0,2.0,0.0
8429893ffffffff,2.0,2.0,0.0
842989bffffffff,4.0,4.0,0.0
84298a1ffffffff,1.0,0.0,0.0
84298c9ffffffff,15.0,0.0,0.0
84298cbffffffff,6.0,6.0,0.0
84298d7ffffffff,3.0,3.0,0.0
84298dbffffffff,2.0,2.0,0.0
84298ddffffffff,8.0,8.0,0.0
8429909ffffffff,1.0,0.0,0.0
842990bffffffff,25.0,2.0,0.0
8429915ffffffff,5.0,0.0,0.0
842991dffffffff,3.0,0.0,0.0
8429935ffffffff,2.0,2.0,0.0
8429951ffffffff,3.0,2.0,0.0
8429953ffffffff,8.0,0.0,0.0
8429957ffffffff,4.0,0.0,0.0
8429a01ffffffff,7.0,0.0,0.0
8429a05ffffffff,46.0,1.0,0.0
8429a07ffffffff,4.0,0.0,0.0
8429a09ffffffff,3.0,1.0,0.0
8429a0bffffffff,16.0,0.0,0.0
8429a0dffffffff,14.0,0.0,0.0
8429a17ffffffff,4.0,0.0,0.0
8429a19ffffffff,9.0,0.0,0.0
8429a1dffffffff,6.0,0.0,0.0
8429a29ffffffff,2.0,0.0,0.0
8429a3bffffffff,2.0,0.0,0.0
8429a41ffffffff,15.0,8.0,0.0
8429a43ffffffff,2.0,0.0,0.0
8429a45ffffffff,1.0,0.0,0.0
8429a47ffffffff,3.0,1.0,0.0
8429a4dffffffff,8.0,3.0,0.0
8429a55ffffffff,1.0,0.0,0.0
8429a57ffffffff,10.0,1.0,0.0
8429a59ffffffff,2.0,0.0,0.0
8429a61ffffffff,2.0,0.0,0.0
8429a63ffffffff,4.0,0.0,0.0
8429a65ffffffff,4.0,0.0,0.0
8429a69ffffffff,2.0,0.0,0.0
8429a6bffffffff,7.0,0.0,0.0
8429a6dffffffff,75.0,3.0,0.0
8429a87ffffffff,2.0,0.0,0.0
8429a93ffffffff,2.0,0.0,0.0
8429a97ffffffff,14.0,6.0,0.0
8429a9bffffffff,11.0,0.0,0.0
8429aa7ffffffff,6.0,0.0,0.0
8429aabffffffff,2.0,2.0,0.0
8429aadffffffff,2.0,0.0,0.0
8429ab1ffffffff,5.0,2.0,0.0
8429ab3ffffffff,3.0,3.0,0.0
8429ab9ffffffff,7.0,0.0,0.0
8429ac9ffffffff,2.0,0.0,0.0
8429ad1ffffffff,4.0,0.0,0.0
8429addffffffff,2.0,2.0,0.0
8429ae1ffffffff,2.0,2.0,0.0
8429ae3ffffffff,2.0,0.0,0.0
8429ae5ffffffff,4.0,0.0,0.0
8429aedffffffff,4.0,4.0,0.0
8429b03ffffffff,14.0,0.0,0.0
8429b25ffffffff,3.0,0.0,0.0
8429b29ffffffff,3.0,0.0,0.0
8429b2dffffffff,15.0,0.0,0.0
8429b59ffffffff,4.0,0.0,0.0
8429b5bffffffff,14.0,0.0,0.0
8429b5dffffffff,11.0,1.0,0.0
8429b61ffffffff,29.0,4.0,0.0
8429b65ffffffff,5.0,0.0,0.0
8429b67ffffffff,9.0,0.0,0.0
8429b6bffffffff,26.0,19.0,0.0
8429b6dffffffff,2.0,0.0,0.0
842a069ffffffff,33.0,25.0,0.0
842a06dffffffff,50.0,12.0,0.0
842a101ffffffff,57.0,2.0,0.0
842a103ffffffff,38.0,0.0,0.0
842a105ffffffff,9.0,0.0,0.0
842a107ffffffff,75.0,22.0,0.0
842a109ffffffff,34.0,19.0,0.0
842a10bffffffff,2.0,0.0,0.0
842a10dffffffff,11.0,3.0,0.0
