cell_id,Sicalis flaveola,Sicalis flaveola [flaveola Group],Sicalis flaveola pelzelni
8228d7fffffffff,1.0,0.0,0.0
8229a7fffffffff,4.0,0.0,0.0
822a37fffffffff,7.0,0.0,0.0
824417fffffffff,5.0,0.0,0.0
82441ffffffffff,3.0,0.0,0.0
8244affffffffff,14.0,0.0,0.0
8245b7fffffffff,10.0,0.0,0.0
824cc7fffffffff,9.0,0.0,0.0
824ceffffffffff,60.0,3.0,0.0
825d17fffffffff,34.0,2.0,0.0
825f0ffffffffff,2.0,0.0,0.0
825f4ffffffffff,2.0,0.0,0.0
825f5ffffffffff,4.0,4.0,0.0
82660ffffffffff,11.0,0.0,0.0
826617fffffffff,6.0,0.0,0.0
826627fffffffff,1.0,1.0,0.0
82662ffffffffff,4.0,4.0,0.0
826647fffffffff,2.0,0.0,0.0
82664ffffffffff,2.0,0.0,0.0
8266a7fffffffff,42.0,4.0,0.0
8266b7fffffffff,7.0,0.0,0.0
8266c7fffffffff,3.0,0.0,0.0
8266d7fffffffff,8.0,2.0,0.0
8266dffffffffff,8.0,0.0,0.0
8266e7fffffffff,6.0,0.0,0.0
8266f7fffffffff,5.0,0.0,0.0
826737fffffffff,3.0,0.0,0.0
826747fffffffff,32.0,2.0,0.0
82674ffffffffff,24.0,1.0,0.0
826757fffffffff,2.0,0.0,0.0
82675ffffffffff,9.0,1.0,0.0
826d67fffffffff,1.0,0.0,0.0
828adffffffffff,4.0,0.0,0.0
828af7fffffffff,12.0,0.0,0.0
828b27fffffffff,21.0,0.0,19.0
828b2ffffffffff,4.0,0.0,0.0
828b47fffffffff,12.0,0.0,0.0
828bb7fffffffff,1.0,0.0,1.0
828e47fffffffff,3.0,0.0,0.0
828e67fffffffff,20.0,7.0,0.0
828e6ffffffffff,2.0,0.0,0.0
828f2ffffffffff,3.0,3.0,0.0
828f57fffffffff,2.0,2.0,0.0
82a837fffffffff,5.0,1.0,4.0
82a85ffffffffff,2.0,0.0,2.0
82a897fffffffff,2.0,0.0,0.0
82a8a7fffffffff,4.0,4.0,0.0
82a90ffffffffff,1.0,0.0,1.0
82a92ffffffffff,13.0,0.0,4.0
82a957fffffffff,16.0,0.0,15.0
82a967fffffffff,79.0,0.0,8.0
82a96ffffffffff,44.0,0.0,0.0
82b24ffffffffff,1136.0,0.0,0.0
82b257fffffffff,2.0,0.0,0.0
82b25ffffffffff,8.0,0.0,0.0
82b267fffffffff,10.0,0.0,0.0
82b26ffffffffff,435.0,0.0,0.0
82b277fffffffff,4.0,0.0,0.0
82b2c7fffffffff,3.0,0.0,0.0
82b2dffffffffff,24.0,0.0,0.0
82b2e7fffffffff,1.0,0.0,0.0
82b2effffffffff,3.0,0.0,0.0
82b347fffffffff,2.0,0.0,0.0
82b357fffffffff,2.0,0.0,0.0
82b35ffffffffff,3.0,0.0,0.0
82b367fffffffff,1.0,0.0,0.0
82c21ffffffffff,3.0,0.0,3.0
82c227fffffffff,2.0,0.0,0.0
82c2c7fffffffff,58.0,0.0,5.0
82c2cffffffffff,534.0,0.0,0.0
82c2d7fffffffff,11.0,0.0,2.0
82c2dffffffffff,3.0,0.0,0.0
82c2e7fffffffff,9.0,0.0,0.0
82c2effffffffff,93.0,0.0,0.0
82c2f7fffffffff,21.0,0.0,8.0
82c32ffffffffff,3.0,0.0,3.0
82c347fffffffff,2.0,0.0,0.0
82c34ffffffffff,4.0,0.0,0.0
82c377fffffffff,3.0,0.0,0.0
82ce87fffffffff,8.0,0.0,0.0
82ce8ffffffffff,50.0,0.0,0.0
82ce97fffffffff,22.0,0.0,5.0
82ce9ffffffffff,5.0,0.0,0.0
82ceaffffffffff,30.0,0.0,2.0
82cf9ffffffffff,2.0,0.0,0.0
