cell_id,Myiarchus tyrannulus,Myiarchus tyrannulus magister,Myiarchus tyrannulus [cooperi Group],Myiarchus tyrannulus brachyurus,Myiarchus tyrannulus tyrannulus/bahiae
834535fffffffff,258.0,0.0,0.0,0.0,0.0
834536fffffffff,14.0,0.0,0.0,0.0,0.0
834564fffffffff,13.0,0.0,0.0,0.0,0.0
834569fffffffff,1.0,0.0,0.0,0.0,0.0
834572fffffffff,347.0,0.0,73.0,0.0,0.0
834574fffffffff,8.0,0.0,0.0,0.0,0.0
834576fffffffff,47.0,0.0,0.0,0.0,0.0
834801fffffffff,10.0,0.0,0.0,0.0,0.0
834802fffffffff,11.0,0.0,0.0,0.0,0.0
834803fffffffff,2.0,0.0,0.0,0.0,0.0
834806fffffffff,45.0,0.0,0.0,0.0,0.0
834808fffffffff,2.0,0.0,0.0,0.0,0.0
834809fffffffff,37.0,4.0,0.0,0.0,0.0
83480afffffffff,359.0,58.0,0.0,0.0,0.0
83480bfffffffff,14.0,2.0,0.0,0.0,0.0
83480efffffffff,35.0,0.0,0.0,0.0,0.0
834812fffffffff,1.0,0.0,0.0,0.0,0.0
834814fffffffff,29.0,0.0,0.0,0.0,0.0
834815fffffffff,11.0,0.0,0.0,0.0,0.0
834818fffffffff,4.0,0.0,0.0,0.0,0.0
83481afffffffff,4.0,0.0,0.0,0.0,0.0
83481dfffffffff,42.0,4.0,0.0,0.0,0.0
834830fffffffff,35.0,0.0,0.0,0.0,0.0
834832fffffffff,7.0,0.0,0.0,0.0,0.0
834833fffffffff,160.0,0.0,0.0,0.0,0.0
834834fffffffff,2.0,0.0,0.0,0.0,0.0
834836fffffffff,1853.0,0.0,0.0,0.0,0.0
834852fffffffff,3.0,3.0,0.0,0.0,0.0
834856fffffffff,18.0,0.0,0.0,0.0,0.0
83485afffffffff,21.0,0.0,0.0,0.0,0.0
83485bfffffffff,14.0,0.0,0.0,0.0,0.0
83485efffffffff,4.0,0.0,0.0,0.0,0.0
834880fffffffff,288.0,0.0,0.0,0.0,0.0
834881fffffffff,37.0,0.0,0.0,0.0,0.0
834882fffffffff,497.0,0.0,0.0,0.0,0.0
834883fffffffff,799.0,0.0,0.0,0.0,0.0
834884fffffffff,23.0,0.0,0.0,0.0,0.0
834885fffffffff,4.0,0.0,0.0,0.0,0.0
834886fffffffff,262.0,0.0,0.0,0.0,0.0
834888fffffffff,70.0,0.0,0.0,0.0,0.0
83488afffffffff,15.0,0.0,0.0,0.0,0.0
83488cfffffffff,13.0,0.0,0.0,0.0,0.0
83488dfffffffff,5.0,0.0,0.0,0.0,0.0
83488efffffffff,440.0,0.0,0.0,0.0,0.0
834890fffffffff,221.0,0.0,0.0,0.0,0.0
834891fffffffff,309.0,0.0,0.0,0.0,0.0
834893fffffffff,6.0,0.0,0.0,0.0,0.0
834895fffffffff,1505.0,0.0,0.0,0.0,0.0
83489cfffffffff,735.0,0.0,0.0,0.0,0.0
83489dfffffffff,152.0,0.0,0.0,0.0,0.0
83489efffffffff,2.0,0.0,0.0,0.0,0.0
8348a0fffffffff,1.0,0.0,0.0,0.0,0.0
8348a2fffffffff,226.0,0.0,0.0,0.0,0.0
8348a3fffffffff,4.0,0.0,0.0,0.0,0.0
8348a6fffffffff,3.0,0.0,0.0,0.0,0.0
8348abfffffffff,612.0,0.0,0.0,0.0,0.0
8348b1fffffffff,1199.0,0.0,0.0,0.0,0.0
8348b2fffffffff,909.0,0.0,0.0,0.0,0.0
8348b3fffffffff,6711.0,0.0,0.0,0.0,0.0
8348b4fffffffff,7.0,0.0,0.0,0.0,0.0
8348b5fffffffff,39.0,0.0,0.0,0.0,0.0
8348c0fffffffff,34.0,0.0,0.0,0.0,0.0
8348c1fffffffff,184.0,0.0,0.0,0.0,0.0
8348c5fffffffff,5786.0,987.0,0.0,0.0,0.0
8348c9fffffffff,2.0,0.0,0.0,0.0,0.0
8348cdfffffffff,409.0,35.0,0.0,0.0,0.0
8348e0fffffffff,16.0,4.0,0.0,0.0,0.0
8348e1fffffffff,105.0,32.0,0.0,0.0,0.0
8348e2fffffffff,14.0,0.0,0.0,0.0,0.0
8348e3fffffffff,242.0,8.0,0.0,0.0,0.0
8348e4fffffffff,48.0,3.0,0.0,0.0,0.0
8348e5fffffffff,73.0,14.0,0.0,0.0,0.0
8348e8fffffffff,10885.0,0.0,0.0,0.0,0.0
8348e9fffffffff,164.0,14.0,0.0,0.0,0.0
8348eafffffffff,497.0,7.0,0.0,0.0,0.0
8348ebfffffffff,1181.0,67.0,0.0,0.0,0.0
8348ecfffffffff,5058.0,8.0,0.0,0.0,0.0
8348edfffffffff,94.0,0.0,0.0,0.0,0.0
8348eefffffffff,8335.0,678.0,0.0,0.0,0.0
8348f4fffffffff,1.0,0.0,0.0,0.0,0.0
8348f6fffffffff,3.0,0.0,0.0,0.0,0.0
834980fffffffff,24.0,0.0,0.0,0.0,0.0
834985fffffffff,4.0,0.0,0.0,0.0,0.0
834986fffffffff,20.0,0.0,0.0,0.0,0.0
834988fffffffff,5.0,0.0,0.0,0.0,0.0
83498cfffffffff,9.0,0.0,0.0,0.0,0.0
83498efffffffff,1.0,0.0,0.0,0.0,0.0
834990fffffffff,20.0,0.0,0.0,0.0,0.0
834992fffffffff,25.0,0.0,9.0,0.0,0.0
834993fffffffff,14.0,0.0,2.0,0.0,0.0
834994fffffffff,16.0,0.0,0.0,0.0,0.0
834996fffffffff,621.0,0.0,109.0,0.0,0.0
834998fffffffff,22.0,0.0,0.0,0.0,0.0
83499bfffffffff,3.0,0.0,0.0,0.0,0.0
83499cfffffffff,4.0,0.0,0.0,0.0,0.0
83499dfffffffff,4.0,0.0,0.0,0.0,0.0
83499efffffffff,11.0,0.0,0.0,0.0,0.0
8349a1fffffffff,1.0,0.0,0.0,0.0,0.0
8349a2fffffffff,81.0,0.0,0.0,0.0,0.0
8349a3fffffffff,22.0,0.0,0.0,0.0,0.0
8349a8fffffffff,313.0,25.0,0.0,0.0,0.0
8349a9fffffffff,367.0,13.0,0.0,0.0,0.0
8349aafffffffff,13.0,0.0,0.0,0.0,0.0
8349abfffffffff,72.0,0.0,0.0,0.0,0.0
8349adfffffffff,21.0,3.0,0.0,0.0,0.0
8349aefffffffff,10.0,0.0,0.0,0.0,0.0
8349b0fffffffff,26.0,0.0,0.0,0.0,0.0
8349b1fffffffff,8.0,0.0,0.0,0.0,0.0
8349b2fffffffff,22.0,0.0,0.0,0.0,0.0
8349b3fffffffff,197.0,0.0,0.0,0.0,0.0
8349b4fffffffff,1.0,0.0,0.0,0.0,0.0
8349b5fffffffff,37.0,0.0,0.0,0.0,0.0
8349b6fffffffff,13.0,0.0,0.0,0.0,0.0
835e65fffffffff,4.0,0.0,0.0,0.0,0.0
835f08fffffffff,43.0,0.0,0.0,0.0,0.0
835f09fffffffff,15.0,0.0,0.0,0.0,0.0
835f0bfffffffff,23.0,0.0,0.0,0.0,0.0
835f0efffffffff,14.0,0.0,0.0,0.0,0.0
835f12fffffffff,1.0,0.0,0.0,0.0,0.0
835f13fffffffff,4.0,0.0,0.0,0.0,0.0
835f1cfffffffff,26.0,0.0,0.0,0.0,0.0
835f1dfffffffff,1.0,0.0,0.0,0.0,0.0
835f1efffffffff,10.0,0.0,0.0,0.0,0.0
835f22fffffffff,6.0,0.0,0.0,0.0,0.0
835f29fffffffff,216.0,0.0,0.0,0.0,1.0
835f2bfffffffff,10.0,0.0,0.0,0.0,0.0
835f2dfffffffff,85.0,0.0,0.0,0.0,0.0
835f40fffffffff,20.0,0.0,0.0,0.0,2.0
835f41fffffffff,19.0,0.0,0.0,0.0,0.0
835f42fffffffff,5.0,0.0,0.0,0.0,0.0
835f46fffffffff,1.0,0.0,0.0,0.0,0.0
835f48fffffffff,4.0,0.0,0.0,0.0,0.0
835f49fffffffff,9.0,0.0,0.0,0.0,0.0
835f4afffffffff,9.0,0.0,0.0,0.0,0.0
835f4bfffffffff,48.0,0.0,0.0,0.0,0.0
835f4efffffffff,1.0,0.0,0.0,0.0,0.0
835f58fffffffff,120.0,0.0,0.0,0.0,0.0
835f59fffffffff,3.0,0.0,0.0,0.0,0.0
835f5bfffffffff,929.0,0.0,0.0,0.0,0.0
835f5dfffffffff,4.0,0.0,0.0,0.0,0.0
835f68fffffffff,8.0,0.0,0.0,0.0,0.0
835f71fffffffff,4.0,0.0,0.0,0.0,0.0
835f74fffffffff,3.0,0.0,0.0,0.0,0.0
836600fffffffff,8.0,0.0,0.0,0.0,0.0
836601fffffffff,1.0,0.0,0.0,0.0,0.0
836602fffffffff,122.0,0.0,0.0,0.0,0.0
836603fffffffff,3.0,0.0,0.0,0.0,0.0
836604fffffffff,62.0,0.0,0.0,0.0,0.0
836605fffffffff,1.0,0.0,0.0,0.0,0.0
836606fffffffff,33.0,0.0,0.0,0.0,0.0
836608fffffffff,25.0,0.0,0.0,0.0,0.0
836609fffffffff,16.0,0.0,0.0,0.0,0.0
83660afffffffff,66.0,0.0,0.0,0.0,0.0
83660bfffffffff,6.0,0.0,0.0,0.0,0.0
83660cfffffffff,4.0,0.0,0.0,0.0,0.0
83660dfffffffff,16.0,0.0,0.0,0.0,0.0
83660efffffffff,4.0,0.0,0.0,0.0,0.0
836611fffffffff,3.0,0.0,0.0,0.0,0.0
836615fffffffff,7.0,0.0,0.0,0.0,0.0
836618fffffffff,23.0,0.0,0.0,0.0,0.0
836619fffffffff,94.0,0.0,0.0,0.0,0.0
83661bfffffffff,4.0,0.0,0.0,0.0,0.0
83661cfffffffff,2.0,0.0,0.0,0.0,0.0
83661dfffffffff,17.0,0.0,0.0,0.0,0.0
836620fffffffff,615.0,0.0,0.0,0.0,56.0
836621fffffffff,161.0,0.0,0.0,0.0,10.0
836622fffffffff,436.0,0.0,0.0,0.0,10.0
836623fffffffff,29.0,0.0,0.0,0.0,8.0
836625fffffffff,827.0,0.0,0.0,0.0,95.0
836629fffffffff,5.0,0.0,0.0,0.0,0.0
83662bfffffffff,13.0,0.0,0.0,0.0,0.0
83662cfffffffff,107.0,0.0,0.0,0.0,2.0
83662efffffffff,25.0,0.0,0.0,0.0,0.0
836631fffffffff,230.0,0.0,0.0,0.0,3.0
836641fffffffff,13.0,0.0,0.0,0.0,0.0
836644fffffffff,9.0,0.0,0.0,0.0,0.0
836645fffffffff,5.0,0.0,0.0,0.0,0.0
836650fffffffff,4.0,0.0,0.0,0.0,0.0
836651fffffffff,2.0,0.0,0.0,0.0,0.0
836652fffffffff,180.0,0.0,0.0,0.0,0.0
836654fffffffff,82.0,0.0,0.0,0.0,0.0
836656fffffffff,211.0,0.0,0.0,0.0,0.0
83665efffffffff,2.0,0.0,0.0,0.0,0.0
836660fffffffff,12.0,0.0,0.0,0.0,0.0
836661fffffffff,4.0,0.0,0.0,0.0,0.0
836662fffffffff,5.0,0.0,0.0,0.0,0.0
836663fffffffff,39.0,0.0,0.0,0.0,2.0
836664fffffffff,36.0,0.0,0.0,0.0,4.0
83666efffffffff,4.0,0.0,0.0,0.0,0.0
836670fffffffff,12.0,0.0,0.0,0.0,0.0
836671fffffffff,4.0,0.0,0.0,0.0,0.0
836672fffffffff,174.0,0.0,0.0,0.0,0.0
836673fffffffff,29.0,0.0,0.0,0.0,0.0
836675fffffffff,42.0,0.0,0.0,0.0,0.0
836676fffffffff,3.0,0.0,0.0,0.0,0.0
8366b4fffffffff,26.0,0.0,0.0,0.0,0.0
8366b6fffffffff,18.0,0.0,0.0,0.0,0.0
8366c4fffffffff,1.0,0.0,0.0,0.0,0.0
8366c6fffffffff,3.0,0.0,0.0,0.0,0.0
8366e0fffffffff,40.0,0.0,0.0,0.0,0.0
8366e1fffffffff,212.0,0.0,0.0,0.0,0.0
8366e2fffffffff,6.0,0.0,0.0,0.0,0.0
8366e3fffffffff,6.0,0.0,0.0,0.0,0.0
8366e4fffffffff,39.0,0.0,0.0,0.0,0.0
8366e5fffffffff,298.0,0.0,0.0,0.0,0.0
8366e6fffffffff,20.0,0.0,0.0,0.0,0.0
8366ecfffffffff,14.0,0.0,0.0,0.0,0.0
8366eefffffffff,4.0,0.0,0.0,0.0,0.0
8366f1fffffffff,6.0,0.0,0.0,0.0,0.0
8366f5fffffffff,10.0,0.0,0.0,0.0,0.0
836740fffffffff,8.0,0.0,0.0,0.0,0.0
836741fffffffff,28.0,0.0,0.0,0.0,2.0
836742fffffffff,176.0,0.0,0.0,0.0,2.0
836743fffffffff,185.0,0.0,0.0,0.0,11.0
836744fffffffff,366.0,0.0,0.0,0.0,0.0
836746fffffffff,1067.0,0.0,0.0,0.0,0.0
836748fffffffff,1.0,0.0,0.0,0.0,0.0
83674afffffffff,128.0,0.0,0.0,0.0,10.0
83674cfffffffff,185.0,0.0,0.0,0.0,12.0
83674dfffffffff,5.0,0.0,0.0,0.0,0.0
83674efffffffff,143.0,0.0,0.0,0.0,9.0
836750fffffffff,7.0,0.0,0.0,0.0,0.0
836751fffffffff,37.0,0.0,0.0,0.0,0.0
836752fffffffff,59.0,0.0,0.0,0.0,0.0
836753fffffffff,308.0,0.0,0.0,0.0,0.0
836755fffffffff,466.0,0.0,0.0,0.0,0.0
836756fffffffff,35.0,0.0,0.0,0.0,0.0
836758fffffffff,7.0,0.0,0.0,0.0,0.0
836759fffffffff,66.0,0.0,0.0,0.0,13.0
83675afffffffff,34.0,0.0,0.0,0.0,0.0
83675bfffffffff,3.0,0.0,0.0,0.0,0.0
83675cfffffffff,109.0,0.0,0.0,0.0,0.0
83675dfffffffff,11.0,0.0,0.0,0.0,0.0
83675efffffffff,25.0,0.0,0.0,0.0,0.0
836769fffffffff,38.0,0.0,0.0,0.0,0.0
836773fffffffff,265.0,0.0,0.0,0.0,0.0
836792fffffffff,14.0,0.0,0.0,0.0,0.0
836d04fffffffff,406.0,0.0,109.0,0.0,0.0
836d05fffffffff,148.0,0.0,45.0,0.0,0.0
836d06fffffffff,43.0,0.0,0.0,0.0,0.0
836d14fffffffff,40.0,0.0,0.0,0.0,0.0
836d15fffffffff,603.0,0.0,0.0,0.0,0.0
836d20fffffffff,13.0,0.0,0.0,0.0,0.0
836d21fffffffff,65.0,0.0,12.0,0.0,0.0
836d22fffffffff,15.0,0.0,0.0,0.0,0.0
836d23fffffffff,399.0,0.0,76.0,0.0,0.0
836d24fffffffff,17.0,0.0,0.0,0.0,0.0
836d25fffffffff,60.0,0.0,4.0,0.0,0.0
836d26fffffffff,5.0,0.0,0.0,0.0,0.0
836d28fffffffff,29.0,0.0,0.0,0.0,0.0
836d29fffffffff,102.0,0.0,0.0,0.0,0.0
836d2afffffffff,51.0,0.0,0.0,0.0,0.0
836d2bfffffffff,701.0,0.0,0.0,0.0,0.0
836d2cfffffffff,233.0,0.0,41.0,0.0,0.0
836d2dfffffffff,135.0,0.0,0.0,0.0,0.0
836d2efffffffff,85.0,0.0,10.0,0.0,0.0
836d30fffffffff,36.0,0.0,0.0,0.0,0.0
836d31fffffffff,301.0,0.0,23.0,0.0,0.0
836d32fffffffff,105.0,0.0,0.0,0.0,0.0
836d33fffffffff,162.0,0.0,0.0,0.0,0.0
836d34fffffffff,570.0,0.0,55.0,0.0,0.0
836d35fffffffff,356.0,0.0,13.0,0.0,0.0
836d36fffffffff,14.0,0.0,0.0,0.0,0.0
836d60fffffffff,380.0,0.0,0.0,0.0,0.0
836d61fffffffff,474.0,0.0,0.0,0.0,0.0
836d63fffffffff,79.0,0.0,0.0,0.0,0.0
836d64fffffffff,453.0,0.0,0.0,0.0,0.0
836d65fffffffff,107.0,0.0,0.0,0.0,0.0
836d66fffffffff,277.0,0.0,0.0,0.0,0.0
836d68fffffffff,3037.0,0.0,0.0,0.0,0.0
836d69fffffffff,2551.0,0.0,0.0,0.0,0.0
836d6afffffffff,113.0,0.0,0.0,0.0,0.0
836d6bfffffffff,913.0,0.0,0.0,0.0,0.0
836d6cfffffffff,133.0,0.0,0.0,0.0,0.0
836d6efffffffff,306.0,0.0,0.0,0.0,0.0
836d74fffffffff,210.0,0.0,0.0,0.0,0.0
836d75fffffffff,156.0,0.0,0.0,0.0,0.0
836d76fffffffff,2.0,0.0,0.0,0.0,0.0
838000fffffffff,4.0,0.0,0.0,0.0,0.0
838002fffffffff,4.0,0.0,0.0,0.0,0.0
838005fffffffff,11.0,0.0,0.0,0.0,2.0
838006fffffffff,10.0,0.0,0.0,0.0,0.0
838008fffffffff,3.0,0.0,0.0,0.0,2.0
83800cfffffffff,10.0,0.0,0.0,0.0,0.0
83800efffffffff,2.0,0.0,0.0,0.0,0.0
838010fffffffff,37.0,0.0,0.0,0.0,1.0
838011fffffffff,14.0,0.0,0.0,0.0,0.0
838014fffffffff,102.0,0.0,0.0,0.0,4.0
838016fffffffff,43.0,0.0,0.0,0.0,0.0
83801cfffffffff,3.0,0.0,0.0,0.0,0.0
838023fffffffff,4.0,0.0,0.0,0.0,0.0
838024fffffffff,5.0,0.0,0.0,0.0,0.0
838026fffffffff,2.0,0.0,0.0,0.0,0.0
83802bfffffffff,3.0,0.0,0.0,0.0,0.0
83802cfffffffff,1.0,0.0,0.0,0.0,0.0
838030fffffffff,136.0,0.0,0.0,0.0,6.0
838032fffffffff,5.0,0.0,0.0,0.0,0.0
838034fffffffff,7.0,0.0,0.0,0.0,0.0
838035fffffffff,6.0,0.0,0.0,0.0,0.0
838036fffffffff,22.0,0.0,0.0,0.0,2.0
838044fffffffff,2.0,0.0,0.0,0.0,0.0
838046fffffffff,5.0,0.0,0.0,0.0,0.0
838048fffffffff,10.0,0.0,0.0,0.0,0.0
83804cfffffffff,6.0,0.0,0.0,0.0,0.0
838054fffffffff,15.0,0.0,0.0,0.0,0.0
838063fffffffff,2.0,0.0,0.0,0.0,0.0
838066fffffffff,3.0,0.0,0.0,0.0,0.0
83806afffffffff,1.0,0.0,0.0,0.0,0.0
838073fffffffff,10.0,0.0,0.0,0.0,0.0
8380a4fffffffff,9.0,0.0,0.0,0.0,0.0
838100fffffffff,6.0,0.0,0.0,0.0,0.0
838101fffffffff,12.0,0.0,0.0,0.0,0.0
838102fffffffff,88.0,0.0,0.0,0.0,9.0
838104fffffffff,10.0,0.0,0.0,0.0,0.0
838106fffffffff,25.0,0.0,0.0,0.0,0.0
838109fffffffff,10.0,0.0,0.0,0.0,6.0
83810afffffffff,1.0,0.0,0.0,0.0,0.0
83810efffffffff,5.0,0.0,0.0,0.0,0.0
838110fffffffff,2.0,0.0,0.0,0.0,0.0
838112fffffffff,11.0,0.0,0.0,0.0,0.0
838113fffffffff,3.0,0.0,0.0,0.0,0.0
838114fffffffff,2.0,0.0,0.0,0.0,1.0
838116fffffffff,6.0,0.0,0.0,0.0,0.0
838118fffffffff,3.0,0.0,0.0,0.0,0.0
838119fffffffff,6.0,0.0,0.0,0.0,0.0
83811afffffffff,31.0,0.0,0.0,0.0,0.0
83811cfffffffff,3.0,0.0,0.0,0.0,0.0
83811efffffffff,3.0,0.0,0.0,0.0,0.0
838121fffffffff,107.0,0.0,0.0,0.0,10.0
838123fffffffff,17.0,0.0,0.0,0.0,0.0
838124fffffffff,80.0,0.0,0.0,0.0,4.0
838125fffffffff,2.0,0.0,0.0,0.0,0.0
838129fffffffff,2.0,0.0,0.0,0.0,0.0
83812bfffffffff,6.0,0.0,0.0,0.0,0.0
83812cfffffffff,2.0,0.0,0.0,0.0,0.0
83812dfffffffff,23.0,0.0,0.0,0.0,2.0
838130fffffffff,32.0,0.0,0.0,0.0,3.0
838131fffffffff,4.0,0.0,0.0,0.0,1.0
838133fffffffff,83.0,0.0,0.0,0.0,4.0
838140fffffffff,2.0,0.0,0.0,0.0,0.0
838143fffffffff,3.0,0.0,0.0,0.0,0.0
838144fffffffff,9.0,0.0,0.0,0.0,0.0
838145fffffffff,11.0,0.0,0.0,0.0,0.0
838146fffffffff,12.0,0.0,0.0,0.0,0.0
83814afffffffff,1.0,0.0,0.0,0.0,0.0
83814dfffffffff,7.0,0.0,0.0,0.0,0.0
83814efffffffff,2.0,0.0,0.0,0.0,0.0
838151fffffffff,7.0,0.0,0.0,0.0,0.0
838153fffffffff,2.0,0.0,0.0,0.0,0.0
838159fffffffff,2.0,0.0,0.0,0.0,0.0
83815dfffffffff,1.0,0.0,0.0,0.0,0.0
838162fffffffff,16.0,0.0,0.0,0.0,0.0
838163fffffffff,3.0,0.0,0.0,0.0,0.0
838171fffffffff,83.0,0.0,0.0,0.0,0.0
838172fffffffff,1.0,0.0,0.0,0.0,0.0
838173fffffffff,5.0,0.0,0.0,0.0,0.0
838174fffffffff,4.0,0.0,0.0,0.0,0.0
838175fffffffff,6.0,0.0,0.0,0.0,0.0
838180fffffffff,4.0,0.0,0.0,0.0,0.0
838183fffffffff,4.0,0.0,0.0,0.0,0.0
838185fffffffff,2.0,0.0,0.0,0.0,0.0
838188fffffffff,68.0,0.0,0.0,0.0,0.0
83818afffffffff,8.0,0.0,0.0,0.0,0.0
83818bfffffffff,9.0,0.0,0.0,0.0,0.0
83818cfffffffff,6.0,0.0,0.0,0.0,0.0
83818dfffffffff,10.0,0.0,0.0,0.0,0.0
83818efffffffff,3.0,0.0,0.0,0.0,0.0
8381a8fffffffff,8.0,0.0,0.0,0.0,0.0
8381a9fffffffff,6.0,0.0,0.0,0.0,0.0
8381acfffffffff,1.0,0.0,0.0,0.0,0.0
8381adfffffffff,173.0,0.0,0.0,0.0,2.0
838a00fffffffff,3.0,0.0,0.0,0.0,2.0
838a05fffffffff,2.0,0.0,0.0,0.0,0.0
838a21fffffffff,7.0,0.0,0.0,0.0,0.0
838a24fffffffff,10.0,0.0,0.0,0.0,0.0
838a25fffffffff,3.0,0.0,0.0,0.0,0.0
838a31fffffffff,3.0,0.0,0.0,0.0,0.0
838a82fffffffff,9.0,0.0,0.0,0.0,0.0
838a91fffffffff,2.0,0.0,0.0,0.0,0.0
838a9cfffffffff,10.0,0.0,0.0,0.0,2.0
838a9efffffffff,4.0,0.0,0.0,0.0,2.0
838aa8fffffffff,6.0,0.0,0.0,0.0,0.0
838aa9fffffffff,5.0,0.0,0.0,0.0,0.0
838aaafffffffff,7.0,0.0,0.0,0.0,0.0
838aabfffffffff,4.0,0.0,0.0,0.0,0.0
838ad1fffffffff,2.0,0.0,0.0,0.0,0.0
838adafffffffff,26.0,0.0,0.0,0.0,1.0
838adbfffffffff,11.0,0.0,0.0,0.0,0.0
838adefffffffff,8.0,0.0,0.0,0.0,0.0
838af0fffffffff,22.0,0.0,0.0,0.0,10.0
838af2fffffffff,20.0,0.0,0.0,0.0,0.0
838af4fffffffff,3.0,0.0,0.0,0.0,0.0
838af6fffffffff,23.0,0.0,0.0,0.0,0.0
838b00fffffffff,1.0,0.0,0.0,0.0,0.0
838b04fffffffff,9.0,0.0,0.0,0.0,0.0
838b06fffffffff,6.0,0.0,0.0,0.0,0.0
838b08fffffffff,3.0,0.0,0.0,0.0,0.0
838b09fffffffff,1.0,0.0,0.0,0.0,0.0
838b0bfffffffff,4.0,0.0,0.0,0.0,0.0
838b0cfffffffff,44.0,0.0,0.0,0.0,0.0
838b0dfffffffff,60.0,0.0,0.0,0.0,0.0
838b0efffffffff,2.0,0.0,0.0,0.0,0.0
838b11fffffffff,15.0,0.0,0.0,0.0,0.0
838b1cfffffffff,2.0,0.0,0.0,0.0,0.0
838b1efffffffff,1.0,0.0,0.0,0.0,0.0
838b20fffffffff,114.0,0.0,0.0,0.0,0.0
838b21fffffffff,4.0,0.0,0.0,0.0,0.0
838b22fffffffff,192.0,0.0,0.0,0.0,0.0
838b23fffffffff,5.0,0.0,0.0,0.0,0.0
838b24fffffffff,1.0,0.0,0.0,0.0,0.0
838b25fffffffff,1.0,0.0,0.0,0.0,0.0
838b26fffffffff,55.0,0.0,0.0,0.0,0.0
838b29fffffffff,2.0,0.0,0.0,0.0,0.0
838b2afffffffff,56.0,0.0,0.0,0.0,0.0
838b2bfffffffff,3.0,0.0,0.0,0.0,0.0
838b2cfffffffff,14.0,0.0,0.0,0.0,0.0
838b2dfffffffff,2.0,0.0,0.0,0.0,0.0
838b31fffffffff,23.0,0.0,0.0,0.0,0.0
838b34fffffffff,13.0,0.0,0.0,0.0,0.0
838b36fffffffff,21.0,0.0,0.0,0.0,0.0
838b40fffffffff,1.0,0.0,0.0,0.0,0.0
838b42fffffffff,6.0,0.0,0.0,0.0,0.0
838b44fffffffff,21.0,0.0,0.0,0.0,0.0
838b46fffffffff,2.0,0.0,0.0,0.0,0.0
838b51fffffffff,1.0,0.0,0.0,0.0,0.0
838b52fffffffff,1.0,0.0,0.0,0.0,0.0
838b56fffffffff,12.0,0.0,0.0,0.0,0.0
838b5cfffffffff,10.0,0.0,0.0,0.0,0.0
838b61fffffffff,3.0,0.0,0.0,0.0,0.0
838b62fffffffff,3.0,0.0,0.0,0.0,0.0
838b63fffffffff,8.0,0.0,0.0,0.0,0.0
838b71fffffffff,30.0,0.0,0.0,0.0,0.0
838b72fffffffff,3.0,0.0,0.0,0.0,0.0
