cell_id,Galbula albirostris,Galbula albirostris albirostris,Galbula albirostris chalcocephala
8466c5dffffffff,2.0,0.0,0.0
8466e15ffffffff,24.0,0.0,0.0
8466e39ffffffff,9.0,0.0,0.0
848f411ffffffff,1.0,0.0,0.0
848f4c7ffffffff,2.0,0.0,0.0
