cell_id,Egretta garzetta,Egretta garzetta garzetta,Egretta garzetta immaculata,Egretta garzetta dimorpha
8209a7fffffffff,1.0,0.0,0.0,0.0
821807fffffffff,195.0,34.0,0.0,0.0
82180ffffffffff,17.0,0.0,0.0,0.0
821827fffffffff,88.0,16.0,0.0,0.0
82182ffffffffff,1945.0,170.0,0.0,0.0
821847fffffffff,596.0,67.0,0.0,0.0
82184ffffffffff,9634.0,113.0,0.0,0.0
82185ffffffffff,1185.0,0.0,0.0,0.0
821867fffffffff,425.0,61.0,0.0,0.0
82186ffffffffff,693.0,28.0,0.0,0.0
821877fffffffff,723.0,108.0,0.0,0.0
82190ffffffffff,28.0,0.0,0.0,0.0
821947fffffffff,7873.0,1363.0,0.0,0.0
82194ffffffffff,7041.0,1239.0,0.0,0.0
821957fffffffff,1593.0,272.0,0.0,0.0
82195ffffffffff,4838.0,374.0,0.0,0.0
82196ffffffffff,517.0,4.0,0.0,0.0
821977fffffffff,625.0,12.0,0.0,0.0
821e07fffffffff,461.0,56.0,0.0,0.0
821e0ffffffffff,705.0,30.0,0.0,0.0
821e17fffffffff,442.0,22.0,0.0,0.0
821e1ffffffffff,900.0,9.0,0.0,0.0
821e27fffffffff,21.0,2.0,0.0,0.0
821e37fffffffff,172.0,5.0,0.0,0.0
821e47fffffffff,39.0,0.0,0.0,0.0
821e4ffffffffff,42.0,0.0,0.0,0.0
821e57fffffffff,94.0,0.0,0.0,0.0
821e5ffffffffff,679.0,13.0,0.0,0.0
821e6ffffffffff,13.0,0.0,0.0,0.0
821e77fffffffff,11.0,0.0,0.0,0.0
821e87fffffffff,732.0,4.0,0.0,0.0
821e8ffffffffff,32.0,0.0,0.0,0.0
821e97fffffffff,63.0,0.0,0.0,0.0
821e9ffffffffff,9.0,0.0,0.0,0.0
821ea7fffffffff,1627.0,8.0,0.0,0.0
821eaffffffffff,392.0,13.0,0.0,0.0
821eb7fffffffff,417.0,27.0,0.0,0.0
821ec7fffffffff,1538.0,73.0,0.0,0.0
821ecffffffffff,1791.0,81.0,0.0,0.0
821ed7fffffffff,749.0,12.0,0.0,0.0
821edffffffffff,1462.0,71.0,0.0,0.0
821ee7fffffffff,176.0,1.0,0.0,0.0
821eeffffffffff,566.0,93.0,0.0,0.0
821ef7fffffffff,222.0,15.0,0.0,0.0
821f17fffffffff,5.0,0.0,0.0,0.0
821f1ffffffffff,3.0,0.0,0.0,0.0
821f37fffffffff,12.0,1.0,0.0,0.0
821f87fffffffff,349.0,3.0,0.0,0.0
821f8ffffffffff,102.0,6.0,0.0,0.0
821f97fffffffff,182.0,26.0,0.0,0.0
821f9ffffffffff,461.0,10.0,0.0,0.0
821fa7fffffffff,148.0,3.0,0.0,0.0
821faffffffffff,33.0,2.0,0.0,0.0
821fb7fffffffff,300.0,29.0,0.0,0.0
822017fffffffff,6.0,0.0,0.0,0.0
82209ffffffffff,36.0,0.0,0.0,0.0
8220a7fffffffff,12.0,3.0,0.0,0.0
8220e7fffffffff,6.0,0.0,0.0,0.0
82219ffffffffff,8.0,0.0,0.0,0.0
82244ffffffffff,2.0,0.0,0.0,0.0
82248ffffffffff,2.0,0.0,0.0,0.0
82249ffffffffff,1.0,0.0,0.0,0.0
8224c7fffffffff,2.0,0.0,0.0,0.0
8224d7fffffffff,5.0,0.0,0.0,0.0
822c07fffffffff,761.0,0.0,0.0,0.0
822c0ffffffffff,154.0,2.0,0.0,0.0
822c17fffffffff,142.0,0.0,0.0,0.0
822c1ffffffffff,40.0,0.0,0.0,0.0
822c27fffffffff,445.0,41.0,0.0,0.0
822c2ffffffffff,483.0,21.0,0.0,0.0
822c37fffffffff,67.0,0.0,0.0,0.0
822c67fffffffff,40.0,0.0,0.0,0.0
822c77fffffffff,21.0,0.0,0.0,0.0
822c87fffffffff,120.0,4.0,0.0,0.0
822c8ffffffffff,17.0,0.0,0.0,0.0
822c97fffffffff,1688.0,97.0,0.0,0.0
822c9ffffffffff,70.0,0.0,0.0,0.0
822ca7fffffffff,2.0,0.0,0.0,0.0
822caffffffffff,79.0,0.0,0.0,0.0
822cb7fffffffff,1.0,0.0,0.0,0.0
822cc7fffffffff,427.0,0.0,0.0,0.0
822cd7fffffffff,154.0,7.0,0.0,0.0
822cdffffffffff,6.0,0.0,0.0,0.0
822ce7fffffffff,203.0,0.0,0.0,0.0
822cf7fffffffff,630.0,1.0,0.0,0.0
822d07fffffffff,370.0,0.0,0.0,0.0
822d0ffffffffff,1.0,0.0,0.0,0.0
822d17fffffffff,400.0,0.0,0.0,0.0
822d1ffffffffff,56.0,0.0,0.0,0.0
822d27fffffffff,67.0,0.0,0.0,0.0
822d2ffffffffff,4.0,0.0,0.0,0.0
822d37fffffffff,649.0,0.0,0.0,0.0
822d57fffffffff,1.0,0.0,0.0,0.0
822d5ffffffffff,20.0,0.0,0.0,0.0
822d67fffffffff,22.0,0.0,0.0,0.0
822d77fffffffff,48.0,0.0,0.0,0.0
822d8ffffffffff,1.0,0.0,0.0,0.0
822d97fffffffff,24.0,0.0,0.0,0.0
822da7fffffffff,1130.0,8.0,0.0,0.0
822daffffffffff,449.0,0.0,0.0,0.0
822db7fffffffff,6720.0,1186.0,0.0,0.0
822e0ffffffffff,12.0,1.0,0.0,0.0
822e1ffffffffff,5.0,2.0,0.0,0.0
822e2ffffffffff,20.0,2.0,0.0,0.0
822e47fffffffff,14.0,0.0,0.0,0.0
822e67fffffffff,397.0,10.0,0.0,0.0
822e6ffffffffff,383.0,2.0,0.0,0.0
822e77fffffffff,37.0,1.0,0.0,0.0
822ecffffffffff,3.0,0.0,0.0,0.0
822f5ffffffffff,986.0,110.0,0.0,0.0
823007fffffffff,6.0,0.0,0.0,0.0
823017fffffffff,13.0,2.0,0.0,0.0
82301ffffffffff,66.0,17.0,0.0,0.0
823027fffffffff,15.0,0.0,0.0,0.0
82302ffffffffff,1.0,0.0,0.0,0.0
823037fffffffff,114.0,0.0,0.0,0.0
823087fffffffff,318.0,52.0,0.0,0.0
823097fffffffff,122.0,11.0,0.0,0.0
82309ffffffffff,2706.0,772.0,0.0,0.0
8230a7fffffffff,21.0,4.0,0.0,0.0
8230affffffffff,9.0,0.0,0.0,0.0
8230b7fffffffff,6.0,0.0,0.0,0.0
8230c7fffffffff,292.0,13.0,0.0,0.0
8230cffffffffff,15.0,0.0,0.0,0.0
8230d7fffffffff,86.0,0.0,0.0,0.0
8230dffffffffff,81.0,6.0,0.0,0.0
8230e7fffffffff,796.0,60.0,0.0,0.0
8230effffffffff,14.0,2.0,0.0,0.0
8230f7fffffffff,11.0,0.0,0.0,0.0
82310ffffffffff,2.0,0.0,0.0,0.0
82315ffffffffff,3.0,0.0,0.0,0.0
82316ffffffffff,8.0,0.0,0.0,0.0
823187fffffffff,472.0,23.0,0.0,0.0
82318ffffffffff,332.0,12.0,0.0,0.0
823197fffffffff,5.0,0.0,0.0,0.0
82319ffffffffff,2.0,0.0,0.0,0.0
8231affffffffff,777.0,54.0,0.0,0.0
823427fffffffff,331.0,0.0,0.0,0.0
823437fffffffff,313.0,0.0,0.0,0.0
823447fffffffff,57.0,0.0,0.0,0.0
82344ffffffffff,406.0,0.0,0.0,0.0
823467fffffffff,86.0,0.0,0.0,0.0
82346ffffffffff,736.0,0.0,0.0,0.0
82351ffffffffff,594.0,0.0,0.0,0.0
8235affffffffff,139.0,0.0,0.0,0.0
823817fffffffff,39.0,0.0,0.0,0.0
823827fffffffff,1263.0,77.0,0.0,0.0
823837fffffffff,67.0,17.0,0.0,0.0
823847fffffffff,14.0,7.0,0.0,0.0
82384ffffffffff,54.0,1.0,0.0,0.0
82385ffffffffff,1.0,0.0,0.0,0.0
823867fffffffff,22.0,1.0,0.0,0.0
82386ffffffffff,172.0,21.0,0.0,0.0
823877fffffffff,27.0,2.0,0.0,0.0
823907fffffffff,6459.0,4.0,0.0,0.0
82390ffffffffff,2559.0,2.0,0.0,0.0
823917fffffffff,13608.0,121.0,0.0,0.0
82391ffffffffff,12726.0,558.0,0.0,0.0
823927fffffffff,5635.0,0.0,0.0,0.0
82392ffffffffff,3186.0,25.0,0.0,0.0
823937fffffffff,6380.0,48.0,0.0,0.0
823947fffffffff,3822.0,0.0,0.0,0.0
82394ffffffffff,31.0,0.0,0.0,0.0
823957fffffffff,5306.0,14.0,0.0,0.0
82395ffffffffff,224.0,0.0,0.0,0.0
823967fffffffff,350.0,23.0,0.0,0.0
82396ffffffffff,2487.0,131.0,0.0,0.0
823977fffffffff,5429.0,0.0,0.0,0.0
823987fffffffff,486.0,86.0,0.0,0.0
82398ffffffffff,238.0,25.0,0.0,0.0
823997fffffffff,374.0,63.0,0.0,0.0
82399ffffffffff,26.0,4.0,0.0,0.0
8239affffffffff,703.0,198.0,0.0,0.0
823c07fffffffff,714.0,76.0,0.0,0.0
823c0ffffffffff,27.0,0.0,0.0,0.0
823c17fffffffff,353.0,2.0,0.0,0.0
823c1ffffffffff,1151.0,0.0,0.0,0.0
823c37fffffffff,306.0,0.0,0.0,0.0
823c47fffffffff,2.0,0.0,0.0,0.0
823c57fffffffff,133.0,0.0,0.0,0.0
823c5ffffffffff,750.0,0.0,0.0,0.0
823c6ffffffffff,3.0,0.0,0.0,0.0
823c87fffffffff,380.0,0.0,0.0,0.0
823c8ffffffffff,1716.0,1.0,0.0,0.0
823c97fffffffff,1214.0,0.0,0.0,0.0
823c9ffffffffff,463.0,0.0,0.0,0.0
823ca7fffffffff,247.0,0.0,0.0,0.0
823caffffffffff,349.0,4.0,0.0,0.0
823cb7fffffffff,4873.0,0.0,0.0,0.0
823cc7fffffffff,903.0,3.0,0.0,0.0
823ccffffffffff,64.0,12.0,0.0,0.0
823cd7fffffffff,94.0,2.0,0.0,0.0
823cdffffffffff,90.0,26.0,0.0,0.0
823ce7fffffffff,1191.0,0.0,0.0,0.0
823ceffffffffff,1527.0,0.0,0.0,0.0
823cf7fffffffff,3308.0,13.0,0.0,0.0
823d17fffffffff,1726.0,0.0,0.0,0.0
823d37fffffffff,854.0,0.0,0.0,0.0
823d87fffffffff,2880.0,0.0,0.0,0.0
823d8ffffffffff,669.0,0.0,0.0,0.0
823d97fffffffff,1293.0,0.0,0.0,0.0
823d9ffffffffff,1266.0,0.0,0.0,0.0
823da7fffffffff,4244.0,0.0,0.0,0.0
823daffffffffff,1599.0,0.0,0.0,0.0
823db7fffffffff,1150.0,0.0,0.0,0.0
