cell_id,Dendrocincla turdina,Dendrocincla turdina taunayi,Dendrocincla turdina turdina
83a806fffffffff,10.0,0.0,10.0
83a812fffffffff,12.0,0.0,12.0
83a815fffffffff,1.0,0.0,1.0
83a8e1fffffffff,3.0,0.0,2.0
83a91dfffffffff,2.0,0.0,0.0
83a950fffffffff,12.0,0.0,12.0
