cell_id,Poliolais lopezi,Poliolais lopezi manengubae,Poliolais lopezi alexanderi,Poliolais lopezi lopezi
8458d13ffffffff,1.0,0.0,0.0,0.0
8458d1dffffffff,2.0,0.0,0.0,0.0
8458d33ffffffff,29.0,20.0,0.0,0.0
8458d37ffffffff,2.0,1.0,0.0,0.0
8482d1dffffffff,18.0,0.0,0.0,11.0
8482d27ffffffff,19.0,1.0,0.0,0.0
8482d3dffffffff,30.0,0.0,18.0,0.0
