cell_id,Spinus pinus,Spinus pinus pinus/macropterus,Spinus pinus perplexus,Spinus pinus (green morph)
830c0bfffffffff,1.0,0.0,0.0,0.0
830c2dfffffffff,2.0,0.0,0.0,0.0
830c40fffffffff,1.0,0.0,0.0,0.0
830c41fffffffff,178.0,0.0,0.0,0.0
830c42fffffffff,1449.0,0.0,0.0,0.0
830c44fffffffff,16.0,0.0,0.0,0.0
830c45fffffffff,97.0,0.0,0.0,0.0
830c46fffffffff,658.0,3.0,0.0,0.0
830c50fffffffff,61.0,0.0,0.0,0.0
830c51fffffffff,670.0,0.0,0.0,0.0
830c54fffffffff,36.0,0.0,0.0,0.0
830c55fffffffff,259.0,0.0,0.0,0.0
830c56fffffffff,2.0,0.0,0.0,0.0
830c5afffffffff,710.0,0.0,0.0,0.0
830c60fffffffff,11.0,0.0,0.0,0.0
830c61fffffffff,4.0,0.0,0.0,0.0
830c62fffffffff,9.0,0.0,0.0,0.0
830c63fffffffff,22.0,0.0,0.0,0.0
830c64fffffffff,103.0,0.0,0.0,0.0
830c65fffffffff,12.0,0.0,0.0,0.0
830c66fffffffff,12.0,0.0,0.0,0.0
830c68fffffffff,4.0,0.0,0.0,0.0
830c70fffffffff,104.0,11.0,0.0,0.0
830c71fffffffff,40.0,2.0,0.0,0.0
830c72fffffffff,2.0,2.0,0.0,0.0
830c73fffffffff,1088.0,11.0,0.0,0.0
830c74fffffffff,138.0,0.0,0.0,0.0
830c75fffffffff,11.0,0.0,0.0,0.0
830c76fffffffff,12.0,0.0,0.0,0.0
830ce9fffffffff,3.0,0.0,0.0,0.0
830cedfffffffff,1.0,0.0,0.0,0.0
830d40fffffffff,2.0,0.0,0.0,0.0
830d42fffffffff,1.0,0.0,0.0,0.0
830d46fffffffff,4.0,0.0,0.0,0.0
830d48fffffffff,13.0,0.0,0.0,0.0
830d49fffffffff,2.0,0.0,0.0,0.0
830d4afffffffff,11.0,0.0,0.0,0.0
830d4dfffffffff,16.0,0.0,0.0,0.0
830d4efffffffff,7.0,0.0,0.0,0.0
830d53fffffffff,2.0,0.0,0.0,0.0
830d58fffffffff,20.0,0.0,0.0,0.0
830d59fffffffff,6.0,0.0,0.0,0.0
830d5afffffffff,90.0,0.0,0.0,0.0
830d5bfffffffff,6.0,0.0,0.0,0.0
830d5efffffffff,20.0,0.0,0.0,0.0
830d61fffffffff,2.0,0.0,0.0,0.0
830d6afffffffff,3.0,0.0,0.0,0.0
830d6bfffffffff,2.0,0.0,0.0,0.0
830d73fffffffff,4.0,0.0,0.0,0.0
830e45fffffffff,26.0,0.0,0.0,0.0
830e48fffffffff,51.0,0.0,0.0,0.0
830e49fffffffff,714.0,0.0,0.0,0.0
830e4afffffffff,60.0,0.0,0.0,0.0
830e4bfffffffff,147.0,0.0,0.0,0.0
830e4cfffffffff,19.0,0.0,0.0,0.0
830e4dfffffffff,1053.0,0.0,0.0,0.0
