cell_id,Glaucidium gnoma,Glaucidium gnoma gnoma,Glaucidium gnoma [californicum Group],Glaucidium gnoma pinicola,Glaucidium gnoma cobanense,Glaucidium gnoma hoskinsii
834524fffffffff,51.0,0.0,0.0,0.0,27.0,0.0
834525fffffffff,2.0,0.0,0.0,0.0,2.0,0.0
834534fffffffff,4.0,0.0,0.0,0.0,4.0,0.0
834535fffffffff,3.0,0.0,0.0,0.0,3.0,0.0
834805fffffffff,7.0,0.0,0.0,0.0,0.0,4.0
834819fffffffff,1.0,1.0,0.0,0.0,0.0,0.0
83481dfffffffff,1.0,1.0,0.0,0.0,0.0,0.0
834823fffffffff,1.0,0.0,0.0,0.0,0.0,1.0
83482efffffffff,15.0,0.0,0.0,0.0,0.0,15.0
834833fffffffff,7.0,5.0,0.0,0.0,0.0,0.0
834836fffffffff,1.0,1.0,0.0,0.0,0.0,0.0
8348a2fffffffff,8.0,8.0,0.0,0.0,0.0,0.0
8348abfffffffff,7.0,2.0,0.0,0.0,0.0,0.0
8348c5fffffffff,12.0,11.0,0.0,0.0,0.0,0.0
8348cdfffffffff,34.0,0.0,0.0,20.0,0.0,0.0
8348d4fffffffff,5.0,0.0,0.0,0.0,0.0,0.0
8348d5fffffffff,4.0,0.0,0.0,2.0,0.0,0.0
8348d8fffffffff,7.0,0.0,0.0,1.0,0.0,0.0
8348e3fffffffff,3.0,3.0,0.0,0.0,0.0,0.0
8348e4fffffffff,4.0,4.0,0.0,0.0,0.0,0.0
8348e8fffffffff,73.0,21.0,0.0,0.0,0.0,0.0
8348eafffffffff,5.0,0.0,0.0,3.0,0.0,0.0
8348ebfffffffff,20.0,0.0,0.0,13.0,0.0,0.0
8348ecfffffffff,58.0,15.0,0.0,0.0,0.0,0.0
8348eefffffffff,23.0,9.0,0.0,0.0,0.0,0.0
8348f5fffffffff,2.0,0.0,0.0,0.0,0.0,0.0
834986fffffffff,1.0,1.0,0.0,0.0,0.0,0.0
834990fffffffff,2.0,2.0,0.0,0.0,0.0,0.0
834995fffffffff,8.0,0.0,0.0,0.0,0.0,0.0
834996fffffffff,3.0,3.0,0.0,0.0,0.0,0.0
83499cfffffffff,3.0,0.0,0.0,0.0,0.0,0.0
8349a8fffffffff,1.0,1.0,0.0,0.0,0.0,0.0
8349aafffffffff,3.0,3.0,0.0,0.0,0.0,0.0
8349b1fffffffff,5.0,5.0,0.0,0.0,0.0,0.0
8349b3fffffffff,8.0,0.0,0.0,0.0,0.0,0.0
836d23fffffffff,2.0,0.0,0.0,0.0,2.0,0.0
836d28fffffffff,9.0,0.0,0.0,0.0,9.0,0.0
836d29fffffffff,15.0,0.0,0.0,0.0,13.0,0.0
836d2bfffffffff,2.0,0.0,0.0,0.0,0.0,0.0
836d2dfffffffff,1.0,0.0,0.0,0.0,0.0,0.0
836d32fffffffff,1.0,1.0,0.0,0.0,0.0,0.0
836d64fffffffff,29.0,0.0,0.0,0.0,28.0,0.0
836d65fffffffff,1.0,0.0,0.0,0.0,0.0,0.0
836d66fffffffff,3.0,0.0,0.0,0.0,0.0,0.0
