cell_id,Leucosticte tephrocotis,Leucosticte tephrocotis umbrina,Leucosticte tephrocotis griseonucha,Leucosticte tephrocotis littoralis,Leucosticte tephrocotis [tephrocotis Group],Leucosticte tephrocotis littoralis x [tephrocotis Group]
820c17fffffffff,1.0,0.0,0.0,0.0,0.0,0.0
820c27fffffffff,1.0,0.0,0.0,0.0,1.0,0.0
820c47fffffffff,26.0,0.0,0.0,9.0,0.0,0.0
820c57fffffffff,10.0,0.0,0.0,0.0,4.0,0.0
820c5ffffffffff,9.0,0.0,0.0,0.0,2.0,0.0
820c67fffffffff,7.0,0.0,0.0,0.0,1.0,0.0
820c77fffffffff,19.0,0.0,0.0,1.0,0.0,0.0
820ccffffffffff,2.0,0.0,0.0,0.0,0.0,0.0
820ceffffffffff,2.0,0.0,0.0,0.0,0.0,0.0
820d0ffffffffff,1.0,0.0,0.0,0.0,0.0,0.0
820d4ffffffffff,18.0,0.0,0.0,0.0,2.0,0.0
820d57fffffffff,7.0,0.0,0.0,0.0,5.0,0.0
820d6ffffffffff,5.0,0.0,0.0,0.0,0.0,0.0
820d77fffffffff,3.0,0.0,0.0,0.0,0.0,0.0
821217fffffffff,4.0,0.0,0.0,0.0,0.0,0.0
821227fffffffff,2.0,0.0,0.0,0.0,0.0,0.0
82124ffffffffff,2.0,0.0,0.0,0.0,0.0,0.0
821257fffffffff,11.0,0.0,0.0,0.0,0.0,0.0
82125ffffffffff,2.0,0.0,0.0,0.0,0.0,0.0
82126ffffffffff,3.0,0.0,0.0,0.0,0.0,0.0
821277fffffffff,1.0,0.0,0.0,0.0,1.0,0.0
821287fffffffff,3.0,0.0,0.0,0.0,0.0,0.0
82128ffffffffff,4.0,0.0,0.0,0.0,0.0,0.0
8212b7fffffffff,1.0,0.0,0.0,0.0,0.0,0.0
8212c7fffffffff,27.0,0.0,0.0,2.0,8.0,0.0
8212cffffffffff,78.0,0.0,0.0,20.0,14.0,0.0
8212d7fffffffff,32.0,0.0,0.0,0.0,2.0,0.0
8212dffffffffff,99.0,0.0,0.0,22.0,6.0,0.0
8212effffffffff,10.0,0.0,0.0,0.0,0.0,0.0
8212f7fffffffff,2.0,0.0,0.0,0.0,0.0,0.0
821387fffffffff,24.0,0.0,0.0,8.0,3.0,0.0
82138ffffffffff,6.0,0.0,0.0,0.0,0.0,0.0
821397fffffffff,3.0,0.0,0.0,0.0,0.0,0.0
82139ffffffffff,11.0,0.0,0.0,3.0,3.0,0.0
8213a7fffffffff,1.0,0.0,0.0,0.0,0.0,0.0
8213affffffffff,2.0,0.0,0.0,0.0,0.0,0.0
8213b7fffffffff,4.0,0.0,0.0,0.0,0.0,0.0
821657fffffffff,6.0,0.0,6.0,0.0,0.0,0.0
82165ffffffffff,10.0,0.0,3.0,0.0,0.0,0.0
821d27fffffffff,2.0,0.0,0.0,0.0,0.0,0.0
8222d7fffffffff,27.0,0.0,19.0,0.0,0.0,0.0
8222dffffffffff,13.0,3.0,0.0,0.0,0.0,0.0
8222effffffffff,2.0,0.0,1.0,0.0,0.0,0.0
822617fffffffff,1.0,0.0,0.0,0.0,0.0,0.0
822667fffffffff,7.0,0.0,0.0,0.0,2.0,0.0
822687fffffffff,410.0,0.0,0.0,118.0,94.0,0.0
82268ffffffffff,251.0,0.0,0.0,53.0,58.0,0.0
822697fffffffff,336.0,0.0,0.0,64.0,102.0,4.0
82269ffffffffff,93.0,0.0,0.0,36.0,29.0,0.0
8226a7fffffffff,18.0,0.0,0.0,5.0,2.0,0.0
8226affffffffff,58.0,0.0,0.0,9.0,7.0,0.0
8226b7fffffffff,8.0,0.0,0.0,4.0,2.0,0.0
8226d7fffffffff,2.0,0.0,0.0,0.0,0.0,0.0
8226effffffffff,10.0,0.0,0.0,0.0,0.0,0.0
822707fffffffff,5.0,0.0,0.0,2.0,0.0,0.0
82270ffffffffff,12.0,0.0,0.0,0.0,6.0,0.0
822717fffffffff,5.0,0.0,0.0,0.0,0.0,0.0
82271ffffffffff,2.0,0.0,0.0,0.0,0.0,0.0
822757fffffffff,23.0,0.0,0.0,0.0,6.0,0.0
82275ffffffffff,21.0,0.0,0.0,0.0,3.0,0.0
822777fffffffff,3.0,0.0,0.0,0.0,3.0,0.0
82278ffffffffff,2.0,0.0,0.0,2.0,0.0,0.0
822797fffffffff,76.0,0.0,0.0,35.0,4.0,0.0
8227a7fffffffff,2.0,0.0,0.0,0.0,0.0,0.0
8227affffffffff,10.0,0.0,0.0,0.0,0.0,0.0
8227b7fffffffff,2.0,0.0,0.0,0.0,0.0,0.0
822817fffffffff,4.0,0.0,0.0,0.0,0.0,0.0
82281ffffffffff,77.0,0.0,0.0,9.0,4.0,0.0
822837fffffffff,1.0,0.0,0.0,0.0,0.0,0.0
822887fffffffff,61.0,0.0,0.0,11.0,6.0,0.0
82288ffffffffff,100.0,0.0,0.0,35.0,7.0,0.0
822897fffffffff,176.0,0.0,0.0,49.0,17.0,0.0
82289ffffffffff,22.0,0.0,0.0,3.0,0.0,0.0
8228a7fffffffff,23.0,0.0,0.0,10.0,7.0,0.0
8228affffffffff,36.0,0.0,0.0,13.0,1.0,0.0
8228b7fffffffff,20.0,0.0,0.0,5.0,4.0,0.0
8228c7fffffffff,2.0,0.0,0.0,0.0,0.0,0.0
8228d7fffffffff,170.0,0.0,0.0,29.0,4.0,0.0
8228dffffffffff,111.0,0.0,0.0,18.0,3.0,0.0
8228f7fffffffff,127.0,0.0,0.0,39.0,5.0,0.0
82298ffffffffff,34.0,0.0,0.0,0.0,4.0,0.0
822997fffffffff,74.0,0.0,0.0,0.0,11.0,0.0
82299ffffffffff,5.0,0.0,0.0,3.0,0.0,0.0
8229affffffffff,103.0,0.0,0.0,4.0,3.0,0.0
822a8ffffffffff,1.0,0.0,0.0,0.0,1.0,0.0
822ab7fffffffff,52.0,0.0,0.0,0.0,3.0,0.0
822b0ffffffffff,9.0,0.0,0.0,2.0,0.0,0.0
822b8ffffffffff,16.0,0.0,0.0,0.0,6.0,0.0
822b97fffffffff,13.0,0.0,0.0,0.0,2.0,0.0
8248dffffffffff,101.0,0.0,0.0,73.0,14.0,0.0
