cell_id,Upupa epops,Upupa epops [epops Group],Upupa epops senegalensis/waibeli,Upupa epops africana
83089afffffffff,2.0,0.0,0.0,0.0
83089efffffffff,2.0,0.0,0.0,0.0
830a91fffffffff,2.0,0.0,0.0,0.0
830b93fffffffff,2.0,0.0,0.0,0.0
830bb1fffffffff,2.0,0.0,0.0,0.0
831093fffffffff,1.0,0.0,0.0,0.0
831181fffffffff,3.0,0.0,0.0,0.0
83118afffffffff,13.0,0.0,0.0,0.0
83118cfffffffff,3.0,0.0,0.0,0.0
83118efffffffff,14.0,5.0,0.0,0.0
8311aefffffffff,2.0,1.0,0.0,0.0
8311b4fffffffff,7.0,0.0,0.0,0.0
831492fffffffff,2.0,0.0,0.0,0.0
831496fffffffff,2.0,0.0,0.0,0.0
8314aefffffffff,59.0,0.0,0.0,0.0
831590fffffffff,13.0,2.0,0.0,0.0
831591fffffffff,3.0,0.0,0.0,0.0
831592fffffffff,50.0,0.0,0.0,0.0
831593fffffffff,2.0,2.0,0.0,0.0
831595fffffffff,1.0,1.0,0.0,0.0
831598fffffffff,1.0,0.0,0.0,0.0
83159cfffffffff,5.0,0.0,0.0,0.0
83159efffffffff,2.0,2.0,0.0,0.0
8315b3fffffffff,23.0,0.0,0.0,0.0
8315b6fffffffff,3.0,0.0,0.0,0.0
831844fffffffff,6.0,0.0,0.0,0.0
831845fffffffff,5.0,0.0,0.0,0.0
831849fffffffff,165.0,1.0,0.0,0.0
83184afffffffff,7.0,0.0,0.0,0.0
83184bfffffffff,73.0,0.0,0.0,0.0
83184cfffffffff,4.0,0.0,0.0,0.0
83184dfffffffff,11.0,2.0,0.0,0.0
83185bfffffffff,7.0,0.0,0.0,0.0
831863fffffffff,4.0,0.0,0.0,0.0
831868fffffffff,14.0,0.0,0.0,0.0
831869fffffffff,10.0,0.0,0.0,0.0
83186afffffffff,40.0,4.0,0.0,0.0
83186bfffffffff,5.0,0.0,0.0,0.0
83186cfffffffff,49.0,0.0,0.0,0.0
83186dfffffffff,13.0,7.0,0.0,0.0
83186efffffffff,1.0,0.0,0.0,0.0
831876fffffffff,2.0,2.0,0.0,0.0
831e00fffffffff,1.0,0.0,0.0,0.0
831e01fffffffff,6.0,0.0,0.0,0.0
831e02fffffffff,274.0,42.0,0.0,0.0
831e03fffffffff,47.0,9.0,0.0,0.0
831e04fffffffff,22.0,0.0,0.0,0.0
831e05fffffffff,12.0,0.0,0.0,0.0
831e06fffffffff,111.0,2.0,0.0,0.0
831e08fffffffff,139.0,1.0,0.0,0.0
831e0afffffffff,609.0,3.0,0.0,0.0
831e0cfffffffff,133.0,0.0,0.0,0.0
831e0dfffffffff,1.0,0.0,0.0,0.0
831e0efffffffff,209.0,19.0,0.0,0.0
831e10fffffffff,4.0,0.0,0.0,0.0
831e11fffffffff,5.0,0.0,0.0,0.0
831e12fffffffff,69.0,2.0,0.0,0.0
831e13fffffffff,15.0,0.0,0.0,0.0
831e15fffffffff,2.0,0.0,0.0,0.0
831e16fffffffff,2.0,0.0,0.0,0.0
831e18fffffffff,11.0,0.0,0.0,0.0
831e19fffffffff,28.0,0.0,0.0,0.0
831e1bfffffffff,102.0,0.0,0.0,0.0
831e1cfffffffff,93.0,2.0,0.0,0.0
831e1dfffffffff,169.0,12.0,0.0,0.0
831e1efffffffff,6.0,0.0,0.0,0.0
831e20fffffffff,14.0,0.0,0.0,0.0
831e21fffffffff,15.0,0.0,0.0,0.0
831e22fffffffff,10.0,0.0,0.0,0.0
831e23fffffffff,17.0,0.0,0.0,0.0
831e24fffffffff,2.0,0.0,0.0,0.0
831e25fffffffff,8.0,0.0,0.0,0.0
831e28fffffffff,8.0,0.0,0.0,0.0
831e29fffffffff,25.0,0.0,0.0,0.0
831e2afffffffff,16.0,0.0,0.0,0.0
831e2bfffffffff,8.0,0.0,0.0,0.0
831e2cfffffffff,1.0,0.0,0.0,0.0
831e2dfffffffff,12.0,0.0,0.0,0.0
831e2efffffffff,29.0,0.0,0.0,0.0
831e30fffffffff,15.0,0.0,0.0,0.0
831e31fffffffff,2.0,0.0,0.0,0.0
831e32fffffffff,2.0,0.0,0.0,0.0
831e33fffffffff,14.0,0.0,0.0,0.0
831e34fffffffff,22.0,0.0,0.0,0.0
831e35fffffffff,44.0,0.0,0.0,0.0
831e36fffffffff,8.0,0.0,0.0,0.0
831e42fffffffff,54.0,0.0,0.0,0.0
831e43fffffffff,3.0,0.0,0.0,0.0
831e46fffffffff,2.0,0.0,0.0,0.0
831e49fffffffff,2.0,0.0,0.0,0.0
831e4afffffffff,7.0,0.0,0.0,0.0
831e4bfffffffff,16.0,0.0,0.0,0.0
831e4cfffffffff,4.0,0.0,0.0,0.0
831e4dfffffffff,29.0,0.0,0.0,0.0
831e51fffffffff,171.0,0.0,0.0,0.0
831e52fffffffff,3.0,0.0,0.0,0.0
