cell_id,Haematopus ostralegus,Haematopus ostralegus ostralegus/longipes,Haematopus ostralegus osculans
830124fffffffff,1.0,1.0,0.0
830135fffffffff,9.0,9.0,0.0
830741fffffffff,4.0,4.0,0.0
830743fffffffff,2.0,0.0,0.0
83075cfffffffff,11.0,0.0,0.0
83075dfffffffff,10.0,0.0,0.0
830999fffffffff,1.0,1.0,0.0
831181fffffffff,1.0,1.0,0.0
8311aefffffffff,4.0,4.0,0.0
831845fffffffff,2.0,0.0,0.0
831849fffffffff,17.0,0.0,0.0
83184bfffffffff,10.0,3.0,0.0
83184dfffffffff,4.0,0.0,0.0
83185bfffffffff,33.0,0.0,0.0
831862fffffffff,2.0,0.0,0.0
831871fffffffff,2.0,0.0,0.0
831909fffffffff,4.0,4.0,0.0
83190cfffffffff,6.0,6.0,0.0
83190efffffffff,6.0,0.0,0.0
83192bfffffffff,4.0,0.0,0.0
831940fffffffff,2.0,0.0,0.0
831941fffffffff,7.0,4.0,0.0
831942fffffffff,2.0,0.0,0.0
831943fffffffff,3.0,2.0,0.0
831948fffffffff,1.0,0.0,0.0
83194afffffffff,4.0,2.0,0.0
83194bfffffffff,2.0,0.0,0.0
83194dfffffffff,1.0,0.0,0.0
83194efffffffff,3.0,2.0,0.0
831950fffffffff,4.0,2.0,0.0
831954fffffffff,8.0,8.0,0.0
831955fffffffff,2.0,2.0,0.0
831956fffffffff,6.0,6.0,0.0
831958fffffffff,8.0,2.0,0.0
83195dfffffffff,1.0,1.0,0.0
831972fffffffff,1.0,1.0,0.0
831aa4fffffffff,3.0,0.0,0.0
831b98fffffffff,7.0,0.0,0.0
831e02fffffffff,14.0,0.0,0.0
831e03fffffffff,2.0,0.0,0.0
831e04fffffffff,2.0,0.0,0.0
831e06fffffffff,10.0,2.0,0.0
831e0afffffffff,8.0,0.0,0.0
831e0cfffffffff,2.0,0.0,0.0
831e0efffffffff,6.0,0.0,0.0
831e13fffffffff,3.0,0.0,0.0
831e19fffffffff,3.0,0.0,0.0
831e1bfffffffff,2.0,0.0,0.0
831e1cfffffffff,5.0,0.0,0.0
831e22fffffffff,19.0,0.0,0.0
831e24fffffffff,1.0,0.0,0.0
831e31fffffffff,5.0,0.0,0.0
831e35fffffffff,2.0,0.0,0.0
831e52fffffffff,1.0,0.0,0.0
831e6efffffffff,2.0,0.0,0.0
831ea0fffffffff,3.0,0.0,0.0
831ea1fffffffff,12.0,0.0,0.0
831ea5fffffffff,2.0,0.0,0.0
831eabfffffffff,3.0,0.0,0.0
831ec1fffffffff,4.0,0.0,0.0
831ec3fffffffff,6.0,0.0,0.0
831ec6fffffffff,1.0,0.0,0.0
831ec9fffffffff,9.0,1.0,0.0
831ee6fffffffff,3.0,0.0,0.0
831ee8fffffffff,6.0,0.0,0.0
831eebfffffffff,9.0,0.0,0.0
831f01fffffffff,2.0,0.0,0.0
831f05fffffffff,1.0,1.0,0.0
831f0cfffffffff,1.0,0.0,0.0
831f14fffffffff,2.0,0.0,0.0
831f19fffffffff,3.0,0.0,0.0
831f1afffffffff,3.0,0.0,0.0
831f1bfffffffff,8.0,0.0,0.0
831f23fffffffff,1.0,1.0,0.0
831f28fffffffff,9.0,9.0,0.0
831f2efffffffff,1.0,1.0,0.0
831f31fffffffff,4.0,4.0,0.0
831f33fffffffff,5.0,3.0,0.0
831f46fffffffff,1.0,0.0,0.0
831f51fffffffff,1.0,0.0,0.0
831f53fffffffff,1.0,0.0,0.0
831f56fffffffff,2.0,0.0,0.0
831f72fffffffff,6.0,0.0,0.0
831f82fffffffff,5.0,0.0,0.0
831f83fffffffff,6.0,0.0,0.0
831f85fffffffff,3.0,0.0,0.0
831f89fffffffff,7.0,0.0,0.0
831f8dfffffffff,6.0,0.0,0.0
831f8efffffffff,11.0,0.0,0.0
831f98fffffffff,1.0,0.0,0.0
831f9afffffffff,2.0,0.0,0.0
831fabfffffffff,1.0,0.0,0.0
831facfffffffff,4.0,0.0,0.0
832018fffffffff,2.0,0.0,0.0
832033fffffffff,2.0,0.0,0.0
8320e6fffffffff,7.0,0.0,0.0
8320f4fffffffff,2.0,0.0,0.0
832152fffffffff,3.0,0.0,0.0
832475fffffffff,4.0,2.0,0.0
8325a4fffffffff,2.0,0.0,0.0
832c0bfffffffff,6.0,0.0,0.0
832c21fffffffff,4.0,0.0,0.0
832c51fffffffff,4.0,0.0,0.0
832c93fffffffff,14.0,0.0,0.0
832ce4fffffffff,2.0,0.0,0.0
832d14fffffffff,3.0,3.0,0.0
832d33fffffffff,2.0,0.0,0.0
832d64fffffffff,10.0,0.0,0.0
832db0fffffffff,3.0,2.0,0.0
832e60fffffffff,2.0,0.0,0.0
832eacfffffffff,3.0,0.0,0.0
833005fffffffff,2.0,0.0,0.0
833015fffffffff,2.0,0.0,2.0
833032fffffffff,7.0,0.0,0.0
833083fffffffff,7.0,0.0,0.0
83308efffffffff,2.0,0.0,0.0
83309bfffffffff,3.0,0.0,0.0
83309dfffffffff,5.0,0.0,0.0
8330a1fffffffff,5.0,0.0,0.0
8330a5fffffffff,3.0,0.0,0.0
8330c4fffffffff,10.0,0.0,10.0
8330d1fffffffff,1.0,0.0,0.0
8330e0fffffffff,2.0,0.0,0.0
83318dfffffffff,2.0,0.0,0.0
833426fffffffff,7.0,0.0,0.0
83344cfffffffff,4.0,0.0,0.0
83351bfffffffff,2.0,0.0,0.0
83384afffffffff,4.0,0.0,0.0
83386afffffffff,3.0,3.0,0.0
833901fffffffff,3.0,0.0,0.0
833903fffffffff,2.0,0.0,0.0
833905fffffffff,4.0,0.0,0.0
833908fffffffff,2.0,0.0,0.0
83390dfffffffff,2.0,0.0,0.0
833910fffffffff,89.0,1.0,0.0
833911fffffffff,20.0,0.0,0.0
833915fffffffff,25.0,0.0,0.0
833919fffffffff,9.0,0.0,0.0
83391afffffffff,6.0,0.0,0.0
83391cfffffffff,1.0,0.0,0.0
83391efffffffff,5.0,1.0,0.0
833920fffffffff,15.0,0.0,0.0
833922fffffffff,99.0,0.0,0.0
833924fffffffff,1.0,0.0,0.0
833925fffffffff,91.0,0.0,0.0
83392afffffffff,4.0,0.0,0.0
83392bfffffffff,4.0,0.0,0.0
83392dfffffffff,37.0,0.0,0.0
83392efffffffff,11.0,0.0,0.0
833931fffffffff,9.0,0.0,0.0
833933fffffffff,25.0,0.0,0.0
833942fffffffff,7.0,0.0,0.0
833943fffffffff,2.0,2.0,0.0
833946fffffffff,3.0,3.0,0.0
833954fffffffff,2.0,0.0,0.0
833971fffffffff,5.0,0.0,0.0
833974fffffffff,9.0,0.0,0.0
833982fffffffff,2.0,2.0,0.0
833c89fffffffff,3.0,0.0,0.0
833c92fffffffff,6.0,0.0,0.0
833cd4fffffffff,2.0,0.0,0.0
833d33fffffffff,5.0,0.0,0.0
833dacfffffffff,4.0,0.0,0.0
833e68fffffffff,9.0,0.0,0.0
833f44fffffffff,2.0,0.0,0.0
83411cfffffffff,11.0,0.0,4.0
834173fffffffff,3.0,0.0,3.0
8341a0fffffffff,81.0,0.0,2.0
8341a4fffffffff,39.0,0.0,0.0
8341a5fffffffff,46.0,0.0,0.0
8341b5fffffffff,4.0,0.0,0.0
8342c0fffffffff,52.0,0.0,0.0
8342c4fffffffff,2.0,0.0,0.0
8342c6fffffffff,4.0,0.0,0.0
8342dbfffffffff,34.0,0.0,0.0
83431efffffffff,25.0,0.0,0.0
83438cfffffffff,1.0,1.0,0.0
834398fffffffff,11.0,11.0,0.0
8343a0fffffffff,8.0,0.0,0.0
8343acfffffffff,3.0,0.0,0.0
834b30fffffffff,3.0,0.0,0.0
834ba1fffffffff,6.0,0.0,0.0
834ba2fffffffff,10.0,0.0,0.0
834bb1fffffffff,38.0,0.0,0.0
834bb5fffffffff,3.0,0.0,0.0
83524dfffffffff,3.0,3.0,0.0
835413fffffffff,2.0,0.0,0.0
8354c4fffffffff,2.0,0.0,0.0
8354c5fffffffff,6.0,0.0,0.0
836002fffffffff,7.0,0.0,0.0
836006fffffffff,21.0,0.0,0.0
836011fffffffff,5.0,0.0,0.0
83601efffffffff,11.0,0.0,0.0
836022fffffffff,83.0,0.0,0.0
836026fffffffff,2.0,0.0,0.0
83608bfffffffff,1.0,0.0,0.0
8360a9fffffffff,50.0,0.0,0.0
8360acfffffffff,2.0,0.0,0.0
83611afffffffff,16.0,0.0,0.0
83611bfffffffff,16.0,0.0,0.0
83618cfffffffff,12.0,0.0,0.0
83618efffffffff,113.0,2.0,0.0
8361a9fffffffff,3.0,0.0,0.0
8361abfffffffff,2.0,0.0,0.0
836335fffffffff,3.0,3.0,0.0
83694efffffffff,17.0,0.0,3.0
837b59fffffffff,6.0,0.0,0.0
839735fffffffff,6.0,0.0,0.0
83ac12fffffffff,1.0,0.0,0.0
