cell_id,Coereba flaveola,Coereba flaveola bahamensis,Coereba flaveola caboti,Coereba flaveola [flaveola Group],Coereba flaveola [portoricensis Group],Coereba flaveola [bartholemica Group],Coereba flaveola atrata,Coereba flaveola aterrima,Coereba flaveola lowii,Coereba flaveola laurae/melanornis,Coereba flaveola [luteola Group]
8444161ffffffff,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8444843ffffffff,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8444847ffffffff,11.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
844484bffffffff,212.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8444859ffffffff,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8444861ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8444869ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
844486bffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8444a07ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8444a11ffffffff,78.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8444a13ffffffff,67.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8444a19ffffffff,60.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8444a27ffffffff,6.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8444a37ffffffff,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8444a57ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8444ab9ffffffff,6.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8444aebffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8444b2bffffffff,11.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8444b57ffffffff,8.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8444b63ffffffff,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8445019ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8445053ffffffff,23.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8445085ffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0
8445087ffffffff,4.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84450a1ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
84450a3ffffffff,6.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84450a5ffffffff,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0
