cell_id,Pica pica,Pica pica melanotos,Pica pica [pica Group],Pica pica camtschatica
840880dffffffff,2.0,0.0,2.0,0.0
8408829ffffffff,4.0,0.0,4.0,0.0
8408863ffffffff,4.0,0.0,4.0,0.0
8408867ffffffff,2.0,0.0,2.0,0.0
840886bffffffff,2.0,0.0,2.0,0.0
8408a15ffffffff,2.0,0.0,2.0,0.0
8408a21ffffffff,2.0,0.0,2.0,0.0
8408a2bffffffff,2.0,0.0,2.0,0.0
8408b3dffffffff,2.0,0.0,2.0,0.0
8409a45ffffffff,5.0,0.0,3.0,0.0
8416161ffffffff,9.0,0.0,0.0,9.0
8418491ffffffff,2.0,0.0,0.0,0.0
8418495ffffffff,46.0,0.0,0.0,0.0
8418499ffffffff,2.0,0.0,2.0,0.0
84184b1ffffffff,3.0,0.0,0.0,0.0
84184b7ffffffff,10.0,0.0,0.0,0.0
84184b9ffffffff,5.0,0.0,0.0,0.0
84184bbffffffff,6.0,0.0,0.0,0.0
8418593ffffffff,5.0,0.0,5.0,0.0
8418597ffffffff,2.0,0.0,2.0,0.0
84185b3ffffffff,39.0,2.0,34.0,0.0
84185b5ffffffff,5.0,0.0,5.0,0.0
84185bbffffffff,28.0,2.0,9.0,0.0
8418691ffffffff,4.0,0.0,4.0,0.0
8418697ffffffff,2.0,0.0,2.0,0.0
8419413ffffffff,2.0,0.0,2.0,0.0
841948dffffffff,2.0,0.0,0.0,0.0
84194ddffffffff,1.0,0.0,0.0,0.0
841e033ffffffff,1.0,0.0,0.0,0.0
841e037ffffffff,2.0,0.0,0.0,0.0
841e05bffffffff,2.0,0.0,0.0,0.0
841e085ffffffff,2.0,0.0,0.0,0.0
841e0b3ffffffff,17.0,0.0,17.0,0.0
841e0b7ffffffff,5.0,0.0,5.0,0.0
841e0e7ffffffff,1.0,0.0,0.0,0.0
841e551ffffffff,2.0,0.0,0.0,0.0
841e5c9ffffffff,3.0,0.0,0.0,0.0
841e5cdffffffff,3.0,0.0,0.0,0.0
841e5edffffffff,3.0,0.0,0.0,0.0
841e64dffffffff,2.0,0.0,2.0,0.0
841e6b3ffffffff,1.0,0.0,0.0,0.0
841ea03ffffffff,2.0,0.0,2.0,0.0
841ea09ffffffff,1.0,0.0,0.0,0.0
841ea0bffffffff,10.0,0.0,4.0,0.0
841ea21ffffffff,2.0,0.0,2.0,0.0
841ea45ffffffff,2.0,0.0,2.0,0.0
841ea47ffffffff,1.0,0.0,0.0,0.0
841ea4dffffffff,4.0,0.0,4.0,0.0
841ea53ffffffff,5.0,0.0,0.0,0.0
841ea55ffffffff,13.0,0.0,10.0,0.0
841ea93ffffffff,1.0,0.0,0.0,0.0
841ec03ffffffff,1.0,0.0,0.0,0.0
841ec09ffffffff,1.0,0.0,0.0,0.0
841ec1dffffffff,9.0,0.0,0.0,0.0
841ec21ffffffff,5.0,0.0,0.0,0.0
841ec47ffffffff,10.0,0.0,0.0,0.0
841ec55ffffffff,1.0,0.0,0.0,0.0
841ec91ffffffff,2.0,0.0,0.0,0.0
841ec99ffffffff,2.0,0.0,2.0,0.0
841ec9dffffffff,2.0,0.0,0.0,0.0
841eca9ffffffff,4.0,0.0,0.0,0.0
841ecc9ffffffff,2.0,0.0,0.0,0.0
841eccbffffffff,5.0,0.0,0.0,0.0
841ece9ffffffff,1.0,0.0,0.0,0.0
841ede1ffffffff,2.0,0.0,0.0,0.0
841ee91ffffffff,2.0,0.0,0.0,0.0
841ee97ffffffff,2.0,0.0,0.0,0.0
841eeb7ffffffff,6.0,0.0,2.0,0.0
841f051ffffffff,4.0,0.0,4.0,0.0
841f059ffffffff,2.0,0.0,0.0,0.0
841f05bffffffff,2.0,0.0,2.0,0.0
841f1a5ffffffff,107.0,0.0,107.0,0.0
841f1b3ffffffff,1.0,0.0,0.0,0.0
841f2d7ffffffff,1.0,0.0,1.0,0.0
841f539ffffffff,2.0,0.0,2.0,0.0
841f53dffffffff,1.0,0.0,1.0,0.0
841f823ffffffff,2.0,0.0,0.0,0.0
841f831ffffffff,2.0,0.0,0.0,0.0
841f887ffffffff,11.0,0.0,11.0,0.0
841f98bffffffff,1.0,0.0,1.0,0.0
841facbffffffff,2.0,0.0,2.0,0.0
841fad1ffffffff,2.0,0.0,2.0,0.0
841fad3ffffffff,13.0,0.0,13.0,0.0
841fadbffffffff,4.0,0.0,4.0,0.0
841faebffffffff,3.0,0.0,3.0,0.0
841faedffffffff,2.0,0.0,2.0,0.0
841fb45ffffffff,1.0,0.0,1.0,0.0
841fb47ffffffff,8.0,0.0,0.0,0.0
841fb6bffffffff,2.0,0.0,0.0,0.0
8420129ffffffff,4.0,0.0,0.0,0.0
842013dffffffff,1.0,0.0,1.0,0.0
8420293ffffffff,1.0,0.0,0.0,0.0
8420855ffffffff,2.0,0.0,2.0,0.0
8420999ffffffff,5.0,0.0,0.0,0.0
842099bffffffff,21.0,0.0,0.0,0.0
8420a19ffffffff,7.0,0.0,7.0,0.0
8420a61ffffffff,4.0,0.0,4.0,0.0
8420e3bffffffff,1.0,0.0,0.0,0.0
8420e61ffffffff,2.0,0.0,0.0,0.0
8420e63ffffffff,1.0,0.0,0.0,0.0
8420e65ffffffff,2.0,0.0,0.0,0.0
8421567ffffffff,3.0,0.0,0.0,0.0
