cell_id,Pica pica,Pica pica melanotos,Pica pica [pica Group],Pica pica camtschatica
8424539ffffffff,3.0,0.0,0.0,0.0
8425095ffffffff,1.0,0.0,0.0,0.0
842512bffffffff,1.0,0.0,1.0,0.0
8425505ffffffff,1.0,0.0,0.0,0.0
84255a3ffffffff,4.0,0.0,4.0,0.0
84255a7ffffffff,1.0,0.0,1.0,0.0
84255b5ffffffff,1.0,0.0,1.0,0.0
8425ac3ffffffff,1.0,0.0,1.0,0.0
8425ac5ffffffff,1.0,0.0,1.0,0.0
8425ac9ffffffff,14.0,0.0,14.0,0.0
8425ae9ffffffff,3.0,0.0,3.0,0.0
842c003ffffffff,1.0,0.0,0.0,0.0
842c043ffffffff,1.0,0.0,0.0,0.0
842c05bffffffff,4.0,0.0,4.0,0.0
842c0c1ffffffff,7.0,0.0,7.0,0.0
842c0c9ffffffff,1.0,0.0,1.0,0.0
842c0cbffffffff,1.0,0.0,1.0,0.0
842c193ffffffff,3.0,0.0,0.0,0.0
842c285ffffffff,3.0,0.0,3.0,0.0
842c2a1ffffffff,11.0,0.0,11.0,0.0
842c2a3ffffffff,3.0,0.0,3.0,0.0
842c2abffffffff,4.0,0.0,4.0,0.0
842c2e5ffffffff,5.0,0.0,5.0,0.0
842c2edffffffff,3.0,0.0,3.0,0.0
842c4cdffffffff,3.0,0.0,0.0,0.0
842cc07ffffffff,5.0,0.0,0.0,0.0
842ce4bffffffff,4.0,0.0,0.0,0.0
842d14bffffffff,1.0,0.0,0.0,0.0
842d183ffffffff,1.0,0.0,0.0,0.0
842d303ffffffff,1.0,0.0,0.0,0.0
842d331ffffffff,2.0,0.0,0.0,0.0
842d333ffffffff,2.0,0.0,0.0,0.0
842d641ffffffff,1.0,0.0,0.0,0.0
842d64dffffffff,3.0,0.0,0.0,0.0
843824dffffffff,3.0,0.0,0.0,0.0
8438259ffffffff,6.0,0.0,0.0,0.0
8439001ffffffff,5.0,0.0,0.0,0.0
8439003ffffffff,39.0,11.0,0.0,0.0
8439005ffffffff,1.0,0.0,0.0,0.0
8439007ffffffff,7.0,0.0,0.0,0.0
8439009ffffffff,1.0,0.0,0.0,0.0
843900dffffffff,5.0,0.0,0.0,0.0
8439011ffffffff,2.0,2.0,0.0,0.0
8439015ffffffff,12.0,6.0,0.0,0.0
8439019ffffffff,2.0,2.0,0.0,0.0
843901bffffffff,4.0,2.0,0.0,0.0
843901dffffffff,22.0,11.0,0.0,0.0
8439023ffffffff,1.0,0.0,0.0,0.0
8439029ffffffff,15.0,3.0,0.0,0.0
843902bffffffff,3.0,0.0,0.0,0.0
8439031ffffffff,2.0,1.0,0.0,0.0
8439033ffffffff,3.0,1.0,0.0,0.0
8439035ffffffff,1.0,1.0,0.0,0.0
8439039ffffffff,10.0,1.0,0.0,0.0
843903bffffffff,4.0,0.0,0.0,0.0
843903dffffffff,10.0,0.0,0.0,0.0
8439041ffffffff,2.0,0.0,0.0,0.0
8439043ffffffff,5.0,0.0,0.0,0.0
8439047ffffffff,7.0,0.0,0.0,0.0
843904bffffffff,4.0,0.0,0.0,0.0
843904dffffffff,2.0,0.0,0.0,0.0
843905dffffffff,4.0,0.0,0.0,0.0
8439089ffffffff,2.0,0.0,0.0,0.0
843908dffffffff,14.0,0.0,14.0,0.0
84390adffffffff,2.0,2.0,0.0,0.0
84390b5ffffffff,3.0,0.0,0.0,0.0
84390bbffffffff,1.0,0.0,0.0,0.0
84390c9ffffffff,10.0,10.0,0.0,0.0
84390cbffffffff,119.0,111.0,8.0,0.0
84390ebffffffff,2.0,0.0,2.0,0.0
8439101ffffffff,4.0,0.0,0.0,0.0
8439103ffffffff,10.0,0.0,2.0,0.0
8439111ffffffff,8.0,2.0,0.0,0.0
8439115ffffffff,30.0,0.0,0.0,0.0
843911dffffffff,1.0,1.0,0.0,0.0
8439153ffffffff,4.0,3.0,0.0,0.0
8439157ffffffff,1.0,1.0,0.0,0.0
8439181ffffffff,2.0,0.0,0.0,0.0
843918bffffffff,6.0,0.0,0.0,0.0
8439191ffffffff,1.0,0.0,0.0,0.0
8439193ffffffff,13.0,0.0,0.0,0.0
8439195ffffffff,8.0,0.0,0.0,0.0
843919bffffffff,26.0,0.0,0.0,0.0
843919dffffffff,18.0,0.0,0.0,0.0
84391c7ffffffff,1.0,1.0,0.0,0.0
84391dbffffffff,2.0,0.0,0.0,0.0
84391e3ffffffff,3.0,1.0,0.0,0.0
84391ebffffffff,3.0,0.0,3.0,0.0
8439207ffffffff,4.0,0.0,0.0,0.0
8439209ffffffff,1.0,1.0,0.0,0.0
843920bffffffff,2.0,0.0,2.0,0.0
8439213ffffffff,1.0,0.0,0.0,0.0
8439221ffffffff,4.0,0.0,0.0,0.0
8439223ffffffff,2.0,0.0,0.0,0.0
8439227ffffffff,12.0,0.0,0.0,0.0
8439235ffffffff,5.0,0.0,0.0,0.0
8439239ffffffff,5.0,0.0,0.0,0.0
843923dffffffff,12.0,0.0,0.0,0.0
8439255ffffffff,1.0,0.0,1.0,0.0
8439257ffffffff,6.0,1.0,0.0,0.0
8439285ffffffff,9.0,0.0,0.0,0.0
843928dffffffff,3.0,0.0,0.0,0.0
843929dffffffff,5.0,0.0,2.0,0.0
84392a1ffffffff,10.0,0.0,0.0,0.0
84392a3ffffffff,2.0,0.0,2.0,0.0
84392a7ffffffff,7.0,0.0,0.0,0.0
84392a9ffffffff,8.0,0.0,0.0,0.0
84392abffffffff,2.0,0.0,0.0,0.0
84392b1ffffffff,2.0,2.0,0.0,0.0
84392b5ffffffff,19.0,18.0,1.0,0.0
84392b7ffffffff,6.0,4.0,2.0,0.0
84392b9ffffffff,1.0,0.0,1.0,0.0
84392c1ffffffff,4.0,4.0,0.0,0.0
84392c5ffffffff,15.0,12.0,0.0,0.0
84392c7ffffffff,1.0,1.0,0.0,0.0
84392cbffffffff,8.0,8.0,0.0,0.0
84392cdffffffff,11.0,11.0,0.0,0.0
84392d3ffffffff,1.0,0.0,1.0,0.0
84392e1ffffffff,1.0,1.0,0.0,0.0
84392ebffffffff,1.0,0.0,1.0,0.0
8439337ffffffff,17.0,0.0,0.0,0.0
8439427ffffffff,2.0,0.0,0.0,0.0
8439441ffffffff,4.0,4.0,0.0,0.0
8439447ffffffff,108.0,106.0,2.0,0.0
8439449ffffffff,2.0,2.0,0.0,0.0
843944bffffffff,3.0,3.0,0.0,0.0
8439451ffffffff,3.0,3.0,0.0,0.0
8439459ffffffff,12.0,12.0,0.0,0.0
843945dffffffff,9.0,9.0,0.0,0.0
8439469ffffffff,10.0,10.0,0.0,0.0
843946dffffffff,53.0,53.0,0.0,0.0
8439549ffffffff,3.0,0.0,0.0,0.0
8439565ffffffff,12.0,0.0,0.0,0.0
8439621ffffffff,2.0,2.0,0.0,0.0
8439627ffffffff,2.0,2.0,0.0,0.0
8439635ffffffff,2.0,0.0,0.0,0.0
843964bffffffff,2.0,0.0,2.0,0.0
8439707ffffffff,3.0,0.0,0.0,0.0
8439709ffffffff,2.0,0.0,0.0,0.0
8439711ffffffff,71.0,71.0,0.0,0.0
8439713ffffffff,22.0,22.0,0.0,0.0
8439717ffffffff,3.0,3.0,0.0,0.0
843971bffffffff,31.0,31.0,0.0,0.0
8439721ffffffff,76.0,0.0,0.0,0.0
8439723ffffffff,2.0,0.0,0.0,0.0
8439729ffffffff,27.0,0.0,0.0,0.0
843972bffffffff,1.0,0.0,0.0,0.0
843972dffffffff,7.0,0.0,0.0,0.0
8439731ffffffff,2.0,0.0,0.0,0.0
8439733ffffffff,16.0,16.0,0.0,0.0
8439739ffffffff,97.0,0.0,0.0,0.0
843973bffffffff,2.0,2.0,0.0,0.0
843973dffffffff,3.0,0.0,0.0,0.0
8439747ffffffff,3.0,0.0,0.0,0.0
843974dffffffff,2.0,0.0,0.0,0.0
8439755ffffffff,3.0,3.0,0.0,0.0
8439763ffffffff,2.0,0.0,0.0,0.0
8439769ffffffff,2.0,0.0,0.0,0.0
843d049ffffffff,13.0,0.0,13.0,0.0
843d04dffffffff,9.0,0.0,4.0,0.0
843d221ffffffff,6.0,0.0,6.0,0.0
843d227ffffffff,3.0,0.0,3.0,0.0
843d229ffffffff,9.0,0.0,0.0,0.0
843e655ffffffff,2.0,0.0,0.0,0.0
8443603ffffffff,1.0,0.0,0.0,0.0
8443609ffffffff,1.0,0.0,0.0,0.0
