cell_id,Limnodromus griseus,Limnodromus griseus griseus,Limnodromus griseus hendersoni,Limnodromus griseus caurinus
840ee57ffffffff,3.0,0.0,0.0,0.0
840ee85ffffffff,4.0,0.0,0.0,0.0
840ee87ffffffff,2.0,0.0,0.0,0.0
840eea7ffffffff,990.0,0.0,0.0,0.0
840eeb5ffffffff,64.0,0.0,0.0,0.0
840eed5ffffffff,1.0,0.0,0.0,0.0
840ef03ffffffff,1.0,0.0,0.0,0.0
840ef1dffffffff,2.0,0.0,0.0,0.0
840ef2bffffffff,1.0,0.0,0.0,0.0
840ef2dffffffff,2.0,0.0,0.0,0.0
840ef39ffffffff,3.0,0.0,0.0,0.0
8412187ffffffff,2.0,0.0,0.0,0.0
84121bbffffffff,9.0,0.0,4.0,0.0
84121e3ffffffff,11.0,0.0,0.0,0.0
8412485ffffffff,2.0,0.0,0.0,0.0
84124b5ffffffff,2.0,0.0,0.0,0.0
84124b7ffffffff,3.0,0.0,0.0,0.0
8412531ffffffff,1.0,0.0,0.0,0.0
8412535ffffffff,10.0,0.0,1.0,0.0
8412539ffffffff,13.0,0.0,2.0,0.0
8412549ffffffff,4.0,0.0,0.0,0.0
8412581ffffffff,1.0,0.0,0.0,0.0
8412591ffffffff,10.0,0.0,2.0,0.0
8412593ffffffff,11.0,0.0,0.0,0.0
8412595ffffffff,1.0,0.0,0.0,0.0
8412597ffffffff,15.0,0.0,2.0,0.0
841259bffffffff,2.0,0.0,0.0,0.0
841259dffffffff,2.0,0.0,0.0,0.0
84125a3ffffffff,2.0,0.0,0.0,0.0
84125abffffffff,4.0,0.0,0.0,0.0
84125bbffffffff,2.0,0.0,0.0,0.0
8412723ffffffff,5.0,0.0,0.0,0.0
8412805ffffffff,21.0,0.0,0.0,0.0
8412865ffffffff,4.0,0.0,0.0,0.0
8412909ffffffff,7.0,0.0,0.0,0.0
8412941ffffffff,2.0,0.0,0.0,0.0
8412949ffffffff,2.0,0.0,0.0,0.0
841294dffffffff,2.0,0.0,0.0,0.0
841298dffffffff,2.0,0.0,0.0,0.0
84129b9ffffffff,17.0,0.0,0.0,0.0
84129bbffffffff,10.0,0.0,0.0,0.0
84129c9ffffffff,1.0,0.0,0.0,0.0
84129cdffffffff,1.0,0.0,0.0,0.0
8412a9dffffffff,2.0,0.0,0.0,0.0
8412ad7ffffffff,8.0,0.0,0.0,0.0
8412b01ffffffff,63.0,0.0,0.0,0.0
8412b03ffffffff,23.0,0.0,0.0,0.0
8412b07ffffffff,2.0,0.0,0.0,0.0
8412b0bffffffff,2.0,0.0,0.0,0.0
8412b39ffffffff,2.0,0.0,0.0,0.0
8412c1bffffffff,2.0,0.0,0.0,0.0
8412c85ffffffff,4.0,0.0,2.0,0.0
8412c89ffffffff,7.0,0.0,2.0,0.0
8412c9dffffffff,11.0,0.0,0.0,0.0
8412cc1ffffffff,56.0,0.0,2.0,0.0
8412cc3ffffffff,1.0,0.0,0.0,0.0
8412cc9ffffffff,87.0,0.0,6.0,0.0
8412ccdffffffff,7.0,0.0,1.0,0.0
8412cd7ffffffff,2.0,0.0,0.0,0.0
8412cd9ffffffff,8.0,0.0,0.0,0.0
8412cdbffffffff,5.0,0.0,0.0,0.0
8412d37ffffffff,1.0,0.0,0.0,0.0
8412e13ffffffff,19.0,0.0,1.0,0.0
8412e1bffffffff,7.0,0.0,2.0,0.0
8412e81ffffffff,1.0,0.0,0.0,0.0
8412e89ffffffff,2.0,0.0,0.0,0.0
8412e8dffffffff,9.0,0.0,0.0,0.0
8412e99ffffffff,2.0,0.0,0.0,0.0
8412ea1ffffffff,1.0,0.0,0.0,0.0
8412ea3ffffffff,5.0,0.0,2.0,0.0
8412ea7ffffffff,2.0,0.0,0.0,0.0
8412eb1ffffffff,4.0,0.0,0.0,0.0
8412eb3ffffffff,3.0,0.0,0.0,0.0
8412eb7ffffffff,3.0,0.0,0.0,0.0
8412ebbffffffff,2.0,0.0,0.0,0.0
8412ebdffffffff,2.0,0.0,0.0,0.0
8412ec1ffffffff,99.0,0.0,5.0,0.0
8412ec3ffffffff,2.0,0.0,0.0,0.0
8412ec5ffffffff,6.0,0.0,0.0,0.0
8412ec7ffffffff,19.0,0.0,0.0,0.0
8412ec9ffffffff,12.0,0.0,6.0,0.0
8412ecbffffffff,12.0,0.0,2.0,0.0
8412ecdffffffff,11.0,0.0,0.0,0.0
8412ed1ffffffff,2.0,0.0,0.0,0.0
8412ed3ffffffff,4.0,0.0,0.0,0.0
8412f6dffffffff,7.0,0.0,0.0,0.0
8413069ffffffff,2.0,0.0,0.0,0.0
8413529ffffffff,4.0,0.0,0.0,0.0
8413917ffffffff,1.0,0.0,0.0,0.0
8413931ffffffff,10.0,0.0,0.0,0.0
8413933ffffffff,9.0,0.0,0.0,0.0
8413937ffffffff,3.0,0.0,0.0,0.0
841396dffffffff,2.0,0.0,0.0,0.0
84139e1ffffffff,98.0,0.0,0.0,0.0
84139edffffffff,26.0,0.0,0.0,0.0
8413a95ffffffff,2.0,0.0,0.0,0.0
841a849ffffffff,5.0,0.0,0.0,0.0
841aa05ffffffff,12.0,0.0,0.0,0.0
841aa07ffffffff,18.0,0.0,0.0,0.0
841aa21ffffffff,4.0,0.0,0.0,0.0
841aa23ffffffff,15.0,0.0,0.0,0.0
841aa27ffffffff,6.0,0.0,0.0,0.0
841aa29ffffffff,19.0,0.0,0.0,0.0
841aa2bffffffff,11.0,0.0,0.0,0.0
841aa35ffffffff,11.0,0.0,0.0,0.0
841aa3dffffffff,63.0,0.0,0.0,0.0
841aa47ffffffff,2.0,0.0,0.0,0.0
841aa4dffffffff,32.0,0.0,0.0,0.0
841aa63ffffffff,23.0,0.0,0.0,0.0
841ab0bffffffff,3.0,0.0,0.0,0.0
841ab4dffffffff,4.0,0.0,0.0,0.0
841ab51ffffffff,4.0,0.0,0.0,0.0
841ab55ffffffff,1.0,0.0,0.0,0.0
841ab57ffffffff,5.0,0.0,0.0,0.0
841b823ffffffff,20.0,0.0,0.0,0.0
841b839ffffffff,3.0,0.0,0.0,0.0
841b83dffffffff,7.0,0.0,0.0,0.0
841b92bffffffff,6.0,0.0,0.0,0.0
841b92dffffffff,15.0,0.0,0.0,0.0
841b98dffffffff,6.0,0.0,0.0,0.0
841b993ffffffff,2.0,0.0,0.0,0.0
841b995ffffffff,2.0,0.0,0.0,0.0
841b999ffffffff,2.0,0.0,0.0,0.0
841b99bffffffff,15.0,0.0,0.0,0.0
841b9a5ffffffff,32.0,0.0,0.0,0.0
841b9c9ffffffff,2.0,0.0,0.0,0.0
841b9ebffffffff,20.0,0.0,0.0,0.0
841bb07ffffffff,2.0,0.0,0.0,0.0
841d209ffffffff,4.0,0.0,0.0,0.0
841d243ffffffff,7.0,0.0,0.0,0.0
8422db7ffffffff,152.0,0.0,0.0,0.0
8422dbdffffffff,1.0,0.0,0.0,0.0
8426007ffffffff,2.0,0.0,0.0,0.0
8426009ffffffff,5.0,0.0,0.0,0.0
842600bffffffff,3.0,0.0,0.0,0.0
8426013ffffffff,3.0,0.0,2.0,0.0
8426015ffffffff,2.0,0.0,1.0,0.0
8426017ffffffff,2.0,0.0,0.0,0.0
8426033ffffffff,4.0,0.0,2.0,0.0
842603bffffffff,4.0,0.0,0.0,0.0
8426041ffffffff,1.0,0.0,0.0,0.0
842604bffffffff,7.0,0.0,0.0,0.0
8426053ffffffff,4.0,0.0,0.0,0.0
8426059ffffffff,3.0,0.0,0.0,0.0
842605bffffffff,5.0,0.0,0.0,0.0
842605dffffffff,1.0,0.0,0.0,0.0
8426061ffffffff,3.0,0.0,0.0,0.0
8426067ffffffff,1.0,0.0,0.0,0.0
842606bffffffff,4.0,0.0,0.0,0.0
84260a1ffffffff,10.0,0.0,0.0,0.0
84260a9ffffffff,4.0,0.0,0.0,0.0
84260adffffffff,1.0,0.0,0.0,0.0
84260b3ffffffff,2.0,0.0,0.0,0.0
84260b9ffffffff,64.0,0.0,7.0,0.0
84260bbffffffff,10.0,0.0,4.0,0.0
84260cbffffffff,4.0,0.0,0.0,0.0
84260d9ffffffff,6.0,0.0,0.0,0.0
84260edffffffff,3.0,0.0,0.0,0.0
8426115ffffffff,2.0,0.0,2.0,0.0
842615dffffffff,2.0,0.0,0.0,0.0
84261dbffffffff,5.0,0.0,0.0,0.0
8426203ffffffff,6.0,0.0,0.0,0.0
8426205ffffffff,126.0,0.0,9.0,0.0
8426207ffffffff,17.0,0.0,0.0,0.0
842620bffffffff,3.0,0.0,0.0,0.0
8426211ffffffff,3.0,0.0,0.0,0.0
8426213ffffffff,37.0,0.0,0.0,0.0
8426215ffffffff,10.0,0.0,0.0,0.0
8426217ffffffff,14.0,0.0,0.0,0.0
842621bffffffff,10.0,0.0,0.0,0.0
842621dffffffff,17.0,0.0,1.0,0.0
8426221ffffffff,8.0,0.0,0.0,0.0
8426223ffffffff,7.0,0.0,0.0,0.0
8426225ffffffff,2.0,0.0,0.0,0.0
8426227ffffffff,1.0,0.0,0.0,0.0
842622bffffffff,16.0,0.0,1.0,0.0
8426231ffffffff,45.0,0.0,1.0,0.0
8426233ffffffff,12.0,0.0,0.0,0.0
8426235ffffffff,20.0,0.0,0.0,0.0
8426239ffffffff,3.0,0.0,0.0,0.0
842623bffffffff,11.0,0.0,0.0,0.0
842623dffffffff,32.0,0.0,0.0,0.0
8426241ffffffff,1.0,0.0,0.0,0.0
8426245ffffffff,17.0,0.0,0.0,0.0
8426249ffffffff,8.0,0.0,0.0,0.0
842624bffffffff,6.0,0.0,0.0,0.0
8426251ffffffff,2.0,0.0,0.0,0.0
8426253ffffffff,2.0,0.0,0.0,0.0
8426255ffffffff,10.0,0.0,0.0,0.0
8426257ffffffff,11.0,0.0,0.0,0.0
8426259ffffffff,4.0,0.0,0.0,0.0
8426263ffffffff,8.0,0.0,0.0,0.0
8426265ffffffff,14.0,0.0,0.0,0.0
8426269ffffffff,3.0,0.0,0.0,0.0
842626bffffffff,1.0,0.0,0.0,0.0
842626dffffffff,41.0,0.0,3.0,0.0
8426281ffffffff,1.0,0.0,0.0,0.0
8426283ffffffff,11.0,0.0,0.0,0.0
8426289ffffffff,2.0,0.0,0.0,0.0
842628dffffffff,12.0,0.0,0.0,0.0
8426291ffffffff,2.0,0.0,0.0,0.0
8426299ffffffff,2.0,0.0,0.0,0.0
84262adffffffff,8.0,0.0,0.0,0.0
84262b3ffffffff,9.0,0.0,0.0,0.0
84262c1ffffffff,43.0,0.0,1.0,0.0
84262c3ffffffff,19.0,0.0,0.0,0.0
84262c7ffffffff,2.0,0.0,0.0,0.0
84262c9ffffffff,19.0,0.0,0.0,0.0
84262cdffffffff,46.0,0.0,0.0,0.0
84262d1ffffffff,2.0,0.0,0.0,0.0
84262d9ffffffff,2.0,0.0,0.0,0.0
84262dbffffffff,2.0,0.0,0.0,0.0
84262ddffffffff,3.0,0.0,0.0,0.0
84262e1ffffffff,33.0,0.0,2.0,0.0
84262e3ffffffff,6.0,0.0,0.0,0.0
84262e5ffffffff,5.0,0.0,2.0,0.0
84262e7ffffffff,4.0,0.0,0.0,0.0
84262e9ffffffff,6.0,0.0,0.0,0.0
84262ebffffffff,7.0,0.0,0.0,0.0
84262edffffffff,10.0,0.0,0.0,0.0
8426307ffffffff,2.0,0.0,0.0,0.0
8426309ffffffff,2.0,0.0,0.0,0.0
842630bffffffff,3.0,0.0,3.0,0.0
842630dffffffff,1.0,0.0,0.0,0.0
8426311ffffffff,2.0,0.0,0.0,0.0
8426317ffffffff,2.0,0.0,0.0,0.0
8426319ffffffff,4.0,0.0,0.0,0.0
842631dffffffff,2.0,0.0,0.0,0.0
8426333ffffffff,2.0,0.0,0.0,0.0
8426337ffffffff,2.0,0.0,0.0,0.0
842633bffffffff,3.0,0.0,0.0,0.0
8426341ffffffff,7.0,0.0,6.0,0.0
8426345ffffffff,16.0,0.0,3.0,0.0
842634dffffffff,2.0,0.0,0.0,0.0
8426351ffffffff,5.0,0.0,0.0,0.0
8426353ffffffff,5.0,0.0,2.0,0.0
8426355ffffffff,3.0,0.0,3.0,0.0
8426357ffffffff,4.0,0.0,0.0,0.0
8426359ffffffff,3.0,0.0,0.0,0.0
842635bffffffff,1.0,0.0,0.0,0.0
8426369ffffffff,2.0,0.0,0.0,0.0
8426403ffffffff,6.0,0.0,0.0,0.0
8426405ffffffff,3.0,0.0,0.0,0.0
8426407ffffffff,3.0,0.0,0.0,0.0
8426409ffffffff,2.0,0.0,0.0,0.0
842640dffffffff,44.0,0.0,11.0,0.0
8426415ffffffff,2.0,0.0,0.0,0.0
8426417ffffffff,20.0,0.0,4.0,0.0
842641dffffffff,20.0,0.0,4.0,0.0
8426437ffffffff,1.0,0.0,0.0,0.0
8426439ffffffff,9.0,0.0,0.0,0.0
842643bffffffff,26.0,0.0,0.0,0.0
8426443ffffffff,16.0,0.0,4.0,0.0
8426455ffffffff,16.0,0.0,5.0,0.0
8426457ffffffff,17.0,0.0,13.0,0.0
8426461ffffffff,127.0,0.0,23.0,0.0
8426463ffffffff,19.0,0.0,0.0,0.0
842646bffffffff,107.0,0.0,14.0,0.0
842646dffffffff,2.0,0.0,0.0,0.0
8426489ffffffff,87.0,0.0,0.0,0.0
8426493ffffffff,7.0,0.0,0.0,0.0
8426497ffffffff,60.0,0.0,0.0,0.0
84264a1ffffffff,2.0,0.0,0.0,0.0
84264adffffffff,8.0,0.0,2.0,0.0
84264bbffffffff,12.0,0.0,0.0,0.0
84264c1ffffffff,6.0,0.0,0.0,0.0
84264c5ffffffff,5.0,0.0,0.0,0.0
84264c7ffffffff,6.0,0.0,0.0,0.0
84264cbffffffff,35.0,0.0,3.0,0.0
84264d9ffffffff,6.0,0.0,0.0,0.0
84264e1ffffffff,5.0,0.0,0.0,0.0
84264e5ffffffff,28.0,0.0,0.0,0.0
84264edffffffff,12.0,0.0,0.0,0.0
8426505ffffffff,4.0,0.0,0.0,0.0
8426507ffffffff,2.0,0.0,0.0,0.0
8426513ffffffff,3.0,0.0,0.0,0.0
8426517ffffffff,2.0,0.0,0.0,0.0
842651bffffffff,3.0,0.0,0.0,0.0
8426529ffffffff,1.0,0.0,0.0,0.0
842652bffffffff,52.0,0.0,0.0,0.0
8426531ffffffff,10.0,0.0,1.0,0.0
8426533ffffffff,17.0,0.0,7.0,0.0
8426535ffffffff,22.0,0.0,0.0,0.0
842653dffffffff,5.0,0.0,0.0,0.0
8426541ffffffff,5.0,0.0,0.0,0.0
8426547ffffffff,4.0,0.0,0.0,0.0
842654dffffffff,4.0,0.0,0.0,0.0
8426551ffffffff,16.0,0.0,0.0,0.0
8426555ffffffff,186.0,0.0,6.0,0.0
8426561ffffffff,6.0,0.0,0.0,0.0
842656dffffffff,11.0,0.0,0.0,0.0
842658bffffffff,1.0,0.0,0.0,0.0
8426593ffffffff,15.0,0.0,0.0,0.0
842659bffffffff,143.0,0.0,7.0,0.0
84265a3ffffffff,3.0,0.0,0.0,0.0
84265a7ffffffff,4.0,0.0,0.0,0.0
84265b1ffffffff,27.0,0.0,2.0,0.0
84265b5ffffffff,2.0,0.0,0.0,0.0
84265b9ffffffff,307.0,0.0,12.0,0.0
84265d9ffffffff,70.0,0.0,2.0,0.0
84265dbffffffff,77.0,0.0,2.0,0.0
84265edffffffff,6.0,0.0,2.0,0.0
8426603ffffffff,2.0,0.0,0.0,0.0
8426605ffffffff,2.0,0.0,0.0,0.0
8426607ffffffff,13.0,0.0,0.0,0.0
8426609ffffffff,46.0,0.0,0.0,0.0
842660bffffffff,31.0,0.0,0.0,0.0
842660dffffffff,2.0,0.0,0.0,0.0
8426611ffffffff,2.0,0.0,0.0,0.0
8426613ffffffff,1.0,0.0,0.0,0.0
8426617ffffffff,5.0,0.0,0.0,0.0
8426619ffffffff,41.0,0.0,0.0,0.0
842661bffffffff,25.0,0.0,0.0,0.0
842661dffffffff,1.0,0.0,0.0,0.0
8426621ffffffff,6.0,0.0,4.0,0.0
8426623ffffffff,11.0,0.0,0.0,0.0
8426625ffffffff,68.0,0.0,12.0,0.0
8426627ffffffff,2.0,0.0,0.0,0.0
8426629ffffffff,59.0,0.0,9.0,0.0
842662bffffffff,2.0,0.0,0.0,0.0
842662dffffffff,3.0,0.0,0.0,0.0
8426635ffffffff,11.0,0.0,0.0,0.0
842663bffffffff,7.0,0.0,0.0,0.0
842663dffffffff,13.0,0.0,0.0,0.0
8426641ffffffff,189.0,0.0,24.0,0.0
8426643ffffffff,1.0,0.0,0.0,0.0
8426645ffffffff,104.0,0.0,0.0,0.0
8426647ffffffff,22.0,0.0,2.0,0.0
8426649ffffffff,11.0,0.0,0.0,0.0
842664bffffffff,38.0,0.0,0.0,0.0
842664dffffffff,65.0,0.0,4.0,0.0
8426657ffffffff,9.0,0.0,0.0,0.0
8426659ffffffff,4.0,0.0,0.0,0.0
842665dffffffff,1.0,0.0,0.0,0.0
8426661ffffffff,10.0,0.0,2.0,0.0
8426663ffffffff,4.0,0.0,0.0,0.0
8426665ffffffff,5.0,0.0,0.0,0.0
8426667ffffffff,8.0,0.0,0.0,0.0
8426669ffffffff,107.0,0.0,10.0,0.0
842666bffffffff,10.0,0.0,2.0,0.0
842666dffffffff,12.0,0.0,2.0,0.0
8426689ffffffff,2.0,0.0,0.0,0.0
842668bffffffff,11.0,0.0,0.0,0.0
8426693ffffffff,4.0,0.0,0.0,0.0
84266a1ffffffff,8.0,0.0,0.0,0.0
84266a3ffffffff,3.0,0.0,0.0,0.0
84266a5ffffffff,45.0,0.0,0.0,0.0
84266a7ffffffff,25.0,0.0,0.0,0.0
84266a9ffffffff,15.0,0.0,0.0,0.0
84266adffffffff,55.0,0.0,0.0,0.0
84266b1ffffffff,42.0,0.0,0.0,0.0
84266b7ffffffff,3.0,0.0,0.0,0.0
84266c5ffffffff,18.0,0.0,0.0,0.0
84266cdffffffff,6.0,0.0,0.0,0.0
84266d1ffffffff,2.0,0.0,0.0,0.0
84266d3ffffffff,7.0,0.0,0.0,0.0
84266dbffffffff,2.0,0.0,0.0,0.0
84266e1ffffffff,239.0,0.0,0.0,0.0
84266e3ffffffff,12.0,0.0,0.0,0.0
84266e5ffffffff,2.0,0.0,0.0,0.0
84266e7ffffffff,17.0,0.0,0.0,0.0
84266edffffffff,7.0,0.0,0.0,0.0
8426709ffffffff,3.0,0.0,0.0,0.0
8426711ffffffff,32.0,0.0,5.0,0.0
8426713ffffffff,9.0,0.0,0.0,0.0
8426717ffffffff,15.0,0.0,0.0,0.0
8426719ffffffff,515.0,0.0,56.0,0.0
842671bffffffff,3.0,0.0,0.0,0.0
842672dffffffff,2.0,0.0,0.0,0.0
8426733ffffffff,2.0,0.0,0.0,0.0
8426741ffffffff,2.0,0.0,0.0,0.0
8426745ffffffff,28.0,0.0,2.0,0.0
8426747ffffffff,21.0,0.0,0.0,0.0
8426749ffffffff,2.0,0.0,0.0,0.0
8426759ffffffff,9.0,0.0,0.0,0.0
842675bffffffff,9.0,0.0,0.0,0.0
842675dffffffff,2.0,0.0,0.0,0.0
8426763ffffffff,6.0,0.0,0.0,0.0
8426765ffffffff,6.0,0.0,0.0,0.0
84268cdffffffff,1.0,0.0,0.0,0.0
8426aa1ffffffff,10.0,0.0,0.0,0.0
8426aa5ffffffff,1.0,0.0,0.0,0.0
8426c85ffffffff,1.0,0.0,0.0,0.0
8426c87ffffffff,5.0,0.0,0.0,0.0
8426cb5ffffffff,1.0,0.0,0.0,0.0
8426cb7ffffffff,2.0,0.0,0.0,0.0
8426cbdffffffff,4.0,0.0,0.0,0.0
8426cebffffffff,2.0,0.0,0.0,0.0
8426e21ffffffff,159.0,0.0,6.0,0.0
8426e2dffffffff,156.0,0.0,8.0,0.0
8426e33ffffffff,11.0,0.0,0.0,0.0
8426e9dffffffff,8.0,0.0,3.0,0.0
8426f2dffffffff,4.0,0.0,0.0,0.0
8427021ffffffff,36.0,0.0,0.0,0.0
8427023ffffffff,388.0,0.0,0.0,0.0
8427025ffffffff,37.0,0.0,0.0,0.0
8427027ffffffff,20.0,0.0,0.0,0.0
8427029ffffffff,7.0,0.0,0.0,0.0
842702bffffffff,5.0,0.0,0.0,0.0
8427035ffffffff,3.0,0.0,0.0,0.0
8427039ffffffff,4.0,0.0,0.0,0.0
8427053ffffffff,3.0,0.0,0.0,0.0
842708dffffffff,5.0,0.0,0.0,0.0
8427093ffffffff,3.0,0.0,0.0,0.0
84270a5ffffffff,8.0,0.0,0.0,0.0
84270a7ffffffff,5.0,0.0,0.0,0.0
84270abffffffff,4.0,0.0,0.0,0.0
84270b5ffffffff,4.0,0.0,0.0,0.0
84270e3ffffffff,2.0,0.0,2.0,0.0
84270e5ffffffff,6.0,0.0,1.0,0.0
842711bffffffff,58.0,0.0,0.0,0.0
8427131ffffffff,30.0,0.0,0.0,0.0
8427133ffffffff,242.0,0.0,0.0,0.0
8427137ffffffff,3.0,0.0,0.0,0.0
8427139ffffffff,12.0,0.0,0.0,0.0
842716dffffffff,2.0,0.0,0.0,0.0
8427183ffffffff,79.0,0.0,5.0,0.0
8427185ffffffff,1.0,0.0,1.0,0.0
8427187ffffffff,8.0,0.0,2.0,0.0
842718bffffffff,4.0,0.0,0.0,0.0
842718dffffffff,1.0,0.0,0.0,0.0
8427191ffffffff,1.0,0.0,0.0,0.0
8427193ffffffff,7.0,0.0,0.0,0.0
8427195ffffffff,5.0,0.0,0.0,0.0
8427199ffffffff,5.0,0.0,0.0,0.0
842719dffffffff,28.0,0.0,0.0,0.0
84271a9ffffffff,6.0,0.0,2.0,0.0
84271abffffffff,8.0,0.0,0.0,0.0
84271b3ffffffff,19.0,0.0,1.0,0.0
84271b5ffffffff,3.0,0.0,2.0,0.0
84271b7ffffffff,2.0,0.0,2.0,0.0
84271b9ffffffff,2.0,0.0,0.0,0.0
84271bdffffffff,2.0,0.0,0.0,0.0
84271c5ffffffff,7.0,0.0,0.0,0.0
84271c7ffffffff,3.0,0.0,0.0,0.0
84271c9ffffffff,20.0,0.0,0.0,0.0
84271d1ffffffff,2.0,0.0,0.0,0.0
84271d3ffffffff,33.0,0.0,0.0,0.0
84271d5ffffffff,9.0,0.0,0.0,0.0
84271d7ffffffff,2.0,0.0,0.0,0.0
84271dbffffffff,2.0,0.0,0.0,0.0
84271ebffffffff,8.0,0.0,0.0,0.0
8427307ffffffff,2.0,0.0,0.0,0.0
8427401ffffffff,1.0,0.0,0.0,0.0
8427407ffffffff,3.0,0.0,0.0,0.0
8427409ffffffff,9.0,0.0,0.0,0.0
842740dffffffff,2.0,0.0,0.0,0.0
8427411ffffffff,15.0,0.0,0.0,0.0
8427419ffffffff,25.0,0.0,0.0,0.0
842741bffffffff,2.0,0.0,0.0,0.0
842741dffffffff,2.0,0.0,0.0,0.0
8427425ffffffff,4.0,0.0,0.0,0.0
8427427ffffffff,1.0,0.0,0.0,0.0
842742bffffffff,1.0,0.0,0.0,0.0
842742dffffffff,1.0,0.0,0.0,0.0
8427431ffffffff,5.0,0.0,0.0,0.0
8427435ffffffff,169.0,0.0,0.0,0.0
8427437ffffffff,104.0,0.0,0.0,0.0
842743dffffffff,9.0,0.0,0.0,0.0
8427443ffffffff,4.0,0.0,0.0,0.0
8427445ffffffff,8.0,0.0,0.0,0.0
8427447ffffffff,6.0,0.0,0.0,0.0
8427449ffffffff,2.0,0.0,0.0,0.0
842744bffffffff,8.0,0.0,0.0,0.0
8427451ffffffff,1.0,0.0,0.0,0.0
8427453ffffffff,5.0,0.0,0.0,0.0
8427459ffffffff,6.0,0.0,0.0,0.0
842745bffffffff,5.0,0.0,0.0,0.0
8427467ffffffff,1.0,0.0,0.0,0.0
842746bffffffff,3.0,0.0,0.0,0.0
842746dffffffff,8.0,0.0,0.0,0.0
8427481ffffffff,42.0,0.0,0.0,0.0
8427483ffffffff,11.0,0.0,0.0,0.0
8427485ffffffff,29.0,0.0,0.0,0.0
8427487ffffffff,6.0,0.0,0.0,0.0
8427489ffffffff,2.0,0.0,0.0,0.0
842748dffffffff,17.0,0.0,0.0,0.0
