cell_id,Jacana jacana,Jacana jacana hypomelaena,Jacana jacana [jacana Group]
835f08fffffffff,197.0,0.0,0.0
835f09fffffffff,467.0,0.0,0.0
835f0bfffffffff,147.0,0.0,0.0
835f0dfffffffff,42.0,0.0,0.0
835f0efffffffff,5.0,0.0,0.0
835f10fffffffff,1.0,0.0,0.0
835f12fffffffff,70.0,0.0,0.0
835f13fffffffff,47.0,0.0,0.0
835f16fffffffff,1.0,0.0,0.0
835f1cfffffffff,93.0,0.0,0.0
835f1dfffffffff,34.0,0.0,0.0
835f1efffffffff,23.0,0.0,0.0
835f28fffffffff,3.0,0.0,0.0
835f29fffffffff,528.0,0.0,0.0
835f2bfffffffff,47.0,0.0,0.0
835f2dfffffffff,127.0,0.0,0.0
835f40fffffffff,91.0,0.0,2.0
835f41fffffffff,41.0,0.0,0.0
835f42fffffffff,32.0,0.0,0.0
835f43fffffffff,11.0,0.0,0.0
835f46fffffffff,5.0,0.0,0.0
835f48fffffffff,35.0,0.0,0.0
835f49fffffffff,8.0,0.0,0.0
835f4afffffffff,22.0,0.0,0.0
835f4bfffffffff,8.0,0.0,0.0
835f4efffffffff,16.0,0.0,0.0
835f54fffffffff,4.0,0.0,0.0
835f56fffffffff,5.0,0.0,0.0
835f58fffffffff,1513.0,0.0,0.0
835f59fffffffff,4.0,0.0,0.0
835f5bfffffffff,331.0,0.0,0.0
835f5dfffffffff,14.0,0.0,0.0
835f68fffffffff,16.0,0.0,0.0
835f71fffffffff,7.0,0.0,0.0
835f75fffffffff,2.0,0.0,0.0
836600fffffffff,62.0,6.0,0.0
836601fffffffff,3.0,0.0,0.0
836602fffffffff,716.0,11.0,0.0
836603fffffffff,41.0,0.0,0.0
836604fffffffff,155.0,2.0,0.0
836605fffffffff,55.0,15.0,0.0
836606fffffffff,505.0,12.0,0.0
836608fffffffff,82.0,0.0,0.0
836609fffffffff,103.0,0.0,0.0
83660afffffffff,496.0,38.0,0.0
83660bfffffffff,23.0,0.0,0.0
83660cfffffffff,38.0,4.0,0.0
83660dfffffffff,30.0,0.0,0.0
83660efffffffff,475.0,6.0,0.0
836610fffffffff,609.0,80.0,0.0
836611fffffffff,241.0,13.0,2.0
836612fffffffff,2.0,0.0,0.0
836613fffffffff,1023.0,72.0,0.0
836615fffffffff,12.0,0.0,0.0
836616fffffffff,554.0,50.0,0.0
836618fffffffff,70.0,0.0,0.0
836619fffffffff,577.0,38.0,0.0
83661afffffffff,114.0,1.0,2.0
83661bfffffffff,386.0,0.0,6.0
83661cfffffffff,78.0,1.0,0.0
83661dfffffffff,55.0,4.0,0.0
83661efffffffff,173.0,0.0,0.0
836620fffffffff,366.0,26.0,0.0
836621fffffffff,42.0,2.0,0.0
836622fffffffff,1349.0,179.0,0.0
836623fffffffff,17.0,4.0,0.0
836625fffffffff,239.0,17.0,0.0
836628fffffffff,33.0,0.0,0.0
836629fffffffff,20.0,0.0,0.0
83662bfffffffff,49.0,0.0,0.0
83662cfffffffff,110.0,0.0,0.0
83662dfffffffff,6.0,0.0,0.0
83662efffffffff,20.0,0.0,0.0
836631fffffffff,578.0,4.0,0.0
836640fffffffff,2.0,0.0,0.0
836641fffffffff,274.0,0.0,16.0
836643fffffffff,1.0,0.0,0.0
836644fffffffff,6.0,0.0,0.0
836645fffffffff,6.0,0.0,2.0
836650fffffffff,13.0,0.0,0.0
836652fffffffff,133.0,0.0,0.0
836653fffffffff,6.0,0.0,0.0
836654fffffffff,525.0,0.0,9.0
836656fffffffff,448.0,0.0,25.0
83665afffffffff,39.0,0.0,11.0
83665bfffffffff,55.0,0.0,1.0
83665efffffffff,10.0,0.0,0.0
836660fffffffff,13.0,0.0,0.0
836661fffffffff,3.0,0.0,0.0
836662fffffffff,12.0,0.0,0.0
836663fffffffff,74.0,0.0,0.0
836664fffffffff,166.0,0.0,2.0
836666fffffffff,3.0,0.0,0.0
836670fffffffff,102.0,0.0,0.0
836671fffffffff,4.0,0.0,0.0
836672fffffffff,541.0,0.0,30.0
836673fffffffff,82.0,0.0,19.0
836674fffffffff,8.0,0.0,0.0
836675fffffffff,215.0,0.0,0.0
836676fffffffff,28.0,0.0,0.0
8366a0fffffffff,310.0,12.0,0.0
8366a1fffffffff,735.0,65.0,0.0
8366a2fffffffff,2.0,0.0,0.0
8366a3fffffffff,149.0,22.0,0.0
8366a5fffffffff,8430.0,776.0,0.0
8366aefffffffff,2.0,0.0,0.0
8366c0fffffffff,202.0,0.0,0.0
8366c1fffffffff,23.0,0.0,0.0
8366c2fffffffff,665.0,0.0,0.0
8366c3fffffffff,10.0,0.0,0.0
8366c4fffffffff,255.0,0.0,0.0
8366c5fffffffff,168.0,0.0,0.0
8366c6fffffffff,204.0,11.0,0.0
8366c9fffffffff,2.0,0.0,0.0
8366cefffffffff,105.0,0.0,0.0
8366d0fffffffff,259.0,0.0,23.0
8366d1fffffffff,11.0,0.0,0.0
8366d2fffffffff,120.0,0.0,23.0
8366d4fffffffff,2.0,0.0,0.0
8366d5fffffffff,48.0,0.0,0.0
8366d8fffffffff,8.0,0.0,2.0
8366dbfffffffff,4.0,0.0,0.0
8366dcfffffffff,860.0,0.0,112.0
8366ddfffffffff,59.0,0.0,4.0
8366defffffffff,71.0,0.0,7.0
8366e0fffffffff,406.0,13.0,0.0
8366e1fffffffff,402.0,0.0,0.0
8366e2fffffffff,35.0,3.0,0.0
8366e3fffffffff,87.0,0.0,0.0
8366e4fffffffff,798.0,30.0,13.0
8366e5fffffffff,1589.0,0.0,7.0
8366e6fffffffff,1251.0,19.0,16.0
8366e8fffffffff,4.0,0.0,0.0
8366e9fffffffff,2.0,0.0,0.0
8366eafffffffff,5.0,0.0,0.0
8366ecfffffffff,238.0,0.0,0.0
8366eefffffffff,163.0,0.0,0.0
8366f0fffffffff,1.0,0.0,0.0
8366f1fffffffff,1004.0,0.0,10.0
8366f5fffffffff,2143.0,0.0,100.0
836740fffffffff,2.0,0.0,0.0
836741fffffffff,74.0,0.0,2.0
836742fffffffff,124.0,0.0,4.0
836743fffffffff,266.0,0.0,16.0
836748fffffffff,1.0,0.0,0.0
83674afffffffff,252.0,0.0,16.0
83674cfffffffff,181.0,0.0,2.0
83674dfffffffff,4.0,0.0,0.0
83674efffffffff,259.0,0.0,23.0
836750fffffffff,6.0,0.0,0.0
836751fffffffff,13.0,0.0,0.0
836752fffffffff,187.0,0.0,2.0
836753fffffffff,324.0,0.0,0.0
836755fffffffff,175.0,0.0,0.0
836758fffffffff,39.0,0.0,6.0
836759fffffffff,104.0,0.0,3.0
83675afffffffff,47.0,0.0,0.0
83675bfffffffff,34.0,0.0,0.0
83675cfffffffff,269.0,0.0,0.0
83675dfffffffff,20.0,0.0,0.0
83675efffffffff,34.0,0.0,2.0
83678bfffffffff,8.0,0.0,0.0
838002fffffffff,9.0,0.0,0.0
838005fffffffff,3.0,0.0,0.0
838008fffffffff,4.0,0.0,4.0
83800cfffffffff,9.0,0.0,0.0
83800efffffffff,5.0,0.0,1.0
838010fffffffff,209.0,0.0,18.0
838011fffffffff,61.0,0.0,0.0
838013fffffffff,2.0,0.0,0.0
838014fffffffff,229.0,0.0,45.0
838015fffffffff,1.0,0.0,0.0
838016fffffffff,11.0,0.0,0.0
83801cfffffffff,3.0,0.0,0.0
83802bfffffffff,21.0,0.0,0.0
838030fffffffff,199.0,0.0,28.0
838032fffffffff,51.0,0.0,10.0
838033fffffffff,1.0,0.0,0.0
838034fffffffff,1.0,0.0,0.0
838035fffffffff,1.0,0.0,0.0
838036fffffffff,23.0,0.0,14.0
838040fffffffff,13.0,0.0,0.0
838044fffffffff,18.0,0.0,0.0
838046fffffffff,19.0,0.0,0.0
838048fffffffff,8.0,0.0,0.0
83804efffffffff,2.0,0.0,0.0
838054fffffffff,26.0,0.0,0.0
838055fffffffff,5.0,0.0,0.0
838064fffffffff,2.0,0.0,0.0
838066fffffffff,3.0,0.0,0.0
838068fffffffff,4.0,0.0,0.0
83806afffffffff,30.0,0.0,0.0
83806cfffffffff,2.0,0.0,0.0
83806dfffffffff,4.0,0.0,0.0
838070fffffffff,2.0,0.0,0.0
838073fffffffff,33.0,0.0,0.0
838074fffffffff,11.0,0.0,0.0
8380a4fffffffff,4.0,0.0,4.0
838102fffffffff,9.0,0.0,0.0
838105fffffffff,3.0,0.0,0.0
838106fffffffff,3.0,0.0,0.0
838110fffffffff,22.0,0.0,5.0
838111fffffffff,11.0,0.0,0.0
838112fffffffff,26.0,0.0,5.0
838114fffffffff,6.0,0.0,1.0
838115fffffffff,10.0,0.0,2.0
838116fffffffff,40.0,0.0,0.0
83811afffffffff,13.0,0.0,4.0
83811cfffffffff,3.0,0.0,1.0
83811efffffffff,3.0,0.0,1.0
838121fffffffff,13.0,0.0,5.0
838124fffffffff,7.0,0.0,2.0
838125fffffffff,5.0,0.0,2.0
83812bfffffffff,4.0,0.0,0.0
83812dfffffffff,20.0,0.0,9.0
838130fffffffff,32.0,0.0,3.0
838131fffffffff,4.0,0.0,0.0
838132fffffffff,31.0,0.0,1.0
838133fffffffff,78.0,0.0,10.0
838134fffffffff,10.0,0.0,1.0
838136fffffffff,23.0,0.0,0.0
838140fffffffff,11.0,0.0,0.0
838141fffffffff,4.0,0.0,0.0
838142fffffffff,2.0,0.0,0.0
838143fffffffff,12.0,0.0,0.0
838144fffffffff,2.0,0.0,0.0
838145fffffffff,54.0,0.0,0.0
838146fffffffff,15.0,0.0,0.0
83814afffffffff,50.0,0.0,0.0
83814cfffffffff,3.0,0.0,0.0
83814dfffffffff,117.0,0.0,0.0
83814efffffffff,54.0,0.0,0.0
838151fffffffff,6.0,0.0,0.0
838158fffffffff,2.0,0.0,0.0
838159fffffffff,4.0,0.0,0.0
83815afffffffff,2.0,0.0,1.0
83815cfffffffff,2.0,0.0,0.0
83815dfffffffff,117.0,0.0,0.0
838162fffffffff,79.0,0.0,2.0
838163fffffffff,43.0,0.0,0.0
838164fffffffff,2.0,0.0,0.0
838166fffffffff,2.0,0.0,0.0
838171fffffffff,155.0,0.0,0.0
838172fffffffff,2.0,0.0,0.0
838174fffffffff,4.0,0.0,0.0
838175fffffffff,2.0,0.0,0.0
838180fffffffff,52.0,0.0,3.0
838181fffffffff,49.0,0.0,5.0
838183fffffffff,65.0,0.0,0.0
838185fffffffff,134.0,0.0,23.0
838188fffffffff,22.0,0.0,2.0
83818afffffffff,5.0,0.0,0.0
83818bfffffffff,7.0,0.0,0.0
83818cfffffffff,2.0,0.0,0.0
83818dfffffffff,4.0,0.0,0.0
83818efffffffff,23.0,0.0,0.0
838199fffffffff,7.0,0.0,0.0
83819dfffffffff,10.0,0.0,0.0
8381a1fffffffff,42.0,0.0,13.0
8381a3fffffffff,8.0,0.0,6.0
8381a8fffffffff,4.0,0.0,0.0
8381a9fffffffff,27.0,0.0,6.0
8381acfffffffff,5.0,0.0,0.0
8381adfffffffff,22.0,0.0,3.0
8381aefffffffff,4.0,0.0,2.0
838a00fffffffff,27.0,0.0,5.0
838a04fffffffff,5.0,0.0,0.0
838a05fffffffff,10.0,0.0,0.0
838a19fffffffff,1.0,0.0,1.0
838a1afffffffff,1.0,0.0,0.0
838a1bfffffffff,4.0,0.0,2.0
838a21fffffffff,8.0,0.0,0.0
838a22fffffffff,4.0,0.0,0.0
838a23fffffffff,6.0,0.0,0.0
838a24fffffffff,1.0,0.0,0.0
838a25fffffffff,8.0,0.0,0.0
838a2cfffffffff,2.0,0.0,0.0
838a2efffffffff,13.0,0.0,1.0
838a31fffffffff,8.0,0.0,2.0
838a35fffffffff,2.0,0.0,0.0
838a41fffffffff,2.0,0.0,0.0
838a45fffffffff,851.0,0.0,0.0
838a52fffffffff,2.0,0.0,0.0
838a63fffffffff,21.0,0.0,3.0
838a68fffffffff,29.0,0.0,0.0
838a69fffffffff,211.0,0.0,0.0
838a6dfffffffff,1197.0,0.0,0.0
838a6efffffffff,2.0,0.0,0.0
