cell_id,Jacana jacana,Jacana jacana hypomelaena,Jacana jacana [jacana Group]
83b346fffffffff,81.0,0.0,0.0
83b348fffffffff,6.0,0.0,0.0
83b349fffffffff,26.0,0.0,0.0
83b34bfffffffff,12.0,0.0,0.0
83b34cfffffffff,20.0,0.0,0.0
83b34dfffffffff,216.0,0.0,0.0
83b34efffffffff,2.0,0.0,0.0
83b351fffffffff,363.0,0.0,0.0
83b355fffffffff,6.0,0.0,0.0
83b358fffffffff,60.0,0.0,0.0
83b35afffffffff,10.0,0.0,0.0
83b35bfffffffff,3.0,0.0,0.0
83b35cfffffffff,226.0,0.0,0.0
83b35dfffffffff,20.0,0.0,0.0
83b35efffffffff,431.0,0.0,0.0
83b362fffffffff,27.0,0.0,0.0
83b363fffffffff,7.0,0.0,0.0
83b366fffffffff,76.0,0.0,0.0
83b368fffffffff,19.0,0.0,0.0
83b369fffffffff,95.0,0.0,0.0
83b36afffffffff,8.0,0.0,0.0
83b36bfffffffff,18.0,0.0,0.0
83b36dfffffffff,194.0,0.0,0.0
83b36efffffffff,2.0,0.0,0.0
83c205fffffffff,5.0,0.0,0.0
83c218fffffffff,17.0,0.0,0.0
83c219fffffffff,4.0,0.0,0.0
83c21bfffffffff,32.0,0.0,0.0
83c21dfffffffff,22.0,0.0,0.0
83c22afffffffff,3.0,0.0,0.0
83c289fffffffff,1.0,0.0,0.0
83c2c0fffffffff,23.0,0.0,0.0
83c2c1fffffffff,204.0,0.0,0.0
83c2c2fffffffff,55.0,0.0,0.0
83c2c3fffffffff,10.0,0.0,0.0
83c2c4fffffffff,39.0,0.0,0.0
83c2c5fffffffff,1614.0,0.0,0.0
83c2c6fffffffff,52.0,0.0,0.0
83c2c8fffffffff,67.0,0.0,0.0
83c2c9fffffffff,198.0,0.0,0.0
83c2cafffffffff,378.0,0.0,3.0
83c2cbfffffffff,276.0,0.0,0.0
83c2ccfffffffff,69.0,0.0,0.0
83c2cdfffffffff,351.0,0.0,0.0
83c2cefffffffff,141.0,0.0,0.0
83c2d0fffffffff,159.0,0.0,0.0
83c2d1fffffffff,28.0,0.0,0.0
83c2d2fffffffff,42.0,0.0,0.0
83c2d3fffffffff,186.0,0.0,0.0
83c2d4fffffffff,112.0,0.0,0.0
83c2d5fffffffff,20.0,0.0,0.0
83c2d6fffffffff,159.0,0.0,0.0
83c2d8fffffffff,61.0,0.0,0.0
83c2d9fffffffff,247.0,0.0,4.0
83c2dafffffffff,7.0,0.0,0.0
83c2dbfffffffff,23.0,0.0,0.0
83c2dcfffffffff,19.0,0.0,0.0
83c2ddfffffffff,12.0,0.0,0.0
83c2defffffffff,12.0,0.0,2.0
83c2e0fffffffff,124.0,0.0,2.0
83c2e1fffffffff,26.0,0.0,0.0
83c2e2fffffffff,607.0,0.0,0.0
83c2e3fffffffff,3940.0,0.0,50.0
83c2e4fffffffff,7.0,0.0,0.0
83c2e5fffffffff,6.0,0.0,0.0
83c2e6fffffffff,15.0,0.0,0.0
83c2e8fffffffff,67.0,0.0,0.0
83c2e9fffffffff,6.0,0.0,0.0
83c2eafffffffff,134.0,0.0,0.0
83c2ebfffffffff,60.0,0.0,0.0
83c2ecfffffffff,6.0,0.0,0.0
83c2edfffffffff,5.0,0.0,0.0
83c2eefffffffff,165.0,0.0,2.0
83c2f1fffffffff,362.0,0.0,2.0
83c2f2fffffffff,541.0,0.0,0.0
83c2f3fffffffff,405.0,0.0,3.0
83c340fffffffff,6.0,0.0,0.0
83c342fffffffff,2.0,0.0,0.0
83c349fffffffff,4.0,0.0,0.0
83c34afffffffff,2.0,0.0,0.0
83c34bfffffffff,2.0,0.0,0.0
83c34efffffffff,1.0,0.0,0.0
83c350fffffffff,2.0,0.0,0.0
83c35bfffffffff,7.0,0.0,0.0
