cell_id,Dryocopus lineatus,Dryocopus lineatus [lineatus Group],Dryocopus lineatus fuscipennis
835f01fffffffff,6.0,0.0,0.0
835f02fffffffff,8.0,0.0,0.0
835f03fffffffff,160.0,9.0,0.0
835f06fffffffff,2.0,0.0,0.0
835f08fffffffff,45.0,0.0,0.0
835f09fffffffff,169.0,0.0,0.0
835f0bfffffffff,29.0,0.0,0.0
835f0dfffffffff,19.0,0.0,0.0
835f0efffffffff,10.0,0.0,0.0
835f10fffffffff,9.0,0.0,0.0
835f12fffffffff,55.0,0.0,0.0
835f13fffffffff,18.0,0.0,0.0
835f14fffffffff,17.0,0.0,0.0
835f16fffffffff,11.0,0.0,0.0
835f1cfffffffff,42.0,0.0,0.0
835f1efffffffff,11.0,0.0,0.0
835f22fffffffff,9.0,0.0,0.0
835f28fffffffff,4.0,0.0,0.0
835f29fffffffff,145.0,0.0,0.0
835f2bfffffffff,728.0,0.0,0.0
835f2dfffffffff,58.0,0.0,0.0
835f40fffffffff,24.0,1.0,0.0
835f41fffffffff,7.0,0.0,0.0
835f42fffffffff,36.0,1.0,0.0
835f43fffffffff,5.0,0.0,0.0
835f44fffffffff,1.0,0.0,0.0
835f46fffffffff,7.0,0.0,0.0
835f48fffffffff,6.0,0.0,0.0
835f49fffffffff,1.0,0.0,0.0
835f4afffffffff,25.0,0.0,0.0
835f4bfffffffff,9.0,0.0,0.0
835f4efffffffff,5.0,0.0,0.0
835f50fffffffff,9.0,0.0,0.0
835f54fffffffff,24.0,0.0,0.0
835f56fffffffff,6.0,0.0,0.0
835f58fffffffff,953.0,0.0,0.0
835f59fffffffff,31.0,0.0,0.0
835f5bfffffffff,92.0,0.0,0.0
835f5dfffffffff,9.0,0.0,0.0
835f63fffffffff,1.0,0.0,0.0
835f66fffffffff,1.0,0.0,0.0
835f68fffffffff,25.0,0.0,0.0
835f70fffffffff,2.0,0.0,0.0
835f71fffffffff,48.0,0.0,0.0
835f75fffffffff,53.0,0.0,0.0
836600fffffffff,9.0,0.0,0.0
836601fffffffff,4.0,0.0,0.0
836602fffffffff,195.0,0.0,0.0
836603fffffffff,15.0,0.0,0.0
836604fffffffff,52.0,0.0,0.0
836605fffffffff,4.0,0.0,0.0
836606fffffffff,110.0,0.0,0.0
836608fffffffff,1102.0,7.0,0.0
836609fffffffff,12.0,0.0,0.0
83660afffffffff,416.0,1.0,0.0
83660bfffffffff,117.0,0.0,0.0
83660cfffffffff,65.0,0.0,0.0
83660dfffffffff,80.0,0.0,0.0
83660efffffffff,113.0,0.0,0.0
836610fffffffff,1257.0,0.0,0.0
836611fffffffff,252.0,0.0,0.0
836612fffffffff,38.0,0.0,0.0
836613fffffffff,785.0,0.0,0.0
836615fffffffff,14.0,0.0,0.0
836616fffffffff,386.0,0.0,0.0
836618fffffffff,369.0,0.0,0.0
836619fffffffff,1255.0,9.0,0.0
83661afffffffff,158.0,1.0,0.0
83661bfffffffff,1468.0,7.0,0.0
83661cfffffffff,103.0,0.0,0.0
83661dfffffffff,200.0,1.0,0.0
83661efffffffff,192.0,2.0,0.0
836620fffffffff,709.0,12.0,0.0
836621fffffffff,118.0,0.0,0.0
836622fffffffff,622.0,24.0,0.0
836623fffffffff,11.0,0.0,0.0
836625fffffffff,9.0,0.0,0.0
836628fffffffff,13.0,0.0,0.0
836629fffffffff,62.0,0.0,0.0
83662afffffffff,1.0,0.0,0.0
83662bfffffffff,43.0,0.0,0.0
83662cfffffffff,14.0,0.0,0.0
83662dfffffffff,10.0,0.0,0.0
83662efffffffff,71.0,1.0,0.0
836631fffffffff,282.0,2.0,0.0
836640fffffffff,3.0,0.0,0.0
836641fffffffff,524.0,3.0,0.0
836643fffffffff,1.0,0.0,0.0
836644fffffffff,6.0,0.0,0.0
836645fffffffff,4.0,0.0,0.0
836648fffffffff,2.0,0.0,0.0
83664cfffffffff,2.0,0.0,0.0
83664efffffffff,4.0,0.0,0.0
836650fffffffff,17.0,0.0,0.0
836651fffffffff,1.0,0.0,0.0
836652fffffffff,295.0,0.0,0.0
836653fffffffff,4.0,0.0,0.0
836654fffffffff,147.0,0.0,0.0
836656fffffffff,156.0,0.0,0.0
83665afffffffff,521.0,6.0,0.0
83665bfffffffff,210.0,0.0,0.0
83665efffffffff,77.0,0.0,0.0
836660fffffffff,4.0,0.0,0.0
836661fffffffff,4.0,0.0,0.0
836662fffffffff,3.0,0.0,0.0
836663fffffffff,46.0,0.0,0.0
836664fffffffff,16.0,1.0,0.0
83666afffffffff,6.0,0.0,0.0
83666bfffffffff,6.0,0.0,0.0
83666cfffffffff,16.0,0.0,0.0
83666efffffffff,10.0,0.0,0.0
836670fffffffff,30.0,0.0,0.0
836672fffffffff,258.0,0.0,0.0
836673fffffffff,53.0,0.0,0.0
836674fffffffff,2.0,0.0,0.0
836675fffffffff,29.0,0.0,0.0
836676fffffffff,16.0,0.0,0.0
8366a0fffffffff,1184.0,0.0,0.0
8366a1fffffffff,74.0,0.0,0.0
8366a2fffffffff,90.0,0.0,0.0
8366a3fffffffff,123.0,0.0,0.0
8366a5fffffffff,3548.0,0.0,0.0
8366a6fffffffff,472.0,0.0,0.0
8366adfffffffff,1.0,0.0,0.0
8366b0fffffffff,1603.0,0.0,0.0
8366b1fffffffff,74.0,0.0,0.0
8366b4fffffffff,2429.0,0.0,0.0
8366b5fffffffff,2677.0,0.0,0.0
8366b6fffffffff,170.0,0.0,0.0
8366c0fffffffff,141.0,2.0,0.0
8366c1fffffffff,19.0,0.0,0.0
8366c2fffffffff,692.0,1.0,0.0
8366c3fffffffff,12.0,0.0,0.0
8366c4fffffffff,210.0,2.0,0.0
8366c5fffffffff,100.0,0.0,0.0
8366c6fffffffff,839.0,7.0,0.0
8366c9fffffffff,2.0,0.0,0.0
8366cdfffffffff,4.0,0.0,0.0
8366cefffffffff,92.0,0.0,0.0
8366d0fffffffff,206.0,3.0,2.0
8366d1fffffffff,51.0,1.0,0.0
8366d2fffffffff,82.0,0.0,7.0
8366d3fffffffff,1527.0,0.0,90.0
8366d4fffffffff,21.0,0.0,0.0
8366d5fffffffff,135.0,0.0,0.0
8366d8fffffffff,35.0,2.0,0.0
8366dafffffffff,203.0,19.0,0.0
8366dbfffffffff,7.0,0.0,0.0
8366dcfffffffff,735.0,66.0,0.0
8366ddfffffffff,124.0,9.0,0.0
8366defffffffff,832.0,47.0,0.0
8366e0fffffffff,897.0,6.0,0.0
8366e1fffffffff,529.0,0.0,0.0
8366e2fffffffff,97.0,0.0,0.0
8366e3fffffffff,184.0,0.0,0.0
8366e4fffffffff,629.0,1.0,0.0
8366e5fffffffff,1359.0,0.0,0.0
8366e6fffffffff,4081.0,29.0,0.0
8366e8fffffffff,7.0,0.0,0.0
8366e9fffffffff,8.0,0.0,0.0
8366eafffffffff,6.0,0.0,0.0
8366ecfffffffff,419.0,0.0,0.0
8366eefffffffff,464.0,0.0,0.0
8366f0fffffffff,124.0,0.0,0.0
8366f1fffffffff,1857.0,0.0,0.0
8366f3fffffffff,13.0,0.0,0.0
8366f5fffffffff,1986.0,10.0,0.0
836740fffffffff,2.0,0.0,0.0
836741fffffffff,26.0,0.0,0.0
836742fffffffff,69.0,0.0,0.0
836743fffffffff,239.0,6.0,0.0
836748fffffffff,1.0,0.0,0.0
83674afffffffff,46.0,8.0,0.0
83674cfffffffff,180.0,0.0,0.0
83674dfffffffff,1.0,0.0,0.0
83674efffffffff,84.0,0.0,0.0
836751fffffffff,80.0,0.0,0.0
836752fffffffff,26.0,0.0,0.0
836753fffffffff,159.0,0.0,0.0
836755fffffffff,22.0,0.0,0.0
836758fffffffff,26.0,0.0,0.0
836759fffffffff,72.0,5.0,0.0
83675afffffffff,139.0,0.0,0.0
83675bfffffffff,5.0,0.0,0.0
83675cfffffffff,123.0,0.0,0.0
83675dfffffffff,3.0,0.0,0.0
83675efffffffff,21.0,0.0,0.0
83678bfffffffff,9.0,0.0,0.0
836790fffffffff,19.0,0.0,0.0
836791fffffffff,6.0,0.0,0.0
836792fffffffff,15.0,0.0,0.0
836793fffffffff,13.0,0.0,0.0
836794fffffffff,37.0,0.0,0.0
836795fffffffff,7.0,0.0,0.0
836796fffffffff,128.0,0.0,0.0
83679afffffffff,1352.0,0.0,0.0
83679bfffffffff,588.0,0.0,0.0
8367b2fffffffff,12.0,0.0,0.0
836d04fffffffff,133.0,20.0,0.0
836d05fffffffff,454.0,99.0,0.0
836d06fffffffff,32.0,10.0,0.0
836d14fffffffff,30.0,0.0,0.0
836d15fffffffff,383.0,59.0,0.0
836d20fffffffff,110.0,0.0,0.0
836d21fffffffff,180.0,30.0,0.0
836d22fffffffff,23.0,0.0,0.0
836d23fffffffff,43.0,8.0,0.0
836d24fffffffff,66.0,0.0,0.0
836d25fffffffff,172.0,8.0,0.0
836d26fffffffff,22.0,0.0,0.0
836d28fffffffff,7.0,0.0,0.0
836d29fffffffff,56.0,0.0,0.0
836d2afffffffff,207.0,13.0,0.0
836d2bfffffffff,1720.0,0.0,0.0
836d2cfffffffff,346.0,60.0,0.0
836d2dfffffffff,495.0,0.0,0.0
836d2efffffffff,26.0,0.0,0.0
836d30fffffffff,215.0,15.0,0.0
836d31fffffffff,442.0,37.0,0.0
836d33fffffffff,158.0,12.0,0.0
836d34fffffffff,374.0,9.0,0.0
836d35fffffffff,763.0,0.0,0.0
836d36fffffffff,18.0,0.0,0.0
836d60fffffffff,156.0,0.0,0.0
836d61fffffffff,21.0,0.0,0.0
836d63fffffffff,19.0,0.0,0.0
836d64fffffffff,466.0,0.0,0.0
836d65fffffffff,814.0,0.0,0.0
836d66fffffffff,423.0,0.0,0.0
836d68fffffffff,805.0,0.0,0.0
836d69fffffffff,7926.0,0.0,0.0
836d6afffffffff,37.0,0.0,0.0
836d6bfffffffff,948.0,0.0,0.0
836d6cfffffffff,23.0,0.0,0.0
836d6dfffffffff,1982.0,0.0,0.0
836d6efffffffff,33.0,0.0,0.0
836d74fffffffff,200.0,0.0,0.0
836d75fffffffff,115.0,0.0,0.0
836d76fffffffff,47.0,0.0,0.0
838008fffffffff,1.0,0.0,0.0
83800cfffffffff,3.0,0.0,0.0
838023fffffffff,1.0,0.0,0.0
838029fffffffff,1.0,0.0,0.0
83802cfffffffff,2.0,0.0,0.0
838040fffffffff,3.0,0.0,0.0
838044fffffffff,22.0,0.0,0.0
838046fffffffff,93.0,0.0,0.0
838048fffffffff,6.0,0.0,0.0
83804dfffffffff,1.0,1.0,0.0
838054fffffffff,7.0,0.0,0.0
838055fffffffff,9.0,0.0,0.0
838065fffffffff,11.0,0.0,0.0
838066fffffffff,5.0,0.0,0.0
838068fffffffff,1.0,0.0,0.0
83806afffffffff,15.0,0.0,0.0
83806bfffffffff,19.0,0.0,0.0
838071fffffffff,3.0,0.0,0.0
838073fffffffff,3.0,0.0,0.0
838074fffffffff,2.0,0.0,0.0
838102fffffffff,17.0,0.0,0.0
838104fffffffff,4.0,0.0,0.0
838109fffffffff,10.0,0.0,0.0
838112fffffffff,3.0,2.0,0.0
838114fffffffff,10.0,2.0,0.0
838116fffffffff,3.0,0.0,0.0
838121fffffffff,11.0,0.0,0.0
838124fffffffff,50.0,0.0,0.0
838129fffffffff,2.0,0.0,0.0
83812cfffffffff,3.0,0.0,0.0
83812dfffffffff,17.0,3.0,0.0
838130fffffffff,33.0,0.0,0.0
838132fffffffff,29.0,3.0,0.0
838133fffffffff,87.0,0.0,0.0
838134fffffffff,6.0,0.0,0.0
838136fffffffff,48.0,4.0,0.0
838140fffffffff,12.0,0.0,0.0
838142fffffffff,7.0,0.0,0.0
838143fffffffff,11.0,0.0,0.0
838145fffffffff,17.0,0.0,0.0
838146fffffffff,14.0,0.0,0.0
83814afffffffff,119.0,0.0,0.0
83814dfffffffff,45.0,0.0,0.0
83814efffffffff,47.0,0.0,0.0
838151fffffffff,1.0,0.0,0.0
838158fffffffff,1.0,0.0,0.0
838159fffffffff,5.0,0.0,0.0
83815afffffffff,7.0,0.0,0.0
83815cfffffffff,5.0,3.0,0.0
83815dfffffffff,24.0,0.0,0.0
83815efffffffff,2.0,0.0,0.0
838162fffffffff,23.0,0.0,0.0
838163fffffffff,14.0,0.0,0.0
838166fffffffff,2.0,0.0,0.0
838170fffffffff,1.0,0.0,0.0
838171fffffffff,70.0,0.0,0.0
838172fffffffff,2.0,0.0,0.0
838173fffffffff,3.0,0.0,0.0
838180fffffffff,27.0,2.0,0.0
838181fffffffff,27.0,2.0,0.0
838183fffffffff,44.0,0.0,0.0
838185fffffffff,30.0,0.0,0.0
83818efffffffff,2.0,0.0,0.0
8381a1fffffffff,16.0,0.0,0.0
8381a3fffffffff,4.0,2.0,0.0
8381adfffffffff,7.0,0.0,0.0
838a00fffffffff,14.0,2.0,0.0
838a01fffffffff,6.0,1.0,0.0
838a04fffffffff,2.0,0.0,0.0
838a05fffffffff,15.0,0.0,0.0
838a06fffffffff,2.0,0.0,0.0
838a10fffffffff,9.0,0.0,0.0
838a15fffffffff,4.0,0.0,0.0
838a1afffffffff,2.0,0.0,0.0
838a21fffffffff,7.0,0.0,0.0
838a23fffffffff,3.0,0.0,0.0
838a24fffffffff,1.0,0.0,0.0
838a25fffffffff,3.0,0.0,0.0
838a2cfffffffff,2.0,0.0,0.0
838a2efffffffff,2.0,0.0,0.0
838a31fffffffff,17.0,3.0,0.0
838a33fffffffff,8.0,5.0,0.0
838a35fffffffff,1.0,0.0,0.0
838a41fffffffff,7.0,0.0,0.0
838a45fffffffff,250.0,2.0,0.0
838a4bfffffffff,4.0,0.0,0.0
838a4efffffffff,3.0,0.0,0.0
838a5afffffffff,1.0,1.0,0.0
838a63fffffffff,50.0,0.0,0.0
838a68fffffffff,16.0,0.0,0.0
838a69fffffffff,123.0,0.0,0.0
838a6dfffffffff,315.0,11.0,0.0
838a6efffffffff,3.0,0.0,0.0
838a70fffffffff,8.0,0.0,0.0
838a73fffffffff,3.0,0.0,0.0
838a80fffffffff,18.0,0.0,0.0
838a81fffffffff,4.0,0.0,0.0
838a82fffffffff,5.0,0.0,0.0
838a85fffffffff,14.0,0.0,0.0
838a8cfffffffff,5.0,0.0,0.0
838a8efffffffff,1.0,0.0,0.0
838a90fffffffff,6.0,0.0,0.0
838a92fffffffff,5.0,0.0,0.0
838a9cfffffffff,13.0,0.0,0.0
838a9efffffffff,1.0,0.0,0.0
838aa5fffffffff,2.0,0.0,0.0
838aa8fffffffff,4.0,0.0,0.0
838aa9fffffffff,6.0,0.0,0.0
838aaafffffffff,62.0,0.0,0.0
838aabfffffffff,14.0,0.0,0.0
838aacfffffffff,2.0,0.0,0.0
838aadfffffffff,10.0,0.0,0.0
838ab6fffffffff,2.0,0.0,0.0
838ad1fffffffff,27.0,2.0,0.0
838ad8fffffffff,12.0,2.0,0.0
838adafffffffff,17.0,0.0,0.0
838adbfffffffff,14.0,0.0,0.0
838adcfffffffff,38.0,3.0,0.0
838adefffffffff,4.0,0.0,0.0
838ae5fffffffff,9.0,0.0,0.0
838af0fffffffff,31.0,8.0,0.0
838af2fffffffff,76.0,3.0,0.0
838af3fffffffff,1.0,0.0,0.0
838af4fffffffff,26.0,2.0,0.0
838af6fffffffff,379.0,13.0,0.0
838b00fffffffff,2.0,0.0,0.0
838b04fffffffff,13.0,0.0,0.0
838b05fffffffff,5.0,0.0,0.0
838b06fffffffff,4.0,0.0,0.0
838b09fffffffff,2.0,0.0,0.0
838b0bfffffffff,7.0,0.0,0.0
838b0cfffffffff,32.0,0.0,0.0
838b0dfffffffff,32.0,0.0,0.0
838b0efffffffff,2.0,0.0,0.0
838b10fffffffff,3.0,0.0,0.0
838b11fffffffff,4.0,0.0,0.0
838b12fffffffff,2.0,0.0,0.0
838b1cfffffffff,2.0,0.0,0.0
838b1efffffffff,3.0,0.0,0.0
838b20fffffffff,22.0,0.0,0.0
838b21fffffffff,5.0,0.0,0.0
838b22fffffffff,201.0,0.0,0.0
838b23fffffffff,19.0,0.0,0.0
838b29fffffffff,2.0,0.0,0.0
838b2afffffffff,20.0,0.0,0.0
838b2bfffffffff,4.0,0.0,0.0
838b2cfffffffff,22.0,0.0,0.0
838b2dfffffffff,5.0,0.0,0.0
838b2efffffffff,11.0,0.0,0.0
838b31fffffffff,15.0,0.0,0.0
838b36fffffffff,2.0,0.0,0.0
838b40fffffffff,79.0,0.0,0.0
838b42fffffffff,8.0,0.0,0.0
838b44fffffffff,167.0,0.0,0.0
838b45fffffffff,10.0,0.0,0.0
838b46fffffffff,11.0,0.0,0.0
838b4efffffffff,14.0,3.0,0.0
838b50fffffffff,2.0,0.0,0.0
838b51fffffffff,21.0,1.0,0.0
838b52fffffffff,8.0,0.0,0.0
838b53fffffffff,2.0,0.0,0.0
838b56fffffffff,22.0,0.0,0.0
838b5cfffffffff,33.0,6.0,0.0
838b5dfffffffff,3.0,0.0,0.0
838b5efffffffff,1.0,0.0,0.0
838b61fffffffff,320.0,0.0,0.0
838b62fffffffff,37.0,0.0,0.0
838b63fffffffff,392.0,0.0,0.0
838b68fffffffff,3.0,0.0,0.0
838b69fffffffff,19.0,0.0,0.0
838b6cfffffffff,47.0,0.0,0.0
838b6dfffffffff,2.0,0.0,0.0
838b6efffffffff,84.0,0.0,0.0
838b70fffffffff,1.0,0.0,0.0
838b71fffffffff,299.0,0.0,0.0
838b72fffffffff,3.0,0.0,0.0
838b74fffffffff,25.0,0.0,0.0
838b75fffffffff,30.0,0.0,0.0
838b76fffffffff,20.0,0.0,0.0
838b82fffffffff,2.0,0.0,0.0
838b83fffffffff,1.0,0.0,0.0
838b84fffffffff,51.0,0.0,0.0
838b88fffffffff,34.0,0.0,0.0
838b8afffffffff,2.0,0.0,0.0
838b8dfffffffff,2.0,0.0,0.0
838b98fffffffff,3.0,0.0,0.0
838b99fffffffff,33.0,0.0,0.0
838b9dfffffffff,254.0,16.0,0.0
838ba0fffffffff,5.0,0.0,0.0
838ba5fffffffff,2.0,0.0,0.0
838ba6fffffffff,24.0,0.0,0.0
838bb5fffffffff,188.0,2.0,0.0
838e64fffffffff,131.0,0.0,0.0
838e65fffffffff,29.0,0.0,0.0
838e6cfffffffff,2.0,0.0,0.0
838f08fffffffff,12.0,0.0,0.0
838f09fffffffff,20.0,0.0,0.0
838f0dfffffffff,148.0,0.0,3.0
838f28fffffffff,15.0,0.0,0.0
838f29fffffffff,69.0,0.0,0.0
838f2afffffffff,91.0,0.0,7.0
838f2bfffffffff,48.0,0.0,9.0
838f2cfffffffff,157.0,0.0,2.0
838f2dfffffffff,4.0,0.0,0.0
838f2efffffffff,4.0,0.0,0.0
838f40fffffffff,65.0,1.0,0.0
838f42fffffffff,35.0,0.0,0.0
838f43fffffffff,105.0,5.0,0.0
838f44fffffffff,16.0,0.0,0.0
838f46fffffffff,208.0,3.0,0.0
838f48fffffffff,32.0,0.0,0.0
838f49fffffffff,2.0,0.0,0.0
838f4afffffffff,82.0,0.0,0.0
838f4bfffffffff,13.0,0.0,0.0
838f4cfffffffff,7.0,0.0,0.0
838f4efffffffff,3.0,0.0,0.0
838f50fffffffff,265.0,0.0,0.0
838f54fffffffff,70.0,0.0,0.0
838f55fffffffff,28.0,0.0,0.0
838f5dfffffffff,39.0,0.0,0.0
838f61fffffffff,125.0,0.0,0.0
838f63fffffffff,6.0,0.0,0.0
838f6bfffffffff,26.0,3.0,0.0
838f6cfffffffff,1.0,0.0,0.0
838f6efffffffff,25.0,0.0,0.0
838f70fffffffff,52.0,2.0,0.0
838f71fffffffff,4.0,0.0,0.0
838f72fffffffff,380.0,40.0,0.0
838f73fffffffff,14.0,0.0,0.0
838f74fffffffff,69.0,0.0,0.0
838f75fffffffff,1.0,0.0,0.0
838f76fffffffff,108.0,4.0,0.0
83a596fffffffff,35.0,4.0,0.0
83a800fffffffff,17.0,2.0,0.0
83a801fffffffff,83.0,0.0,0.0
83a802fffffffff,12.0,0.0,0.0
83a803fffffffff,6.0,1.0,0.0
83a804fffffffff,32.0,7.0,0.0
83a805fffffffff,26.0,0.0,0.0
83a806fffffffff,133.0,11.0,0.0
83a808fffffffff,2.0,0.0,0.0
83a80bfffffffff,3.0,0.0,0.0
83a80cfffffffff,5.0,0.0,0.0
83a80dfffffffff,2.0,0.0,0.0
83a80efffffffff,6.0,0.0,0.0
83a810fffffffff,1506.0,13.0,0.0
83a811fffffffff,202.0,12.0,0.0
83a812fffffffff,459.0,13.0,0.0
83a813fffffffff,278.0,32.0,0.0
83a814fffffffff,18.0,2.0,0.0
83a815fffffffff,159.0,10.0,0.0
83a816fffffffff,8.0,0.0,0.0
83a818fffffffff,76.0,0.0,0.0
83a819fffffffff,26.0,0.0,0.0
83a81afffffffff,14.0,0.0,0.0
83a81bfffffffff,31.0,1.0,0.0
83a81cfffffffff,213.0,2.0,0.0
83a81dfffffffff,20.0,0.0,0.0
83a81efffffffff,723.0,2.0,0.0
83a820fffffffff,15.0,0.0,0.0
83a821fffffffff,27.0,0.0,0.0
83a822fffffffff,24.0,0.0,0.0
83a823fffffffff,19.0,4.0,0.0
83a824fffffffff,18.0,0.0,0.0
83a825fffffffff,6.0,0.0,0.0
83a826fffffffff,16.0,0.0,0.0
83a828fffffffff,7.0,0.0,0.0
83a829fffffffff,3.0,0.0,0.0
83a82afffffffff,15.0,0.0,0.0
83a82bfffffffff,5.0,0.0,0.0
83a82cfffffffff,7.0,0.0,0.0
83a82dfffffffff,14.0,0.0,0.0
83a82efffffffff,8.0,0.0,0.0
83a831fffffffff,55.0,8.0,0.0
83a833fffffffff,2.0,0.0,0.0
83a835fffffffff,74.0,1.0,0.0
83a840fffffffff,141.0,11.0,0.0
83a841fffffffff,3.0,0.0,0.0
83a842fffffffff,23.0,0.0,0.0
83a844fffffffff,19.0,0.0,0.0
83a846fffffffff,122.0,10.0,0.0
83a84afffffffff,4.0,0.0,0.0
83a84efffffffff,1.0,0.0,0.0
83a855fffffffff,9.0,0.0,0.0
83a859fffffffff,323.0,7.0,0.0
83a85bfffffffff,14.0,0.0,0.0
83a85dfffffffff,82.0,0.0,0.0
83a860fffffffff,24.0,0.0,0.0
83a862fffffffff,19.0,0.0,0.0
83a864fffffffff,1.0,0.0,0.0
83a866fffffffff,11.0,0.0,0.0
83a870fffffffff,4.0,0.0,0.0
83a871fffffffff,4.0,0.0,0.0
83a872fffffffff,1.0,0.0,0.0
83a873fffffffff,8.0,0.0,0.0
83a874fffffffff,1.0,0.0,0.0
83a875fffffffff,8.0,0.0,0.0
83a876fffffffff,7.0,0.0,0.0
83a880fffffffff,42.0,0.0,0.0
83a881fffffffff,28.0,0.0,0.0
83a882fffffffff,61.0,16.0,0.0
83a883fffffffff,18.0,4.0,0.0
83a884fffffffff,44.0,0.0,0.0
83a885fffffffff,1.0,0.0,0.0
83a886fffffffff,15.0,0.0,0.0
83a889fffffffff,2.0,0.0,0.0
83a88afffffffff,3.0,0.0,0.0
83a88bfffffffff,8.0,0.0,0.0
83a88cfffffffff,5.0,0.0,0.0
83a88dfffffffff,4.0,0.0,0.0
83a88efffffffff,18.0,0.0,0.0
83a891fffffffff,65.0,8.0,0.0
83a895fffffffff,6.0,0.0,0.0
83a8a0fffffffff,4.0,0.0,0.0
83a8a1fffffffff,269.0,8.0,0.0
83a8a2fffffffff,100.0,4.0,0.0
83a8a3fffffffff,67.0,2.0,0.0
83a8a5fffffffff,2.0,0.0,0.0
83a8a8fffffffff,1.0,0.0,0.0
83a8a9fffffffff,39.0,0.0,0.0
83a8aafffffffff,8.0,0.0,0.0
83a8abfffffffff,7.0,0.0,0.0
83a8acfffffffff,20.0,0.0,0.0
83a8adfffffffff,10.0,0.0,0.0
83a8aefffffffff,23.0,0.0,0.0
83a8c0fffffffff,52.0,0.0,0.0
83a8c1fffffffff,3.0,0.0,0.0
83a8c2fffffffff,22.0,11.0,0.0
83a8c4fffffffff,16.0,0.0,0.0
83a8c5fffffffff,2.0,0.0,0.0
83a8c6fffffffff,15.0,0.0,0.0
83a8c9fffffffff,2.0,2.0,0.0
83a8ccfffffffff,2.0,1.0,0.0
83a8cefffffffff,1.0,0.0,0.0
83a8d0fffffffff,1.0,0.0,0.0
83a8d1fffffffff,34.0,0.0,0.0
83a8d3fffffffff,19.0,0.0,0.0
83a8d4fffffffff,9.0,0.0,0.0
83a8d5fffffffff,2.0,0.0,0.0
83a8d6fffffffff,2.0,0.0,0.0
83a8d9fffffffff,1.0,0.0,0.0
83a8dafffffffff,6.0,0.0,0.0
83a8dcfffffffff,3.0,0.0,0.0
83a8ddfffffffff,3.0,0.0,0.0
83a8defffffffff,23.0,1.0,0.0
83a8e1fffffffff,1.0,0.0,0.0
83a8e6fffffffff,19.0,0.0,0.0
83a8ecfffffffff,40.0,0.0,0.0
83a8edfffffffff,1.0,0.0,0.0
83a8f4fffffffff,14.0,0.0,0.0
