cell_id,Malacocincla sepiaria,Malacocincla sepiaria tardinata/barussana,Malacocincla sepiaria sepiaria,Malacocincla sepiaria rufiventris/harterti
826507fffffffff,52.0,0.0,0.0,0.0
82651ffffffffff,60.0,20.0,0.0,0.0
828db7fffffffff,1.0,0.0,1.0,0.0
