cell_id,Clytorhynchus vitiensis,Clytorhynchus vitiensis powelli,Clytorhynchus vitiensis [vitiensis Group],Clytorhynchus vitiensis fortunae,Clytorhynchus vitiensis keppeli
839a16fffffffff,7.0,0.0,0.0,0.0,0.0
839b4cfffffffff,2.0,0.0,0.0,0.0,0.0
839b5dfffffffff,1.0,0.0,0.0,0.0,0.0
839b6afffffffff,1.0,0.0,0.0,0.0,0.0
839b6efffffffff,1.0,0.0,0.0,0.0,0.0
839b89fffffffff,2.0,1.0,0.0,0.0,0.0
