cell_id,Dicrurus hottentottus,Dicrurus hottentottus hottentottus/brevirostris,Dicrurus hottentottus viridinitens,Dicrurus hottentottus borneensis,Dicrurus hottentottus jentincki/faberi,Dicrurus hottentottus leucops/banggaiensis,Dicrurus hottentottus guillemardi,Dicrurus hottentottus pectoralis,Dicrurus hottentottus suluensis
823037fffffffff,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
823087fffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
823097fffffffff,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
82309ffffffffff,121.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
823187fffffffff,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
82318ffffffffff,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
82319ffffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8231affffffffff,75.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
823c07fffffffff,276.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
823c0ffffffffff,366.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
823c17fffffffff,205.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
823c1ffffffffff,1277.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
823c37fffffffff,189.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
823c57fffffffff,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
823c5ffffffffff,885.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
823c87fffffffff,51.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
823c8ffffffffff,135.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
823c97fffffffff,57.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
823caffffffffff,79.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
823cb7fffffffff,188.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
823cc7fffffffff,896.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
823ccffffffffff,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
823cd7fffffffff,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
823cdffffffffff,95.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
823ce7fffffffff,2178.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
823ceffffffffff,1044.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
823cf7fffffffff,146.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
823d17fffffffff,3773.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
823d1ffffffffff,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
823d37fffffffff,89.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
823d8ffffffffff,62.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
823d9ffffffffff,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
823daffffffffff,1565.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
824007fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
82400ffffffffff,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
824017fffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
824027fffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
82402ffffffffff,65.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
824047fffffffff,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
82404ffffffffff,208.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
824057fffffffff,12.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
82405ffffffffff,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
824067fffffffff,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
82406ffffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
824077fffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
82408ffffffffff,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8240a7fffffffff,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8240affffffffff,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8240b7fffffffff,61.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8240c7fffffffff,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8240e7fffffffff,64.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8240effffffffff,44.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
824107fffffffff,67.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
824117fffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
82411ffffffffff,614.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
824147fffffffff,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
82414ffffffffff,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
824157fffffffff,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
82415ffffffffff,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
824167fffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
82416ffffffffff,54.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
824177fffffffff,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
824187fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
82418ffffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
824197fffffffff,67.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
82419ffffffffff,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8241a7fffffffff,161.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8241affffffffff,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8241b7fffffffff,372.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
824b87fffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
824ba7fffffffff,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
824bb7fffffffff,83.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
826007fffffffff,49.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
826017fffffffff,1216.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
82601ffffffffff,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
826027fffffffff,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
826037fffffffff,165.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
826097fffffffff,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8260affffffffff,209.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
826417fffffffff,1393.0,392.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
826437fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
826487fffffffff,1057.0,310.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
82648ffffffffff,78.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
826497fffffffff,639.0,258.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
82649ffffffffff,40.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8264a7fffffffff,1013.0,259.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8264affffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8264b7fffffffff,355.0,120.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
826587fffffffff,327.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
82658ffffffffff,619.0,211.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
826597fffffffff,425.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
82659ffffffffff,1103.0,283.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8265b7fffffffff,608.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
826817fffffffff,831.0,0.0,0.0,279.0,0.0,0.0,0.0,0.0,0.0
82681ffffffffff,33.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0
8268c7fffffffff,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8268cffffffffff,506.0,0.0,0.0,0.0,0.0,206.0,0.0,0.0,0.0
8268d7fffffffff,46.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0
8268dffffffffff,82.0,0.0,0.0,0.0,0.0,34.0,0.0,0.0,0.0
8268e7fffffffff,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8268f7fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
826937fffffffff,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8273b7fffffffff,22.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0
828c17fffffffff,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
828c97fffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
828cc7fffffffff,16.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0
828cdffffffffff,16.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0
828da7fffffffff,33.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0,0.0
828db7fffffffff,77.0,0.0,0.0,0.0,43.0,0.0,0.0,0.0,0.0
829507fffffffff,82.0,0.0,0.0,0.0,0.0,64.0,0.0,0.0,0.0
82950ffffffffff,10.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0
829527fffffffff,4.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0
82952ffffffffff,8.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0
829567fffffffff,11.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0
82956ffffffffff,113.0,0.0,0.0,0.0,0.0,0.0,64.0,0.0,0.0
8295a7fffffffff,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
