cell_id,Zonotrichia capensis,Zonotrichia capensis [capensis Group],Zonotrichia capensis australis
8381aafffffffff,8.0,0.0,0.0
8381acfffffffff,2.0,0.0,0.0
8381adfffffffff,229.0,3.0,0.0
8381aefffffffff,2.0,0.0,0.0
838adbfffffffff,3.0,0.0,0.0
838b20fffffffff,722.0,0.0,0.0
838b21fffffffff,263.0,0.0,0.0
838b22fffffffff,24.0,0.0,0.0
838b24fffffffff,34.0,0.0,0.0
838b25fffffffff,148.0,0.0,0.0
838b26fffffffff,12.0,0.0,0.0
838b2cfffffffff,897.0,0.0,0.0
838b2dfffffffff,32.0,0.0,0.0
838b2efffffffff,2.0,0.0,0.0
838b31fffffffff,1.0,0.0,0.0
838b36fffffffff,2.0,0.0,0.0
838b60fffffffff,81.0,3.0,0.0
838b61fffffffff,6652.0,396.0,0.0
838b64fffffffff,24.0,0.0,0.0
838b65fffffffff,52.0,2.0,0.0
838b66fffffffff,33.0,0.0,0.0
838b69fffffffff,9.0,0.0,0.0
838b6cfffffffff,1034.0,26.0,0.0
838b74fffffffff,70.0,0.0,0.0
838b75fffffffff,43.0,0.0,0.0
838b88fffffffff,15.0,0.0,0.0
838b99fffffffff,17.0,0.0,0.0
838b9cfffffffff,1.0,0.0,0.0
838b9dfffffffff,51.0,0.0,0.0
838ba4fffffffff,2.0,0.0,0.0
838ba5fffffffff,2.0,0.0,0.0
838ba6fffffffff,16.0,0.0,0.0
838bb5fffffffff,307.0,2.0,0.0
838e25fffffffff,2.0,0.0,0.0
838e44fffffffff,15.0,0.0,0.0
838e45fffffffff,322.0,0.0,0.0
838e4cfffffffff,9.0,0.0,0.0
838e60fffffffff,351.0,1.0,0.0
838e61fffffffff,96.0,2.0,0.0
838e62fffffffff,2383.0,0.0,0.0
838e63fffffffff,44.0,0.0,0.0
838e64fffffffff,802.0,5.0,0.0
838e65fffffffff,341.0,10.0,0.0
838e66fffffffff,1052.0,7.0,0.0
838e68fffffffff,19.0,0.0,0.0
838e69fffffffff,56.0,0.0,0.0
838e6afffffffff,64.0,0.0,0.0
838e6bfffffffff,21.0,0.0,0.0
838e6cfffffffff,179.0,0.0,0.0
838e6dfffffffff,794.0,6.0,0.0
838e6efffffffff,38.0,0.0,0.0
838e75fffffffff,536.0,0.0,0.0
838f08fffffffff,20.0,0.0,0.0
838f09fffffffff,16.0,0.0,0.0
838f0bfffffffff,111.0,0.0,0.0
838f0dfffffffff,538.0,30.0,0.0
838f29fffffffff,321.0,54.0,0.0
838f2bfffffffff,74.0,5.0,0.0
838f2dfffffffff,665.0,19.0,0.0
838f40fffffffff,137.0,1.0,0.0
838f42fffffffff,347.0,0.0,0.0
838f43fffffffff,35.0,0.0,0.0
838f46fffffffff,822.0,4.0,0.0
838f4afffffffff,119.0,0.0,0.0
838f4bfffffffff,5.0,0.0,0.0
838f50fffffffff,1147.0,0.0,0.0
838f51fffffffff,978.0,0.0,0.0
838f53fffffffff,59.0,0.0,0.0
838f54fffffffff,461.0,0.0,0.0
838f55fffffffff,1816.0,0.0,0.0
838f56fffffffff,26.0,0.0,0.0
838f58fffffffff,478.0,0.0,0.0
838f59fffffffff,565.0,0.0,0.0
838f5bfffffffff,119.0,0.0,0.0
838f5cfffffffff,106.0,0.0,0.0
838f5dfffffffff,22.0,0.0,0.0
838f5efffffffff,103.0,0.0,0.0
838f70fffffffff,18.0,0.0,0.0
838f72fffffffff,1100.0,81.0,0.0
838f73fffffffff,362.0,0.0,0.0
838f74fffffffff,192.0,6.0,0.0
838f76fffffffff,1694.0,95.0,0.0
83a596fffffffff,1.0,0.0,0.0
83a800fffffffff,37.0,2.0,0.0
83a801fffffffff,188.0,0.0,0.0
83a802fffffffff,48.0,0.0,0.0
83a803fffffffff,20.0,0.0,0.0
83a804fffffffff,187.0,11.0,0.0
83a805fffffffff,86.0,2.0,0.0
83a806fffffffff,1305.0,91.0,0.0
83a808fffffffff,4.0,0.0,0.0
83a80bfffffffff,5.0,0.0,0.0
83a80cfffffffff,10.0,0.0,0.0
83a80dfffffffff,4.0,0.0,0.0
83a80efffffffff,10.0,0.0,0.0
83a810fffffffff,5253.0,53.0,0.0
83a811fffffffff,708.0,67.0,0.0
83a812fffffffff,2341.0,94.0,0.0
83a813fffffffff,1069.0,179.0,0.0
83a814fffffffff,237.0,5.0,0.0
83a815fffffffff,1333.0,40.0,0.0
83a816fffffffff,42.0,0.0,0.0
83a818fffffffff,261.0,0.0,0.0
83a819fffffffff,76.0,0.0,0.0
83a81afffffffff,89.0,0.0,0.0
83a81bfffffffff,87.0,2.0,0.0
83a81cfffffffff,741.0,0.0,0.0
83a81dfffffffff,76.0,2.0,0.0
83a81efffffffff,3513.0,3.0,0.0
83a820fffffffff,31.0,0.0,0.0
83a821fffffffff,74.0,0.0,0.0
83a822fffffffff,72.0,1.0,0.0
83a823fffffffff,63.0,8.0,0.0
83a824fffffffff,218.0,95.0,0.0
83a825fffffffff,90.0,4.0,0.0
83a826fffffffff,89.0,1.0,0.0
83a828fffffffff,15.0,0.0,0.0
83a829fffffffff,23.0,0.0,0.0
83a82afffffffff,34.0,0.0,0.0
83a82bfffffffff,19.0,0.0,0.0
83a82cfffffffff,35.0,0.0,0.0
83a82dfffffffff,11.0,0.0,0.0
83a82efffffffff,60.0,0.0,0.0
83a831fffffffff,694.0,29.0,0.0
83a833fffffffff,248.0,21.0,0.0
83a835fffffffff,405.0,31.0,0.0
83a840fffffffff,8.0,0.0,0.0
83a844fffffffff,5.0,0.0,0.0
83a845fffffffff,28.0,0.0,0.0
83a846fffffffff,4.0,0.0,0.0
83a84bfffffffff,1.0,0.0,0.0
83a84dfffffffff,2.0,0.0,0.0
83a84efffffffff,1.0,0.0,0.0
83a851fffffffff,2.0,0.0,0.0
83a854fffffffff,2.0,0.0,0.0
83a855fffffffff,1.0,0.0,0.0
83a859fffffffff,23.0,0.0,0.0
83a85bfffffffff,4.0,0.0,0.0
83a85dfffffffff,10.0,0.0,0.0
83a860fffffffff,53.0,0.0,0.0
83a861fffffffff,4.0,0.0,0.0
83a863fffffffff,8.0,0.0,0.0
83a864fffffffff,4.0,0.0,0.0
83a865fffffffff,4.0,0.0,0.0
83a866fffffffff,2.0,0.0,0.0
83a869fffffffff,1.0,0.0,0.0
83a86bfffffffff,4.0,0.0,0.0
83a86efffffffff,17.0,0.0,0.0
83a870fffffffff,5.0,0.0,0.0
83a873fffffffff,3.0,0.0,0.0
83a876fffffffff,3.0,0.0,0.0
83a880fffffffff,318.0,7.0,0.0
83a881fffffffff,789.0,15.0,0.0
83a882fffffffff,195.0,12.0,0.0
83a883fffffffff,11.0,0.0,0.0
83a884fffffffff,185.0,0.0,0.0
83a885fffffffff,37.0,0.0,0.0
83a886fffffffff,43.0,1.0,0.0
83a888fffffffff,2.0,0.0,0.0
83a889fffffffff,1.0,0.0,0.0
83a88afffffffff,46.0,16.0,0.0
83a88bfffffffff,11.0,2.0,0.0
83a88cfffffffff,62.0,0.0,0.0
83a88dfffffffff,139.0,2.0,0.0
83a88efffffffff,453.0,23.0,0.0
83a891fffffffff,74.0,6.0,0.0
83a895fffffffff,16.0,1.0,0.0
83a89dfffffffff,1.0,0.0,0.0
83a89efffffffff,1.0,0.0,0.0
83a8a0fffffffff,308.0,2.0,0.0
83a8a1fffffffff,2659.0,112.0,0.0
83a8a2fffffffff,1044.0,49.0,0.0
83a8a3fffffffff,232.0,1.0,0.0
83a8a5fffffffff,44.0,5.0,0.0
83a8a8fffffffff,39.0,0.0,0.0
83a8a9fffffffff,660.0,37.0,0.0
83a8aafffffffff,162.0,0.0,0.0
83a8abfffffffff,15.0,0.0,0.0
83a8acfffffffff,650.0,17.0,0.0
83a8adfffffffff,182.0,0.0,0.0
83a8aefffffffff,512.0,0.0,0.0
83a8b1fffffffff,6.0,0.0,0.0
83a8c0fffffffff,9.0,0.0,0.0
83a8c1fffffffff,1.0,0.0,0.0
83a8c2fffffffff,228.0,87.0,0.0
83a8c6fffffffff,7.0,0.0,0.0
83a8cafffffffff,5.0,0.0,0.0
83a8cefffffffff,1.0,0.0,0.0
83a8d0fffffffff,2.0,0.0,0.0
83a8d1fffffffff,256.0,5.0,0.0
83a8d2fffffffff,1.0,0.0,0.0
83a8d3fffffffff,173.0,0.0,0.0
83a8d4fffffffff,18.0,0.0,0.0
83a8d5fffffffff,16.0,2.0,0.0
83a8d6fffffffff,4.0,0.0,0.0
83a8dafffffffff,7.0,2.0,0.0
83a8dbfffffffff,6.0,0.0,0.0
83a8defffffffff,189.0,81.0,0.0
83a8e6fffffffff,18.0,0.0,0.0
83a8ecfffffffff,22.0,0.0,0.0
83a8eefffffffff,2.0,0.0,0.0
83a8f0fffffffff,8.0,0.0,0.0
83a8f2fffffffff,2.0,0.0,0.0
83a8f4fffffffff,98.0,0.0,0.0
83a8f5fffffffff,16.0,1.0,0.0
83a8f6fffffffff,21.0,0.0,0.0
83a901fffffffff,272.0,2.0,0.0
83a903fffffffff,55.0,0.0,0.0
83a905fffffffff,258.0,28.0,0.0
83a908fffffffff,39.0,0.0,0.0
83a909fffffffff,101.0,0.0,0.0
83a90afffffffff,78.0,2.0,0.0
83a90bfffffffff,22.0,0.0,0.0
83a90cfffffffff,71.0,0.0,0.0
83a90dfffffffff,35.0,0.0,0.0
83a90efffffffff,461.0,32.0,0.0
83a918fffffffff,81.0,13.0,0.0
83a919fffffffff,639.0,32.0,0.0
83a91bfffffffff,494.0,108.0,0.0
83a91dfffffffff,442.0,16.0,0.0
83a921fffffffff,70.0,0.0,0.0
83a928fffffffff,6.0,0.0,0.0
83a929fffffffff,58.0,0.0,0.0
83a92afffffffff,13.0,0.0,0.0
83a92bfffffffff,7.0,0.0,0.0
83a92cfffffffff,1339.0,3.0,0.0
83a92dfffffffff,162.0,19.0,0.0
83a92efffffffff,372.0,3.0,0.0
83a940fffffffff,71.0,0.0,0.0
83a941fffffffff,759.0,0.0,0.0
83a942fffffffff,214.0,0.0,0.0
83a943fffffffff,122.0,0.0,0.0
83a944fffffffff,775.0,0.0,0.0
83a945fffffffff,214.0,0.0,0.0
83a946fffffffff,1283.0,0.0,0.0
83a948fffffffff,4.0,0.0,0.0
83a949fffffffff,4.0,0.0,0.0
83a94afffffffff,11.0,0.0,0.0
83a94bfffffffff,8.0,0.0,0.0
83a94cfffffffff,118.0,0.0,0.0
83a94dfffffffff,42.0,0.0,0.0
83a94efffffffff,872.0,0.0,0.0
83a950fffffffff,669.0,0.0,0.0
83a951fffffffff,99.0,0.0,0.0
83a952fffffffff,243.0,10.0,0.0
83a953fffffffff,1223.0,1.0,0.0
83a954fffffffff,22.0,0.0,0.0
83a955fffffffff,278.0,0.0,0.0
83a956fffffffff,14.0,0.0,0.0
83a959fffffffff,1.0,0.0,0.0
83a95afffffffff,36.0,0.0,0.0
83a95bfffffffff,1.0,0.0,0.0
83a95cfffffffff,43.0,0.0,0.0
83a95dfffffffff,173.0,0.0,0.0
83a95efffffffff,45.0,0.0,0.0
83a960fffffffff,67.0,0.0,0.0
83a961fffffffff,186.0,0.0,0.0
83a962fffffffff,1043.0,0.0,0.0
83a963fffffffff,162.0,0.0,0.0
83a964fffffffff,387.0,0.0,0.0
83a965fffffffff,20.0,0.0,0.0
83a966fffffffff,50.0,2.0,0.0
83a968fffffffff,105.0,0.0,0.0
83a969fffffffff,7.0,0.0,0.0
83a96afffffffff,521.0,0.0,0.0
83a96bfffffffff,77.0,0.0,0.0
83a96cfffffffff,28.0,0.0,0.0
83a96dfffffffff,9.0,0.0,0.0
83a96efffffffff,376.0,0.0,0.0
83a971fffffffff,287.0,0.0,0.0
83a972fffffffff,19.0,0.0,0.0
83a973fffffffff,87.0,0.0,0.0
83a974fffffffff,80.0,0.0,0.0
83a975fffffffff,77.0,0.0,0.0
83a976fffffffff,140.0,0.0,0.0
83b200fffffffff,270.0,0.0,0.0
83b201fffffffff,426.0,0.0,0.0
83b203fffffffff,471.0,0.0,0.0
83b204fffffffff,18.0,0.0,0.0
83b205fffffffff,32.0,0.0,0.0
83b208fffffffff,22.0,0.0,0.0
83b209fffffffff,83.0,0.0,0.0
83b20afffffffff,221.0,0.0,0.0
83b20bfffffffff,74.0,0.0,0.0
83b20cfffffffff,9.0,0.0,0.0
83b20dfffffffff,24.0,0.0,0.0
83b20efffffffff,18.0,0.0,0.0
83b218fffffffff,25.0,0.0,0.0
83b219fffffffff,2584.0,0.0,0.0
83b21bfffffffff,93.0,0.0,0.0
83b21dfffffffff,596.0,0.0,0.0
83b222fffffffff,112.0,0.0,0.0
83b223fffffffff,2.0,0.0,0.0
83b224fffffffff,61.0,0.0,0.0
83b225fffffffff,27.0,0.0,0.0
83b226fffffffff,382.0,0.0,0.0
83b228fffffffff,22.0,0.0,0.0
83b229fffffffff,46.0,0.0,0.0
83b22afffffffff,7.0,0.0,0.0
83b22bfffffffff,25.0,0.0,0.0
83b22cfffffffff,2.0,0.0,0.0
83b22dfffffffff,12.0,0.0,0.0
83b22efffffffff,1.0,0.0,0.0
83b240fffffffff,101.0,0.0,0.0
83b241fffffffff,780.0,0.0,0.0
83b242fffffffff,222.0,0.0,0.0
83b243fffffffff,1719.0,0.0,0.0
83b244fffffffff,29.0,0.0,0.0
83b245fffffffff,58.0,0.0,0.0
83b246fffffffff,123.0,0.0,0.0
83b248fffffffff,32.0,0.0,0.0
83b249fffffffff,15.0,0.0,0.0
83b24afffffffff,458.0,0.0,0.0
83b24bfffffffff,80.0,0.0,0.0
83b24cfffffffff,281.0,0.0,0.0
83b24dfffffffff,140.0,0.0,0.0
83b24efffffffff,187.0,0.0,0.0
83b250fffffffff,29.0,0.0,0.0
83b251fffffffff,162.0,0.0,0.0
83b252fffffffff,47.0,0.0,0.0
83b253fffffffff,19.0,0.0,0.0
83b254fffffffff,24.0,0.0,0.0
83b255fffffffff,18.0,0.0,0.0
83b256fffffffff,38.0,0.0,0.0
83b258fffffffff,621.0,0.0,2.0
83b259fffffffff,567.0,0.0,3.0
83b25afffffffff,51.0,0.0,0.0
83b25bfffffffff,219.0,0.0,0.0
83b25cfffffffff,1194.0,0.0,0.0
83b25dfffffffff,1029.0,0.0,0.0
83b25efffffffff,357.0,0.0,0.0
83b260fffffffff,2.0,0.0,0.0
83b261fffffffff,33.0,0.0,0.0
83b262fffffffff,592.0,0.0,0.0
83b263fffffffff,60.0,0.0,0.0
83b265fffffffff,23.0,0.0,0.0
83b266fffffffff,85.0,0.0,0.0
83b268fffffffff,166.0,0.0,0.0
83b269fffffffff,102.0,0.0,0.0
83b26afffffffff,104.0,0.0,0.0
83b26cfffffffff,2.0,0.0,0.0
83b26dfffffffff,84.0,0.0,0.0
83b26efffffffff,38.0,0.0,0.0
83b270fffffffff,448.0,0.0,0.0
83b271fffffffff,55.0,0.0,0.0
83b272fffffffff,148.0,0.0,0.0
83b273fffffffff,4.0,0.0,0.0
83b274fffffffff,958.0,0.0,0.0
83b275fffffffff,516.0,0.0,0.0
83b276fffffffff,22.0,0.0,0.0
83b2c0fffffffff,4444.0,14.0,0.0
83b2c1fffffffff,346.0,0.0,0.0
83b2c2fffffffff,224.0,0.0,0.0
83b2c3fffffffff,316.0,0.0,0.0
83b2c4fffffffff,6720.0,1.0,0.0
83b2c5fffffffff,12587.0,660.0,116.0
83b2c8fffffffff,153.0,0.0,0.0
83b2cafffffffff,353.0,0.0,0.0
83b2cbfffffffff,6.0,0.0,0.0
83b2ccfffffffff,26.0,0.0,0.0
83b2cdfffffffff,44.0,0.0,0.0
83b2cefffffffff,226.0,0.0,0.0
83b2d8fffffffff,466.0,0.0,0.0
83b2d9fffffffff,188.0,0.0,0.0
83b2dafffffffff,509.0,0.0,0.0
83b2dbfffffffff,164.0,0.0,0.0
83b2dcfffffffff,228.0,0.0,0.0
83b2ddfffffffff,264.0,0.0,0.0
83b2e0fffffffff,28.0,0.0,0.0
83b2e1fffffffff,123.0,0.0,1.0
83b2e2fffffffff,1554.0,0.0,0.0
83b2e3fffffffff,671.0,0.0,0.0
83b2e4fffffffff,263.0,0.0,0.0
83b2e5fffffffff,13.0,0.0,0.0
83b2e6fffffffff,489.0,0.0,0.0
83b2e8fffffffff,145.0,0.0,0.0
83b2e9fffffffff,198.0,0.0,0.0
83b2eafffffffff,171.0,0.0,1.0
83b2ebfffffffff,99.0,0.0,0.0
83b2ecfffffffff,216.0,0.0,0.0
83b2edfffffffff,101.0,0.0,0.0
83b2eefffffffff,661.0,0.0,0.0
83b300fffffffff,1007.0,0.0,0.0
83b301fffffffff,124.0,0.0,0.0
83b303fffffffff,82.0,0.0,0.0
83b304fffffffff,3706.0,0.0,0.0
83b305fffffffff,1273.0,0.0,0.0
83b306fffffffff,1.0,0.0,0.0
83b308fffffffff,5.0,0.0,0.0
83b309fffffffff,3.0,0.0,0.0
83b30afffffffff,78.0,0.0,0.0
83b30bfffffffff,434.0,0.0,0.0
83b30cfffffffff,4.0,0.0,0.0
83b30dfffffffff,3.0,0.0,0.0
83b30efffffffff,204.0,0.0,0.0
83b319fffffffff,15.0,0.0,0.0
83b31dfffffffff,58.0,0.0,0.0
83b320fffffffff,349.0,0.0,0.0
83b321fffffffff,475.0,0.0,0.0
83b322fffffffff,14.0,0.0,0.0
83b323fffffffff,52.0,0.0,0.0
83b324fffffffff,175.0,0.0,0.0
83b325fffffffff,486.0,0.0,0.0
83b326fffffffff,202.0,0.0,0.0
83b328fffffffff,6.0,0.0,0.0
83b32afffffffff,19.0,0.0,0.0
83b32cfffffffff,142.0,0.0,0.0
83b32dfffffffff,61.0,0.0,0.0
83b32efffffffff,3.0,0.0,0.0
83b330fffffffff,270.0,0.0,0.0
83b331fffffffff,60.0,0.0,0.0
83b334fffffffff,176.0,0.0,0.0
83b335fffffffff,503.0,0.0,0.0
83b336fffffffff,68.0,0.0,0.0
83b340fffffffff,57.0,0.0,0.0
83b341fffffffff,3.0,0.0,0.0
83b342fffffffff,1300.0,0.0,0.0
83b343fffffffff,87.0,0.0,0.0
83b344fffffffff,54.0,0.0,0.0
83b345fffffffff,6.0,0.0,0.0
83b346fffffffff,227.0,0.0,0.0
83b348fffffffff,16.0,0.0,0.0
83b349fffffffff,53.0,0.0,0.0
83b34afffffffff,21.0,0.0,0.0
83b34bfffffffff,162.0,0.0,0.0
83b34cfffffffff,38.0,0.0,0.0
83b34dfffffffff,136.0,0.0,0.0
83b34efffffffff,10.0,0.0,0.0
83b350fffffffff,2.0,0.0,0.0
83b351fffffffff,2435.0,0.0,0.0
83b352fffffffff,7.0,0.0,0.0
83b353fffffffff,28.0,0.0,0.0
83b354fffffffff,93.0,0.0,0.0
83b355fffffffff,598.0,0.0,0.0
83b356fffffffff,91.0,0.0,0.0
83b358fffffffff,311.0,0.0,0.0
83b359fffffffff,2.0,0.0,0.0
83b35afffffffff,867.0,0.0,0.0
83b35bfffffffff,511.0,0.0,0.0
83b35cfffffffff,932.0,0.0,0.0
83b35dfffffffff,55.0,0.0,0.0
83b35efffffffff,3084.0,0.0,0.0
83b360fffffffff,10.0,0.0,0.0
83b361fffffffff,14.0,0.0,0.0
83b362fffffffff,74.0,0.0,0.0
83b363fffffffff,28.0,0.0,0.0
83b365fffffffff,8.0,0.0,0.0
83b366fffffffff,89.0,0.0,0.0
83b368fffffffff,10.0,0.0,0.0
83b369fffffffff,6.0,0.0,0.0
83b36afffffffff,5.0,0.0,0.0
83b36bfffffffff,8.0,0.0,0.0
83b36dfffffffff,28.0,0.0,0.0
83b370fffffffff,1.0,0.0,0.0
83b371fffffffff,9.0,0.0,0.0
83b372fffffffff,5.0,0.0,0.0
83b373fffffffff,539.0,0.0,0.0
83b374fffffffff,4.0,0.0,0.0
83b376fffffffff,6.0,0.0,0.0
83c203fffffffff,253.0,2.0,0.0
83c205fffffffff,524.0,0.0,0.0
83c218fffffffff,124.0,0.0,0.0
83c219fffffffff,124.0,0.0,0.0
83c21bfffffffff,1387.0,2.0,0.0
83c21dfffffffff,622.0,8.0,0.0
83c220fffffffff,1.0,0.0,0.0
83c221fffffffff,118.0,2.0,0.0
83c224fffffffff,5.0,0.0,0.0
83c228fffffffff,90.0,1.0,0.0
83c229fffffffff,14.0,0.0,0.0
83c22afffffffff,571.0,0.0,0.0
83c22bfffffffff,12.0,0.0,0.0
83c22cfffffffff,116.0,3.0,0.0
83c22dfffffffff,17.0,0.0,0.0
83c22efffffffff,316.0,4.0,0.0
83c289fffffffff,5.0,0.0,0.0
83c2c0fffffffff,97.0,0.0,0.0
83c2c1fffffffff,906.0,0.0,0.0
