cell_id,Otus sunia,Otus sunia [sunia Group],Otus sunia [japonicus Group],Otus sunia modestus
843c5a3ffffffff,1.0,0.0,0.0,0.0
843c5a9ffffffff,133.0,0.0,0.0,0.0
843c5adffffffff,6.0,0.0,0.0,0.0
843c5bdffffffff,6.0,0.0,0.0,0.0
843c5e3ffffffff,3.0,0.0,0.0,0.0
843c839ffffffff,3.0,0.0,0.0,0.0
843c83bffffffff,1.0,0.0,0.0,0.0
843c885ffffffff,62.0,0.0,0.0,0.0
843c8c7ffffffff,4.0,0.0,0.0,0.0
843c8cbffffffff,5.0,0.0,0.0,0.0
843c8e1ffffffff,2.0,0.0,0.0,0.0
843c8e5ffffffff,3.0,0.0,0.0,0.0
843c929ffffffff,2.0,0.0,0.0,0.0
843c92dffffffff,1.0,0.0,0.0,0.0
843c967ffffffff,4.0,0.0,0.0,0.0
843cb4dffffffff,6.0,0.0,0.0,0.0
843cb51ffffffff,3.0,0.0,0.0,0.0
843cb59ffffffff,11.0,0.0,0.0,0.0
843cb5dffffffff,61.0,0.0,0.0,0.0
843cc09ffffffff,2.0,0.0,0.0,0.0
843cc0bffffffff,13.0,0.0,0.0,0.0
843cc2bffffffff,1.0,0.0,0.0,0.0
843cc41ffffffff,4.0,0.0,0.0,0.0
843cc45ffffffff,15.0,0.0,0.0,0.0
843cc55ffffffff,14.0,0.0,0.0,0.0
843cc5dffffffff,1.0,0.0,0.0,0.0
843cc6bffffffff,10.0,0.0,0.0,0.0
843cc83ffffffff,2.0,0.0,0.0,0.0
843ccc9ffffffff,2.0,0.0,0.0,0.0
843cd41ffffffff,5.0,0.0,0.0,0.0
843cdc5ffffffff,2.0,0.0,0.0,0.0
843cddbffffffff,1.0,0.0,0.0,0.0
843ce03ffffffff,5.0,0.0,0.0,0.0
843ce11ffffffff,1.0,0.0,0.0,0.0
843ce15ffffffff,33.0,0.0,0.0,0.0
843ce2bffffffff,2.0,0.0,0.0,0.0
843ce41ffffffff,10.0,0.0,0.0,0.0
843ce4dffffffff,16.0,0.0,0.0,0.0
843ce55ffffffff,14.0,0.0,0.0,0.0
843ce57ffffffff,14.0,0.0,0.0,0.0
843ce81ffffffff,1.0,0.0,0.0,0.0
843ce8bffffffff,17.0,0.0,0.0,0.0
843cec1ffffffff,44.0,0.0,0.0,0.0
843cec3ffffffff,8.0,0.0,0.0,0.0
843cec9ffffffff,40.0,0.0,0.0,0.0
843cecdffffffff,1.0,0.0,0.0,0.0
843ced5ffffffff,9.0,0.0,0.0,0.0
843cf11ffffffff,2.0,0.0,0.0,0.0
843cf27ffffffff,3.0,0.0,0.0,0.0
843cf2dffffffff,8.0,0.0,0.0,0.0
843cf4bffffffff,1.0,0.0,0.0,0.0
843d101ffffffff,1.0,0.0,0.0,0.0
843d107ffffffff,4.0,0.0,0.0,0.0
843d131ffffffff,17.0,0.0,0.0,0.0
843d137ffffffff,69.0,0.0,0.0,0.0
843d13dffffffff,17.0,0.0,0.0,0.0
843d8d5ffffffff,4.0,0.0,0.0,0.0
843d8ddffffffff,1.0,0.0,0.0,0.0
843d985ffffffff,2.0,0.0,0.0,0.0
843d993ffffffff,4.0,0.0,0.0,0.0
843d9abffffffff,5.0,0.0,0.0,0.0
843d9adffffffff,6.0,0.0,0.0,0.0
843d9b7ffffffff,138.0,0.0,0.0,0.0
843d9b9ffffffff,5.0,0.0,0.0,0.0
843d9e7ffffffff,1.0,0.0,0.0,0.0
843da37ffffffff,53.0,0.0,0.0,0.0
843da91ffffffff,2.0,0.0,0.0,0.0
843da95ffffffff,2.0,0.0,0.0,0.0
843da97ffffffff,10.0,0.0,0.0,0.0
843da99ffffffff,2.0,0.0,0.0,0.0
843da9dffffffff,8.0,0.0,0.0,0.0
843dad1ffffffff,52.0,0.0,0.0,0.0
843dad9ffffffff,18.0,0.0,0.0,0.0
843daddffffffff,18.0,0.0,0.0,0.0
84400a5ffffffff,15.0,0.0,0.0,0.0
8440133ffffffff,2.0,0.0,0.0,0.0
844019dffffffff,1.0,0.0,0.0,0.0
84401dbffffffff,2.0,0.0,0.0,0.0
84404c5ffffffff,2.0,0.0,1.0,0.0
844052dffffffff,6.0,0.0,0.0,0.0
8440589ffffffff,4.0,0.0,0.0,0.0
84405c9ffffffff,1.0,0.0,0.0,0.0
8440613ffffffff,2.0,0.0,0.0,0.0
8440899ffffffff,2.0,0.0,0.0,0.0
8440a69ffffffff,2.0,0.0,0.0,0.0
8440ac5ffffffff,3.0,0.0,0.0,0.0
8440b51ffffffff,18.0,0.0,0.0,0.0
8440b53ffffffff,21.0,0.0,0.0,0.0
8440c6dffffffff,4.0,0.0,0.0,0.0
8440e11ffffffff,7.0,0.0,0.0,0.0
8440e13ffffffff,15.0,0.0,0.0,0.0
8440e37ffffffff,2.0,0.0,0.0,0.0
8441035ffffffff,2.0,0.0,0.0,0.0
8441193ffffffff,1.0,0.0,0.0,0.0
84411a5ffffffff,2.0,0.0,0.0,0.0
84411b5ffffffff,10.0,0.0,0.0,0.0
8441517ffffffff,2.0,0.0,0.0,0.0
8441541ffffffff,1.0,0.0,0.0,0.0
8441585ffffffff,3.0,3.0,0.0,0.0
84415edffffffff,2.0,0.0,0.0,0.0
84416c1ffffffff,2.0,0.0,0.0,0.0
8441719ffffffff,2.0,0.0,0.0,0.0
8441855ffffffff,6.0,0.0,0.0,0.0
84418ddffffffff,1.0,0.0,0.0,0.0
8441919ffffffff,1.0,0.0,0.0,0.0
8441921ffffffff,12.0,0.0,0.0,0.0
844192bffffffff,2.0,0.0,0.0,0.0
844192dffffffff,2.0,0.0,0.0,0.0
8441a37ffffffff,2.0,0.0,0.0,0.0
8441a39ffffffff,2.0,0.0,0.0,0.0
8441a97ffffffff,5.0,0.0,0.0,0.0
8441ab3ffffffff,2.0,0.0,0.0,0.0
8441b31ffffffff,4.0,0.0,0.0,0.0
8441b37ffffffff,9.0,0.0,0.0,0.0
8441b3dffffffff,1.0,0.0,0.0,0.0
8441b43ffffffff,44.0,0.0,0.0,0.0
8441b53ffffffff,1.0,0.0,0.0,0.0
8441b5dffffffff,2.0,0.0,0.0,0.0
8442cc7ffffffff,3.0,0.0,0.0,0.0
8442d93ffffffff,85.0,0.0,0.0,0.0
8442d97ffffffff,5.0,0.0,0.0,0.0
8442eb3ffffffff,17.0,0.0,0.0,0.0
844b26dffffffff,30.0,0.0,0.0,0.0
844ba03ffffffff,1.0,0.0,0.0,0.0
844ba15ffffffff,1.0,0.0,0.0,0.0
844ba1dffffffff,1.0,0.0,0.0,0.0
844ba2bffffffff,1.0,0.0,0.0,0.0
8460065ffffffff,33.0,0.0,0.0,0.0
8460067ffffffff,2.0,0.0,0.0,0.0
846006dffffffff,17.0,0.0,0.0,0.0
846011bffffffff,7.0,0.0,0.0,0.0
8460159ffffffff,17.0,0.0,0.0,0.0
846015bffffffff,10.0,0.0,0.0,0.0
846022dffffffff,42.0,0.0,0.0,0.0
8460261ffffffff,37.0,0.0,0.0,0.0
8460263ffffffff,2.0,0.0,0.0,0.0
8460267ffffffff,155.0,0.0,0.0,0.0
8460269ffffffff,2.0,0.0,0.0,0.0
8460311ffffffff,289.0,0.0,0.0,0.0
8460313ffffffff,52.0,0.0,0.0,0.0
8460317ffffffff,3.0,0.0,0.0,0.0
8460319ffffffff,82.0,0.0,0.0,0.0
846031bffffffff,133.0,0.0,0.0,0.0
846031dffffffff,60.0,0.0,0.0,0.0
8460331ffffffff,5.0,0.0,0.0,0.0
8460333ffffffff,124.0,0.0,0.0,0.0
8460335ffffffff,21.0,0.0,0.0,0.0
846033bffffffff,43.0,0.0,0.0,0.0
8460353ffffffff,121.0,0.0,0.0,0.0
846035bffffffff,4.0,0.0,0.0,0.0
84608b9ffffffff,1.0,0.0,0.0,0.0
84608bdffffffff,1.0,0.0,0.0,0.0
84608ddffffffff,1.0,0.0,0.0,0.0
8460925ffffffff,47.0,0.0,0.0,0.0
8460927ffffffff,13.0,0.0,0.0,0.0
846093dffffffff,3.0,0.0,0.0,0.0
8460965ffffffff,10.0,0.0,0.0,0.0
8460a91ffffffff,48.0,0.0,0.0,0.0
8460a95ffffffff,1.0,0.0,0.0,0.0
8460a99ffffffff,31.0,0.0,0.0,0.0
8460a9dffffffff,29.0,0.0,0.0,0.0
8461005ffffffff,5.0,0.0,0.0,0.0
8461023ffffffff,1.0,0.0,0.0,0.0
8461027ffffffff,6.0,0.0,0.0,0.0
846102bffffffff,5.0,0.0,0.0,0.0
8461067ffffffff,3.0,0.0,0.0,0.0
8461117ffffffff,17.0,0.0,0.0,0.0
8461119ffffffff,39.0,5.0,0.0,0.0
846115bffffffff,4.0,0.0,0.0,0.0
84611c1ffffffff,1.0,0.0,0.0,0.0
84611c9ffffffff,2.0,0.0,0.0,0.0
84611cbffffffff,1.0,0.0,0.0,0.0
84640a7ffffffff,1.0,0.0,0.0,0.0
84640b9ffffffff,4.0,0.0,0.0,4.0
84640bdffffffff,1.0,0.0,0.0,1.0
846416dffffffff,22.0,3.0,0.0,0.0
8464193ffffffff,3.0,0.0,0.0,0.0
846480dffffffff,23.0,11.0,0.0,0.0
8464829ffffffff,1.0,0.0,0.0,0.0
846482bffffffff,37.0,13.0,0.0,0.0
846482dffffffff,3.0,0.0,0.0,0.0
84648ebffffffff,3.0,0.0,0.0,0.0
8464903ffffffff,3.0,0.0,0.0,0.0
8464911ffffffff,3.0,0.0,0.0,0.0
8464a39ffffffff,1.0,0.0,0.0,0.0
8464a49ffffffff,1.0,0.0,0.0,0.0
8464a4bffffffff,26.0,0.0,2.0,0.0
8464a57ffffffff,2.0,0.0,0.0,0.0
8464b55ffffffff,2.0,0.0,0.0,0.0
8464b5dffffffff,2.0,0.0,0.0,0.0
8464e49ffffffff,524.0,0.0,0.0,222.0
8464e4dffffffff,3.0,0.0,0.0,0.0
8464e65ffffffff,3.0,0.0,0.0,3.0
8464e69ffffffff,17.0,0.0,0.0,16.0
8464e6dffffffff,24.0,0.0,0.0,2.0
8465005ffffffff,1.0,0.0,0.0,0.0
8465821ffffffff,1.0,0.0,0.0,0.0
8465825ffffffff,3.0,0.0,0.0,0.0
8465835ffffffff,1.0,0.0,0.0,0.0
84658b5ffffffff,3.0,0.0,0.0,0.0
8465911ffffffff,140.0,0.0,0.0,0.0
846591bffffffff,22.0,0.0,0.0,0.0
846591dffffffff,76.0,0.0,0.0,0.0
8465993ffffffff,6.0,0.0,0.0,0.0
84659c1ffffffff,2.0,0.0,0.0,0.0
8465b09ffffffff,1.0,0.0,0.0,0.0
8465b21ffffffff,2.0,0.0,0.0,0.0
8465b39ffffffff,2.0,0.0,0.0,0.0
8465b3dffffffff,1.0,0.0,0.0,0.0
8465b61ffffffff,19.0,2.0,0.0,0.0
8469341ffffffff,1.0,0.0,0.0,0.0
