cell_id,Pipilo erythrophthalmus,Pipilo erythrophthalmus erythrophthalmus/canaster,Pipilo erythrophthalmus alleni/rileyi
832741fffffffff,10.0,0.0,0.0
832743fffffffff,2.0,0.0,0.0
832746fffffffff,19.0,0.0,0.0
832748fffffffff,185.0,2.0,0.0
832749fffffffff,64.0,1.0,0.0
83274afffffffff,21.0,1.0,0.0
83274bfffffffff,22.0,0.0,0.0
83274cfffffffff,11.0,0.0,0.0
83274dfffffffff,121.0,0.0,0.0
83274efffffffff,16.0,0.0,0.0
832751fffffffff,3.0,0.0,0.0
832752fffffffff,12.0,0.0,0.0
832753fffffffff,3.0,0.0,0.0
832755fffffffff,1.0,0.0,0.0
832756fffffffff,15.0,0.0,0.0
832758fffffffff,39.0,0.0,0.0
832759fffffffff,35.0,2.0,0.0
83275afffffffff,15.0,2.0,0.0
83275bfffffffff,6.0,0.0,0.0
83275cfffffffff,15.0,0.0,0.0
83275dfffffffff,30.0,0.0,0.0
83275efffffffff,7.0,0.0,0.0
832761fffffffff,2.0,0.0,0.0
832763fffffffff,32.0,2.0,0.0
832769fffffffff,11.0,0.0,0.0
83276afffffffff,9.0,0.0,0.0
83276bfffffffff,4.0,0.0,0.0
83276dfffffffff,30.0,30.0,0.0
83276efffffffff,7.0,0.0,0.0
832770fffffffff,4.0,0.0,0.0
832774fffffffff,4.0,0.0,0.0
8327a0fffffffff,5.0,0.0,0.0
8327a1fffffffff,1.0,1.0,0.0
8327a5fffffffff,2.0,0.0,0.0
832893fffffffff,2.0,0.0,0.0
832a06fffffffff,64.0,0.0,0.0
832a10fffffffff,150.0,19.0,0.0
832a12fffffffff,2149.0,0.0,0.0
832a13fffffffff,2047.0,5.0,0.0
832a14fffffffff,66.0,10.0,0.0
832a15fffffffff,19.0,3.0,0.0
832a16fffffffff,15.0,0.0,0.0
832a1afffffffff,1.0,0.0,0.0
832a30fffffffff,147.0,2.0,0.0
832a31fffffffff,136.0,4.0,0.0
832a32fffffffff,137.0,1.0,0.0
832a33fffffffff,172.0,3.0,0.0
832a34fffffffff,24.0,0.0,0.0
832a36fffffffff,95.0,5.0,0.0
832a80fffffffff,23.0,17.0,0.0
832a81fffffffff,8.0,0.0,0.0
832a82fffffffff,2.0,0.0,0.0
832a84fffffffff,103.0,6.0,0.0
832a85fffffffff,39.0,0.0,0.0
832a86fffffffff,11.0,0.0,0.0
832a89fffffffff,22.0,0.0,0.0
832a8afffffffff,22.0,0.0,0.0
832a8bfffffffff,7.0,0.0,0.0
832a8cfffffffff,14.0,0.0,0.0
832a8dfffffffff,2.0,2.0,0.0
832a8efffffffff,18.0,3.0,0.0
832a90fffffffff,3.0,0.0,0.0
832a91fffffffff,10.0,0.0,0.0
832a92fffffffff,1.0,0.0,0.0
832a94fffffffff,5.0,0.0,0.0
832a95fffffffff,26.0,0.0,0.0
832a9afffffffff,2.0,0.0,0.0
832a9bfffffffff,2.0,0.0,0.0
832a9cfffffffff,2.0,0.0,0.0
832aa0fffffffff,3.0,0.0,0.0
832aa1fffffffff,63.0,0.0,0.0
832aa2fffffffff,10.0,0.0,0.0
832aa3fffffffff,27.0,0.0,0.0
832aa4fffffffff,65.0,3.0,0.0
832aa5fffffffff,5.0,0.0,0.0
832aa6fffffffff,29.0,8.0,0.0
832aa8fffffffff,91.0,9.0,0.0
832aa9fffffffff,5.0,0.0,0.0
832aaafffffffff,79.0,4.0,0.0
832aacfffffffff,2492.0,1.0,0.0
832aadfffffffff,37.0,22.0,0.0
832aaefffffffff,72.0,0.0,0.0
832ab0fffffffff,87.0,78.0,0.0
832ab1fffffffff,19.0,0.0,0.0
832ab2fffffffff,491.0,280.0,0.0
832ab3fffffffff,20.0,0.0,0.0
832ab4fffffffff,146.0,18.0,0.0
832ab5fffffffff,225.0,117.0,0.0
832ab6fffffffff,73.0,19.0,0.0
832ad0fffffffff,3.0,0.0,3.0
832ad2fffffffff,2.0,0.0,0.0
832ad3fffffffff,4.0,0.0,4.0
832ad4fffffffff,3.0,2.0,1.0
832ad5fffffffff,10.0,0.0,10.0
832ad6fffffffff,1.0,0.0,1.0
832af0fffffffff,3.0,0.0,3.0
832af1fffffffff,4.0,2.0,2.0
832af6fffffffff,8.0,2.0,0.0
832b00fffffffff,22.0,0.0,0.0
832b01fffffffff,16.0,5.0,0.0
832b02fffffffff,4.0,0.0,0.0
832b03fffffffff,11.0,0.0,0.0
832b05fffffffff,7.0,0.0,0.0
832b06fffffffff,1.0,0.0,0.0
832b0afffffffff,63.0,4.0,0.0
832b0cfffffffff,39.0,0.0,0.0
832b12fffffffff,42.0,0.0,0.0
832b14fffffffff,7.0,1.0,0.0
832b16fffffffff,41.0,0.0,0.0
832b18fffffffff,2.0,0.0,0.0
832b19fffffffff,14.0,0.0,0.0
832b1afffffffff,13.0,1.0,0.0
832b1cfffffffff,17.0,0.0,0.0
832b1dfffffffff,7.0,0.0,0.0
832b23fffffffff,1.0,0.0,0.0
832b25fffffffff,1.0,0.0,0.0
832b28fffffffff,1.0,0.0,0.0
832b30fffffffff,7.0,2.0,0.0
832b31fffffffff,8.0,0.0,0.0
832b32fffffffff,2.0,0.0,0.0
832b33fffffffff,38.0,2.0,0.0
832b36fffffffff,4.0,0.0,0.0
832b80fffffffff,4.0,0.0,0.0
832b81fffffffff,17.0,2.0,0.0
832b82fffffffff,6.0,0.0,0.0
832b83fffffffff,78.0,51.0,0.0
832b85fffffffff,1.0,1.0,0.0
832b88fffffffff,1.0,0.0,0.0
832b89fffffffff,76.0,0.0,0.0
832b8afffffffff,5.0,0.0,0.0
832b8cfffffffff,14.0,0.0,0.0
832b8dfffffffff,33.0,0.0,0.0
832b8efffffffff,552.0,447.0,0.0
832b91fffffffff,1.0,0.0,0.0
832b93fffffffff,23.0,0.0,0.0
832b94fffffffff,5.0,0.0,0.0
832b96fffffffff,2.0,0.0,0.0
832b98fffffffff,237.0,84.0,0.0
832b99fffffffff,63.0,28.0,0.0
832b9afffffffff,7.0,2.0,0.0
832b9bfffffffff,201.0,24.0,0.0
832b9cfffffffff,15.0,0.0,0.0
832b9dfffffffff,674.0,451.0,0.0
832b9efffffffff,1.0,1.0,0.0
832ba0fffffffff,23.0,0.0,0.0
832ba3fffffffff,3.0,0.0,0.0
832ba5fffffffff,43.0,0.0,0.0
832ba8fffffffff,29.0,2.0,0.0
832ba9fffffffff,15.0,0.0,0.0
832baafffffffff,168.0,0.0,0.0
832babfffffffff,5.0,0.0,0.0
832bacfffffffff,103.0,1.0,0.0
832baefffffffff,58.0,0.0,0.0
832bb2fffffffff,5.0,0.0,0.0
832bb3fffffffff,17.0,0.0,0.0
834412fffffffff,2.0,0.0,2.0
834413fffffffff,24.0,0.0,17.0
83441afffffffff,40.0,4.0,8.0
83441bfffffffff,1.0,0.0,1.0
83441efffffffff,3.0,0.0,0.0
834440fffffffff,30.0,0.0,0.0
834441fffffffff,3.0,0.0,0.0
834442fffffffff,34.0,0.0,0.0
834445fffffffff,6.0,0.0,0.0
834446fffffffff,14.0,0.0,0.0
834448fffffffff,2.0,0.0,0.0
834449fffffffff,18.0,0.0,0.0
83444afffffffff,2.0,0.0,0.0
83444bfffffffff,3.0,0.0,0.0
83444cfffffffff,36.0,0.0,0.0
83444efffffffff,5.0,0.0,0.0
834450fffffffff,3.0,1.0,0.0
834452fffffffff,7.0,0.0,3.0
834455fffffffff,4.0,0.0,0.0
834456fffffffff,1.0,1.0,0.0
834459fffffffff,2.0,0.0,0.0
83445cfffffffff,1.0,0.0,0.0
834463fffffffff,1.0,0.0,0.0
834468fffffffff,4.0,0.0,0.0
83446afffffffff,2.0,0.0,0.0
83446bfffffffff,7.0,0.0,0.0
83446cfffffffff,28.0,0.0,0.0
83446dfffffffff,12.0,0.0,0.0
83446efffffffff,1.0,0.0,0.0
834471fffffffff,1.0,0.0,0.0
8344a8fffffffff,3.0,2.0,1.0
8344a9fffffffff,14.0,0.0,6.0
8344abfffffffff,11.0,3.0,7.0
8344adfffffffff,16.0,0.0,9.0
8344aefffffffff,3.0,0.0,3.0
8344c0fffffffff,5.0,3.0,2.0
8344c1fffffffff,17.0,8.0,2.0
8344c2fffffffff,18.0,8.0,9.0
8344c3fffffffff,13.0,0.0,13.0
8344c5fffffffff,2.0,0.0,2.0
8344c6fffffffff,3.0,2.0,1.0
8344c8fffffffff,1.0,1.0,0.0
8344c9fffffffff,2.0,0.0,0.0
8344cbfffffffff,1.0,0.0,0.0
8344ccfffffffff,14.0,11.0,2.0
8344cdfffffffff,6.0,0.0,0.0
8344cefffffffff,11.0,11.0,0.0
8344d0fffffffff,47.0,15.0,27.0
8344d1fffffffff,11.0,2.0,9.0
8344d2fffffffff,7.0,0.0,7.0
8344d3fffffffff,11.0,2.0,7.0
8344d5fffffffff,18.0,9.0,6.0
8344d8fffffffff,6.0,3.0,2.0
8344dafffffffff,2.0,0.0,0.0
8344dcfffffffff,3.0,3.0,0.0
8344ddfffffffff,12.0,0.0,0.0
8344defffffffff,5.0,5.0,0.0
8344e0fffffffff,11.0,11.0,0.0
8344e2fffffffff,8.0,4.0,4.0
8344e4fffffffff,6.0,0.0,4.0
8344e5fffffffff,2.0,2.0,0.0
8344e6fffffffff,7.0,2.0,5.0
8344e8fffffffff,2.0,0.0,0.0
8344e9fffffffff,2.0,0.0,0.0
8344eafffffffff,2.0,0.0,2.0
8344ebfffffffff,3.0,0.0,0.0
8344eefffffffff,4.0,0.0,2.0
8344f0fffffffff,125.0,125.0,0.0
8344f3fffffffff,13.0,0.0,2.0
8344f4fffffffff,36.0,32.0,3.0
8344f5fffffffff,6.0,6.0,0.0
8344f6fffffffff,3.0,2.0,1.0
834882fffffffff,3.0,0.0,0.0
834886fffffffff,2.0,0.0,0.0
83488bfffffffff,3.0,0.0,0.0
834890fffffffff,26.0,0.0,0.0
834893fffffffff,8.0,0.0,0.0
834895fffffffff,6.0,0.0,0.0
834898fffffffff,192.0,2.0,0.0
834899fffffffff,1.0,0.0,0.0
83489afffffffff,1.0,0.0,0.0
83489bfffffffff,1.0,0.0,0.0
83489cfffffffff,116.0,0.0,0.0
83489dfffffffff,11.0,0.0,0.0
83489efffffffff,54.0,0.0,0.0
8348c3fffffffff,44.0,0.0,0.0
8348c9fffffffff,1.0,0.0,0.0
8348d0fffffffff,13.0,0.0,0.0
8348d3fffffffff,1.0,0.0,0.0
8348d8fffffffff,2.0,0.0,0.0
8348eefffffffff,2.0,0.0,0.0
