cell_id,Aramus guarauna,Aramus guarauna [pictus Group],Aramus guarauna guarauna
82450ffffffffff,4.0,0.0,0.0
824527fffffffff,19.0,0.0,0.0
82452ffffffffff,123.0,0.0,0.0
824597fffffffff,3.0,0.0,0.0
8245a7fffffffff,2.0,0.0,0.0
8245b7fffffffff,17.0,0.0,0.0
82480ffffffffff,2.0,0.0,0.0
824817fffffffff,2.0,0.0,0.0
824837fffffffff,8.0,0.0,0.0
82488ffffffffff,1.0,0.0,0.0
824897fffffffff,198.0,6.0,0.0
82489ffffffffff,69.0,1.0,0.0
8248b7fffffffff,109.0,1.0,0.0
824997fffffffff,3.0,0.0,0.0
82499ffffffffff,2.0,0.0,0.0
8249a7fffffffff,3.0,0.0,0.0
8249affffffffff,1.0,0.0,0.0
8249b7fffffffff,16.0,0.0,0.0
824c8ffffffffff,10.0,0.0,0.0
824cc7fffffffff,93.0,0.0,0.0
824cd7fffffffff,3.0,0.0,0.0
824ceffffffffff,119.0,0.0,0.0
824cf7fffffffff,9.0,0.0,0.0
825f5ffffffffff,9.0,0.0,5.0
826607fffffffff,12.0,0.0,0.0
826617fffffffff,7.0,0.0,3.0
82661ffffffffff,5.0,0.0,0.0
826627fffffffff,4.0,0.0,2.0
826647fffffffff,2.0,0.0,0.0
826667fffffffff,3.0,0.0,0.0
8266a7fffffffff,19.0,0.0,0.0
8266b7fffffffff,18.0,1.0,0.0
8266c7fffffffff,5.0,0.0,0.0
8266dffffffffff,13.0,0.0,3.0
8266f7fffffffff,124.0,0.0,3.0
826747fffffffff,3.0,0.0,0.0
82675ffffffffff,3.0,0.0,3.0
82679ffffffffff,1.0,0.0,0.0
826d17fffffffff,1.0,0.0,0.0
826d27fffffffff,11.0,0.0,0.0
826d2ffffffffff,6.0,0.0,0.0
826d37fffffffff,11.0,0.0,0.0
826d67fffffffff,1.0,0.0,0.0
826d6ffffffffff,11.0,0.0,0.0
826d77fffffffff,3.0,0.0,0.0
828167fffffffff,2.0,0.0,0.0
828b0ffffffffff,1.0,0.0,0.0
828b27fffffffff,4.0,0.0,4.0
828b67fffffffff,23.0,0.0,0.0
828e67fffffffff,2.0,0.0,2.0
828f0ffffffffff,8.0,0.0,0.0
828f2ffffffffff,16.0,0.0,1.0
828f47fffffffff,2.0,0.0,0.0
828f77fffffffff,18.0,0.0,0.0
82a85ffffffffff,7.0,0.0,1.0
82a907fffffffff,2.0,0.0,0.0
82a92ffffffffff,1.0,0.0,0.0
82a947fffffffff,5.0,0.0,2.0
82a94ffffffffff,3.0,0.0,0.0
82a957fffffffff,6.0,0.0,0.0
82a95ffffffffff,24.0,0.0,0.0
82a967fffffffff,61.0,0.0,0.0
82a96ffffffffff,38.0,0.0,0.0
82b24ffffffffff,441.0,0.0,0.0
82b257fffffffff,2.0,0.0,0.0
82b267fffffffff,2.0,0.0,0.0
82b26ffffffffff,260.0,0.0,0.0
82b277fffffffff,2.0,0.0,0.0
82b2e7fffffffff,9.0,0.0,0.0
82b2effffffffff,3.0,0.0,0.0
82c2c7fffffffff,5.0,0.0,4.0
82c2cffffffffff,485.0,0.0,0.0
82c2d7fffffffff,2.0,0.0,0.0
82c2e7fffffffff,3.0,0.0,0.0
82c2effffffffff,42.0,0.0,0.0
82c2f7fffffffff,1.0,0.0,0.0
82c34ffffffffff,11.0,0.0,0.0
