cell_id,Geotrygon montana,Geotrygon montana montana,Geotrygon montana martinica
834416fffffffff,4.0,0.0,0.0
8344a1fffffffff,2.0,0.0,0.0
834509fffffffff,3.0,0.0,0.0
83450afffffffff,8.0,0.0,0.0
83450bfffffffff,1.0,0.0,0.0
83450efffffffff,3.0,0.0,0.0
834523fffffffff,3.0,0.0,0.0
834525fffffffff,1.0,0.0,0.0
834528fffffffff,2.0,0.0,0.0
83452afffffffff,10.0,0.0,0.0
83452efffffffff,17.0,0.0,0.0
83458cfffffffff,2.0,0.0,0.0
834598fffffffff,7.0,0.0,0.0
8345b2fffffffff,9.0,0.0,0.0
834836fffffffff,1.0,0.0,0.0
8348b3fffffffff,4.0,0.0,0.0
834990fffffffff,2.0,0.0,0.0
834996fffffffff,4.0,0.0,0.0
83499bfffffffff,2.0,0.0,0.0
8349a8fffffffff,5.0,0.0,0.0
8349a9fffffffff,13.0,0.0,0.0
8349adfffffffff,3.0,0.0,0.0
834cc2fffffffff,1.0,0.0,0.0
834cc5fffffffff,60.0,0.0,0.0
834ce8fffffffff,2.0,0.0,0.0
834ceafffffffff,9.0,3.0,0.0
834ceefffffffff,2.0,0.0,0.0
834cf2fffffffff,16.0,0.0,0.0
835f42fffffffff,4.0,0.0,0.0
835f58fffffffff,6.0,0.0,0.0
836608fffffffff,7.0,0.0,0.0
836629fffffffff,1.0,0.0,0.0
836641fffffffff,3.0,3.0,0.0
8366b5fffffffff,3.0,0.0,0.0
8366d3fffffffff,1.0,0.0,0.0
8366defffffffff,1.0,0.0,0.0
8366e0fffffffff,1.0,0.0,0.0
8366e4fffffffff,5.0,0.0,0.0
8366e5fffffffff,20.0,0.0,0.0
8366e6fffffffff,2.0,0.0,0.0
8366ecfffffffff,7.0,0.0,0.0
836725fffffffff,4.0,2.0,0.0
836730fffffffff,3.0,0.0,0.0
836741fffffffff,3.0,0.0,0.0
83674efffffffff,3.0,0.0,0.0
83675afffffffff,1.0,0.0,0.0
836d21fffffffff,2.0,0.0,0.0
836d2bfffffffff,7.0,0.0,0.0
836d30fffffffff,2.0,0.0,0.0
836d31fffffffff,2.0,0.0,0.0
836d65fffffffff,3.0,0.0,0.0
836d69fffffffff,19.0,2.0,0.0
836d6bfffffffff,2.0,0.0,0.0
838b5cfffffffff,2.0,2.0,0.0
838b61fffffffff,2.0,2.0,0.0
838f28fffffffff,2.0,0.0,0.0
838f29fffffffff,9.0,0.0,0.0
838f2afffffffff,4.0,0.0,0.0
838f2bfffffffff,8.0,2.0,0.0
838f2cfffffffff,32.0,15.0,0.0
83a835fffffffff,2.0,0.0,0.0
83a86dfffffffff,2.0,0.0,0.0
83a891fffffffff,1.0,1.0,0.0
83a8defffffffff,4.0,0.0,0.0
83a946fffffffff,11.0,1.0,0.0
83a950fffffffff,2.0,0.0,0.0
83a951fffffffff,3.0,0.0,0.0
83a953fffffffff,11.0,0.0,0.0
83a955fffffffff,7.0,0.0,0.0
