cell_id,Acrocephalus scirpaceus,Acrocephalus scirpaceus scirpaceus,Acrocephalus scirpaceus fuscus,Acrocephalus scirpaceus avicenniae,Acrocephalus scirpaceus ammon,Acrocephalus scirpaceus [baeticatus Group]
8408a39ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
8408a47ffffffff,1.0,0.0,0.0,0.0,0.0,0.0
8408a63ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
8408a6dffffffff,2.0,0.0,0.0,0.0,0.0,0.0
8408b05ffffffff,6.0,0.0,0.0,0.0,0.0,0.0
8408b11ffffffff,11.0,0.0,0.0,0.0,0.0,0.0
8408b15ffffffff,38.0,0.0,0.0,0.0,0.0,0.0
8408b17ffffffff,4.0,0.0,0.0,0.0,0.0,0.0
8408b29ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
8408b31ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
8408b33ffffffff,5.0,0.0,0.0,0.0,0.0,0.0
8408b37ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
8408b3dffffffff,2.0,0.0,0.0,0.0,0.0,0.0
8408b41ffffffff,5.0,0.0,0.0,0.0,0.0,0.0
8408b47ffffffff,6.0,0.0,0.0,0.0,0.0,0.0
8408b51ffffffff,12.0,0.0,0.0,0.0,0.0,0.0
8408b5bffffffff,6.0,0.0,0.0,0.0,0.0,0.0
8408b63ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
8408d81ffffffff,1.0,0.0,0.0,0.0,0.0,0.0
8408f0dffffffff,1.0,0.0,0.0,0.0,0.0,0.0
8409821ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
8409825ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
840982dffffffff,2.0,0.0,0.0,0.0,0.0,0.0
8409917ffffffff,12.0,2.0,0.0,0.0,0.0,0.0
840991bffffffff,10.0,5.0,0.0,0.0,0.0,0.0
8409983ffffffff,4.0,0.0,0.0,0.0,0.0,0.0
8409991ffffffff,7.0,0.0,0.0,0.0,0.0,0.0
8409993ffffffff,8.0,0.0,0.0,0.0,0.0,0.0
8409995ffffffff,1.0,0.0,0.0,0.0,0.0,0.0
84099b1ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
84099b9ffffffff,13.0,0.0,0.0,0.0,0.0,0.0
84099bdffffffff,4.0,0.0,0.0,0.0,0.0,0.0
8409a09ffffffff,17.0,0.0,0.0,0.0,0.0,0.0
8409a45ffffffff,3.0,0.0,0.0,0.0,0.0,0.0
8409a47ffffffff,4.0,0.0,0.0,0.0,0.0,0.0
8409a4dffffffff,2.0,0.0,0.0,0.0,0.0,0.0
8409a55ffffffff,7.0,0.0,0.0,0.0,0.0,0.0
8409a69ffffffff,3.0,0.0,0.0,0.0,0.0,0.0
8409a6bffffffff,1.0,1.0,0.0,0.0,0.0,0.0
8410de5ffffffff,1.0,0.0,0.0,0.0,0.0,0.0
8411059ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
8411061ffffffff,5.0,0.0,0.0,0.0,0.0,0.0
8411069ffffffff,8.0,0.0,0.0,0.0,0.0,0.0
841106bffffffff,4.0,0.0,0.0,0.0,0.0,0.0
8411221ffffffff,12.0,0.0,0.0,0.0,0.0,0.0
8411235ffffffff,3.0,0.0,0.0,0.0,0.0,0.0
841123bffffffff,1.0,0.0,0.0,0.0,0.0,0.0
8411251ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
8411261ffffffff,4.0,0.0,0.0,0.0,0.0,0.0
841126dffffffff,29.0,10.0,0.0,0.0,0.0,0.0
84112e3ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
8411345ffffffff,17.0,0.0,0.0,0.0,0.0,0.0
841136bffffffff,1.0,0.0,0.0,0.0,0.0,0.0
841181bffffffff,1.0,0.0,0.0,0.0,0.0,0.0
8411895ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
84118adffffffff,2.0,0.0,0.0,0.0,0.0,0.0
84118cdffffffff,2.0,0.0,0.0,0.0,0.0,0.0
8411a0dffffffff,1.0,0.0,0.0,0.0,0.0,0.0
8411a61ffffffff,1.0,0.0,0.0,0.0,0.0,0.0
8411aa7ffffffff,12.0,0.0,0.0,0.0,0.0,0.0
8411aabffffffff,2.0,0.0,0.0,0.0,0.0,0.0
8411ae3ffffffff,36.0,6.0,0.0,0.0,0.0,0.0
841801dffffffff,2.0,0.0,0.0,0.0,0.0,0.0
84180cdffffffff,2.0,0.0,0.0,0.0,0.0,0.0
8418251ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
8418281ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
841828bffffffff,81.0,0.0,0.0,0.0,0.0,0.0
84182a3ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
84182c3ffffffff,15.0,0.0,0.0,0.0,0.0,0.0
84182c5ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
84182cbffffffff,98.0,0.0,0.0,0.0,0.0,0.0
84182d5ffffffff,4.0,0.0,0.0,0.0,0.0,0.0
8418429ffffffff,1.0,1.0,0.0,0.0,0.0,0.0
8418443ffffffff,20.0,2.0,0.0,0.0,0.0,0.0
8418455ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
8418459ffffffff,4.0,0.0,0.0,0.0,0.0,0.0
841845bffffffff,4.0,0.0,0.0,0.0,0.0,0.0
841845dffffffff,4.0,0.0,0.0,0.0,0.0,0.0
8418461ffffffff,13.0,6.0,0.0,0.0,0.0,0.0
841846dffffffff,43.0,0.0,0.0,0.0,0.0,0.0
8418491ffffffff,27.0,0.0,0.0,0.0,0.0,0.0
8418495ffffffff,984.0,0.0,0.0,0.0,0.0,0.0
841849bffffffff,1.0,0.0,0.0,0.0,0.0,0.0
841849dffffffff,8.0,0.0,0.0,0.0,0.0,0.0
84184a3ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
84184b1ffffffff,201.0,0.0,0.0,0.0,0.0,0.0
84184b3ffffffff,6.0,0.0,0.0,0.0,0.0,0.0
84184b5ffffffff,14.0,0.0,0.0,0.0,0.0,0.0
84184b7ffffffff,100.0,0.0,0.0,0.0,0.0,0.0
84184b9ffffffff,49.0,0.0,0.0,0.0,0.0,0.0
84184bbffffffff,17.0,0.0,0.0,0.0,0.0,0.0
84184bdffffffff,36.0,0.0,0.0,0.0,0.0,0.0
84184c3ffffffff,1.0,0.0,0.0,0.0,0.0,0.0
84184ddffffffff,34.0,0.0,0.0,0.0,0.0,0.0
8418593ffffffff,4.0,0.0,0.0,0.0,0.0,0.0
8418597ffffffff,21.0,0.0,0.0,0.0,0.0,0.0
84185b5ffffffff,32.0,0.0,0.0,0.0,0.0,0.0
84185bbffffffff,8.0,0.0,0.0,0.0,0.0,0.0
8418607ffffffff,7.0,2.0,0.0,0.0,0.0,0.0
841860dffffffff,4.0,2.0,0.0,0.0,0.0,0.0
8418627ffffffff,3.0,0.0,0.0,0.0,0.0,0.0
8418629ffffffff,55.0,0.0,0.0,0.0,0.0,0.0
8418655ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
841865dffffffff,20.0,2.0,0.0,0.0,0.0,0.0
8418661ffffffff,1.0,0.0,0.0,0.0,0.0,0.0
8418663ffffffff,1.0,0.0,0.0,0.0,0.0,0.0
84186a1ffffffff,6.0,0.0,0.0,0.0,0.0,0.0
84186a3ffffffff,4.0,0.0,0.0,0.0,0.0,0.0
84186a5ffffffff,6.0,0.0,0.0,0.0,0.0,0.0
84186a7ffffffff,3.0,0.0,0.0,0.0,0.0,0.0
84186adffffffff,2.0,0.0,0.0,0.0,0.0,0.0
84186b5ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
84186b7ffffffff,4.0,0.0,0.0,0.0,0.0,0.0
84186c1ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
84186c3ffffffff,59.0,2.0,0.0,0.0,0.0,0.0
84186c5ffffffff,3.0,0.0,0.0,0.0,0.0,0.0
84186c9ffffffff,25.0,0.0,0.0,0.0,0.0,0.0
84186cbffffffff,11.0,0.0,0.0,0.0,0.0,0.0
84186dbffffffff,5.0,1.0,0.0,0.0,0.0,0.0
84186ebffffffff,1.0,0.0,0.0,0.0,0.0,0.0
84186edffffffff,7.0,0.0,0.0,0.0,0.0,0.0
8418709ffffffff,1.0,0.0,0.0,0.0,0.0,0.0
841870dffffffff,44.0,0.0,0.0,0.0,0.0,0.0
8418717ffffffff,6.0,0.0,0.0,0.0,0.0,0.0
841871bffffffff,2.0,0.0,0.0,0.0,0.0,0.0
8418729ffffffff,72.0,37.0,0.0,0.0,0.0,0.0
841873bffffffff,28.0,7.0,0.0,0.0,0.0,0.0
8418749ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
841875dffffffff,14.0,0.0,0.0,0.0,0.0,0.0
8418763ffffffff,3.0,1.0,0.0,0.0,0.0,0.0
84192cbffffffff,10.0,0.0,0.0,0.0,0.0,0.0
8419401ffffffff,177.0,18.0,0.0,0.0,0.0,0.0
8419403ffffffff,43.0,13.0,0.0,0.0,0.0,0.0
8419405ffffffff,155.0,26.0,0.0,0.0,0.0,0.0
8419407ffffffff,11.0,0.0,0.0,0.0,0.0,0.0
841940dffffffff,17.0,0.0,0.0,0.0,0.0,0.0
8419411ffffffff,313.0,53.0,0.0,0.0,0.0,0.0
8419413ffffffff,570.0,147.0,0.0,0.0,0.0,0.0
8419415ffffffff,459.0,73.0,0.0,0.0,0.0,0.0
8419417ffffffff,76.0,8.0,0.0,0.0,0.0,0.0
841941bffffffff,116.0,33.0,0.0,0.0,0.0,0.0
841941dffffffff,5.0,2.0,0.0,0.0,0.0,0.0
8419421ffffffff,106.0,26.0,0.0,0.0,0.0,0.0
8419423ffffffff,10.0,0.0,0.0,0.0,0.0,0.0
8419425ffffffff,1.0,0.0,0.0,0.0,0.0,0.0
8419429ffffffff,42.0,2.0,0.0,0.0,0.0,0.0
841942bffffffff,137.0,55.0,0.0,0.0,0.0,0.0
841942dffffffff,1.0,0.0,0.0,0.0,0.0,0.0
8419431ffffffff,11.0,2.0,0.0,0.0,0.0,0.0
8419433ffffffff,153.0,2.0,0.0,0.0,0.0,0.0
8419435ffffffff,111.0,0.0,0.0,0.0,0.0,0.0
8419437ffffffff,163.0,0.0,0.0,0.0,0.0,0.0
8419439ffffffff,174.0,46.0,0.0,0.0,0.0,0.0
841943bffffffff,103.0,48.0,0.0,0.0,0.0,0.0
841943dffffffff,54.0,20.0,0.0,0.0,0.0,0.0
8419461ffffffff,1.0,0.0,0.0,0.0,0.0,0.0
8419463ffffffff,4.0,0.0,0.0,0.0,0.0,0.0
8419465ffffffff,14.0,0.0,0.0,0.0,0.0,0.0
841946bffffffff,7.0,0.0,0.0,0.0,0.0,0.0
8419481ffffffff,5.0,2.0,0.0,0.0,0.0,0.0
8419485ffffffff,137.0,2.0,0.0,0.0,0.0,0.0
841948bffffffff,10.0,0.0,0.0,0.0,0.0,0.0
841948dffffffff,249.0,56.0,0.0,0.0,0.0,0.0
8419495ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
8419497ffffffff,1.0,0.0,0.0,0.0,0.0,0.0
84194a1ffffffff,21.0,0.0,0.0,0.0,0.0,0.0
84194a3ffffffff,10.0,0.0,0.0,0.0,0.0,0.0
84194a5ffffffff,138.0,9.0,0.0,0.0,0.0,0.0
84194a7ffffffff,17.0,0.0,0.0,0.0,0.0,0.0
84194a9ffffffff,20.0,0.0,0.0,0.0,0.0,0.0
84194abffffffff,76.0,1.0,0.0,0.0,0.0,0.0
84194adffffffff,149.0,1.0,0.0,0.0,0.0,0.0
84194b9ffffffff,37.0,7.0,0.0,0.0,0.0,0.0
84194bbffffffff,2.0,0.0,0.0,0.0,0.0,0.0
84194c5ffffffff,546.0,50.0,0.0,0.0,0.0,0.0
84194d1ffffffff,5.0,0.0,0.0,0.0,0.0,0.0
84194d3ffffffff,6.0,0.0,0.0,0.0,0.0,0.0
84194d5ffffffff,5.0,0.0,0.0,0.0,0.0,0.0
84194d7ffffffff,25.0,0.0,0.0,0.0,0.0,0.0
84194d9ffffffff,37.0,0.0,0.0,0.0,0.0,0.0
84194dbffffffff,72.0,1.0,0.0,0.0,0.0,0.0
84194ddffffffff,78.0,0.0,0.0,0.0,0.0,0.0
84194e1ffffffff,11.0,4.0,0.0,0.0,0.0,0.0
84194e3ffffffff,153.0,10.0,0.0,0.0,0.0,0.0
84194e5ffffffff,71.0,0.0,0.0,0.0,0.0,0.0
84194e7ffffffff,328.0,12.0,0.0,0.0,0.0,0.0
84194e9ffffffff,56.0,7.0,0.0,0.0,0.0,0.0
84194ebffffffff,86.0,1.0,0.0,0.0,0.0,0.0
84194edffffffff,275.0,22.0,0.0,0.0,0.0,0.0
8419511ffffffff,17.0,0.0,0.0,0.0,0.0,0.0
8419513ffffffff,51.0,5.0,0.0,0.0,0.0,0.0
8419517ffffffff,18.0,0.0,0.0,0.0,0.0,0.0
8419519ffffffff,13.0,0.0,0.0,0.0,0.0,0.0
841951bffffffff,47.0,0.0,0.0,0.0,0.0,0.0
841952dffffffff,2.0,0.0,0.0,0.0,0.0,0.0
8419531ffffffff,9.0,0.0,0.0,0.0,0.0,0.0
841953bffffffff,5.0,0.0,0.0,0.0,0.0,0.0
8419557ffffffff,58.0,0.0,0.0,0.0,0.0,0.0
8419581ffffffff,93.0,5.0,0.0,0.0,0.0,0.0
8419583ffffffff,17.0,2.0,0.0,0.0,0.0,0.0
8419585ffffffff,17.0,0.0,0.0,0.0,0.0,0.0
8419587ffffffff,31.0,0.0,0.0,0.0,0.0,0.0
8419589ffffffff,8.0,0.0,0.0,0.0,0.0,0.0
841958bffffffff,24.0,2.0,0.0,0.0,0.0,0.0
8419591ffffffff,179.0,16.0,0.0,0.0,0.0,0.0
8419595ffffffff,20.0,0.0,0.0,0.0,0.0,0.0
8419597ffffffff,119.0,2.0,0.0,0.0,0.0,0.0
8419599ffffffff,5.0,0.0,0.0,0.0,0.0,0.0
841959bffffffff,145.0,2.0,0.0,0.0,0.0,0.0
841959dffffffff,7.0,0.0,0.0,0.0,0.0,0.0
84195a1ffffffff,6.0,0.0,0.0,0.0,0.0,0.0
84195a5ffffffff,10.0,0.0,0.0,0.0,0.0,0.0
84195abffffffff,14.0,0.0,0.0,0.0,0.0,0.0
84195adffffffff,3.0,0.0,0.0,0.0,0.0,0.0
84195b1ffffffff,9.0,0.0,0.0,0.0,0.0,0.0
84195b5ffffffff,12.0,0.0,0.0,0.0,0.0,0.0
84195b7ffffffff,10.0,0.0,0.0,0.0,0.0,0.0
84195b9ffffffff,128.0,19.0,0.0,0.0,0.0,0.0
84195bbffffffff,84.0,13.0,0.0,0.0,0.0,0.0
84195bdffffffff,22.0,0.0,0.0,0.0,0.0,0.0
84195c1ffffffff,43.0,0.0,0.0,0.0,0.0,0.0
84195c3ffffffff,11.0,0.0,0.0,0.0,0.0,0.0
84195c5ffffffff,6.0,0.0,0.0,0.0,0.0,0.0
84195c7ffffffff,137.0,0.0,0.0,0.0,0.0,0.0
84195c9ffffffff,161.0,4.0,0.0,0.0,0.0,0.0
84195cbffffffff,53.0,0.0,0.0,0.0,0.0,0.0
84195cdffffffff,1.0,0.0,0.0,0.0,0.0,0.0
84195d1ffffffff,115.0,0.0,0.0,0.0,0.0,0.0
84195d3ffffffff,62.0,5.0,0.0,0.0,0.0,0.0
84195d5ffffffff,36.0,0.0,0.0,0.0,0.0,0.0
84195d7ffffffff,5.0,0.0,0.0,0.0,0.0,0.0
84195d9ffffffff,125.0,2.0,0.0,0.0,0.0,0.0
84195dbffffffff,46.0,0.0,0.0,0.0,0.0,0.0
84195e1ffffffff,9.0,0.0,0.0,0.0,0.0,0.0
84195e5ffffffff,9.0,0.0,0.0,0.0,0.0,0.0
84195ebffffffff,1.0,0.0,0.0,0.0,0.0,0.0
8419681ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
8419683ffffffff,43.0,0.0,0.0,0.0,0.0,0.0
8419689ffffffff,71.0,0.0,0.0,0.0,0.0,0.0
841968bffffffff,18.0,0.0,0.0,0.0,0.0,0.0
8419691ffffffff,31.0,0.0,0.0,0.0,0.0,0.0
8419693ffffffff,130.0,0.0,0.0,0.0,0.0,0.0
8419695ffffffff,79.0,2.0,0.0,0.0,0.0,0.0
8419697ffffffff,143.0,0.0,0.0,0.0,0.0,0.0
8419699ffffffff,32.0,2.0,0.0,0.0,0.0,0.0
841969bffffffff,28.0,0.0,0.0,0.0,0.0,0.0
841969dffffffff,185.0,1.0,0.0,0.0,0.0,0.0
84196b1ffffffff,3.0,0.0,0.0,0.0,0.0,0.0
84196b3ffffffff,45.0,0.0,0.0,0.0,0.0,0.0
84196b7ffffffff,20.0,0.0,0.0,0.0,0.0,0.0
84196b9ffffffff,6.0,0.0,0.0,0.0,0.0,0.0
84196bbffffffff,65.0,0.0,0.0,0.0,0.0,0.0
84196c3ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
84196d1ffffffff,7.0,0.0,0.0,0.0,0.0,0.0
84196d3ffffffff,62.0,0.0,0.0,0.0,0.0,0.0
84196d5ffffffff,26.0,0.0,0.0,0.0,0.0,0.0
84196d7ffffffff,10.0,0.0,0.0,0.0,0.0,0.0
84196d9ffffffff,78.0,0.0,0.0,0.0,0.0,0.0
84196dbffffffff,62.0,2.0,0.0,0.0,0.0,0.0
84196ddffffffff,40.0,3.0,0.0,0.0,0.0,0.0
8419733ffffffff,9.0,0.0,0.0,0.0,0.0,0.0
8419739ffffffff,22.0,0.0,0.0,0.0,0.0,0.0
841973bffffffff,51.0,2.0,0.0,0.0,0.0,0.0
8419763ffffffff,1.0,0.0,0.0,0.0,0.0,0.0
8419767ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
841e007ffffffff,3.0,0.0,0.0,0.0,0.0,0.0
841e021ffffffff,8.0,0.0,0.0,0.0,0.0,0.0
841e023ffffffff,102.0,3.0,0.0,0.0,0.0,0.0
841e025ffffffff,43.0,2.0,0.0,0.0,0.0,0.0
841e029ffffffff,4.0,0.0,0.0,0.0,0.0,0.0
841e02bffffffff,3.0,0.0,0.0,0.0,0.0,0.0
841e02dffffffff,153.0,14.0,0.0,0.0,0.0,0.0
841e035ffffffff,8.0,0.0,0.0,0.0,0.0,0.0
841e037ffffffff,25.0,6.0,0.0,0.0,0.0,0.0
841e039ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
841e03bffffffff,8.0,0.0,0.0,0.0,0.0,0.0
841e03dffffffff,4.0,0.0,0.0,0.0,0.0,0.0
841e041ffffffff,33.0,0.0,0.0,0.0,0.0,0.0
841e043ffffffff,54.0,18.0,0.0,0.0,0.0,0.0
841e045ffffffff,131.0,1.0,0.0,0.0,0.0,0.0
841e047ffffffff,88.0,9.0,0.0,0.0,0.0,0.0
841e049ffffffff,6.0,0.0,0.0,0.0,0.0,0.0
841e04bffffffff,11.0,3.0,0.0,0.0,0.0,0.0
841e04dffffffff,18.0,1.0,0.0,0.0,0.0,0.0
841e051ffffffff,6.0,0.0,0.0,0.0,0.0,0.0
841e053ffffffff,4.0,0.0,0.0,0.0,0.0,0.0
841e059ffffffff,28.0,0.0,0.0,0.0,0.0,0.0
841e05bffffffff,108.0,0.0,0.0,0.0,0.0,0.0
841e05dffffffff,21.0,0.0,0.0,0.0,0.0,0.0
841e061ffffffff,275.0,29.0,0.0,0.0,0.0,0.0
841e063ffffffff,16.0,0.0,0.0,0.0,0.0,0.0
841e067ffffffff,55.0,0.0,0.0,0.0,0.0,0.0
841e069ffffffff,23.0,0.0,0.0,0.0,0.0,0.0
841e06bffffffff,129.0,0.0,0.0,0.0,0.0,0.0
841e06dffffffff,14.0,0.0,0.0,0.0,0.0,0.0
841e085ffffffff,108.0,0.0,0.0,0.0,0.0,0.0
841e08bffffffff,3.0,0.0,0.0,0.0,0.0,0.0
841e08dffffffff,42.0,0.0,0.0,0.0,0.0,0.0
841e0a1ffffffff,2.0,2.0,0.0,0.0,0.0,0.0
841e0a5ffffffff,3.0,0.0,0.0,0.0,0.0,0.0
841e0a9ffffffff,231.0,0.0,0.0,0.0,0.0,0.0
841e0adffffffff,6.0,2.0,0.0,0.0,0.0,0.0
841e0b3ffffffff,1.0,0.0,0.0,0.0,0.0,0.0
841e0c3ffffffff,125.0,0.0,0.0,0.0,0.0,0.0
841e0c5ffffffff,8.0,0.0,0.0,0.0,0.0,0.0
841e0c7ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
841e0e1ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
841e0e3ffffffff,33.0,0.0,0.0,0.0,0.0,0.0
841e0e5ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
841e0e7ffffffff,184.0,16.0,0.0,0.0,0.0,0.0
841e0e9ffffffff,3.0,0.0,0.0,0.0,0.0,0.0
841e0ebffffffff,25.0,0.0,0.0,0.0,0.0,0.0
841e103ffffffff,3.0,0.0,0.0,0.0,0.0,0.0
841e109ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
841e10bffffffff,3.0,0.0,0.0,0.0,0.0,0.0
841e113ffffffff,2.0,1.0,0.0,0.0,0.0,0.0
841e115ffffffff,5.0,0.0,0.0,0.0,0.0,0.0
841e117ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
841e11dffffffff,4.0,0.0,0.0,0.0,0.0,0.0
841e121ffffffff,28.0,0.0,0.0,0.0,0.0,0.0
841e125ffffffff,28.0,0.0,0.0,0.0,0.0,0.0
841e12bffffffff,6.0,0.0,0.0,0.0,0.0,0.0
841e131ffffffff,4.0,0.0,0.0,0.0,0.0,0.0
841e133ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
841e135ffffffff,12.0,0.0,0.0,0.0,0.0,0.0
841e137ffffffff,10.0,0.0,0.0,0.0,0.0,0.0
841e139ffffffff,14.0,0.0,0.0,0.0,0.0,0.0
841e13bffffffff,12.0,0.0,0.0,0.0,0.0,0.0
841e13dffffffff,30.0,0.0,0.0,0.0,0.0,0.0
841e141ffffffff,3.0,0.0,0.0,0.0,0.0,0.0
841e149ffffffff,1.0,0.0,0.0,0.0,0.0,0.0
841e153ffffffff,31.0,2.0,0.0,0.0,0.0,0.0
841e157ffffffff,9.0,0.0,0.0,0.0,0.0,0.0
841e15bffffffff,2.0,1.0,0.0,0.0,0.0,0.0
841e163ffffffff,7.0,0.0,0.0,0.0,0.0,0.0
841e183ffffffff,3.0,0.0,0.0,0.0,0.0,0.0
841e185ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
841e19dffffffff,47.0,3.0,0.0,0.0,0.0,0.0
841e1a9ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
841e1b3ffffffff,71.0,0.0,0.0,0.0,0.0,0.0
841e1b5ffffffff,1.0,0.0,0.0,0.0,0.0,0.0
841e1b7ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
841e1b9ffffffff,16.0,0.0,0.0,0.0,0.0,0.0
841e1bbffffffff,14.0,0.0,0.0,0.0,0.0,0.0
841e1c1ffffffff,4.0,0.0,0.0,0.0,0.0,0.0
841e1c3ffffffff,11.0,0.0,0.0,0.0,0.0,0.0
841e1c7ffffffff,5.0,0.0,0.0,0.0,0.0,0.0
841e1c9ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
841e1cbffffffff,33.0,0.0,0.0,0.0,0.0,0.0
841e1d1ffffffff,10.0,0.0,0.0,0.0,0.0,0.0
841e1d5ffffffff,10.0,0.0,0.0,0.0,0.0,0.0
841e1d7ffffffff,32.0,0.0,0.0,0.0,0.0,0.0
841e1d9ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
841e1ddffffffff,105.0,4.0,0.0,0.0,0.0,0.0
841e1e5ffffffff,3.0,0.0,0.0,0.0,0.0,0.0
841e201ffffffff,12.0,0.0,0.0,0.0,0.0,0.0
841e205ffffffff,10.0,0.0,0.0,0.0,0.0,0.0
841e209ffffffff,1.0,0.0,0.0,0.0,0.0,0.0
841e20bffffffff,2.0,0.0,0.0,0.0,0.0,0.0
841e20dffffffff,20.0,0.0,0.0,0.0,0.0,0.0
841e219ffffffff,1.0,0.0,0.0,0.0,0.0,0.0
841e21bffffffff,4.0,0.0,0.0,0.0,0.0,0.0
841e21dffffffff,1.0,0.0,0.0,0.0,0.0,0.0
841e223ffffffff,8.0,0.0,0.0,0.0,0.0,0.0
841e225ffffffff,101.0,2.0,0.0,0.0,0.0,0.0
841e227ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
841e229ffffffff,1.0,0.0,0.0,0.0,0.0,0.0
