cell_id,Edolisoma remotum,Edolisoma remotum matthiae,Edolisoma remotum remotum,Edolisoma remotum rooki,Edolisoma remotum heinrothi
827797fffffffff,1.0,0.0,1.0,0.0,0.0
82779ffffffffff,16.0,0.0,4.0,0.0,0.0
829c97fffffffff,49.0,0.0,0.0,0.0,0.0
