cell_id,Cypseloides niger,Cypseloides niger borealis,Cypseloides niger costaricensis,Cypseloides niger niger
8349b1fffffffff,2.0,0.0,0.0,0.0
8349b3fffffffff,33.0,0.0,0.0,0.0
8349b5fffffffff,4.0,0.0,0.0,0.0
834c88fffffffff,5.0,0.0,0.0,0.0
834c89fffffffff,2.0,0.0,0.0,0.0
834cc5fffffffff,118.0,0.0,0.0,0.0
834cd0fffffffff,1.0,0.0,0.0,0.0
834cd2fffffffff,7.0,0.0,0.0,0.0
834cd4fffffffff,23.0,0.0,0.0,0.0
834cd6fffffffff,4.0,0.0,0.0,0.0
834ceafffffffff,31.0,0.0,0.0,0.0
834ceefffffffff,131.0,0.0,0.0,0.0
835e42fffffffff,28.0,0.0,0.0,0.0
835e43fffffffff,101.0,0.0,0.0,0.0
835e46fffffffff,59.0,0.0,0.0,0.0
835e5cfffffffff,1.0,0.0,0.0,0.0
835e5dfffffffff,8.0,0.0,0.0,0.0
835e70fffffffff,2.0,0.0,0.0,0.0
835e71fffffffff,26.0,0.0,0.0,0.0
835e72fffffffff,11.0,0.0,0.0,0.0
83660afffffffff,1.0,0.0,0.0,0.0
8366a6fffffffff,1.0,0.0,0.0,0.0
8366b0fffffffff,77.0,0.0,0.0,0.0
8366b4fffffffff,301.0,0.0,0.0,0.0
8366b5fffffffff,44.0,0.0,0.0,0.0
8366b6fffffffff,33.0,0.0,0.0,0.0
8366c6fffffffff,2.0,0.0,0.0,0.0
836725fffffffff,10.0,0.0,0.0,0.0
836726fffffffff,43.0,0.0,0.0,0.0
836730fffffffff,36.0,0.0,0.0,0.0
836732fffffffff,44.0,0.0,0.0,0.0
836736fffffffff,20.0,0.0,0.0,0.0
836792fffffffff,2.0,0.0,0.0,0.0
83679afffffffff,76.0,0.0,0.0,0.0
836d04fffffffff,5.0,0.0,0.0,0.0
836d05fffffffff,27.0,0.0,0.0,0.0
836d14fffffffff,1.0,0.0,0.0,0.0
836d15fffffffff,5.0,0.0,0.0,0.0
836d20fffffffff,3.0,0.0,0.0,0.0
836d21fffffffff,2.0,0.0,0.0,0.0
836d23fffffffff,1.0,0.0,0.0,0.0
836d2afffffffff,5.0,0.0,0.0,0.0
836d2efffffffff,2.0,0.0,0.0,0.0
836d30fffffffff,14.0,0.0,0.0,0.0
836d31fffffffff,20.0,0.0,0.0,0.0
836d32fffffffff,112.0,0.0,0.0,0.0
836d33fffffffff,17.0,0.0,0.0,0.0
836d34fffffffff,74.0,0.0,0.0,0.0
836d36fffffffff,5.0,0.0,0.0,0.0
836d61fffffffff,4.0,0.0,0.0,0.0
836d65fffffffff,15.0,0.0,0.0,0.0
836d69fffffffff,321.0,0.0,0.0,0.0
836d6bfffffffff,3.0,0.0,0.0,0.0
836d6dfffffffff,11.0,0.0,0.0,0.0
836d75fffffffff,4.0,0.0,0.0,0.0
