cell_id,Cypseloides niger,Cypseloides niger borealis,Cypseloides niger costaricensis,Cypseloides niger niger
831218fffffffff,1.0,0.0,0.0,0.0
83121afffffffff,1.0,0.0,0.0,0.0
831280fffffffff,31.0,0.0,0.0,0.0
831284fffffffff,17.0,0.0,0.0,0.0
831285fffffffff,9.0,0.0,0.0,0.0
831286fffffffff,6.0,0.0,0.0,0.0
831288fffffffff,2.0,0.0,0.0,0.0
831289fffffffff,10.0,0.0,0.0,0.0
83128bfffffffff,38.0,0.0,0.0,0.0
83128dfffffffff,5.0,0.0,0.0,0.0
83128efffffffff,5.0,0.0,0.0,0.0
831299fffffffff,11.0,0.0,0.0,0.0
83129afffffffff,4.0,0.0,0.0,0.0
83129bfffffffff,26.0,0.0,0.0,0.0
83129dfffffffff,4.0,0.0,0.0,0.0
8312a2fffffffff,34.0,0.0,0.0,0.0
8312abfffffffff,3.0,0.0,0.0,0.0
8312b1fffffffff,4.0,0.0,0.0,0.0
8312b4fffffffff,20.0,0.0,0.0,0.0
8312c0fffffffff,54.0,0.0,0.0,0.0
8312c1fffffffff,19.0,0.0,0.0,0.0
8312c2fffffffff,82.0,0.0,0.0,0.0
8312c3fffffffff,11.0,0.0,0.0,0.0
8312c4fffffffff,7.0,0.0,0.0,0.0
8312cafffffffff,46.0,0.0,0.0,0.0
8312cbfffffffff,189.0,0.0,0.0,0.0
8312d0fffffffff,8.0,0.0,0.0,0.0
8312d1fffffffff,68.0,0.0,0.0,0.0
8312d2fffffffff,26.0,0.0,0.0,0.0
8312d3fffffffff,31.0,0.0,0.0,0.0
8312d4fffffffff,4.0,0.0,0.0,0.0
8312d5fffffffff,6.0,0.0,0.0,0.0
8312d6fffffffff,89.0,0.0,0.0,0.0
8312d8fffffffff,34.0,0.0,0.0,0.0
8312d9fffffffff,17.0,0.0,0.0,0.0
8312dafffffffff,1.0,0.0,0.0,0.0
8312dcfffffffff,90.0,0.0,0.0,0.0
8312ddfffffffff,32.0,0.0,0.0,0.0
8312defffffffff,19.0,0.0,0.0,0.0
8312f1fffffffff,165.0,0.0,0.0,0.0
8312f2fffffffff,2.0,0.0,0.0,0.0
8312f3fffffffff,5.0,0.0,0.0,0.0
8312f6fffffffff,29.0,0.0,0.0,0.0
83139bfffffffff,6.0,0.0,0.0,0.0
832680fffffffff,3.0,0.0,0.0,0.0
832681fffffffff,216.0,0.0,0.0,0.0
832683fffffffff,43.0,0.0,0.0,0.0
832685fffffffff,3.0,0.0,0.0,0.0
83268afffffffff,51.0,0.0,0.0,0.0
832698fffffffff,47.0,0.0,0.0,0.0
832699fffffffff,33.0,0.0,0.0,0.0
83269dfffffffff,450.0,0.0,0.0,0.0
8326aafffffffff,5.0,0.0,0.0,0.0
832810fffffffff,178.0,0.0,0.0,0.0
832815fffffffff,1.0,0.0,0.0,0.0
832818fffffffff,2.0,0.0,0.0,0.0
832819fffffffff,2.0,0.0,0.0,0.0
832830fffffffff,26.0,0.0,0.0,0.0
832831fffffffff,3.0,0.0,0.0,0.0
832832fffffffff,26.0,0.0,0.0,0.0
832834fffffffff,100.0,0.0,0.0,0.0
832889fffffffff,22.0,0.0,0.0,0.0
832898fffffffff,6.0,0.0,0.0,0.0
83289afffffffff,12.0,0.0,0.0,0.0
83289bfffffffff,24.0,0.0,0.0,0.0
83289efffffffff,18.0,0.0,0.0,0.0
8328c2fffffffff,53.0,0.0,0.0,0.0
8328c6fffffffff,4.0,0.0,0.0,0.0
8328cafffffffff,11.0,0.0,0.0,0.0
8328d0fffffffff,206.0,0.0,0.0,0.0
8328d1fffffffff,337.0,0.0,0.0,0.0
8328d2fffffffff,139.0,0.0,0.0,0.0
8328d3fffffffff,179.0,0.0,0.0,0.0
8328d4fffffffff,204.0,0.0,0.0,0.0
8328d5fffffffff,434.0,0.0,0.0,0.0
8328d6fffffffff,97.0,0.0,0.0,0.0
8328d8fffffffff,193.0,0.0,0.0,0.0
8328d9fffffffff,40.0,0.0,0.0,0.0
8328dafffffffff,117.0,0.0,0.0,0.0
8328dbfffffffff,6.0,0.0,0.0,0.0
8328dcfffffffff,355.0,0.0,0.0,0.0
8328ddfffffffff,79.0,0.0,0.0,0.0
8328defffffffff,676.0,0.0,0.0,0.0
8328f0fffffffff,2.0,0.0,0.0,0.0
8328f2fffffffff,24.0,0.0,0.0,0.0
8328f3fffffffff,8.0,0.0,0.0,0.0
8328f5fffffffff,7.0,0.0,0.0,0.0
832912fffffffff,11.0,0.0,0.0,0.0
83291afffffffff,105.0,0.0,0.0,0.0
832989fffffffff,1.0,0.0,0.0,0.0
83298cfffffffff,2.0,0.0,0.0,0.0
83298dfffffffff,5.0,0.0,0.0,0.0
8329a1fffffffff,2.0,0.0,0.0,0.0
8329a8fffffffff,4.0,0.0,0.0,0.0
8329aafffffffff,56.0,0.0,0.0,0.0
8329abfffffffff,71.0,0.0,0.0,0.0
8329acfffffffff,9.0,0.0,0.0,0.0
8329adfffffffff,16.0,0.0,0.0,0.0
8329aefffffffff,23.0,0.0,0.0,0.0
834564fffffffff,2.0,0.0,0.0,0.0
8345b2fffffffff,41.0,0.0,0.0,0.0
83480afffffffff,3.0,0.0,0.0,0.0
834814fffffffff,18.0,0.0,0.0,0.0
834819fffffffff,25.0,0.0,0.0,0.0
834830fffffffff,8.0,0.0,0.0,0.0
834833fffffffff,13.0,0.0,0.0,0.0
834836fffffffff,32.0,0.0,0.0,0.0
8348e6fffffffff,2.0,0.0,0.0,0.0
834980fffffffff,2.0,0.0,0.0,0.0
834983fffffffff,2.0,0.0,0.0,0.0
834985fffffffff,13.0,0.0,0.0,0.0
834986fffffffff,17.0,0.0,0.0,0.0
834990fffffffff,19.0,0.0,0.0,0.0
834991fffffffff,9.0,0.0,0.0,0.0
834994fffffffff,7.0,0.0,0.0,0.0
834995fffffffff,122.0,0.0,0.0,0.0
834996fffffffff,248.0,0.0,0.0,0.0
834998fffffffff,1.0,0.0,0.0,0.0
83499cfffffffff,3.0,0.0,0.0,0.0
8349a8fffffffff,5.0,0.0,0.0,0.0
8349a9fffffffff,5.0,0.0,0.0,0.0
8349aafffffffff,2.0,0.0,0.0,0.0
