cell_id,Turdus iliacus,Turdus iliacus coburni,Turdus iliacus iliacus
840815bffffffff,15.0,0.0,0.0
8408163ffffffff,4.0,0.0,0.0
840816bffffffff,2.0,0.0,0.0
840816dffffffff,4.0,0.0,0.0
8408183ffffffff,2.0,0.0,0.0
8408187ffffffff,1.0,0.0,0.0
840818bffffffff,2.0,0.0,0.0
8408193ffffffff,34.0,0.0,0.0
8408195ffffffff,2.0,0.0,0.0
840819bffffffff,2.0,0.0,0.0
840819dffffffff,4.0,0.0,0.0
84081a9ffffffff,2.0,0.0,0.0
84081d5ffffffff,4.0,0.0,0.0
84081d7ffffffff,1.0,0.0,0.0
84081d9ffffffff,1.0,0.0,0.0
84081e1ffffffff,6.0,0.0,0.0
84081e5ffffffff,39.0,0.0,0.0
84081edffffffff,2.0,0.0,0.0
8408281ffffffff,2.0,0.0,0.0
8408287ffffffff,1.0,0.0,0.0
840829bffffffff,1.0,0.0,0.0
84082a5ffffffff,1.0,0.0,0.0
84082b7ffffffff,2.0,0.0,0.0
840832dffffffff,3.0,0.0,0.0
8408331ffffffff,2.0,0.0,0.0
8408333ffffffff,3.0,0.0,0.0
8408335ffffffff,2.0,0.0,0.0
8408337ffffffff,10.0,0.0,0.0
8408339ffffffff,2.0,0.0,0.0
840833bffffffff,16.0,0.0,2.0
840833dffffffff,5.0,0.0,0.0
8408363ffffffff,2.0,0.0,0.0
8408365ffffffff,3.0,0.0,0.0
840836dffffffff,3.0,0.0,0.0
8408805ffffffff,2.0,0.0,0.0
8408809ffffffff,14.0,0.0,0.0
840880bffffffff,7.0,0.0,0.0
840880dffffffff,34.0,0.0,0.0
8408829ffffffff,4.0,0.0,0.0
8408831ffffffff,2.0,0.0,0.0
8408837ffffffff,15.0,0.0,0.0
8408839ffffffff,5.0,0.0,1.0
840883dffffffff,8.0,0.0,0.0
8408843ffffffff,5.0,0.0,0.0
8408845ffffffff,8.0,0.0,0.0
8408847ffffffff,4.0,0.0,0.0
840884bffffffff,2.0,0.0,0.0
8408855ffffffff,2.0,0.0,0.0
8408859ffffffff,2.0,0.0,0.0
8408861ffffffff,2.0,0.0,0.0
8408863ffffffff,9.0,0.0,0.0
8408867ffffffff,38.0,0.0,0.0
8408869ffffffff,16.0,0.0,0.0
840886bffffffff,7.0,0.0,0.0
8408881ffffffff,6.0,0.0,0.0
8408885ffffffff,4.0,0.0,2.0
8408889ffffffff,34.0,0.0,0.0
840888bffffffff,1.0,0.0,0.0
840888dffffffff,18.0,0.0,9.0
84088a1ffffffff,2.0,0.0,0.0
84088a5ffffffff,2.0,0.0,2.0
84088a9ffffffff,14.0,0.0,4.0
84088adffffffff,10.0,0.0,0.0
84088b3ffffffff,1.0,0.0,0.0
84088b7ffffffff,2.0,0.0,0.0
84088bdffffffff,2.0,0.0,0.0
84088d3ffffffff,2.0,0.0,2.0
84088dbffffffff,2.0,0.0,0.0
84088e1ffffffff,25.0,0.0,25.0
84088e3ffffffff,5.0,0.0,5.0
84088e5ffffffff,2.0,0.0,0.0
84088e7ffffffff,6.0,0.0,6.0
8408901ffffffff,8.0,0.0,0.0
8408933ffffffff,3.0,0.0,0.0
8408937ffffffff,6.0,0.0,0.0
8408959ffffffff,11.0,0.0,0.0
840895bffffffff,2.0,0.0,0.0
8408961ffffffff,2.0,0.0,0.0
8408965ffffffff,4.0,0.0,0.0
8408967ffffffff,2.0,0.0,0.0
8408985ffffffff,7.0,0.0,0.0
840898bffffffff,5.0,0.0,0.0
8408991ffffffff,17.0,0.0,2.0
8408993ffffffff,2.0,0.0,2.0
8408995ffffffff,10.0,0.0,0.0
8408997ffffffff,128.0,0.0,42.0
8408999ffffffff,2.0,0.0,0.0
840899bffffffff,5.0,0.0,1.0
840899dffffffff,2.0,0.0,0.0
84089a1ffffffff,11.0,0.0,0.0
84089a5ffffffff,1.0,0.0,0.0
84089a7ffffffff,8.0,0.0,0.0
84089a9ffffffff,41.0,0.0,0.0
84089abffffffff,4.0,0.0,0.0
84089adffffffff,5.0,0.0,0.0
84089b5ffffffff,1.0,0.0,0.0
84089bbffffffff,5.0,0.0,0.0
84089d1ffffffff,11.0,0.0,0.0
84089d3ffffffff,43.0,0.0,0.0
84089d9ffffffff,15.0,0.0,0.0
84089dbffffffff,26.0,0.0,0.0
84089ddffffffff,2.0,0.0,0.0
84089e3ffffffff,3.0,0.0,0.0
84089e7ffffffff,2.0,0.0,0.0
84089ebffffffff,3.0,0.0,0.0
8408a07ffffffff,2.0,0.0,0.0
8408a0bffffffff,1.0,0.0,0.0
8408a15ffffffff,4.0,0.0,0.0
8408a25ffffffff,2.0,0.0,0.0
8408a27ffffffff,2.0,0.0,0.0
8408a31ffffffff,3.0,0.0,0.0
8408a35ffffffff,3.0,0.0,0.0
8408a39ffffffff,3.0,0.0,0.0
8408a43ffffffff,2.0,0.0,0.0
8408a45ffffffff,4.0,0.0,4.0
8408a47ffffffff,2.0,0.0,0.0
8408a4dffffffff,3.0,0.0,3.0
8408a51ffffffff,2.0,0.0,0.0
8408a53ffffffff,7.0,0.0,0.0
8408a61ffffffff,1.0,0.0,0.0
8408a67ffffffff,2.0,0.0,0.0
8408a69ffffffff,4.0,0.0,0.0
8408a6dffffffff,2.0,0.0,0.0
8408a8dffffffff,2.0,0.0,0.0
8408a97ffffffff,2.0,0.0,0.0
8408acbffffffff,2.0,0.0,0.0
8408ae3ffffffff,2.0,0.0,0.0
8408b0dffffffff,4.0,0.0,0.0
8408b11ffffffff,6.0,0.0,0.0
8408b17ffffffff,2.0,0.0,0.0
8408b1bffffffff,4.0,0.0,0.0
8408b2bffffffff,2.0,0.0,0.0
8408b2dffffffff,2.0,0.0,0.0
8408b3dffffffff,1.0,0.0,0.0
8408b41ffffffff,2.0,0.0,0.0
8408b47ffffffff,4.0,0.0,0.0
8408b4dffffffff,1.0,0.0,0.0
8408b51ffffffff,4.0,0.0,0.0
8408b5bffffffff,3.0,0.0,0.0
8408b69ffffffff,1.0,0.0,0.0
8408c01ffffffff,2.0,0.0,0.0
8408c09ffffffff,2.0,0.0,0.0
8408c19ffffffff,4.0,0.0,0.0
8408c1bffffffff,6.0,0.0,0.0
8408c21ffffffff,3.0,0.0,0.0
8408c23ffffffff,2.0,0.0,0.0
8408c25ffffffff,6.0,0.0,2.0
8408c29ffffffff,12.0,0.0,1.0
8408c2bffffffff,2.0,0.0,0.0
8408c31ffffffff,12.0,0.0,0.0
8408c33ffffffff,1.0,0.0,0.0
8408c3dffffffff,5.0,0.0,0.0
8408c49ffffffff,2.0,0.0,0.0
8408c53ffffffff,1.0,0.0,0.0
8408c69ffffffff,1.0,0.0,0.0
8408c6bffffffff,4.0,0.0,0.0
8408c85ffffffff,2.0,0.0,0.0
8408c89ffffffff,11.0,0.0,2.0
8408c8bffffffff,48.0,0.0,4.0
8408c8dffffffff,29.0,0.0,0.0
8408c91ffffffff,20.0,0.0,4.0
8408c93ffffffff,21.0,0.0,2.0
8408c95ffffffff,32.0,0.0,5.0
8408c97ffffffff,62.0,0.0,10.0
8408c99ffffffff,6.0,0.0,4.0
8408c9bffffffff,7.0,0.0,0.0
8408c9dffffffff,2.0,0.0,0.0
8408cc3ffffffff,4.0,0.0,0.0
8408cc9ffffffff,2.0,0.0,0.0
8408cd3ffffffff,24.0,0.0,0.0
8408cd5ffffffff,12.0,0.0,0.0
8408cd7ffffffff,44.0,0.0,3.0
8408cdbffffffff,3.0,0.0,0.0
8408ce1ffffffff,25.0,0.0,9.0
8408ce5ffffffff,9.0,0.0,1.0
8408cebffffffff,4.0,0.0,0.0
8408cedffffffff,5.0,0.0,0.0
8408d03ffffffff,2.0,0.0,0.0
8408d07ffffffff,9.0,0.0,4.0
8408d11ffffffff,4.0,0.0,0.0
8408d17ffffffff,1.0,0.0,1.0
8408d19ffffffff,132.0,0.0,4.0
8408d1bffffffff,1.0,0.0,1.0
8408d1dffffffff,4.0,0.0,3.0
8408d21ffffffff,2.0,0.0,0.0
8408d31ffffffff,8.0,0.0,0.0
8408d33ffffffff,8.0,0.0,0.0
8408d37ffffffff,14.0,0.0,0.0
8408d39ffffffff,8.0,0.0,0.0
8408d41ffffffff,3.0,0.0,0.0
8408d43ffffffff,1.0,0.0,1.0
8408d45ffffffff,2.0,0.0,0.0
8408d49ffffffff,2.0,0.0,0.0
8408d4bffffffff,2.0,0.0,0.0
8408d51ffffffff,14.0,0.0,0.0
8408d53ffffffff,2.0,0.0,0.0
8408d55ffffffff,13.0,0.0,0.0
8408d57ffffffff,10.0,0.0,0.0
8408d5dffffffff,7.0,0.0,0.0
8408d81ffffffff,71.0,0.0,7.0
8408d83ffffffff,4.0,0.0,0.0
8408d85ffffffff,27.0,0.0,9.0
8408d87ffffffff,8.0,0.0,2.0
8408d89ffffffff,2.0,0.0,0.0
8408d8bffffffff,101.0,0.0,9.0
8408da9ffffffff,2.0,0.0,0.0
8408dbdffffffff,2.0,0.0,0.0
8408dd1ffffffff,2.0,0.0,0.0
8408dd5ffffffff,2.0,0.0,0.0
8408dd9ffffffff,22.0,0.0,3.0
8408de3ffffffff,3.0,0.0,0.0
8408de5ffffffff,2.0,0.0,0.0
8408de7ffffffff,6.0,0.0,0.0
8408e07ffffffff,2.0,0.0,0.0
8408e13ffffffff,7.0,0.0,0.0
8408e39ffffffff,2.0,0.0,0.0
8408e69ffffffff,1.0,0.0,0.0
8408e8bffffffff,4.0,0.0,0.0
8408e99ffffffff,4.0,0.0,0.0
8408e9bffffffff,2.0,0.0,0.0
8408ea7ffffffff,18.0,0.0,0.0
8408eb3ffffffff,2.0,0.0,0.0
8408ebdffffffff,2.0,0.0,0.0
8408ec1ffffffff,24.0,0.0,0.0
8408ec9ffffffff,2.0,0.0,0.0
8408ecdffffffff,10.0,0.0,0.0
8408ed3ffffffff,49.0,0.0,1.0
8408ed7ffffffff,3.0,0.0,0.0
8408ed9ffffffff,1.0,0.0,0.0
8408edbffffffff,20.0,0.0,0.0
8408eddffffffff,2.0,0.0,0.0
8408ee7ffffffff,1.0,0.0,0.0
8408f09ffffffff,2.0,0.0,0.0
8408f0dffffffff,5.0,0.0,0.0
8408f17ffffffff,2.0,0.0,0.0
8408f25ffffffff,2.0,0.0,0.0
8408f29ffffffff,3.0,0.0,0.0
8408f2dffffffff,1.0,0.0,0.0
8408f47ffffffff,14.0,0.0,0.0
8408f63ffffffff,14.0,0.0,0.0
84094a7ffffffff,2.0,0.0,0.0
84094b5ffffffff,7.0,0.0,0.0
84094b7ffffffff,11.0,0.0,6.0
8409583ffffffff,2.0,0.0,0.0
8409585ffffffff,7.0,0.0,0.0
8409587ffffffff,4.0,0.0,0.0
8409599ffffffff,3.0,0.0,0.0
84095a9ffffffff,17.0,0.0,0.0
84095abffffffff,3.0,0.0,0.0
84095adffffffff,6.0,0.0,0.0
84095bbffffffff,4.0,0.0,0.0
8409805ffffffff,36.0,0.0,2.0
8409811ffffffff,14.0,0.0,0.0
8409815ffffffff,1.0,0.0,0.0
8409819ffffffff,6.0,0.0,0.0
8409821ffffffff,49.0,0.0,0.0
8409823ffffffff,4.0,0.0,0.0
8409825ffffffff,10.0,0.0,0.0
8409829ffffffff,7.0,0.0,0.0
840982bffffffff,49.0,0.0,0.0
840982dffffffff,17.0,0.0,0.0
8409881ffffffff,6.0,0.0,0.0
8409883ffffffff,15.0,0.0,3.0
8409887ffffffff,2.0,0.0,0.0
840988dffffffff,2.0,0.0,0.0
8409893ffffffff,35.0,0.0,0.0
840989bffffffff,2.0,0.0,0.0
84098a9ffffffff,1.0,0.0,0.0
84098abffffffff,9.0,0.0,6.0
84098b1ffffffff,3.0,0.0,0.0
84098b7ffffffff,2.0,0.0,0.0
84098b9ffffffff,1.0,0.0,0.0
84098bbffffffff,2.0,0.0,0.0
84098bdffffffff,2.0,0.0,0.0
84098c7ffffffff,2.0,0.0,0.0
84098d1ffffffff,3.0,0.0,0.0
84098d9ffffffff,3.0,0.0,0.0
84098dbffffffff,4.0,0.0,0.0
84098e1ffffffff,13.0,0.0,0.0
84098e3ffffffff,6.0,0.0,0.0
84098e7ffffffff,2.0,0.0,0.0
84098e9ffffffff,4.0,0.0,0.0
84098ebffffffff,4.0,0.0,0.0
84098edffffffff,2.0,0.0,0.0
8409911ffffffff,7.0,0.0,0.0
8409913ffffffff,7.0,0.0,2.0
8409917ffffffff,6.0,0.0,0.0
840991bffffffff,65.0,0.0,0.0
8409981ffffffff,5.0,0.0,0.0
8409983ffffffff,2.0,0.0,0.0
8409987ffffffff,2.0,0.0,0.0
840998bffffffff,1.0,0.0,0.0
840998dffffffff,2.0,0.0,0.0
8409991ffffffff,14.0,0.0,2.0
8409993ffffffff,173.0,0.0,58.0
8409995ffffffff,3.0,0.0,1.0
8409997ffffffff,20.0,0.0,9.0
8409999ffffffff,2.0,0.0,0.0
840999bffffffff,12.0,0.0,6.0
840999dffffffff,2.0,0.0,0.0
84099b9ffffffff,23.0,0.0,0.0
84099cbffffffff,1.0,0.0,0.0
84099cdffffffff,6.0,0.0,2.0
84099d7ffffffff,6.0,0.0,0.0
84099d9ffffffff,3.0,0.0,0.0
84099e9ffffffff,32.0,0.0,0.0
84099ebffffffff,4.0,0.0,0.0
8409a09ffffffff,22.0,0.0,0.0
8409a41ffffffff,4.0,0.0,0.0
8409a43ffffffff,16.0,0.0,0.0
8409a45ffffffff,65.0,0.0,3.0
8409a47ffffffff,149.0,0.0,8.0
8409a4dffffffff,14.0,0.0,0.0
8409a55ffffffff,42.0,0.0,0.0
8409a69ffffffff,83.0,1.0,4.0
8409a6bffffffff,72.0,1.0,8.0
8409b1bffffffff,4.0,0.0,0.0
840a337ffffffff,13.0,0.0,0.0
840a91dffffffff,2.0,0.0,0.0
840b9a7ffffffff,2.0,0.0,0.0
840bb03ffffffff,1.0,0.0,0.0
8410203ffffffff,2.0,0.0,0.0
8410231ffffffff,7.0,0.0,0.0
8410239ffffffff,2.0,0.0,0.0
8410245ffffffff,1.0,0.0,0.0
8410c05ffffffff,6.0,0.0,0.0
8410c07ffffffff,6.0,0.0,0.0
8410c19ffffffff,2.0,0.0,0.0
8410c21ffffffff,2.0,0.0,0.0
8410c23ffffffff,111.0,0.0,0.0
8410c27ffffffff,19.0,0.0,0.0
8410c2bffffffff,4.0,0.0,0.0
8410c35ffffffff,13.0,0.0,2.0
8410d15ffffffff,2.0,0.0,0.0
8410d21ffffffff,1.0,0.0,0.0
8410dc1ffffffff,7.0,0.0,0.0
8410dc9ffffffff,88.0,0.0,0.0
8410dcdffffffff,12.0,0.0,0.0
8410ee1ffffffff,46.0,0.0,0.0
8410f0dffffffff,1.0,0.0,0.0
8411001ffffffff,2.0,0.0,0.0
8411009ffffffff,2.0,0.0,0.0
8411015ffffffff,2.0,0.0,0.0
8411031ffffffff,8.0,0.0,0.0
841103bffffffff,6.0,0.0,0.0
8411043ffffffff,6.0,0.0,0.0
841104bffffffff,2.0,0.0,2.0
841104dffffffff,1.0,0.0,0.0
8411055ffffffff,2.0,0.0,0.0
8411059ffffffff,17.0,0.0,0.0
841105bffffffff,4.0,0.0,4.0
841105dffffffff,7.0,0.0,0.0
8411061ffffffff,37.0,0.0,0.0
8411065ffffffff,2.0,0.0,0.0
8411069ffffffff,8.0,0.0,0.0
841106bffffffff,80.0,0.0,0.0
841106dffffffff,3.0,0.0,0.0
84110ebffffffff,6.0,0.0,0.0
8411139ffffffff,1.0,0.0,0.0
841115bffffffff,11.0,0.0,0.0
8411169ffffffff,65.0,0.0,0.0
8411201ffffffff,9.0,0.0,0.0
8411203ffffffff,5.0,0.0,0.0
8411209ffffffff,2.0,0.0,0.0
841120dffffffff,7.0,0.0,2.0
8411215ffffffff,2.0,0.0,0.0
8411217ffffffff,5.0,0.0,0.0
841121bffffffff,2.0,0.0,0.0
8411221ffffffff,1.0,0.0,0.0
8411223ffffffff,4.0,0.0,2.0
8411233ffffffff,6.0,0.0,2.0
8411235ffffffff,1.0,0.0,0.0
8411237ffffffff,6.0,0.0,0.0
8411241ffffffff,1.0,0.0,0.0
8411243ffffffff,2.0,0.0,0.0
8411245ffffffff,4.0,0.0,0.0
8411249ffffffff,5.0,0.0,0.0
8411251ffffffff,18.0,0.0,0.0
8411253ffffffff,2.0,0.0,0.0
8411255ffffffff,3.0,0.0,0.0
841125bffffffff,2.0,0.0,0.0
8411261ffffffff,4.0,0.0,0.0
8411267ffffffff,2.0,0.0,0.0
8411269ffffffff,10.0,0.0,0.0
841126bffffffff,15.0,0.0,4.0
841126dffffffff,135.0,0.0,53.0
8411281ffffffff,3.0,0.0,0.0
8411285ffffffff,8.0,0.0,0.0
8411289ffffffff,1.0,0.0,0.0
841128bffffffff,3.0,0.0,0.0
841128dffffffff,8.0,0.0,0.0
84112a1ffffffff,1.0,0.0,0.0
84112abffffffff,1.0,0.0,0.0
84112adffffffff,6.0,0.0,4.0
84112c3ffffffff,4.0,0.0,0.0
84112cdffffffff,2.0,0.0,0.0
84112d1ffffffff,1.0,0.0,0.0
84112d3ffffffff,3.0,0.0,1.0
84112d7ffffffff,5.0,0.0,0.0
84112e3ffffffff,4.0,0.0,0.0
84112e7ffffffff,4.0,0.0,4.0
84112ebffffffff,1.0,0.0,0.0
84112edffffffff,3.0,0.0,1.0
8411337ffffffff,3.0,0.0,0.0
8411345ffffffff,2.0,0.0,0.0
8411347ffffffff,10.0,0.0,0.0
8411349ffffffff,2.0,0.0,0.0
841134bffffffff,3.0,0.0,0.0
841134dffffffff,9.0,0.0,0.0
8411355ffffffff,3.0,0.0,0.0
841135dffffffff,5.0,0.0,0.0
8411363ffffffff,2.0,0.0,0.0
8411367ffffffff,4.0,0.0,0.0
841136bffffffff,11.0,0.0,0.0
8411541ffffffff,2.0,0.0,0.0
8411549ffffffff,12.0,0.0,0.0
841161bffffffff,2.0,0.0,0.0
8411707ffffffff,2.0,0.0,0.0
8411811ffffffff,11.0,0.0,4.0
8411813ffffffff,16.0,0.0,3.0
841181bffffffff,4.0,0.0,2.0
841181dffffffff,30.0,0.0,0.0
8411853ffffffff,3.0,0.0,0.0
841185dffffffff,2.0,0.0,0.0
84118adffffffff,13.0,0.0,0.0
84118c5ffffffff,3.0,0.0,0.0
84118c7ffffffff,5.0,0.0,0.0
84118cdffffffff,13.0,0.0,2.0
84118e1ffffffff,12.0,0.0,2.0
84118e5ffffffff,3.0,0.0,0.0
84118e7ffffffff,2.0,0.0,0.0
84118e9ffffffff,18.0,0.0,4.0
8411913ffffffff,2.0,0.0,0.0
8411a43ffffffff,6.0,0.0,0.0
8411a6bffffffff,5.0,0.0,0.0
8411aa1ffffffff,2.0,0.0,0.0
8411aa5ffffffff,46.0,0.0,2.0
8411aa7ffffffff,98.0,0.0,2.0
8411aa9ffffffff,3.0,0.0,0.0
8411aabffffffff,2.0,0.0,0.0
8411aadffffffff,2.0,0.0,0.0
8411ab5ffffffff,4.0,0.0,1.0
8411ab7ffffffff,2.0,0.0,0.0
8411ab9ffffffff,1.0,0.0,1.0
8411abdffffffff,13.0,0.0,3.0
8411ae1ffffffff,6.0,0.0,4.0
8411ae3ffffffff,102.0,0.0,53.0
8411ae5ffffffff,1.0,0.0,0.0
8411ae7ffffffff,23.0,0.0,19.0
84155dbffffffff,3.0,0.0,0.0
8418013ffffffff,1.0,0.0,0.0
8418019ffffffff,2.0,0.0,0.0
841801bffffffff,2.0,0.0,0.0
841804bffffffff,11.0,0.0,0.0
8418053ffffffff,7.0,0.0,4.0
8418057ffffffff,4.0,0.0,0.0
841805bffffffff,10.0,0.0,0.0
8418203ffffffff,8.0,0.0,0.0
8418231ffffffff,1.0,0.0,0.0
8418233ffffffff,28.0,1.0,1.0
8418235ffffffff,4.0,0.0,1.0
8418237ffffffff,6.0,0.0,0.0
841823dffffffff,8.0,0.0,2.0
8418251ffffffff,4.0,0.0,0.0
8418253ffffffff,2.0,0.0,0.0
8418255ffffffff,2.0,0.0,0.0
8418281ffffffff,3.0,0.0,0.0
8418285ffffffff,2.0,0.0,0.0
8418287ffffffff,2.0,0.0,0.0
8418289ffffffff,10.0,0.0,0.0
841828bffffffff,17.0,0.0,0.0
841828dffffffff,2.0,0.0,0.0
8418299ffffffff,4.0,0.0,0.0
84182a3ffffffff,5.0,0.0,0.0
84182a5ffffffff,3.0,0.0,0.0
84182a7ffffffff,2.0,0.0,0.0
84182abffffffff,4.0,0.0,0.0
84182adffffffff,1.0,0.0,0.0
84182c1ffffffff,130.0,0.0,0.0
84182c3ffffffff,30.0,0.0,0.0
84182c5ffffffff,4.0,0.0,0.0
84182c9ffffffff,39.0,0.0,0.0
84182cbffffffff,79.0,0.0,0.0
84182e1ffffffff,2.0,0.0,2.0
84182e5ffffffff,33.0,0.0,2.0
84182e7ffffffff,12.0,0.0,0.0
84182e9ffffffff,29.0,0.0,0.0
8418409ffffffff,1.0,0.0,0.0
8418443ffffffff,7.0,0.0,0.0
841844dffffffff,10.0,0.0,0.0
8418457ffffffff,12.0,0.0,0.0
8418459ffffffff,2.0,0.0,0.0
8418469ffffffff,1.0,0.0,0.0
841846bffffffff,2.0,0.0,0.0
841846dffffffff,50.0,0.0,0.0
8418491ffffffff,7.0,0.0,0.0
8418493ffffffff,78.0,0.0,0.0
8418495ffffffff,451.0,0.0,0.0
8418497ffffffff,33.0,0.0,0.0
841849bffffffff,1.0,0.0,0.0
841849dffffffff,41.0,0.0,0.0
84184b1ffffffff,80.0,0.0,0.0
84184b3ffffffff,11.0,0.0,0.0
84184b5ffffffff,50.0,0.0,1.0
84184b7ffffffff,22.0,0.0,0.0
84184b9ffffffff,7.0,0.0,0.0
84184bbffffffff,85.0,0.0,0.0
84184bdffffffff,28.0,0.0,0.0
84184c3ffffffff,3.0,0.0,0.0
84184d5ffffffff,8.0,0.0,0.0
84184ddffffffff,15.0,0.0,0.0
8418593ffffffff,2.0,0.0,0.0
8418597ffffffff,5.0,0.0,0.0
84185b1ffffffff,2.0,0.0,0.0
84185b3ffffffff,8.0,0.0,0.0
84185b5ffffffff,11.0,0.0,0.0
84185bbffffffff,119.0,0.0,0.0
8418607ffffffff,1.0,0.0,0.0
8418609ffffffff,3.0,0.0,0.0
841860dffffffff,1.0,0.0,0.0
8418623ffffffff,10.0,0.0,0.0
8418629ffffffff,44.0,0.0,27.0
841862bffffffff,6.0,0.0,0.0
8418631ffffffff,6.0,0.0,0.0
8418635ffffffff,3.0,0.0,0.0
8418637ffffffff,2.0,0.0,0.0
841863bffffffff,2.0,0.0,0.0
841863dffffffff,12.0,0.0,0.0
841865dffffffff,3.0,0.0,0.0
84186a3ffffffff,3.0,0.0,0.0
