cell_id,Muscisaxicola maclovianus,Muscisaxicola maclovianus mentalis,Muscisaxicola maclovianus maclovianus
848e6abffffffff,2.0,0.0,0.0
848e759ffffffff,4.0,0.0,0.0
848f50dffffffff,2.0,0.0,0.0
84a95c9ffffffff,4.0,0.0,0.0
84b2007ffffffff,12.0,0.0,0.0
84b2037ffffffff,2.0,0.0,0.0
84b2039ffffffff,4.0,0.0,0.0
84b2043ffffffff,4.0,0.0,0.0
84b204bffffffff,3.0,0.0,0.0
84b218bffffffff,1.0,0.0,0.0
84b2191ffffffff,2.0,0.0,0.0
84b2223ffffffff,1.0,0.0,0.0
84b2247ffffffff,1.0,0.0,0.0
84b2261ffffffff,2.0,0.0,0.0
84b2269ffffffff,4.0,0.0,0.0
84b226bffffffff,2.0,0.0,0.0
84b2413ffffffff,1.0,0.0,0.0
84b243dffffffff,1.0,0.0,0.0
84b2589ffffffff,2.0,0.0,0.0
84b2591ffffffff,5.0,0.0,0.0
84b25c1ffffffff,3.0,0.0,0.0
84b25c9ffffffff,1.0,0.0,0.0
84b25cbffffffff,10.0,0.0,0.0
84b2c0bffffffff,9.0,0.0,0.0
84b2c0dffffffff,20.0,0.0,0.0
84b2c2bffffffff,2.0,0.0,0.0
84b2c41ffffffff,9.0,0.0,0.0
84b2c45ffffffff,3.0,0.0,0.0
84b2c47ffffffff,4.0,0.0,0.0
84b2c4dffffffff,4.0,2.0,0.0
84b2c51ffffffff,1.0,0.0,0.0
84b2c55ffffffff,4.0,2.0,0.0
84b2c5dffffffff,16.0,0.0,0.0
84b2e27ffffffff,2.0,0.0,0.0
84b2e35ffffffff,16.0,0.0,0.0
84b2e49ffffffff,4.0,0.0,0.0
84b2e65ffffffff,1.0,0.0,0.0
84b2ed7ffffffff,1.0,0.0,0.0
84b3001ffffffff,6.0,0.0,0.0
84b300bffffffff,7.0,0.0,0.0
84b3015ffffffff,4.0,0.0,0.0
84b3031ffffffff,3.0,0.0,0.0
84b3033ffffffff,7.0,0.0,0.0
84b3043ffffffff,14.0,0.0,0.0
84b3045ffffffff,2.0,0.0,0.0
84b3047ffffffff,3.0,0.0,0.0
84b30a7ffffffff,4.0,0.0,0.0
84b30adffffffff,2.0,0.0,0.0
84b30e9ffffffff,4.0,0.0,0.0
84b31d9ffffffff,3.0,0.0,0.0
84b31dbffffffff,9.0,0.0,0.0
84c2053ffffffff,4.0,0.0,0.0
84c205bffffffff,8.0,0.0,0.0
84c2e23ffffffff,2.0,0.0,0.0
84c2e31ffffffff,11.0,0.0,0.0
84c2e99ffffffff,13.0,0.0,0.0
84c2f1dffffffff,4.0,0.0,0.0
84c3207ffffffff,3.0,0.0,0.0
84c32e1ffffffff,1.0,0.0,0.0
84c364dffffffff,2.0,0.0,0.0
84ce807ffffffff,13.0,0.0,0.0
84ce809ffffffff,11.0,0.0,0.0
84ce811ffffffff,2.0,0.0,0.0
84ce817ffffffff,4.0,0.0,0.0
84ce819ffffffff,1.0,0.0,0.0
84ce839ffffffff,8.0,0.0,0.0
84ce881ffffffff,3.0,0.0,0.0
84ce8c1ffffffff,22.0,0.0,0.0
84ce8c3ffffffff,5.0,0.0,0.0
84ce8c5ffffffff,3.0,0.0,0.0
84ce8c7ffffffff,7.0,0.0,0.0
84ce8cbffffffff,2.0,0.0,0.0
84ce931ffffffff,1.0,0.0,0.0
84ce935ffffffff,1.0,0.0,0.0
84ce93bffffffff,2.0,0.0,0.0
84ce983ffffffff,5.0,0.0,0.0
84ce989ffffffff,10.0,0.0,0.0
84ce98dffffffff,16.0,0.0,0.0
84ce991ffffffff,3.0,0.0,0.0
84ce997ffffffff,2.0,0.0,0.0
84ce9c7ffffffff,13.0,0.0,0.0
84cea07ffffffff,6.0,0.0,0.0
84cea2bffffffff,3.0,0.0,0.0
84ceac1ffffffff,1.0,0.0,0.0
84cf123ffffffff,6.0,0.0,0.0
84cf127ffffffff,5.0,0.0,0.0
84cf129ffffffff,1.0,0.0,0.0
84cf163ffffffff,4.0,0.0,0.0
84cf853ffffffff,3.0,0.0,0.0
84cf881ffffffff,6.0,0.0,0.0
84cf887ffffffff,5.0,0.0,0.0
84cf88bffffffff,2.0,0.0,0.0
84cf8a3ffffffff,8.0,0.0,0.0
84cf8bbffffffff,7.0,0.0,0.0
84cf8c5ffffffff,3.0,0.0,0.0
84cf8d5ffffffff,6.0,0.0,0.0
84cf8e1ffffffff,2.0,0.0,0.0
84cf8ebffffffff,4.0,0.0,0.0
84cf901ffffffff,3.0,0.0,0.0
84cfa45ffffffff,3.0,0.0,0.0
84cfa47ffffffff,3.0,0.0,0.0
84cfa4dffffffff,4.0,0.0,0.0
84cfae7ffffffff,4.0,0.0,0.0
84de62dffffffff,1.0,0.0,0.0
84de707ffffffff,2.0,0.0,0.0
84de719ffffffff,1.0,0.0,0.0
84df451ffffffff,4.0,4.0,0.0
84df4d9ffffffff,7.0,0.0,0.0
84df681ffffffff,2.0,0.0,0.0
84df689ffffffff,2.0,0.0,0.0
84df68bffffffff,1.0,0.0,0.0
84df697ffffffff,2.0,0.0,0.0
84df699ffffffff,3.0,0.0,0.0
84df69dffffffff,17.0,0.0,0.0
84df6a7ffffffff,1.0,0.0,0.0
