cell_id,Harpactes oreskios,Harpactes oreskios [dulitensis Group],Harpactes oreskios oreskios
8264a7fffffffff,5.0,2.0,0.0
826507fffffffff,74.0,0.0,0.0
826517fffffffff,1.0,0.0,0.0
82651ffffffffff,31.0,0.0,0.0
82659ffffffffff,2.0,0.0,0.0
